,NDUFA4L2 (56901)
ACH-000288,-0.39955912021799994
ACH-000291,-0.235137421357
ACH-000293,-0.204593500484
ACH-000294,-0.212657012201
ACH-000295,-0.420658803838
ACH-000296,-0.255797421983
ACH-000302,-0.26838302405000003
ACH-000304,-0.33956600929999997
ACH-000307,-0.290574031944
ACH-000308,-0.286855707267
ACH-000310,-0.355877229258
ACH-000311,-0.34946165316699995
ACH-000312,-0.335681437999
ACH-000315,0.13963983176300002
ACH-000316,-0.332740164339
ACH-000317,-0.35817043814000005
ACH-000318,-0.339980786713
ACH-000319,-0.43175580854199996
ACH-000320,-0.369061299483
ACH-000322,-0.272674873113
ACH-000323,-0.355547209696
ACH-000324,-0.30896432723
ACH-000329,-0.187771866339
ACH-000330,-0.12287422382200001
ACH-000331,-0.263805707461
ACH-000332,-0.19689085469700002
ACH-000334,-0.268138440097
ACH-000335,-0.47768066231299994
ACH-000336,-0.0419105555135
ACH-000337,-0.299021605332
ACH-000339,-0.29638728514
ACH-000341,-0.345705139356
ACH-000348,-0.281508831461
ACH-000350,-0.40963231841799996
ACH-000352,-0.211216075944
ACH-000356,-0.422803345497
ACH-000361,-0.48179861913099997
ACH-000362,-0.286527288205
ACH-000363,-0.353510386407
ACH-000364,-0.280830791045
ACH-000365,-0.382011508178
ACH-000366,-0.27060676674199996
ACH-000368,-0.37743015629500004
ACH-000374,-0.211667335106
ACH-000375,-0.326144087746
ACH-000376,-0.132708644905
ACH-000381,-0.0342366382099
ACH-000383,-0.138149925491
ACH-000387,-0.213277640081
ACH-000389,-0.280357258204
ACH-000390,-0.10958433105599999
ACH-000393,-0.187161151602
ACH-000395,-0.412878019845
ACH-000397,-0.156034751693
ACH-000401,-0.23682153361400002
ACH-000402,-0.27381868746599997
ACH-000403,-0.268537809128
ACH-000404,-0.19944425382199998
ACH-000406,-0.27763560336599996
ACH-000407,-0.19822491080600002
ACH-000408,-0.258752982388
ACH-000410,-0.23679516229699998
ACH-000411,-0.191183885438
ACH-000414,-0.34841493771
ACH-000415,-0.156683003157
ACH-000416,-0.301401815089
ACH-000420,-0.32652519473200003
ACH-000421,-0.33138860231999995
ACH-000424,-0.31718176077599997
ACH-000425,-0.318982780578
ACH-000426,-0.120116746371
ACH-000427,-0.291893750696
ACH-000433,-0.354988419238
ACH-000436,-0.17996836502
ACH-000444,-0.150200666003
ACH-000445,-0.378659079705
ACH-000448,-0.239832959434
ACH-000450,0.030016297088
ACH-000452,-0.494350626917
ACH-000454,-0.340272315045
ACH-000458,-0.288563822098
ACH-000459,0.0392984539008
ACH-000460,-0.115376653593
ACH-000461,-0.41363785033
ACH-000463,-0.18366606790999998
ACH-000464,-0.287905912572
ACH-000466,-0.170936352058
ACH-000467,-0.203497560597
ACH-000468,-0.40900178025300005
ACH-000469,-0.306188743297
ACH-000470,-0.20488368193300002
ACH-000471,-0.14326854538
ACH-000472,-0.323183425609
ACH-000473,-0.103593001544
ACH-000475,-0.311495089362
ACH-000476,-0.318273088346
ACH-000477,-0.0339240992017
ACH-000480,-0.274193134906
ACH-000481,-0.482210343961
ACH-000483,-0.41348811313699996
ACH-000484,0.141300019932
ACH-000485,-0.41998303364600004
ACH-000486,-0.375010748003
ACH-000487,-0.209568805474
ACH-000488,-0.18095292796100002
ACH-000490,-0.338566414695
ACH-000491,-0.0120682893767
ACH-000495,-0.101827846182
ACH-000496,-0.28677710919599997
ACH-000499,-0.513636289005
ACH-000500,-0.282630361541
ACH-000502,-0.325799832835
ACH-000503,-0.453760119207
ACH-000505,-0.283669220631
ACH-000507,-0.29362363239100003
ACH-000510,-0.0694037944624
ACH-000511,-0.31682971782900005
ACH-000512,0.12217748625
ACH-000516,-0.325990177361
ACH-000517,-0.251674697946
ACH-000518,-0.303108347206
ACH-000520,-0.333546656099
ACH-000521,-0.07889322624060001
ACH-000522,-0.162285734198
ACH-000524,-0.269409846699
ACH-000527,-0.217722254408
ACH-000528,-0.15539922699
ACH-000537,-0.220070123573
ACH-000541,-0.267893321756
ACH-000542,-0.23608042728599998
ACH-000544,-0.159422910721
ACH-000545,-0.38188407427500004
ACH-000547,0.08793157895260001
ACH-000548,-0.209720034917
ACH-000549,-0.32203525273899997
ACH-000550,-0.347050551237
ACH-000552,-0.271247331684
ACH-000556,-0.270219805177
ACH-000557,-0.23207024143000002
ACH-000570,-0.198560312484
ACH-000571,-0.08003208677450001
ACH-000573,-0.150074672877
ACH-000576,-0.217260350451
ACH-000580,-0.29247477515799997
ACH-000584,-0.121056786329
ACH-000585,-0.23209231858100002
ACH-000588,-0.15925520174000002
ACH-000589,-0.161044092608
ACH-000591,-0.48248910371299997
ACH-000593,-0.26480681405400003
ACH-000600,-0.16245135216499998
ACH-000601,-0.33685357263599996
ACH-000604,0.153021981855
ACH-000605,-0.6847545399349999
ACH-000606,-0.329695619734
ACH-000608,-0.282541357097
ACH-000614,-0.5049427985480001
ACH-000616,-0.336603092418
ACH-000618,-0.45917385557400003
ACH-000619,-0.136879619609
ACH-000620,-0.18488202228
ACH-000621,-0.24549838371399998
ACH-000622,-0.359580006651
ACH-000623,-0.16588110182399998
ACH-000624,-0.285166378042
ACH-000627,-0.207563098516
ACH-000630,-0.270825260506
ACH-000632,-0.171704748587
ACH-000633,-0.297118353468
ACH-000637,-0.442347076459
ACH-000638,-0.32427040799199996
ACH-000646,-0.146930982387
ACH-000647,-0.184897750842
ACH-000648,-0.130015663551
ACH-000649,-0.279333862448
ACH-000651,-0.41340498274400006
ACH-000652,-0.289838737904
ACH-000653,-0.23786571419799998
ACH-000657,-0.20989993846299998
ACH-000658,-0.18341493434300002
ACH-000661,-0.282510163636
ACH-000662,0.0126941318301
ACH-000663,-0.370675849155
ACH-000665,-0.473750533463
ACH-000671,-0.293239536144
ACH-000673,-0.260178882413
ACH-000676,-0.47690893122
ACH-000677,-0.422266622419
ACH-000681,-0.531765865536
ACH-000682,-0.34620443967799996
ACH-000683,-0.0793596442513
ACH-000684,-0.0816198879862
ACH-000688,-0.142158907857
ACH-000693,-0.225667280029
ACH-000694,-0.38336741520900003
ACH-000695,-0.3606818287
ACH-000696,-0.27474186351
ACH-000697,-0.36148308638800003
ACH-000699,-0.0509847180011
ACH-000701,-0.504976434995
ACH-000706,-0.27200840095
ACH-000711,-0.250417037117
ACH-000713,-0.10519158219000001
ACH-000714,-0.34483618516900005
ACH-000718,-0.18062901041499999
ACH-000720,-0.199038920678
ACH-000721,-0.209612425145
ACH-000724,-0.230781054278
ACH-000725,-0.34971449007600003
ACH-000732,-0.283935174089
ACH-000734,-0.331932136109
ACH-000735,-0.34969152551
ACH-000736,-0.246664863807
ACH-000738,-0.466957231568
ACH-000746,-0.392225691263
ACH-000747,-0.389082000216
ACH-000748,-0.34420155923100004
ACH-000753,-0.440003370472
ACH-000756,-0.28239060492699997
ACH-000757,-0.40702928618600004
ACH-000758,-0.236384269353
ACH-000760,-0.341256508137
ACH-000763,-0.17885586114500002
ACH-000764,-0.600441268872
ACH-000765,-0.441458987032
ACH-000766,-0.18271038224
ACH-000767,-0.00600975518311
ACH-000768,-0.232048479722
ACH-000769,-0.287675669184
ACH-000770,-0.319661418991
ACH-000771,-0.292512271431
ACH-000773,-0.41026788843900003
ACH-000776,-0.309650778159
ACH-000777,-0.128817384349
ACH-000778,-0.170208009546
ACH-000781,-0.15038318040100002
ACH-000782,-0.17717450115800001
ACH-000783,-0.43150163911899997
ACH-000784,-0.213218657888
ACH-000785,-0.388499709547
ACH-000787,-0.255687428763
ACH-000788,-0.312431220461
ACH-000791,-0.301422737908
ACH-000792,-0.196663043957
ACH-000794,-0.10810871084200001
ACH-000796,-0.192941558413
ACH-000799,-0.51892155341
ACH-000800,-0.60862750624
ACH-000802,-0.338247061484
ACH-000804,-0.139206746241
ACH-000805,-0.262890684758
ACH-000809,-0.366370981783
ACH-000810,-0.26948243973499997
ACH-000811,-0.17542974394000002
ACH-000817,-0.295711045063
ACH-000819,-0.350342346281
ACH-000820,-0.11443359215999999
ACH-000821,-0.281157846375
ACH-000822,-0.310414422641
ACH-000823,-0.296671197612
ACH-000824,-0.268262814575
ACH-000827,-0.307425013576
ACH-000829,-0.14193633529400002
ACH-000831,-0.26772560243099996
ACH-000832,-0.366810153527
ACH-000833,-0.596404325989
ACH-000834,-0.326031648371
ACH-000835,-0.277396124118
ACH-000836,-0.332647888196
ACH-000837,-0.23120442632899998
ACH-000838,-0.218836157996
ACH-000839,-0.55933228327
ACH-000840,-0.507298451861
ACH-000841,-0.379138372043
ACH-000843,-0.195717640502
ACH-000846,-0.115747293148
ACH-000847,-0.558753990995
ACH-000848,-0.19137322481
ACH-000849,-0.205282897639
ACH-000851,-0.169981459654
ACH-000855,0.0169782342566
ACH-000856,-0.19479904677499998
ACH-000858,-0.22963627113
ACH-000859,-0.687461243914
ACH-000861,-0.0192041735176
ACH-000862,-0.0897476552378
ACH-000865,-0.297739868088
ACH-000866,-0.22037128225699998
ACH-000867,-0.365753154367
ACH-000869,-0.189193355554
ACH-000872,-0.216355060234
ACH-000873,-0.410664533352
ACH-000876,-0.246506004305
ACH-000878,-0.710642277477
ACH-000880,-0.31856272555599996
ACH-000881,-0.26825448125
ACH-000882,-0.25814900929699997
ACH-000884,-0.125112645184
ACH-000885,-0.192937009663
ACH-000887,-0.26613221759399996
ACH-000888,-0.255311976827
ACH-000889,-0.222063608853
ACH-000890,-0.269148213645
ACH-000896,-0.10868778474000002
ACH-000898,-0.07952756991389999
ACH-000900,-0.550345816875
ACH-000901,-0.432023420466
ACH-000905,-0.109004099703
ACH-000906,-0.33850372437299997
ACH-000907,-0.353906273597
ACH-000910,-0.23943305752500002
ACH-000911,-0.24848215310199998
ACH-000912,-0.306981415029
ACH-000913,-0.192650836303
ACH-000915,-0.259451851539
ACH-000916,-0.33976584111900004
ACH-000917,-0.380283843186
ACH-000921,-0.424686476017
ACH-000924,-0.20577370781399998
ACH-000926,-0.37185704913900003
ACH-000928,-0.164081800362
ACH-000929,-0.0679760102053
ACH-000932,-0.307339548125
ACH-000935,-0.061895746507400005
ACH-000936,-0.186276124915
ACH-000937,-0.27618485497699996
ACH-000938,-0.0821945705093
ACH-000939,-0.411473611774
ACH-000941,-0.179643413189
ACH-000943,-0.315907454245
ACH-000946,-0.23544497242600002
ACH-000947,-0.301651950208
ACH-000948,-0.19210762104
ACH-000950,-0.318905119936
ACH-000953,-0.344507338942
ACH-000957,-0.43811089562100003
ACH-000958,-0.240187115783
ACH-000960,-0.14183779991599998
ACH-000963,-0.534606944501
ACH-000968,-0.200430715965
ACH-000969,-0.22933644095300001
ACH-000973,-0.390728881323
ACH-000974,-0.312331459202
ACH-000975,-0.172558429368
ACH-000976,-0.220279397285
ACH-000978,-0.0159805602457
ACH-000980,-0.191071038847
ACH-000984,-0.252444256623
ACH-000986,-0.24403476601500002
ACH-000988,-0.160724306116
ACH-000993,-0.23892475921999998
ACH-000994,-0.240332460784
ACH-000996,0.0985883557335
ACH-001001,-0.287875438369
ACH-001020,-0.26531219255800004
ACH-001028,-0.318711775887
ACH-001031,-0.427081829602
ACH-001038,-0.17960945171
ACH-001048,-0.294074856594
ACH-001050,-0.231858694872
ACH-001053,-0.0815036646527
ACH-001054,-0.0906272568658
ACH-001061,-0.298378532958
ACH-001067,-0.158203780461
ACH-001075,-0.122931272049
ACH-001096,-0.321349178248
ACH-001128,-0.306310455983
ACH-001134,-0.115523037627
ACH-001151,-0.231074145013
ACH-001163,-0.36504727986900004
ACH-001164,-0.289109847229
ACH-001173,-0.376526993601
ACH-001183,-0.381632932513
ACH-001184,0.0323432420214
ACH-001190,-0.27304841215
ACH-001192,-0.448633992487
ACH-001193,-0.330015825218
ACH-001196,-0.25010927721000004
ACH-001197,-0.154534496328
ACH-001205,-0.159292782756
ACH-001211,-0.183580264343
ACH-001212,0.047747960882299996
ACH-001228,-0.375217243786
ACH-001232,-0.307517052701
ACH-001239,-0.460225735993
ACH-001274,-0.12098879121400001
ACH-001275,-0.259670634168
ACH-001277,-0.0672424958188
ACH-001278,-0.21564162969099998
ACH-001280,-0.31559867792199997
ACH-001283,-0.606195780596
ACH-001289,-0.0852696336517
ACH-001295,-0.24511631848499998
ACH-001300,-0.446487711738
ACH-001301,-0.35833091840099995
ACH-001302,-0.11664991719000001
ACH-001303,-0.138502379716
ACH-001306,-0.140564567527
ACH-001318,-0.31122511567600003
ACH-001322,-0.0593522353963
ACH-001328,-0.289827845799
ACH-001332,-0.42500682596999995
ACH-001333,-0.311378406904
ACH-001336,-0.245168217875
ACH-001340,-0.361315860645
ACH-001346,-0.32594619505399997
ACH-001353,-0.184426053735
ACH-001354,-0.579804712885
ACH-001367,-0.284317805308
ACH-001368,-0.21252144827599997
ACH-001374,0.108766088979
ACH-001375,-0.107917554163
ACH-001377,-0.28618686456799997
ACH-001380,-0.20736910436900002
ACH-001391,-0.240118212202
ACH-001407,-0.269256781737
ACH-001408,-0.313585823458
ACH-001413,-0.342860989585
ACH-001430,-0.45203333934900003
ACH-001431,-0.408399017657
ACH-001450,-0.06781824950540001
ACH-001496,-0.190653593319
ACH-001500,-0.371091242323
ACH-001521,0.034322850977
ACH-001523,-0.287039252771
ACH-001532,-0.115351822719
ACH-001536,-0.24720299993900002
ACH-001550,-0.44965935538900004
ACH-001552,-0.18019875805
ACH-001554,-0.20562914254999998
ACH-001645,-0.25272275111
ACH-001654,-0.248424711414
ACH-001715,-0.42040665765600005
ACH-001735,-0.229607110187
ACH-001736,-0.12927992859200002
ACH-001737,0.0552946392211
ACH-001740,-0.304235480702
ACH-001745,-0.24851170440099998
ACH-001750,-0.381423964248
ACH-001765,-0.380871657862
ACH-001956,-0.237115972988
ACH-001957,-0.22996670407900002
