,EIF4ENIF1 (56478)
ACH-000004,0.025460743227300003
ACH-000007,-0.236013206221
ACH-000009,-0.127269809153
ACH-000011,-0.0488414559566
ACH-000012,-0.437831039315
ACH-000013,-0.120517286981
ACH-000014,-0.238082426848
ACH-000015,-0.12802043731899998
ACH-000017,0.056175887466
ACH-000018,-0.18668683564599997
ACH-000019,-0.272109245349
ACH-000021,-0.17071478766399997
ACH-000022,-0.0906190526622
ACH-000025,-0.240687201907
ACH-000028,-0.240692793391
ACH-000030,-0.24806467965100001
ACH-000035,-0.0570418207367
ACH-000036,-0.390770200321
ACH-000037,-0.212878712765
ACH-000039,-0.25527081185199996
ACH-000040,-0.344000411923
ACH-000041,-0.19257822013599998
ACH-000042,-0.321859628146
ACH-000045,-0.0586078217147
ACH-000047,-0.294742233587
ACH-000052,0.0829466615033
ACH-000053,-0.146735904212
ACH-000054,-0.071113040121
ACH-000055,-0.297100851309
ACH-000060,-0.519860723926
ACH-000067,-0.140418398294
ACH-000070,-0.0491272384623
ACH-000075,-0.471209607029
ACH-000078,-0.410540940298
ACH-000082,0.053800973728300006
ACH-000085,-0.37084793062
ACH-000086,0.0471228769394
ACH-000087,-0.0226630765886
ACH-000092,-0.321609743896
ACH-000095,-0.084719646008
ACH-000097,-0.155962212016
ACH-000098,-0.08634037306
ACH-000099,-0.151398559058
ACH-000108,-0.472208686145
ACH-000113,-0.20471387936500002
ACH-000115,-0.502779167552
ACH-000116,-0.137377616595
ACH-000118,-0.36098578221199995
ACH-000120,-0.392812627988
ACH-000123,-0.251103829422
ACH-000127,-0.08354929683130001
ACH-000128,-0.205654834426
ACH-000132,-0.0305396551475
ACH-000133,-0.318037414727
ACH-000137,-0.21902167831799998
ACH-000138,-0.107067901874
ACH-000142,-0.11902293623299999
ACH-000143,-0.35684997603699997
ACH-000146,-0.16917172035300002
ACH-000148,-0.174930924958
ACH-000150,-0.260368879921
ACH-000152,-0.14368434773
ACH-000153,-0.08045235732889999
ACH-000159,-0.248193098231
ACH-000160,-0.343359040692
ACH-000163,-0.171046173255
ACH-000167,-0.218322647476
ACH-000168,0.0217739514115
ACH-000169,-0.13964730419399998
ACH-000178,-0.11744769369699999
ACH-000182,-0.048560251413500004
ACH-000183,-0.397381633084
ACH-000188,-0.29316432984900004
ACH-000189,0.278254680107
ACH-000190,0.166805367848
ACH-000198,-0.0106859510164
ACH-000204,-0.0432851265623
ACH-000206,-0.269957412191
ACH-000207,-0.18801890971500002
ACH-000211,-0.42909202615099995
ACH-000215,-0.104257808147
ACH-000221,-0.29824442250100003
ACH-000222,-0.14988814181600002
ACH-000223,-0.32863906464299997
ACH-000226,-0.33994035402500006
ACH-000227,-0.0660769348795
ACH-000228,-0.338971415778
ACH-000231,-0.39875345414999996
ACH-000232,-0.323880245832
ACH-000233,-0.220496093341
ACH-000234,0.0777496882297
ACH-000235,-0.261311766331
ACH-000237,-0.387552582997
ACH-000238,-0.215004499548
ACH-000243,-0.282024577201
ACH-000244,-0.46992800611
ACH-000246,-0.050920066508300006
ACH-000248,-0.0703641372223
ACH-000250,-0.029355970164200003
ACH-000251,-0.055938736131499994
ACH-000253,-0.26764793225
ACH-000255,-0.17713600837299998
ACH-000256,-0.288597533523
ACH-000257,-0.27043748447099997
ACH-000258,-0.550893018457
ACH-000259,-0.009903806241950001
ACH-000260,-0.18343734816799998
ACH-000261,-0.16893477230099999
ACH-000262,0.103692828489
