,MOB4 (25843)
ACH-000004,-0.318483934507
ACH-000007,-0.856758100609
ACH-000009,-0.5867092938130001
ACH-000011,-0.926375264724
ACH-000012,-0.551577017782
ACH-000013,-0.616772386959
ACH-000014,-0.767405230589
ACH-000015,-0.50171975486
ACH-000017,-0.509278811026
ACH-000018,-0.988292468356
ACH-000019,-0.367323494643
ACH-000021,-0.702669753494
ACH-000022,-0.433260201417
ACH-000025,-1.02089380149
ACH-000028,-0.42112932472900005
ACH-000030,-0.9551709256409999
ACH-000035,-0.690040421846
ACH-000036,-0.870621497409
ACH-000037,-0.5633647243419999
ACH-000039,-0.753830680248
ACH-000040,-0.706231558917
ACH-000041,-0.486413875177
ACH-000042,-0.912626006497
ACH-000045,-0.7792873706569999
ACH-000047,-0.6869851898549999
ACH-000052,-0.816791964241
ACH-000053,-0.833320551699
ACH-000054,-1.02534746475
ACH-000055,-0.23595505291299998
ACH-000060,-0.8846767264040001
ACH-000067,-0.6776373371559999
ACH-000070,-0.852597519006
ACH-000075,-0.6891612464519999
ACH-000078,-0.596009919113
ACH-000082,-0.9046630556759999
ACH-000085,-0.8329115633580001
ACH-000086,-0.8633455413969999
ACH-000087,-0.679027695615
ACH-000092,-0.7794130031990001
ACH-000095,-0.763381589912
ACH-000097,-0.4163773694
ACH-000098,-0.938905558406
ACH-000099,-0.584200137897
ACH-000108,-0.8468473180949999
ACH-000113,-0.761048431383
ACH-000115,-0.692737287892
ACH-000116,-0.650635850444
ACH-000118,-0.796125162341
ACH-000120,-0.844777493374
ACH-000123,-0.590797974985
ACH-000127,-1.03595275676
ACH-000128,-0.546998528895
ACH-000132,-0.998908675167
ACH-000133,-0.7898223655500001
ACH-000137,-0.784358933449
ACH-000138,-0.8630527482870001
ACH-000142,-0.705336643243
ACH-000143,-0.5913960670699999
ACH-000146,-0.333218474135
ACH-000148,-0.5710083947469999
ACH-000150,-0.558620934255
ACH-000152,-1.03102429687
ACH-000153,-0.831982517561
ACH-000159,-0.842992384743
ACH-000160,-0.8153590734939999
ACH-000163,-0.7627922334
ACH-000167,-1.18314901432
ACH-000168,-0.850053789068
ACH-000169,-0.582014830983
ACH-000178,-0.80459336755
ACH-000182,-0.704215998983
ACH-000183,-0.940347352898
ACH-000188,-0.873424828476
ACH-000189,-0.531297385474
ACH-000190,-0.9153037372939999
ACH-000198,-0.963883195343
ACH-000204,-0.761276748166
ACH-000206,-0.789516326655
ACH-000207,-0.922569602585
ACH-000211,-0.839897587148
ACH-000215,-0.7104839770360001
ACH-000221,-0.33664295878600003
ACH-000222,-0.762255602065
ACH-000223,-0.833151137483
ACH-000226,-0.5377554702
ACH-000227,-0.928976634263
ACH-000228,-0.631605759223
ACH-000231,-0.9248742464249999
ACH-000232,-0.934332775003
ACH-000233,-0.881863748215
ACH-000234,-0.741059227048
ACH-000235,-0.9651933049670001
ACH-000237,-0.829562692666
ACH-000238,-0.644962433216
ACH-000243,-0.8862563506990001
ACH-000244,-0.804262509371
ACH-000246,-0.763811562352
ACH-000248,-0.558923628692
ACH-000250,-0.594656627698
ACH-000251,-1.03652648295
ACH-000253,-0.7498279552789999
ACH-000255,-1.00994543737
ACH-000256,-0.8374866257019999
ACH-000257,-0.8414291261679999
ACH-000258,-0.365697425573
ACH-000259,-0.6210638555770001
ACH-000260,-0.610405192758
ACH-000261,-0.492047897297
ACH-000262,-0.86867875718
ACH-000263,-0.9862652889810001
ACH-000264,-0.7316441560529999
ACH-000265,-0.7348767548810001
ACH-000266,-0.955970246309
ACH-000272,-0.9107012273209999
ACH-000273,-0.9187674117710001
ACH-000274,-0.836375977722
ACH-000277,-0.564333707983
ACH-000278,-0.643522880951
ACH-000279,-0.660209917695
ACH-000280,-1.02036225928
ACH-000281,-0.9706317664030001
ACH-000288,-1.1531426224799999
ACH-000291,-1.01417631737
ACH-000293,-0.6493382058789999
ACH-000294,-0.901139356582
ACH-000295,-0.9224881557960001
ACH-000296,-0.581860284626
ACH-000302,-0.6257052573040001
ACH-000304,-0.7755525566529999
ACH-000307,-0.84636817
ACH-000308,-0.894079583802
ACH-000310,-0.818320676101
ACH-000311,-0.784225852633
ACH-000312,-0.718601998363
ACH-000315,-0.8951995113860001
ACH-000316,-0.721928374629
ACH-000317,-0.784547205651
ACH-000318,-0.63371008328
ACH-000319,-0.877603607129
ACH-000320,-0.9786030763879999
ACH-000322,-0.567346399595
ACH-000323,-0.8544903645020001
ACH-000324,-0.904244745616
ACH-000329,-0.472723432944
ACH-000330,-0.695672843054
ACH-000331,-0.728290899135
ACH-000332,-0.650438896486
ACH-000334,-0.840601474334
ACH-000335,-0.985683336541
ACH-000336,-0.663565851254
ACH-000337,-0.6965080159970001
ACH-000339,-0.870426907901
ACH-000341,-0.633748466476
ACH-000348,-0.518257483943
ACH-000350,-0.552428414989
ACH-000352,-0.327508303041
ACH-000356,-0.7677780443359999
ACH-000361,-0.649005708613
ACH-000362,-0.778530537215
ACH-000363,-0.496087900512
ACH-000364,-1.0547843758600002
ACH-000365,-0.7315724178399999
ACH-000366,-0.380158140079
ACH-000368,-0.719576881099
ACH-000374,-0.993406792444
ACH-000375,-0.842473512354
ACH-000376,-0.766673196592
ACH-000381,-0.748564489963
ACH-000383,-0.936283635186
ACH-000387,-0.678471952034
ACH-000389,-0.705419504789
ACH-000390,-0.441509913429
ACH-000393,-1.0193195649200002
ACH-000395,-1.22061088962
ACH-000397,-0.954574399543
ACH-000401,-0.661515855498
ACH-000402,-0.596257223372
ACH-000403,-0.943324664373
ACH-000404,-0.7368073641539999
ACH-000406,-0.546288098974
ACH-000407,-0.8508490417479999
ACH-000408,-0.808770302641
ACH-000410,-0.768095165115
ACH-000411,-0.655456696066
ACH-000414,-0.751752404773
ACH-000415,-0.652526317996
ACH-000416,-0.483294495871
ACH-000420,-0.9176106055840001
ACH-000421,-0.607883341838
ACH-000424,-0.7425135878550001
ACH-000425,-0.860891863283
ACH-000426,-0.617449819062
