,PDPK1 (5170)
ACH-000004,-0.280541639011
ACH-000007,-0.871571634082
ACH-000009,-0.23181974293699997
ACH-000011,-0.556816904313
ACH-000012,-0.555438072302
ACH-000013,-0.8635615703389999
ACH-000014,-0.592716929428
ACH-000015,-0.517953994537
ACH-000017,-0.7250995065420001
ACH-000018,-0.817384841781
ACH-000019,-0.74455364841
ACH-000021,-0.7113855300849999
ACH-000022,-0.613039600858
ACH-000025,-0.462853123402
ACH-000028,-0.39666132760899997
ACH-000030,-0.7241105741859999
ACH-000035,-0.432307509888
ACH-000036,-0.738941773598
ACH-000037,-0.560424476307
ACH-000039,-0.766359120053
ACH-000040,-0.5184140616089999
ACH-000041,-0.741188940317
ACH-000042,-0.331423599921
ACH-000045,-0.524251394428
ACH-000047,-0.638617138793
ACH-000052,-0.48818564005000004
ACH-000053,-0.946241983699
ACH-000054,-0.485908283836
ACH-000055,-0.369626727776
ACH-000060,-0.7886234641140001
ACH-000067,-0.715677711557
ACH-000070,-0.718249424842
ACH-000075,-0.6934132683159999
ACH-000078,-0.5488431287300001
ACH-000082,-0.620500274419
ACH-000085,-0.766527379119
ACH-000086,-0.458472725541
ACH-000087,-0.811798534276
ACH-000092,-0.627625205933
ACH-000095,-0.755134612133
ACH-000097,-0.9718375724860001
ACH-000098,-1.03262561734
ACH-000099,-0.666105966673
ACH-000108,-0.7321410393000001
ACH-000113,-0.6355649251300001
ACH-000115,-1.1740936998
ACH-000116,-0.357299293482
ACH-000118,-0.680207457315
ACH-000120,-0.6866084459299999
ACH-000123,-0.527559376156
ACH-000127,-0.548510694644
ACH-000128,-0.6917636427220001
ACH-000132,-0.633071985932
ACH-000133,-0.717725105388
ACH-000137,-0.345042115233
ACH-000138,-0.788099912063
ACH-000142,-0.8930133586110001
ACH-000143,-0.640799092888
ACH-000146,-0.861082617567
ACH-000148,-0.7083651555830001
ACH-000150,-0.733633756041
ACH-000152,-0.656441407053
ACH-000153,-0.704930118296
ACH-000159,-0.6408732722730001
ACH-000160,-0.414142673295
ACH-000163,-0.64066577212
ACH-000167,-0.675679168823
ACH-000168,-0.56481369188
ACH-000169,-0.638905432345
ACH-000178,-0.676747830305
ACH-000182,-0.257147000937
ACH-000183,-0.794137634524
ACH-000188,-0.390327812647
ACH-000189,-0.575666293465
ACH-000190,-0.446307555526
ACH-000198,-0.692790084939
ACH-000204,-0.307654764351
ACH-000206,-0.380648806727
ACH-000207,-0.807469652816
ACH-000211,-0.734591572078
ACH-000215,-0.851720582029
ACH-000221,-0.478305595775
ACH-000222,-0.9641686776080001
ACH-000223,-0.0920994103628
ACH-000226,-0.626950285635
ACH-000227,-0.64926956276
ACH-000228,-0.400563574855
ACH-000231,-0.646552035761
ACH-000232,-0.738636509625
ACH-000233,-0.588118686661
ACH-000234,-0.636254367307
ACH-000235,-0.614648556701
ACH-000237,-0.606747270244
ACH-000238,-0.588519234724
ACH-000243,-0.661252044188
ACH-000244,-0.554880475258
ACH-000246,-0.482547606576
ACH-000248,-0.419193976748
ACH-000250,-0.510115925802
ACH-000251,-0.409395609213
ACH-000253,-0.6180143226870001
ACH-000255,-0.587093376369
ACH-000256,-0.471585212278
ACH-000257,-0.644922819884
ACH-000258,-0.63939181893
ACH-000259,-0.515189245568
ACH-000260,-0.7397930814399999
ACH-000261,-0.6863265442669999
ACH-000262,-0.756132297181
ACH-000263,-0.983727805744
ACH-000264,-0.507444443723
ACH-000265,-0.583844983471
ACH-000266,-0.554285765257
ACH-000272,-0.754972685096
ACH-000273,-0.591894978519
ACH-000274,-0.689249278705
ACH-000277,-0.43890591915700006
ACH-000278,-0.43963904972199996
ACH-000279,-0.683543883783
ACH-000280,-0.865342244573
ACH-000281,-0.504583697021
ACH-000288,-1.03542861287
ACH-000291,-0.691772453558
ACH-000293,-0.514928573737
ACH-000294,-0.6132943630359999
ACH-000295,-0.9580295449189999
ACH-000296,-0.41152863368299997
ACH-000302,-0.5065900624849999
ACH-000304,-0.682117761404
ACH-000307,-0.668086203727
ACH-000308,-0.652246445961
ACH-000310,-0.913297632685
ACH-000311,-0.714445247819
ACH-000312,-0.490160429154
ACH-000315,-0.756906570485
ACH-000316,-0.5691359625010001
ACH-000317,-0.823993862364
ACH-000318,-0.40583174749300005
ACH-000319,-0.586088332547
ACH-000320,-0.6981381956880001
ACH-000322,-0.8001775426209999
ACH-000323,-0.527411424989
ACH-000324,-0.629873364809
ACH-000329,-0.39177812503700005
ACH-000330,-0.830139802153
ACH-000331,-0.468176722153
ACH-000332,-0.656937525726
ACH-000334,-0.60819033339
ACH-000335,-0.658234586117
ACH-000336,-0.378323758755
ACH-000337,-0.7545514175300001
ACH-000339,-0.5505768442100001
ACH-000341,-0.558046050801
ACH-000348,-0.7127643897
ACH-000350,-0.333366576742
ACH-000352,-0.359885783348
ACH-000356,-0.803142354569
ACH-000361,-0.567836122311
ACH-000362,-0.7014815324179999
ACH-000363,-0.645617893824
ACH-000364,-0.6517465280529999
ACH-000365,-0.624012389963
ACH-000366,-0.5468272734880001
ACH-000368,-0.7156835921349999
ACH-000374,-0.8252117802869999
ACH-000375,-0.747709502227
ACH-000376,-0.695409100477
ACH-000381,-0.708382361936
ACH-000383,-0.597784707376
ACH-000387,-0.126936164497
ACH-000389,-0.7196703091359999
ACH-000390,-0.4924524308
ACH-000393,-0.332081559689
ACH-000395,-0.750629830747
ACH-000397,-0.791983488137
ACH-000401,-0.626574534607
ACH-000402,0.401884874544
ACH-000403,-0.7840842693719999
ACH-000404,-0.532294941271
ACH-000406,-0.805690648471
ACH-000407,-0.470222874428
ACH-000408,-1.00749460075
ACH-000410,-0.728197491112
ACH-000411,-0.46693544442199997
ACH-000414,-0.559960687602
ACH-000415,-0.785849964214
ACH-000416,-0.47940114687799995
ACH-000420,-0.5201738977229999
ACH-000421,-0.583986924409
ACH-000424,-0.541777835683
ACH-000425,-0.8506679995290001
ACH-000426,-0.485853385958
ACH-000427,-0.615929662295
ACH-000433,-0.8551862573569999
ACH-000436,-0.954063965428
ACH-000444,-0.70056250478
ACH-000445,-0.816790985996
ACH-000448,-0.470186155323
ACH-000450,-0.559285114983
ACH-000452,-0.557147808294
ACH-000454,-0.7924374731559999
ACH-000458,-0.573266016543
ACH-000459,-0.762328350542
ACH-000460,-0.939397198626
ACH-000461,-0.526819132997
ACH-000463,-0.694182096389
ACH-000464,-0.832197564472
ACH-000466,-0.511884320132
ACH-000467,-0.7113917660690001
ACH-000468,-1.03964209449
ACH-000469,-0.433003392819
ACH-000470,-0.183003380918
ACH-000471,-0.9222195123370001
ACH-000472,-0.46722483613000004
ACH-000473,-0.710062504683
ACH-000475,-0.499196666056
ACH-000476,-0.8401596308759999
ACH-000477,-0.551659839203
ACH-000480,-0.467779014906
ACH-000481,-0.581343562722
ACH-000483,-0.606440095099
ACH-000484,-0.292271140552
ACH-000485,-0.727014980255
ACH-000486,-0.469273461254
ACH-000487,-0.5890638371069999
ACH-000488,-0.679481256577
ACH-000490,-0.50823705665
ACH-000491,-0.613195024705
ACH-000495,-0.609681121062
ACH-000496,-0.799683461981
ACH-000499,-0.57110046749
ACH-000500,-0.020489446224599996
ACH-000502,-0.6853465724879999
ACH-000503,-0.31039991896499997
ACH-000505,-0.7399981775489999
ACH-000507,-0.665261278537
ACH-000510,-0.6427807937219999
ACH-000511,-0.596109774731
ACH-000512,-0.479018272325
ACH-000516,-0.501189110488
ACH-000517,-0.573194578437
ACH-000518,-0.546776765194
ACH-000520,-0.7207900253
ACH-000521,-0.871975962672
ACH-000522,-0.697052735479
ACH-000524,-0.6495562203090001
ACH-000527,-0.651101287096
ACH-000528,-0.503113185516
ACH-000537,-0.7761944142899999
ACH-000541,-1.047223827
ACH-000542,-0.744591710043
ACH-000544,-0.513312024309
ACH-000545,-0.835606399843
ACH-000547,-0.814586840527
ACH-000548,-0.577125913273
ACH-000549,-0.7686193312399999
ACH-000550,-1.07430173254
ACH-000552,-0.5606547074880001
ACH-000556,-0.441255315445
ACH-000557,-0.7189117841789999
ACH-000570,-0.7138794248720001
ACH-000571,-0.663950849199
ACH-000573,-0.452729512773
ACH-000576,-0.879703568866
ACH-000580,-0.809198244561
ACH-000584,-0.6878659807649999
ACH-000585,-0.8305086845980001
ACH-000588,-0.46813453806
ACH-000589,-0.581307489626
ACH-000591,-0.991809854923
ACH-000593,-0.624085390046
ACH-000600,-1.05021312369
ACH-000601,-0.625479953627
ACH-000604,-0.502025278732
ACH-000605,-0.614143432862
ACH-000606,-0.614874468076
ACH-000608,-0.403883631874
ACH-000614,-0.48923056691399996
ACH-000616,-0.48958921528300003
ACH-000618,-0.20205899599399998
ACH-000619,-0.5723641992840001
ACH-000620,-0.6424245235230001
ACH-000621,-0.387058718363
ACH-000622,-0.6372862509220001
ACH-000623,-0.645684439441
ACH-000624,-0.294235738202
ACH-000627,-0.580760125456
ACH-000630,-0.9311762288619999
ACH-000632,-0.783781968153
ACH-000633,-0.655343881786
ACH-000637,-0.41917956578599996
ACH-000638,-0.65027396469
ACH-000646,-0.816144385958
ACH-000647,-0.47143655729999995
ACH-000648,-0.5109284247829999
ACH-000649,-0.419136396731
ACH-000651,-0.40954879031499997
ACH-000652,-0.853632268924
ACH-000653,-0.566117333242
ACH-000657,-0.726538501072
ACH-000658,-0.663314442702
ACH-000661,-0.583656090984
ACH-000662,-0.377751682178
ACH-000663,-0.6796472719
ACH-000665,-0.644686820401
ACH-000671,-0.9403564494299999
ACH-000673,-0.6243773854510001
ACH-000676,-0.507320344881
ACH-000677,-0.623239873746
ACH-000681,-0.73481101439
ACH-000682,-0.6792996419159999
ACH-000683,-0.649162005566
ACH-000684,-0.698716141786
ACH-000688,-0.6569797343020001
ACH-000693,-0.43710333725699996
ACH-000694,-0.534359496754
ACH-000695,-0.7803459653
ACH-000696,-0.526378837005
ACH-000697,-0.293442311836
ACH-000699,-0.7247325310449999
ACH-000701,-0.332959872395
ACH-000706,-0.558608389272
