,TCTN1 (79600)
ACH-000004,-0.46903492293300003
ACH-000007,-0.322818706277
ACH-000009,-0.198605959678
ACH-000011,-0.501296090564
ACH-000012,-0.202944818469
ACH-000013,-0.147232091445
ACH-000014,-0.288402218227
ACH-000015,-0.231659697894
ACH-000017,-0.15007044269300002
ACH-000018,-0.185665373222
ACH-000019,-0.0405070697291
ACH-000021,-0.322438016922
ACH-000022,-0.19076564324499998
ACH-000025,-0.236750057638
ACH-000028,-0.0345331522166
ACH-000030,-0.126378613324
ACH-000035,-0.140048226435
ACH-000036,-0.17947692994699999
ACH-000037,-0.103667647962
ACH-000039,-0.241047173712
ACH-000040,-0.395564513341
ACH-000041,-0.35107318570600005
ACH-000042,-0.283818612685
ACH-000045,-0.210722822313
ACH-000047,-0.219600880676
ACH-000052,-0.38701079815800005
ACH-000053,-0.184316408997
ACH-000054,-0.332172277431
ACH-000055,-0.153181676207
ACH-000060,-0.20408295039000002
ACH-000067,-0.43955622884900003
ACH-000070,-0.00900352340962
ACH-000075,-0.238928389995
ACH-000078,-0.148798666649
ACH-000082,-0.25827190950999995
ACH-000085,-0.300452643183
ACH-000086,-0.301445704181
ACH-000087,-0.337974208434
ACH-000092,-0.139734047256
ACH-000095,-0.181809300868
ACH-000097,-0.19276674724
ACH-000098,-0.323445196396
ACH-000099,-0.205553087929
ACH-000108,-0.24958760046700001
ACH-000113,-0.114192621982
ACH-000115,-0.377017025404
ACH-000116,-0.237431837122
ACH-000118,-0.152704338245
ACH-000120,-0.0454411223228
ACH-000123,-0.0223096840771
ACH-000127,-0.141331145588
ACH-000128,-0.26394587264
ACH-000132,0.0480094848218
ACH-000133,-0.335503848084
ACH-000137,-0.280293191451
ACH-000138,-0.33192245224
ACH-000142,-0.28730366502099997
ACH-000143,-0.282757394499
ACH-000146,-0.266378518929
ACH-000148,-0.25442514926800003
ACH-000150,-0.278445756368
ACH-000152,-0.325261087174
ACH-000153,-0.147672995201
ACH-000159,-0.194293290589
ACH-000160,-0.247625738338
ACH-000163,-0.2846977729
ACH-000167,-0.594084082128
ACH-000168,-0.166962158164
ACH-000169,-0.20986748582800002
ACH-000178,-0.24369543158100002
ACH-000182,-0.207504887477
ACH-000183,-0.224588537993
ACH-000188,-0.207312313827
ACH-000189,-0.0722993319457
ACH-000190,-0.19917095292
ACH-000198,-0.260531890107
ACH-000204,-0.027943323229299998
ACH-000206,-0.38054406435800003
ACH-000207,-0.155590459134
ACH-000211,-0.251342673847
ACH-000215,-0.37031450865599996
ACH-000221,-0.145093663202
ACH-000222,-0.191114370242
