,DALRD3 (55152)
ACH-000004,-0.42615658246
ACH-000007,0.0825438472017
ACH-000009,-0.132320169407
ACH-000011,-0.12469014962300001
ACH-000012,-0.131964335002
ACH-000013,-0.114684986341
ACH-000014,-0.0683914547961
ACH-000015,-0.13716047649399998
ACH-000017,-0.0721524790717
ACH-000018,-0.17655181977099998
ACH-000019,-0.0505007287818
ACH-000021,-0.146949851089
ACH-000022,-0.020982913361299996
ACH-000025,-0.336752128261
ACH-000028,-0.00040256254382
ACH-000030,-0.21793482060400002
ACH-000035,-0.122607382301
ACH-000036,-0.222497134349
ACH-000037,-0.0830636783024
ACH-000039,-0.0351980805863
ACH-000040,-0.185695403761
ACH-000041,-0.152744704582
ACH-000042,-0.125028317805
ACH-000045,-0.167481513495
ACH-000047,-0.114178693412
ACH-000052,-0.0780405121743
ACH-000053,-0.12967375647399998
ACH-000054,-0.19133650736900001
ACH-000055,-0.044253495501300005
ACH-000060,-0.284229359546
ACH-000067,-0.101720280899
ACH-000070,-0.31365792616099997
ACH-000075,-0.049969562035600004
ACH-000078,0.050884072938
ACH-000082,-0.113028440406
ACH-000085,-0.227012105269
ACH-000086,-0.32996673301999996
ACH-000087,-0.027639618838299997
ACH-000092,-0.17228553449
ACH-000095,-0.054865380725999995
ACH-000097,-0.12346280452500001
ACH-000098,-0.225158323138
ACH-000099,-0.0011127879820899999
ACH-000108,-0.144684069311
ACH-000113,-0.191558544161
ACH-000115,0.114424572133
ACH-000116,-0.0547787222231
ACH-000118,-0.23132585914
ACH-000120,-0.0201160731734
ACH-000123,-0.168958188081
ACH-000127,-0.0782592390197
ACH-000128,-0.137072699818
ACH-000132,-0.11095050896299999
ACH-000133,-0.0587871539267
ACH-000137,0.0359354984759
ACH-000138,-0.17573359144499998
ACH-000142,-0.273665458481
ACH-000143,-0.243569548564
ACH-000146,-0.211035138668
ACH-000148,-0.139422397881
ACH-000150,-0.328104660738
ACH-000152,0.0055390094467700005
ACH-000153,-0.232183472909
ACH-000159,-0.20645832944200002
ACH-000160,-0.11346665227700001
ACH-000163,-0.177723717415
ACH-000167,-0.368122577252
ACH-000168,-0.279266131199
ACH-000169,-0.238142095107
ACH-000178,-0.08605269935610001
ACH-000182,-0.0799085407959
ACH-000183,-0.020290223763700002
ACH-000188,-0.237861778723
ACH-000189,-0.298479649111
ACH-000190,-0.044693075225599996
ACH-000198,-0.21554254362
ACH-000204,0.12034461927000001
ACH-000206,-0.237163019571
ACH-000207,-0.29717611035999997
ACH-000211,-0.342374646582
ACH-000215,-0.0823466320879
ACH-000221,-0.0127038036555
ACH-000222,0.060356282122400004
ACH-000223,-0.149215173244
ACH-000226,-0.18832251178599999
ACH-000227,-0.188465410301
ACH-000228,-0.102939754743
ACH-000231,-0.187605202626
ACH-000232,-0.185832803316
ACH-000233,-0.117609582291
ACH-000234,-0.170490313449
ACH-000235,-0.16819355850200002
ACH-000237,-0.218262516818
ACH-000238,-0.304678423961
ACH-000243,-0.0551216086166
ACH-000244,-0.10257545069700001
ACH-000246,-0.258593477369
ACH-000248,-0.057214322369
ACH-000250,-0.203022563328
ACH-000251,0.09385000290539998
ACH-000253,-0.0784779567671
ACH-000255,-0.17269625653
ACH-000256,-0.163083771372
ACH-000257,-0.028604863816400004
ACH-000258,0.09818242318569999
ACH-000259,-0.113081719482
ACH-000260,-0.0260787721919
ACH-000261,-0.155890073367
ACH-000262,-0.24817207563000002
ACH-000263,-0.547195036517
ACH-000264,-0.26719854554
ACH-000265,-0.143560708008
ACH-000266,-0.062491414286599996
ACH-000272,-0.08760096766280001
ACH-000273,-0.28895215871
ACH-000274,-0.20831136286899998
ACH-000277,-0.160387257708
ACH-000278,-0.0460821316295
ACH-000279,0.00486209809826
ACH-000280,-0.108448786839
ACH-000281,-0.0818208700888
ACH-000288,-0.156080237866
ACH-000291,-0.165635864953
ACH-000293,-0.0741735075897
ACH-000294,-0.07220227264689999
ACH-000295,-0.402849983512
ACH-000296,-0.18811755164299998
ACH-000302,-0.177305644185
ACH-000304,-0.18146950782000001
ACH-000307,-0.103043318573
ACH-000308,-0.120334802835
ACH-000310,0.0566092112111
ACH-000311,-0.148269350399
ACH-000312,-0.129593920858
ACH-000315,-0.250318746515
ACH-000316,-0.24713679421100002
ACH-000317,-0.183058262179
ACH-000318,-0.33707321745700003
ACH-000319,0.0732500878144
ACH-000320,-0.12156630102499999
ACH-000322,-0.20720949479400003
ACH-000323,-0.0724314689253
ACH-000324,-0.15500306314
ACH-000329,-0.137914715796
ACH-000330,-0.205045532403
ACH-000331,-0.0993004900271
ACH-000332,-0.20030014671
ACH-000334,-0.25047873073000004
