,TTN (7273)
ACH-000383,-0.250492068663
ACH-000387,-0.47819025947800003
ACH-000389,-0.174464957802
ACH-000390,-0.31772503049600004
ACH-000393,-0.07544706388169999
ACH-000395,-0.342210701797
ACH-000397,-0.0358730432174
ACH-000401,-0.241655685072
ACH-000402,-0.09417476877689998
ACH-000403,-0.22671701673
ACH-000404,-0.025597209995599998
ACH-000406,-0.263685209006
ACH-000407,-0.27857762015099996
ACH-000408,-0.292862570544
ACH-000410,-0.111182418824
ACH-000411,-0.070223585688
ACH-000414,-0.247569995277
ACH-000415,-0.201262711136
ACH-000416,-0.195025543222
ACH-000420,-0.38402101616800005
ACH-000421,-0.21576732501200002
ACH-000424,-0.144177614212
ACH-000425,-0.183499703491
ACH-000426,-0.215544454899
ACH-000427,-0.037332901292500005
ACH-000433,0.0502095374454
ACH-000436,-0.42566156692
ACH-000444,-0.259608438166
ACH-000445,-0.04949934963
ACH-000448,-0.206946548865
ACH-000450,-0.511972147189
ACH-000452,-0.10093933990000001
ACH-000454,-0.0973417615673
ACH-000458,-0.0398314624398
ACH-000459,-0.401102638579
ACH-000460,-0.193188283219
ACH-000461,-0.13428197649499998
ACH-000463,-0.22633247779
ACH-000464,-0.151668460465
ACH-000466,-0.154407574577
ACH-000467,-0.0978696113392
ACH-000468,-0.133226797349
ACH-000469,-0.18329879925700002
ACH-000470,-0.200246813014
ACH-000471,-0.149802246353
ACH-000472,-0.145265094984
ACH-000473,-0.10275722238099999
ACH-000475,-0.19413169251600002
ACH-000476,-0.0964685426477
ACH-000477,-0.21365625081300002
ACH-000480,-0.151437161877
ACH-000481,-0.27158140161100003
ACH-000483,-0.37525290688900004
ACH-000484,0.0689315093348
ACH-000485,-0.40256758406
ACH-000486,-0.150519748584
ACH-000487,-0.24731436749400001
ACH-000488,-0.11880505480100001
ACH-000490,-0.07594635954699999
ACH-000491,-0.09019161017310001
ACH-000495,-0.40275070669
ACH-000496,-0.362012942963
ACH-000499,-0.0706697900109
ACH-000500,-0.0679833388086
ACH-000502,-0.17527183291499998
ACH-000503,-0.425097452566
ACH-000505,-0.257971215011
ACH-000507,0.0213339882106
ACH-000510,-0.20357672353300002
ACH-000511,-0.153358488727
ACH-000512,-0.338038521341
ACH-000516,-0.42627857581100004
ACH-000517,-0.264216993876
ACH-000518,-0.12952225453900001
ACH-000520,-0.185008504295
ACH-000521,-0.123831189101
ACH-000522,-0.0459980491449
ACH-000524,-0.259194064571
ACH-000527,-0.101991491452
ACH-000528,-0.18029105612799998
ACH-000537,-0.144198294901
ACH-000541,-0.130922030625
ACH-000542,-0.272303373798
ACH-000544,-0.350488195232
ACH-000545,-0.309311009503
ACH-000547,-0.565988707501
ACH-000548,-0.22070701477600002
ACH-000549,-0.109229379134
ACH-000550,-0.397948723068
ACH-000552,-0.304696160185
ACH-000556,-0.061311251295699996
ACH-000557,-0.0173152791003
ACH-000570,-0.201286134392
ACH-000571,-0.009794222436719999
ACH-000573,-0.153547717749
ACH-000576,-0.219766993288
ACH-000580,-0.232138606571
ACH-000584,-0.027696777965599998
ACH-000585,-0.172818164653
ACH-000588,-0.18873000574700002
ACH-000589,-0.236556618675
ACH-000591,-0.325930018576
ACH-000593,-0.274512999953
ACH-000600,-0.248866276726
ACH-000601,-0.32535445819200004
ACH-000604,-0.33387883241099997
ACH-000605,-0.21671119714200002
ACH-000606,-0.21009843345899998
ACH-000608,-0.46581108039200003
ACH-000614,-0.193640724868
ACH-000616,-0.122907205802
ACH-000618,-0.13212162329399998
ACH-000619,-0.476576769326
ACH-000620,-0.13242285967599998
ACH-000621,-0.385352193512
ACH-000622,-0.110222011387
ACH-000623,-0.139419117462
ACH-000624,-0.32155596445900003
ACH-000627,-0.0978768261221
ACH-000630,-0.202021627105
ACH-000632,-0.309568438418
ACH-000633,-0.23154422096900001
ACH-000637,0.0150753595336
ACH-000638,-0.136929821082
ACH-000646,-0.495332855159
ACH-000647,-0.120533138191
ACH-000648,-0.0477872848078
ACH-000649,-0.16170547187999998
ACH-000651,-0.18700122789999998
ACH-000652,-0.241464980275
ACH-000653,-0.397172753267
ACH-000657,-0.317780824924
ACH-000658,-0.154548367613
ACH-000661,-0.0329702459308
ACH-000662,-0.293593795098
ACH-000663,-0.514078147286
ACH-000665,-0.285273120261
ACH-000671,0.0611353465604
ACH-000673,-0.17983082312100002
ACH-000676,-0.188166378071
ACH-000677,-0.14496060512
ACH-000681,-0.32179123014
ACH-000682,-0.0681500701296
ACH-000683,-0.244733987019
ACH-000684,-0.0949579720527
ACH-000688,-0.39713452687399997
ACH-000693,-0.114567113628
ACH-000694,-0.152985229882
ACH-000695,-0.23285118379900002
ACH-000696,-0.35067911626599996
ACH-000697,-0.08566800585550001
ACH-000699,-0.24870360095400001
ACH-000701,-0.459440227679
ACH-000706,-0.08559284174580001
ACH-000711,-0.29729535833
ACH-000713,-0.105321712118
ACH-000714,-0.21127705731899998
ACH-000718,-0.135793311026
ACH-000720,-0.216483175108
ACH-000721,-0.43020170849699996
ACH-000724,-0.35176896584399997
ACH-000725,-0.42137283392999997
ACH-000732,-0.09264088627070001
ACH-000734,-0.243939397191
ACH-000735,-0.253492762252
ACH-000736,-0.028626941409900002
ACH-000738,-0.23795773438200002
ACH-000746,-0.395221373205
ACH-000747,-0.401632128428
ACH-000748,-0.150065822014
ACH-000753,-0.288011058031
ACH-000756,-0.506845192426
ACH-000757,-0.390862498918
ACH-000758,-0.0809528872783
ACH-000760,-0.27816091038699997
ACH-000763,-0.23192362722399998
ACH-000764,-0.27623833997200004
ACH-000765,-0.290188813436
ACH-000766,-0.24965533817
ACH-000767,-0.273201836502
ACH-000768,-0.046737410488
ACH-000769,-0.262805174276
ACH-000770,-0.13868729409000002
ACH-000771,-0.248005916305
ACH-000773,-0.177780709476
ACH-000776,-0.03298305704790001
ACH-000777,-0.22374320802900002
ACH-000778,-0.053242004418
ACH-000781,-0.37277522724
ACH-000782,-0.273583007407
ACH-000783,-0.226601942713
ACH-000784,-0.11226629552100001
ACH-000785,-0.05467942097
ACH-000787,-0.0899200591395
ACH-000788,-0.156686301588
ACH-000791,-0.28897951563499996
ACH-000792,-0.165655740145
ACH-000794,-0.14657664835200002
ACH-000796,-0.14747941038100001
ACH-000799,-0.275273115528
ACH-000800,-0.506536472347
ACH-000802,-0.10865769426699999
ACH-000804,-0.327612769961
ACH-000805,-0.371149327526
ACH-000809,-0.305370942415
ACH-000810,-0.10467392037699999
ACH-000811,-0.17832931557999998
ACH-000817,-0.183273386703
ACH-000819,-0.0289112494142
ACH-000820,-0.00209831463933
ACH-000821,-0.0565513642112
ACH-000822,-0.285805017218
ACH-000823,-0.102829407643
ACH-000824,-0.120760169741
ACH-000827,-0.154497714287
ACH-000829,-0.337480820717
ACH-000831,-0.167692613551
ACH-000832,-0.213184944355
ACH-000833,-0.20530795228100002
ACH-000834,-0.325165794284
ACH-000835,-0.26445345766
ACH-000836,-0.22845745808200002
ACH-000837,-0.286334409196
ACH-000838,-0.4521281211
ACH-000839,-0.172373028578
ACH-000840,-0.209839293114
ACH-000841,-0.49013840683
ACH-000843,-0.20028416392
ACH-000846,-0.37220053817800003
ACH-000847,-0.184264495687
ACH-000848,-0.247933378794
ACH-000849,-0.33503548831700003
ACH-000851,-0.422684678407
ACH-000855,-0.0213805097224
ACH-000856,-0.39155741052599996
ACH-000858,-0.11618241627499999
ACH-000859,-0.342365761123
ACH-000861,-0.402967667826
ACH-000862,-0.22461615558200002
ACH-000865,-0.127158550471
ACH-000866,-0.121414829407
ACH-000867,-0.17426372823300001
ACH-000869,-0.24855515149000001
ACH-000872,-0.348270712716
ACH-000873,-0.327781271202
ACH-000876,-0.20805555175299997
ACH-000878,-0.272043736576
ACH-000880,0.02666720534
ACH-000881,-0.292480855122
ACH-000882,-0.34019820633599995
ACH-000884,-0.11442682319
ACH-000885,-0.311158351052
ACH-000887,-0.10121086657299999
ACH-000888,-0.21644993516
ACH-000889,-0.189684126059
ACH-000890,-0.00894725300045
ACH-000896,-0.135228637133
ACH-000898,-0.274451200577
ACH-000900,-0.303743983145
ACH-000901,-0.249727809481
ACH-000905,-0.133520822906
ACH-000906,-0.28857113632
ACH-000907,-0.0700678300866
ACH-000910,-0.265892272609
ACH-000911,-0.21143567495
ACH-000912,-0.23781813138900001
ACH-000913,-0.277999886147
ACH-000915,-0.234830570869
ACH-000916,-0.046892985503500004
ACH-000917,-0.515851599027
ACH-000921,-0.14255665148399999
ACH-000924,-0.183016777366
ACH-000926,-0.252070187705
ACH-000928,-0.365565992329
ACH-000929,0.045180056265799996
ACH-000932,-0.29497311342
ACH-000935,-0.279616209462
ACH-000936,-0.30367123326400003
ACH-000937,-0.36743076394100005
ACH-000938,-0.199221817353
ACH-000939,-0.220336827126
ACH-000941,-0.255395639154
ACH-000943,-0.334477508284
ACH-000946,-0.253787450616
ACH-000947,-0.204401323787
ACH-000948,-0.18295525422000003
ACH-000950,0.0784876348763
ACH-000953,-0.258471149287
ACH-000957,-0.10077597643
ACH-000958,0.056320119124699995
ACH-000960,-0.04641604241169999
ACH-000963,-0.297795182795
ACH-000968,-0.281594721843
ACH-000969,-0.21889869535300002
ACH-000973,-0.150615200892
ACH-000974,-0.252976788663
ACH-000975,-0.33681144292900006
ACH-000976,-0.057460330871699994
ACH-000978,-0.142297291616
ACH-000980,-0.178866812097
ACH-000984,-0.240751901653
ACH-000986,-0.236684738274
ACH-000988,-0.482048003479
ACH-000993,-0.224473283249
ACH-000994,-0.265128602288
ACH-000996,-0.08547792249330001
ACH-001001,-0.248862187962
ACH-001020,-0.34923597529100003
ACH-001028,-0.35412467527099994
ACH-001031,-0.12231852254100001
ACH-001038,-0.110573354008
ACH-001048,-0.242003525927
ACH-001050,-0.22058368578600002
ACH-001053,-0.41992608753399996
ACH-001054,-0.33720107176799996
ACH-001061,-0.26686394962
ACH-001067,-0.426101953985
ACH-001075,-0.154510616086
ACH-001096,-0.198711906869
ACH-001128,0.127646147205
ACH-001134,-0.163946200377
ACH-001151,-0.167339482532
ACH-001163,-0.327391282123
ACH-001164,-0.335670490971
ACH-001173,-0.154364656645
ACH-001183,-0.152187516787
ACH-001184,-0.291220997302
ACH-001190,-0.223633153147
ACH-001192,-0.103911210177
ACH-001193,-0.18832222379500002
ACH-001196,-0.17253850419599998
ACH-001197,-0.0870578953498
ACH-001205,-0.09521852698439999
ACH-001211,-0.16575955268200002
ACH-001212,-0.366169803538
ACH-001228,-0.294521650116
ACH-001232,-0.154279477877
ACH-001239,-0.302594584469
ACH-001274,-0.24205012778999999
ACH-001275,-0.23865596103300002
ACH-001277,0.14987908242
ACH-001278,0.113726002942
ACH-001280,-0.136440264548
ACH-001283,-0.34635597118
ACH-001289,-0.048480419446999996
ACH-001295,-0.251851247601
ACH-001300,-0.286645804768
ACH-001301,-0.171453475735
ACH-001302,0.36228783546099996
ACH-001303,-0.0230775880624
ACH-001306,-0.23893675679499998
ACH-001318,-0.230215115868
ACH-001322,-0.22894629795000002
ACH-001328,-0.155680409641
ACH-001332,-0.34444948454
ACH-001333,-0.269021082646
ACH-001336,-0.333190423767
ACH-001340,-0.157648025165
ACH-001346,-0.09977357347549999
ACH-001353,-0.0479968205973
ACH-001354,-0.356234773547
ACH-001367,-0.450479356127
ACH-001368,-0.325276003579
ACH-001374,-0.132865318575
ACH-001375,-0.0664936304795
ACH-001377,-0.236495921897
ACH-001380,-0.22188838679499998
ACH-001391,-0.14596754964400002
ACH-001407,-0.27130851266600003
ACH-001408,-0.147927270909
ACH-001413,-0.14196884200999998
ACH-001430,0.150848031214
ACH-001431,-0.172354710066
ACH-001450,-0.445821382424
ACH-001496,0.0229559095255
ACH-001500,-0.32083738102
ACH-001521,-0.234674435158
ACH-001523,-0.144617897956
ACH-001532,-0.17500716621100001
ACH-001536,-0.25171007402600004
ACH-001550,-0.129204642632
ACH-001552,-0.15364476858200002
ACH-001554,-0.352801158213
ACH-001645,-0.12003166685200001
ACH-001654,-0.135187965473
ACH-001715,-0.321903652785
ACH-001735,-0.152010762876
ACH-001736,-0.20550569774099997
ACH-001737,-0.35570147555299997
ACH-001740,-0.117105782037
ACH-001745,-0.195739884164
ACH-001750,-0.21383163397
ACH-001765,-0.30828225758
ACH-001956,-0.173775617338
ACH-001957,-0.329413958739
