,BCKDHA (593)
ACH-000004,-0.0741342491209
ACH-000007,-0.0348197804624
ACH-000009,0.018730161526
ACH-000011,0.24421003102299998
ACH-000012,0.171270196721
ACH-000013,-0.0271882253201
ACH-000014,0.218271736404
ACH-000015,-0.0518120142373
ACH-000017,0.0439627101722
ACH-000018,-0.148118431842
ACH-000019,0.309298666364
ACH-000021,0.0249145186435
ACH-000022,-0.00107235282659
ACH-000025,0.129115850308
ACH-000028,0.131377100957
ACH-000030,-0.137930515094
ACH-000035,0.0166044458819
ACH-000036,-0.054100063231899996
ACH-000037,0.119712382952
ACH-000039,0.0892222510033
ACH-000040,0.0620653805095
ACH-000041,0.10032198143
ACH-000042,0.135685874517
ACH-000045,-0.177390484655
ACH-000047,0.047314639321300006
ACH-000052,0.130631580074
ACH-000053,-0.0783257992774
ACH-000054,-0.047760706062
ACH-000055,0.00292993807333
ACH-000060,0.106671265062
ACH-000067,-0.00389785148268
ACH-000070,0.05898464729569999
ACH-000075,-0.09707447085989998
ACH-000078,0.194072735478
ACH-000082,-0.0999264781359
ACH-000085,0.005819656326079999
ACH-000086,0.0116730709683
ACH-000087,0.0339029574211
ACH-000092,-0.0174075837044
ACH-000095,0.00556184665895
ACH-000097,0.027334256496700002
ACH-000098,-0.09563616382330001
ACH-000099,0.07718108539039999
ACH-000108,0.038320248449
ACH-000113,-0.04287626711
ACH-000115,0.21204454872200001
ACH-000116,-0.0270824165798
ACH-000118,-0.0486286235293
ACH-000120,-0.0319133759185
ACH-000123,-0.156129587933
ACH-000127,-0.12928828414000001
ACH-000128,0.047209973443800006
ACH-000132,0.08852528645189998
ACH-000133,-0.07370828607760001
ACH-000137,-0.130010846067
ACH-000138,-0.10863687398600001
ACH-000142,-0.054113730482700004
ACH-000143,0.06295383184259999
ACH-000146,0.0213208870054
ACH-000148,0.0413694177236
ACH-000150,0.182906790754
ACH-000152,0.176367843171
ACH-000153,-0.0813207980858
ACH-000159,0.102791614988
ACH-000160,0.0187985639908
ACH-000163,0.138213625358
ACH-000167,0.0708899751143
ACH-000168,0.144717821523
ACH-000169,0.121904246381
ACH-000178,0.00806449141004
ACH-000182,-0.050528425301999996
ACH-000183,-0.08689866800789998
ACH-000188,0.0262293385516
ACH-000189,0.161446571557
ACH-000190,-0.211243760773
ACH-000198,-0.0689617873743
ACH-000204,-0.009391516757889998
ACH-000206,0.0265297596435
ACH-000207,-0.34466922098999997
ACH-000211,0.10076747433
ACH-000215,0.00898285125903
ACH-000221,-0.116608428772
ACH-000222,0.136321470255
ACH-000223,-0.050608615923699994
ACH-000226,-0.00514864047062
ACH-000227,-0.00913525410576
ACH-000228,-0.117254017431
ACH-000231,0.0873012450881
