,TOMM20 (9804)
ACH-000004,-0.76839117924
ACH-000007,-0.799396649916
ACH-000009,-0.943323926408
ACH-000011,-1.07600627771
ACH-000012,-0.970800773523
ACH-000013,-1.14072225945
ACH-000014,-1.00848116772
ACH-000015,-1.0423827967200001
ACH-000017,-1.05738743718
ACH-000018,-1.17238410134
ACH-000019,-1.03865741565
ACH-000021,-0.960498270274
ACH-000022,-1.1874784538299998
ACH-000025,-1.17700967201
ACH-000028,-0.913390013493
ACH-000030,-0.967933954668
ACH-000035,-1.04765729431
ACH-000036,-1.10113038313
ACH-000037,-0.717344204616
ACH-000039,-1.2178107586700002
ACH-000040,-1.06470004051
ACH-000041,-1.20835648784
ACH-000042,-0.676113079059
ACH-000045,-1.16499881506
ACH-000047,-0.938251765331
ACH-000052,-0.834737613823
ACH-000053,-0.9260090648549999
ACH-000054,-0.8749986320569999
ACH-000055,-0.901820572245
ACH-000060,-1.2107419640500001
ACH-000067,-0.962748254129
ACH-000070,-0.8326787647239999
ACH-000075,-1.01216424625
ACH-000078,-0.592776559877
ACH-000082,-0.9125807181799999
ACH-000085,-0.868008027517
ACH-000086,-1.1253842980600002
ACH-000087,-0.88050583721
ACH-000092,-1.02330282517
ACH-000095,-0.7148053536110001
ACH-000097,-0.657521263253
ACH-000098,-1.18011836597
ACH-000099,-0.901841899808
ACH-000108,-0.643406336435
ACH-000113,-0.9205151404790001
ACH-000115,-1.18898591763
ACH-000116,-0.7525953983310001
ACH-000118,-0.9180728691500001
ACH-000120,-0.745735410412
ACH-000123,-0.873444457719
ACH-000127,-1.0103423925900001
ACH-000128,-0.6991363894320001
ACH-000132,-1.24996915165
ACH-000133,-1.22276196553
ACH-000137,-0.9797991928380001
ACH-000138,-1.12641311385
ACH-000142,-1.10080924239
ACH-000143,-1.1865340170999998
ACH-000146,-1.1510040906799999
ACH-000148,-0.956481421207
ACH-000150,-1.05202285583
ACH-000152,-0.89594411395
ACH-000153,-0.7715321885959999
ACH-000159,-0.6298224491969999
ACH-000160,-0.9675566672750001
ACH-000163,-1.24665375946
ACH-000167,-0.9717345753919999
ACH-000168,-0.9980588089
ACH-000169,-0.906176518684
ACH-000178,-0.958733364371
ACH-000182,-0.715716658945
ACH-000183,-1.0927027328899999
ACH-000188,-1.08177378067
ACH-000189,-1.00772112926
ACH-000190,-1.26871976168
ACH-000198,-0.987585806701
ACH-000204,-1.54855550081
ACH-000206,-0.9610401256559999
ACH-000207,-1.21076067889
ACH-000211,-0.7733845612770001
ACH-000215,-1.01229999546
ACH-000221,-1.04528169184
ACH-000222,-0.822557112525
ACH-000223,-0.973146303451
ACH-000226,-0.897349123114
ACH-000227,-1.0603662117000001
ACH-000228,-0.995200316172
ACH-000231,-1.1372825898899999
ACH-000232,-1.12409450143
ACH-000233,-0.6515925011720001
ACH-000234,-0.99820321377
ACH-000235,-0.8181843356540001
ACH-000237,-1.0369714534399999
ACH-000238,-0.922332858275
ACH-000243,-0.822425502645
ACH-000244,-1.34531240726
ACH-000246,-0.742362023893
ACH-000248,-0.932863279004
ACH-000250,-0.9167706858939999
ACH-000251,-1.16705470841
ACH-000253,-0.947518064041
ACH-000255,-1.0273029899
ACH-000256,-0.9090549250069999
ACH-000257,-1.06361015079
ACH-000258,-1.37471393155
ACH-000259,-0.684939500077
ACH-000260,-0.942030289251
ACH-000261,-1.13675972614
ACH-000262,-0.785209860246
ACH-000263,-1.14884486763
ACH-000264,-0.891680644165
ACH-000265,-0.7613588232940001
ACH-000266,-0.656921858279
ACH-000272,-1.19636122796
ACH-000273,-1.1689614656
ACH-000274,-1.0273268744600002
ACH-000277,-0.845966673801
ACH-000278,-0.859351866936
ACH-000279,-0.9651511439229999
ACH-000280,-0.933597494744
ACH-000281,-1.12055532104
ACH-000288,-1.0241352445
ACH-000291,-0.9973348591299999
ACH-000293,-0.6365532141420001
ACH-000294,-1.34294937021
ACH-000295,-1.20557838425
ACH-000296,-0.7070857066830001
ACH-000302,-0.857629992688
ACH-000304,-0.842386713833
ACH-000307,-1.1023262090000001
ACH-000308,-0.847382497294
ACH-000310,-0.846925470034
ACH-000311,-0.49094812676399996
ACH-000312,-0.65628985322
ACH-000315,-0.581985721695
ACH-000316,-1.13055208404
ACH-000317,-1.2315735849299998
ACH-000318,-1.30987544271
ACH-000319,-0.925007713593
ACH-000320,-0.8265214634370001
ACH-000322,-0.840937750378
ACH-000323,-1.11655556563
ACH-000324,-0.682108200572
ACH-000329,-1.01091517596
ACH-000330,-0.7327404092380001
ACH-000331,-1.08860059104
ACH-000332,-1.0251658736700002
ACH-000334,-0.7902405445280001
ACH-000335,-0.862317376381
ACH-000336,-0.803558109162
ACH-000337,-1.24032910302
ACH-000339,-0.915028906443
ACH-000341,-0.801229619277
ACH-000348,-0.911687861886
ACH-000350,-1.08334602604
ACH-000352,-0.736383004108
ACH-000356,-1.28809811218
ACH-000361,-1.08440955201
