,LSP1 (4046)
ACH-000004,-0.0908868069875
ACH-000007,-0.186115025818
ACH-000009,0.13149915142100002
ACH-000011,-0.051665639312500004
ACH-000012,-0.172817015535
ACH-000013,-0.0599527353254
ACH-000014,-0.118980181578
ACH-000015,0.0171832303934
ACH-000017,-0.0486359095294
ACH-000018,0.17966658566799998
ACH-000019,-0.0929971896181
ACH-000021,0.0386469233793
ACH-000022,-0.14194760816500002
ACH-000025,0.0431767457344
ACH-000028,-0.196615913095
ACH-000030,-0.0889873669071
ACH-000035,-0.15366023319299998
ACH-000036,-0.114461612743
ACH-000037,-0.23227606519699998
ACH-000039,0.24591613676600002
ACH-000040,0.007541139371239999
ACH-000041,0.060538141969
ACH-000042,-0.17474898321199997
ACH-000045,-0.443791954356
ACH-000047,-0.059189881871100004
ACH-000052,0.11276663910599999
ACH-000053,-0.11051351705
ACH-000054,-0.089105826987
ACH-000055,0.035099190183699995
ACH-000060,0.0579320269436
ACH-000067,-0.037661840385800005
ACH-000070,-0.0607920625536
ACH-000075,-0.228167678991
ACH-000078,-0.0849704781095
ACH-000082,-0.11095828963
ACH-000085,-0.13217650686899998
ACH-000086,-0.00055933978537
ACH-000087,-0.419001004237
ACH-000092,0.15184243624399998
ACH-000095,-0.178479394294
ACH-000097,-0.104166882917
ACH-000098,0.0467004225545
ACH-000099,0.116334426664
ACH-000108,-0.164987648176
ACH-000113,-0.182800154248
ACH-000115,-0.341031412787
ACH-000116,-0.0464893466737
ACH-000118,-0.010133013873700001
ACH-000120,-0.0163874768499
ACH-000123,0.138195327458
ACH-000127,-0.0397017105916
ACH-000128,-0.191363475761
ACH-000132,0.186781233609
ACH-000133,0.027112432101599998
ACH-000137,-0.366147161004
ACH-000138,-0.141777066372
ACH-000142,-0.020060927475299997
ACH-000143,-0.06561232710680001
ACH-000146,-0.103201611098
ACH-000148,-0.0699159729778
ACH-000150,0.17060783924000003
ACH-000152,-0.00111644252621
ACH-000153,-0.185955150257
ACH-000159,-0.085432249793
ACH-000160,-0.0292897504189
ACH-000163,0.0373388039425
ACH-000167,-0.330167347818
ACH-000168,0.176959273978
ACH-000169,-0.0991546422852
ACH-000178,-0.0505414810274
ACH-000182,0.0256339305192
ACH-000183,-0.205399207753
ACH-000188,0.022383943194
ACH-000189,-0.216228916519
ACH-000190,-0.18056891707699999
ACH-000198,-0.292827840581
ACH-000204,0.0218256363348
ACH-000206,0.0437946720704
ACH-000207,0.0250182108807
ACH-000211,0.11804420389499999
ACH-000215,-6.30533005688e-05
ACH-000221,0.0438301256739
ACH-000222,-0.203164809389
ACH-000223,-0.027740632939299997
ACH-000226,0.100423407585
ACH-000227,-0.039685042605
ACH-000228,0.136176856861
ACH-000231,-0.128923420294
ACH-000232,-0.09723020999060002
ACH-000233,-0.0551925165802
ACH-000234,0.016008535247
ACH-000235,-0.08479838433539999
ACH-000237,-0.027546387385
ACH-000238,-0.184454337132
ACH-000243,0.0138014087923
ACH-000244,-0.018443450560099998
ACH-000246,-0.11231035575
ACH-000248,0.12019514396099999
ACH-000250,-0.107018995146
ACH-000251,0.22452691814599998
ACH-000253,-0.257978110619
ACH-000255,-0.023605180903599997
ACH-000256,0.101088801874
ACH-000257,-0.23908652329
ACH-000258,0.141462055378
ACH-000259,-0.0750599199891
ACH-000260,-0.168613554505
ACH-000261,-0.192873735472
ACH-000262,-0.102983759516
ACH-000263,-0.447918947299
ACH-000264,0.0193150440895
ACH-000265,0.007396951060450001
ACH-000266,-0.0544419449278
ACH-000272,0.0583814873037
ACH-000273,-0.0360310109709
ACH-000274,0.08793170506269998
ACH-000277,-0.32806462726
ACH-000278,-0.34972432644699997
ACH-000279,-0.142773297348
ACH-000280,-0.136915122179
ACH-000281,-0.24806625669799998
ACH-000288,0.00964984663025
ACH-000291,0.09103995722960001
ACH-000293,-0.131060316501
ACH-000294,0.102936935624
ACH-000295,-0.0812578869289
ACH-000296,0.0700337044511
ACH-000302,-0.0442236187426
ACH-000304,-0.272866631848
ACH-000307,-0.14762193647900002
ACH-000308,-0.036235822401800004
ACH-000310,-0.140236407347
ACH-000311,-0.0980254209693
ACH-000312,-0.187359526244
ACH-000315,-0.038381180998900005
ACH-000316,-0.103779703896
ACH-000317,-0.20186519553100002
ACH-000318,-0.0480952414822
ACH-000319,-0.033051957458
ACH-000320,0.0759636839614
ACH-000322,0.04391404115809999
ACH-000323,-0.343523611032
ACH-000324,0.014133326743
ACH-000329,0.054300196305
ACH-000330,0.07673035939939998
ACH-000331,-0.0819870225538
ACH-000332,0.0332844138135
ACH-000334,0.0541763856275
ACH-000335,-0.022252593068
ACH-000336,0.0387522919753
ACH-000337,0.149651725406
ACH-000339,0.07805669322539999
ACH-000341,0.0138633923862
ACH-000348,-0.0602545378797
ACH-000350,-0.0470158135697
ACH-000352,-0.262169031033
ACH-000356,-0.12086494634299999
ACH-000361,-0.242537514736
ACH-000362,-0.07821356453539999
ACH-000363,-0.124279773082
ACH-000364,-0.220631021581
ACH-000365,-0.00433809350454
ACH-000366,-0.144852119002
ACH-000368,-0.06932537434880001
ACH-000374,-0.12415460751700001
ACH-000375,0.151696989199
ACH-000376,-0.0698776845182
ACH-000381,-0.00655890884112
ACH-000383,-0.060665648650199994
ACH-000387,0.0627394975519
ACH-000389,0.133708963925
ACH-000390,0.09101390273870001
ACH-000393,-0.106827321005
ACH-000395,-0.295162381593
ACH-000397,-0.101292624869
ACH-000401,-0.172375795004
ACH-000402,0.031667377528900004
ACH-000403,-0.0212775728307
ACH-000404,0.304514524376
ACH-000406,-0.11623179052000002
ACH-000407,0.028799285761700003
ACH-000408,-0.222165097136
ACH-000410,-0.13002037582999998
ACH-000411,0.120743404976
ACH-000414,-0.207147660522
ACH-000415,0.0226391030292
ACH-000416,-0.0370586174446
ACH-000420,-0.114220415716
ACH-000421,-0.0831425812012
ACH-000424,-0.06491131447449999
ACH-000425,-0.12490353162999998
ACH-000426,0.10329817023299999
ACH-000427,0.030016760562100002
ACH-000433,-0.149137806669
ACH-000436,-0.166680707909
ACH-000444,-0.230309976062
ACH-000445,0.308585059634
ACH-000448,-0.0291397305752
ACH-000450,-0.137921252189
ACH-000452,-0.0317555912708
ACH-000454,0.223522040613
ACH-000458,-0.000914281375554
ACH-000459,-0.034889060385
ACH-000460,-0.026446301668599997
ACH-000461,-0.0186983243155
ACH-000463,-0.00648863079088
ACH-000464,-0.291724553391
ACH-000466,0.0560419016644
ACH-000467,-0.26444755467
ACH-000468,0.14556677707000001
ACH-000469,-0.060841667306699994
ACH-000470,-0.227503300809
ACH-000471,-0.186975079824
ACH-000472,-0.056961583808
ACH-000473,-0.185642572749
ACH-000475,-0.114248723641
ACH-000476,0.0919849631482
ACH-000477,-0.18603576013599998
ACH-000480,-0.329794203179
ACH-000481,0.106743949935
ACH-000483,-0.111086029201
ACH-000484,-0.07924644999260001
ACH-000485,-0.07462359498110001
ACH-000486,-0.037077556301699996
ACH-000487,-0.150176803255
