,AURKB (9212)
ACH-000616,-1.40927023083
ACH-000618,-1.01046848596
ACH-000619,-1.33031612895
ACH-000620,-1.4440888379199999
ACH-000621,-1.6779528487900002
ACH-000622,-1.31932206419
ACH-000623,-1.37121419651
ACH-000624,-1.4511551710799997
ACH-000627,-1.56396043607
ACH-000630,-1.2783450456799998
ACH-000632,-1.43631020241
ACH-000633,-1.7860218701800001
ACH-000637,-0.997758068093
ACH-000638,-1.17514692624
ACH-000646,-1.6029206331099999
ACH-000647,-1.4152438875600002
ACH-000648,-1.31568389216
ACH-000649,-1.42107177441
ACH-000651,-1.26403087352
ACH-000652,-1.4941699040099998
ACH-000653,-1.48978573148
ACH-000657,-1.4320999910299999
ACH-000658,-1.4037366602599999
ACH-000661,-1.4756918183
ACH-000662,-1.62292150947
ACH-000663,-1.0956705922499999
ACH-000665,-1.46188745433
ACH-000671,-1.1506260977200002
ACH-000673,-1.7129699073
ACH-000676,-1.4393699649899998
ACH-000677,-1.3002886886
ACH-000681,-1.06721567646
ACH-000682,-1.2971048585
ACH-000683,-1.62455075484
ACH-000684,-1.3278363547
ACH-000688,-1.279724766
ACH-000693,-1.4122791079700001
ACH-000694,-1.36241784081
ACH-000695,-1.6477937576100001
ACH-000696,-1.29621407881
ACH-000697,-1.46786072794
ACH-000699,-1.4256976723700001
ACH-000701,-1.56054613618
ACH-000706,-1.39787501471
ACH-000711,-1.33506109992
ACH-000713,-1.5898230490799998
ACH-000714,-1.9607684003099999
ACH-000718,-1.53376919984
ACH-000720,-1.5834652143599999
ACH-000721,-1.5862753091
ACH-000724,-1.55403555708
ACH-000725,-1.6346979914500002
ACH-000732,-1.23300706857
ACH-000734,-1.17281116638
ACH-000735,-1.2413319165799999
ACH-000736,-1.51690339905
ACH-000738,-1.23964287585
ACH-000746,-1.63987701096
ACH-000747,-1.18196482876
ACH-000748,-1.33179748256
ACH-000753,-1.4006355555899999
ACH-000756,-1.53063006929
ACH-000757,-1.5997974799399999
ACH-000758,-1.3620837464500002
ACH-000760,-1.51998737486
ACH-000763,-1.2896017963500002
ACH-000764,-1.41427656562
ACH-000765,-1.28450142807
ACH-000766,-1.52931265199
ACH-000767,-1.88325402658
ACH-000768,-1.28182416534
ACH-000769,-1.20453193657
ACH-000770,-1.4425470580200002
ACH-000771,-1.22940178869
ACH-000773,-1.7570670419
ACH-000776,-1.35199838631
ACH-000777,-1.2363163800399999
ACH-000778,-1.27278500207
ACH-000781,-1.50414239055
ACH-000782,-1.28723343971
ACH-000783,-2.06528226447
ACH-000784,-1.41704968531
ACH-000785,-1.76049995255
ACH-000787,-1.32948069699
ACH-000788,-1.62062528394
ACH-000791,-1.35433835553
ACH-000792,-1.42486815893
ACH-000794,-1.4063579873899998
ACH-000796,-1.8005397241900003
ACH-000799,-1.47895660421
ACH-000800,-1.33654232619
ACH-000802,-1.39258676054
ACH-000804,-1.291882805
ACH-000805,-1.5200468619999998
ACH-000809,-1.655901205
ACH-000810,-1.5592252129
ACH-000811,-1.67684409646
ACH-000817,-1.3746674598
ACH-000819,-1.5047556925999999
ACH-000820,-0.865448397298
ACH-000821,-1.61673938417
ACH-000822,-1.48925613576
ACH-000823,-1.3326210298999999
ACH-000824,-1.57185492285
ACH-000827,-1.2910452915600001
ACH-000829,-1.78091717887
ACH-000831,-1.24791477551
ACH-000832,-1.27824198984
ACH-000833,-1.18506920718
ACH-000834,-1.1710064260600002
ACH-000835,-1.3794757589500002
ACH-000836,-0.745812778637
ACH-000837,-1.2103406183499998
ACH-000838,-1.3570365746200002
ACH-000839,-1.65697566167
ACH-000840,-1.07545788395
ACH-000841,-1.2804619749700001
ACH-000843,-1.2093272107600002
ACH-000846,-1.52391232085
ACH-000847,-1.62814050275
ACH-000848,-1.2858427299500002
ACH-000849,-1.46054931277
ACH-000851,-1.48281226255
ACH-000855,-1.1957599839
ACH-000856,-1.31484173946
ACH-000858,-1.57416035386
ACH-000859,-1.28997343927
ACH-000861,-1.4722406235799999
ACH-000862,-1.5986331117800001
ACH-000865,-1.4604436468700002
ACH-000866,-1.4671034672
ACH-000867,-1.44530224169
ACH-000869,-1.27220298475
ACH-000872,-1.39647435347
ACH-000873,-1.54618666748
ACH-000876,-1.4847085392500001
ACH-000878,-1.43484162872
ACH-000880,-1.71449783496
ACH-000881,-1.3093034570200002
ACH-000882,-1.39958406285
ACH-000884,-1.6224677317700003
ACH-000885,-1.44665456891
ACH-000887,-1.34802530799
ACH-000888,-1.5095455770100001
ACH-000889,-1.61764550186
ACH-000890,-1.18700219127
ACH-000896,-1.1647137449299998
ACH-000898,-1.5223619349200002
ACH-000900,-1.37285399979
ACH-000901,-1.33694510286
ACH-000905,-1.43793960049
ACH-000906,-1.47634465605
ACH-000907,-1.4363896664200002
ACH-000910,-1.866589791
ACH-000911,-1.2422977134200002
ACH-000912,-1.32479391952
ACH-000913,-1.2770361677200002
ACH-000915,-1.45019333111
ACH-000916,-1.9285334652400001
ACH-000917,-1.4340039017299997
ACH-000921,-1.4010028534099999
ACH-000924,-1.3908049647999998
ACH-000926,-1.8095111165400002
ACH-000928,-1.30040472031
ACH-000929,-1.3822679076100002
ACH-000932,-1.5202060572999998
ACH-000935,-1.2223769478
ACH-000936,-1.32990950507
ACH-000937,-1.50950547364
ACH-000938,-1.52160001504
ACH-000939,-0.883063392128
ACH-000941,-1.5883801107799997
ACH-000943,-1.21166938811
ACH-000946,-1.33708947302
ACH-000947,-1.4547573968399998
ACH-000948,-1.07196302987
ACH-000950,-1.3389146730500001
ACH-000953,-1.79340297662
ACH-000957,-1.56160756945
ACH-000958,-1.3692099556600001
ACH-000960,-1.754225795
ACH-000963,-1.49358249006
ACH-000968,-1.31175317331
ACH-000969,-1.4124250309399997
ACH-000973,-1.4726781972100003
ACH-000974,-1.32205555221
ACH-000975,-1.2781737281999999
ACH-000976,-1.42528688451
ACH-000978,-1.22372209597
ACH-000980,-1.4866058361599999
ACH-000984,-1.6087171781999998
ACH-000986,-1.2167612379700001
ACH-000988,-1.20678702907
ACH-000993,-1.15410367664
ACH-000994,-1.2162456104600001
ACH-000996,-1.52146167568
ACH-001001,-1.4059251175299998
ACH-001020,-0.7072629580140001
ACH-001028,-1.6154103694600002
ACH-001031,-1.28271267886
ACH-001038,-1.5099276888
ACH-001048,-1.4272470638199999
ACH-001050,-1.54808957433
ACH-001053,-1.5316464415399997
ACH-001054,-1.72694115693
ACH-001061,-1.2227947388
ACH-001067,-1.4396548836200003
ACH-001075,-1.2289434794
ACH-001096,-1.4609550763699999
ACH-001128,-0.777611856414
ACH-001134,-1.2390646380700001
ACH-001151,-1.44939677444
ACH-001163,-1.4617115953600002
ACH-001164,-1.3647094716100001
ACH-001173,-1.2927934302600002
ACH-001183,-1.6077334103
ACH-001184,-1.36125862603
ACH-001190,-1.5679284422100002
ACH-001192,-1.37041615257
ACH-001193,-1.3398321214700002
ACH-001196,-1.4954054759600002
ACH-001197,-1.6593077697799998
ACH-001205,-1.7393680929400004
ACH-001211,-1.24010763809
ACH-001212,-1.45579938352
ACH-001228,-1.16283374551
ACH-001232,-1.51407807415
ACH-001239,-1.77704035931
ACH-001274,-1.5741192508700002
ACH-001275,-1.4749751838
ACH-001277,-1.74044918132
ACH-001278,-1.49916920273
ACH-001280,-1.26963062098
ACH-001283,-1.3344203268100001
ACH-001289,-1.6791617750799999
ACH-001295,-1.5912103358200003
ACH-001300,-1.20630483044
ACH-001301,-1.37785147289
ACH-001302,-1.91419195957
ACH-001303,-1.83341898445
ACH-001306,-1.5549478976299997
ACH-001318,-1.31407812388
ACH-001322,-1.46403095093
ACH-001328,-1.4486425427899998
ACH-001332,-1.40136208381
ACH-001333,-1.5489054297100002
ACH-001336,-1.3256207249
ACH-001340,-1.5028662073899999
ACH-001346,-1.0541837493600001
ACH-001353,-1.45362505637
ACH-001354,-0.8131804012630001
ACH-001367,-1.8265171513599998
ACH-001368,-1.4743730016499998
ACH-001374,-1.50535303838
ACH-001375,-1.5358616666
ACH-001377,-1.41132754919
ACH-001380,-1.25554235904
ACH-001391,-1.78897855717
ACH-001407,-1.29002317675
ACH-001408,-1.4885562536399999
ACH-001413,-1.4989388348700001
ACH-001430,-1.82245768479
ACH-001431,-1.60389425088
ACH-001450,-1.3463475271899998
ACH-001496,-0.906554216629
ACH-001500,-1.23317916576
ACH-001521,-1.5815360095200002
ACH-001523,-1.0987542913200001
ACH-001532,-1.41395083777
ACH-001536,-1.4868684057700001
ACH-001550,-0.9404684376700001
ACH-001552,-1.27899127606
ACH-001554,-1.45011276662
ACH-001645,-1.51677665227
ACH-001654,-1.3720795667399999
ACH-001715,-1.3108856231000001
ACH-001735,-1.58348669572
ACH-001736,-1.52012797773
ACH-001737,-1.80532555664
ACH-001740,-1.24399103302
ACH-001745,-1.4390769454499999
ACH-001750,-1.43337872949
ACH-001765,-1.5659395430200003
ACH-001956,-1.3676520279
ACH-001957,-1.1986398794700002
