,DERL3 (91319)
ACH-000004,-0.129085079761
ACH-000007,-0.00108562824169
ACH-000009,0.06767192120559999
ACH-000011,-0.031386821487
ACH-000012,0.12876720246200002
ACH-000013,-0.088995691877
ACH-000014,-0.04898387877830001
ACH-000015,-0.0842442152276
ACH-000017,0.113591515415
ACH-000018,-0.0655792137697
ACH-000019,-0.0527891130002
ACH-000021,-0.015806146307000002
ACH-000022,-0.046681421368899995
ACH-000025,-0.019375894504400002
ACH-000028,-0.0510609635535
ACH-000030,-0.07337078310310001
ACH-000035,-0.059781707662699995
ACH-000036,0.11282352466800001
ACH-000037,-0.319758667594
ACH-000039,0.271282483305
ACH-000040,0.00736528517693
ACH-000041,0.11028626947899998
ACH-000042,-0.0866019606928
ACH-000045,0.0202033747738
ACH-000047,-0.177312568033
ACH-000052,0.029529031220499997
ACH-000053,0.049099332933
ACH-000054,0.0363564374939
ACH-000055,-0.0396971601682
ACH-000060,0.165362296577
ACH-000067,-0.0706182035569
ACH-000070,0.0909001308699
ACH-000075,-0.048374163260699994
ACH-000078,0.167880745
ACH-000082,0.09381377379820001
ACH-000085,0.100542662469
ACH-000086,0.322746105691
ACH-000087,0.0582780584557
ACH-000092,0.029646675738
ACH-000095,0.0797023536224
ACH-000097,0.0204545218894
ACH-000098,-0.06381427839329999
ACH-000099,0.0528313951777
ACH-000108,0.0333511207696
ACH-000113,0.117516495662
ACH-000115,0.038777452454300004
ACH-000116,0.0465250396117
ACH-000118,-0.164317257817
ACH-000120,-0.19728283439
ACH-000123,0.134316273628
ACH-000127,0.0909251805019
ACH-000128,-0.030449772325
ACH-000132,-0.0270097229677
ACH-000133,-0.0270949751065
ACH-000137,-0.07113032745919999
ACH-000138,0.193963108619
ACH-000142,0.13156047870100002
ACH-000143,0.110558935736
ACH-000146,-0.033659528545
ACH-000148,0.050911198305599994
ACH-000150,-0.182827506934
ACH-000152,-0.000114556297585
ACH-000153,0.15669718663499999
ACH-000159,0.314092090692
ACH-000160,-0.0292061014458
ACH-000163,0.146763914709
ACH-000167,0.330449535649
ACH-000168,-0.08679520184299999
ACH-000169,-0.115127591019
ACH-000178,0.0792008322956
ACH-000182,0.10386197159800001
ACH-000183,-0.22627460718400003
ACH-000188,-0.0442883050389
ACH-000189,0.14459112544299998
ACH-000190,0.0302037320652
ACH-000198,0.0217867214299
ACH-000204,0.252373582415
ACH-000206,-0.120537558946
ACH-000207,0.0157485287605
ACH-000211,0.0630580000133
