,CACUL1 (143384)
ACH-000004,0.21173988835700003
ACH-000007,0.20147028605300002
ACH-000009,-0.0589174695119
ACH-000011,0.200205888792
ACH-000012,0.0671702501939
ACH-000013,0.0965481806257
ACH-000014,-0.00699973758791
ACH-000015,-0.111542627952
ACH-000017,0.180539790447
ACH-000018,-0.0279363041855
ACH-000019,0.190800737423
ACH-000021,0.398445125937
ACH-000022,0.0853851179552
ACH-000025,0.020175421899299998
ACH-000028,0.20808118170200002
ACH-000030,0.21764720018199998
ACH-000035,0.0411456495098
ACH-000036,0.105668858598
ACH-000037,0.168476958565
ACH-000039,0.137184529825
ACH-000040,-0.0183210007693
ACH-000041,0.0803907528187
ACH-000042,0.0961619066014
ACH-000045,0.018533085025099996
ACH-000047,-0.0335047778109
ACH-000052,0.154693228191
ACH-000053,0.0302707466084
ACH-000054,0.0216094441685
ACH-000055,0.019123254759099997
ACH-000060,-0.007619223331949999
ACH-000067,0.0589249366815
ACH-000070,0.274596192387
ACH-000075,0.105475321412
ACH-000078,-0.154292782543
ACH-000082,-0.053677094369800005
ACH-000085,0.0708968621951
ACH-000086,0.10013758347000001
ACH-000087,0.144720506346
ACH-000092,0.189413843965
ACH-000095,0.11444876236899999
ACH-000097,0.328824250782
ACH-000098,0.11168247577700001
ACH-000099,-0.083959061054
ACH-000108,0.159352879995
ACH-000113,0.11009163012800001
ACH-000115,0.10433626314099999
ACH-000116,0.056903868745300006
ACH-000118,0.024559144755199998
ACH-000120,0.0109022014578
ACH-000123,-0.0500443229915
ACH-000127,0.08774192412620001
ACH-000128,0.210956649962
ACH-000132,-0.046634374183
ACH-000133,0.137842896179
ACH-000137,0.371086080935
ACH-000138,0.31346938261199997
ACH-000142,0.0488465684962
ACH-000143,0.158709067579
ACH-000146,0.09334043201169999
ACH-000148,-0.0766325047311
ACH-000150,0.186658881423
ACH-000152,0.216636406435
ACH-000153,0.526667942968
ACH-000159,-0.0830015095547
ACH-000160,0.116466287377
ACH-000163,-0.262760619338
ACH-000167,-0.103498890638
ACH-000168,0.022620467436599997
ACH-000169,0.107130198987
ACH-000178,0.109174677973
ACH-000182,-0.0115383995688
ACH-000183,-0.0271710452184
ACH-000188,0.19122850569000002
ACH-000189,-0.315022314404
ACH-000190,0.140124290922
ACH-000198,0.209544669534
ACH-000204,0.010492612697399999
ACH-000206,0.22504534926800002
ACH-000207,-0.228297318873
ACH-000211,0.036608801402800005
ACH-000215,0.11106408156
ACH-000221,0.356780146807
ACH-000222,0.164844828784
ACH-000223,-0.000582934357987
ACH-000226,0.195849680587
ACH-000227,0.00199285751211
