,PTGR1 (22949)
ACH-000004,-0.07412102798499999
ACH-000007,-0.12418964023
ACH-000009,-0.222628637658
ACH-000011,-0.16823971771200003
ACH-000012,-0.29198405547600004
ACH-000013,-0.203001549451
ACH-000014,0.0272835491599
ACH-000015,-0.26801778959100003
ACH-000017,-0.107864223853
ACH-000018,-0.260459813246
ACH-000019,-0.111345962556
ACH-000021,-0.11438789805600001
ACH-000022,-0.36909554589000004
ACH-000025,-0.050345960566
ACH-000028,-0.207832599433
ACH-000030,-0.0977043637372
ACH-000035,-0.160938175735
ACH-000036,-0.022308619528
ACH-000037,0.0244228681831
ACH-000039,-0.274107349448
ACH-000040,-0.104522468048
ACH-000041,-0.234275868338
ACH-000042,-0.10295791013599999
ACH-000045,-0.034899428353800006
ACH-000047,-0.177089582934
ACH-000052,-0.22775517245700003
ACH-000053,-0.156767337196
ACH-000054,-0.0853961502172
ACH-000055,-0.19780399828200002
ACH-000060,-0.08082959210969999
ACH-000067,-0.126563826279
ACH-000070,-0.29392648097699997
ACH-000075,-0.258669031453
ACH-000078,-0.1029378105
ACH-000082,-0.11809142484200001
ACH-000085,-0.108689739942
ACH-000086,-0.27398666996599996
ACH-000087,-0.033792383068
ACH-000092,-0.18514017441199998
ACH-000095,-0.00921458636743
ACH-000097,-0.233744916417
ACH-000098,-0.107278166123
ACH-000099,-0.164658397889
ACH-000108,0.101177186537
ACH-000113,-0.10524023541300001
ACH-000115,-0.346395331486
ACH-000116,-0.0854691769689
ACH-000118,-0.160371783779
ACH-000120,-0.21229701169
ACH-000123,-0.129004245037
ACH-000127,-0.169092367698
ACH-000128,-0.0493503275122
ACH-000132,-0.07589385810610001
ACH-000133,-0.320663801152
ACH-000137,-0.183633770737
ACH-000138,-0.0440325653099
ACH-000142,-0.010098451641000001
ACH-000143,-0.30653181863699996
ACH-000146,-0.0183304393356
ACH-000148,-0.10108468863
ACH-000150,-0.012438149884799998
ACH-000152,-0.432758315228
ACH-000153,0.093670335966
ACH-000159,-0.368074420751
ACH-000160,-0.14039174730999998
ACH-000163,-0.0804157425282
ACH-000167,-0.0207575538457
ACH-000168,-0.278830511017
ACH-000169,-0.161278138228
ACH-000178,-0.205417506252
ACH-000182,-0.0523053593727
ACH-000183,-0.307967389797
ACH-000188,-0.0415340225045
ACH-000189,-0.293735133026
ACH-000190,0.12443650684900001
ACH-000198,-0.143648776603
ACH-000204,-0.424875647558
ACH-000206,-0.194051646552
ACH-000207,-0.12267616592700001
ACH-000211,-0.16441480034000003
ACH-000215,-0.219403005633
ACH-000221,-0.14366339901699998
ACH-000222,0.029713083286799998
ACH-000223,-0.14434069675300001
ACH-000226,-0.148068037102
ACH-000227,-0.333738032308
ACH-000228,-0.0472607457173
ACH-000231,-0.143262116524
ACH-000232,-0.11020583525000001
ACH-000233,-0.173649228165
ACH-000234,-0.316953360702
ACH-000235,-0.111097066248
ACH-000237,-0.18439012375
ACH-000238,-0.334753608329
ACH-000243,-0.0629769855623
ACH-000244,-0.0677061459688
ACH-000246,-0.118975731174
ACH-000248,-0.11507518564300001
ACH-000250,-0.20461777399199998
ACH-000251,0.214777264316
ACH-000253,-0.201158486797
ACH-000255,-0.32649699087699996
ACH-000256,-0.14406573888000002
ACH-000257,-0.24546611388599998
ACH-000258,-0.06910371884769999
ACH-000259,-0.143308378757
ACH-000260,-0.179983237509
ACH-000261,0.00153158072602
ACH-000262,-0.517033111137
ACH-000263,-0.12867036775000001
ACH-000264,-0.19252726882399998
ACH-000265,0.06237999262019999
ACH-000266,-0.119808109104
ACH-000272,-0.19062039405900003
ACH-000273,-0.38798036617700005
ACH-000274,-0.13182226502900002
ACH-000277,-0.136386714046
ACH-000278,-0.193182679777
ACH-000279,-0.0318461690386
ACH-000280,-0.157618652641
ACH-000281,-0.0474755521299
ACH-000288,-0.06327621840009999
ACH-000291,-0.052443933150599996
ACH-000293,-0.23804591154899998
ACH-000294,-0.07248898929139999
ACH-000295,-0.0446706934432
ACH-000296,-0.040225042548
ACH-000302,-0.117970404158
ACH-000304,-0.22992830811599999
ACH-000307,-0.0629017140375
ACH-000308,-0.183931194174
ACH-000310,-0.138474107859
ACH-000311,-0.0152704343386
ACH-000312,-0.10517463153100001
ACH-000315,-0.0033849914510999998
ACH-000316,-0.0736424265483
ACH-000317,-0.0017910905014400002
ACH-000318,-0.175389201741
ACH-000319,-0.0131282556762
ACH-000320,0.0822290093007
ACH-000322,-0.03639550567680001
ACH-000323,-0.187784214451
ACH-000324,-0.293560440475
ACH-000329,-0.152353093476
ACH-000330,-0.07902197950960001
ACH-000331,-0.192632247491
ACH-000332,-0.035576263551
ACH-000334,-0.455235791875
ACH-000335,-0.415780168175
ACH-000336,-0.044142670264400004
ACH-000337,-0.182334446246
ACH-000339,-0.18260336782000003
ACH-000341,0.0929234681277
ACH-000348,-0.29711639845
ACH-000350,-0.054673977263599995
ACH-000352,-0.0994791521548
ACH-000356,-0.10707797306900001
ACH-000361,-0.233314970849
ACH-000362,0.0498424242608
ACH-000363,-0.18439514005999996
ACH-000364,-0.159855884564
ACH-000365,-0.0217537600532
ACH-000366,-0.176867869863
ACH-000368,-0.084106698256
ACH-000374,-0.199932046447
ACH-000375,-0.209532158911
ACH-000376,-0.0564120894341
ACH-000381,-0.18478784949700003
ACH-000383,-0.176861592573
ACH-000387,-0.160184092804
ACH-000389,-0.254642059471
ACH-000390,-0.24074891598099998
ACH-000393,-0.181329281222
ACH-000395,-0.245936225137
ACH-000397,-0.271599485326
ACH-000401,-0.276517153947
ACH-000402,-0.0719887229566
ACH-000403,-0.0824567201366
ACH-000404,-0.0168910225842
ACH-000406,-0.14612940604
ACH-000407,0.022849383099599996
ACH-000408,-0.10526555972400001
ACH-000410,-0.138396824286
ACH-000411,-0.204431626147
ACH-000414,-0.0810825474758
ACH-000415,-0.19475143460799998
ACH-000416,-0.176098775185
ACH-000420,-0.100883766167
ACH-000421,-0.0682870629351
ACH-000424,-0.272357111195
ACH-000425,-0.160783477365
ACH-000426,-0.0240444905386
ACH-000427,-0.34664847646200003
ACH-000433,-0.10364693067500001
ACH-000436,-0.25691614352200004
ACH-000444,-0.24853042113
ACH-000445,-0.306826070812
ACH-000448,-0.042209293553
ACH-000450,-0.194097638602
ACH-000452,-0.060638380787899994
ACH-000454,-0.200125200882
ACH-000458,-0.357906457246
ACH-000459,0.0653645093936
ACH-000460,-0.0843345542124
ACH-000461,0.144606062828
ACH-000463,-0.0459983405337
ACH-000464,-0.0885610299446
ACH-000466,0.012934497158700002
ACH-000467,-0.0471551269117
ACH-000468,-0.21050160502999998
ACH-000469,-0.132614795455
ACH-000470,-0.017832577583599997
ACH-000471,-0.0059113304142299995
ACH-000472,-0.098866730533
ACH-000473,0.061380864292199994
ACH-000475,-0.10809555030899999
ACH-000476,0.137765205901
ACH-000477,-0.0806042347784
ACH-000480,-0.106638999716
ACH-000481,-0.199396054932
ACH-000483,-0.026657250211200002
ACH-000484,-0.264167466162
ACH-000485,-0.203584115893
ACH-000486,-0.0922867905129
ACH-000487,-0.0962937423504
ACH-000488,-0.252872216581
ACH-000490,-0.0224631625391
ACH-000491,-0.284790536532
ACH-000495,-0.17573959372499998
ACH-000496,-0.0053072884014899995
ACH-000499,-0.07366065891269999
ACH-000500,-0.508209869792
ACH-000502,-0.181742743125
ACH-000503,-0.207227332662
ACH-000505,-0.0689350780239
ACH-000507,-0.284095638092
ACH-000510,-0.10520378953
ACH-000511,-0.25275152776
ACH-000512,-0.17435443704
ACH-000516,-0.025968545186400002
ACH-000517,-0.182077896943
ACH-000518,-0.0113300691405
ACH-000520,-0.222424433855
ACH-000521,-0.223657809946
ACH-000522,-0.178862610119
ACH-000524,-0.007177513101380001
ACH-000527,-0.178630558839
ACH-000528,-0.0627464436939
ACH-000537,-0.09962964433689998
ACH-000541,0.0131434922506
ACH-000542,-0.09482050609510001
ACH-000544,-0.18008171985100002
ACH-000545,-0.128169279516
ACH-000547,-0.102335124266
ACH-000548,-0.282174110139
ACH-000549,-0.19652777256200002
ACH-000550,-0.0138980162671
ACH-000552,-0.205188391305
ACH-000556,-0.25490498150199997
ACH-000557,-0.0622329559921
ACH-000570,-0.23325439914700002
ACH-000571,-0.180242984192
ACH-000573,-0.0941823924759
ACH-000576,-0.290944188165
ACH-000580,0.0816276740234
ACH-000584,0.0223645768328
ACH-000585,-0.07512678562639999
ACH-000588,-0.130897978769
ACH-000589,-0.0663974423494
ACH-000591,0.112294599801
ACH-000593,-0.007384561679079999
ACH-000600,-0.295971532388
ACH-000601,-0.15582384927200002
ACH-000604,-0.00228940429842
ACH-000605,-0.309144547381
ACH-000606,-0.147030741459
ACH-000608,-0.18576784612599997
ACH-000614,-0.28112893891199997
ACH-000616,-0.011154357103299999
ACH-000618,-0.11974149547700001
ACH-000619,-0.129725925334
ACH-000620,-0.2596379773
ACH-000621,-0.17320226704
ACH-000622,-0.303776483903
ACH-000623,-0.114821574634
ACH-000624,-0.14147619672599998
ACH-000627,0.0452738701948
ACH-000630,-0.18430277041999998
ACH-000632,-0.0173272801371
ACH-000633,-0.0328201980101
ACH-000637,-0.026342418824999998
ACH-000638,-0.00617329102583
ACH-000646,0.139461904127
ACH-000647,-0.174684571139
ACH-000648,-0.159080120307
ACH-000649,-0.175696971767
ACH-000651,-0.06909772580950001
ACH-000652,-0.234647947218
ACH-000653,-0.183890076767
ACH-000657,-0.102804658608
ACH-000658,-0.24066238538899998
ACH-000661,-0.113889607934
ACH-000662,-0.336069993317
ACH-000663,0.0760699428157
ACH-000665,-0.139999462165
ACH-000671,-0.161968677675
ACH-000673,-0.0674451676016
ACH-000676,-0.237877488764
ACH-000677,-0.09384147580319999
ACH-000681,-0.107563354673
ACH-000682,-0.245302692271
ACH-000683,-0.22167542891
ACH-000684,0.0570841495663
ACH-000688,-0.32236183731400003
ACH-000693,-0.200218309095
ACH-000694,-0.039761894312199994
ACH-000695,-0.00251280331754
ACH-000696,-0.20935958987300002
ACH-000697,0.0541558541244
ACH-000699,-0.149928596137
ACH-000701,-0.0928227327806
ACH-000706,-0.18588901727499998
ACH-000711,-0.17599907299800002
ACH-000713,-0.28669209405900004
ACH-000714,-0.195442069718
ACH-000718,-0.149574606037
ACH-000720,-0.144327544508
ACH-000721,-0.15593033186799998
ACH-000724,-0.09905594157739998
ACH-000725,-0.058920412152300004
ACH-000732,-0.25513993831
ACH-000734,-0.10737447862400001
ACH-000735,-0.19667602217799998
ACH-000736,-0.159006373803
ACH-000738,-0.261028749875
ACH-000746,-0.130850963387
ACH-000747,-0.202886552423
ACH-000748,-0.0674785523238
ACH-000753,-0.116202700436
ACH-000756,-0.21452141529399998
ACH-000757,-0.347843353353
ACH-000758,-0.244607025304
ACH-000760,-0.26569662735599997
ACH-000763,-0.153347074362
ACH-000764,-0.223597893133
ACH-000765,-0.237542058255
ACH-000766,-0.11183570652000001
ACH-000767,-0.156963815135
ACH-000768,-0.193605315473
ACH-000769,-0.20834364521499998
ACH-000770,-0.15831495641899998
ACH-000771,-0.15087428379599999
ACH-000773,0.0150965504853
ACH-000776,-0.24419355833
ACH-000777,-0.177298941267
ACH-000778,0.0592869709386
ACH-000781,0.00365239663993
ACH-000782,0.0003447574732159999
ACH-000783,-0.148629712148
ACH-000784,-0.0936783583317
ACH-000785,0.07554224994610001
ACH-000787,-0.110251067382
ACH-000788,-0.118753072466
ACH-000791,-0.07189807554439999
ACH-000792,-0.131401983499
ACH-000794,-0.10157138315099999
ACH-000796,-0.118948769862
ACH-000799,-0.19412447131299998
ACH-000800,-0.037408966102699996
ACH-000802,-0.0033101286957399993
ACH-000804,-0.185445149726
ACH-000805,-0.257240561338
ACH-000809,-0.167509701391
ACH-000810,-0.0199393458269
ACH-000811,-0.307619977398
ACH-000817,-0.013473316776399999
ACH-000819,-0.148478726517
ACH-000820,-0.10852304883
ACH-000821,-0.42585215122299996
ACH-000822,-0.14917718978299999
ACH-000823,-0.167481336494
ACH-000824,-0.124010435184
ACH-000827,-0.14942810943600002
ACH-000829,-0.08960677042000001
ACH-000831,-0.123429013833
ACH-000832,-0.11302218807499999
ACH-000833,-0.177299919512
ACH-000834,-0.261036773367
ACH-000835,-0.245735729906
ACH-000836,-0.0754037695601
ACH-000837,-0.10318236207
ACH-000838,0.028500291976200003
ACH-000839,-0.276539734358
ACH-000840,-0.17769394619000003
ACH-000841,0.13111287046599998
ACH-000843,-0.017624801667200003
ACH-000846,-0.163216451074
ACH-000847,0.032268279487099996
ACH-000848,-0.225301893178
ACH-000849,-0.0168480884062
ACH-000851,-0.121532625088
ACH-000855,-0.0833954081983
ACH-000856,-0.0408175882595
ACH-000858,-0.29508354892599997
ACH-000859,-0.406456236955
ACH-000861,-0.07069887137960001
ACH-000862,-0.41610179190200003
ACH-000865,-0.141079712232
ACH-000866,-0.16730847195499998
ACH-000867,-0.091498144146
ACH-000869,-0.015906659365100002
ACH-000872,-0.13204022687
ACH-000873,-0.331095793871
ACH-000876,-0.09035019245089998
ACH-000878,-0.0690582914558
ACH-000880,-0.0967893904768
ACH-000881,-0.24516297156800002
ACH-000882,-0.135846597117
ACH-000884,-0.0120496235076
ACH-000885,-0.269333854189
ACH-000887,-0.188042864719
ACH-000888,-0.287908694217
ACH-000889,-0.18812033346299997
ACH-000890,-0.17248238577599997
ACH-000896,-0.24791453971299998
ACH-000898,-0.18517280330699998
ACH-000900,-0.16708990650900002
ACH-000901,-0.0488809843427
ACH-000905,-0.04909322584419999
ACH-000906,-0.119108580351
ACH-000907,-0.41491066749399996
ACH-000910,-0.06989383559939999
ACH-000911,-0.163253521666
ACH-000912,-0.139652678858
ACH-000913,-0.163779227215
ACH-000915,-0.163975365592
ACH-000916,0.125695550367
ACH-000917,0.076289907478
ACH-000921,-0.303626732101
ACH-000924,-0.22474733908300001
ACH-000926,-0.28269572102699997
ACH-000928,-0.0674145899645
ACH-000929,0.08297787677349999
ACH-000932,-0.115761380823
ACH-000935,0.125594883781
ACH-000936,-0.19499629035100002
ACH-000937,-0.09442264745480002
ACH-000938,-0.106524785308
ACH-000939,-0.125825427387
ACH-000941,-0.0513406507496
ACH-000943,-0.164069581971
ACH-000946,-0.113076669305
ACH-000947,-0.138053415914
ACH-000948,-0.16120221057
ACH-000950,-0.0561946166092
ACH-000953,-0.213392382807
ACH-000957,-0.0319588065633
ACH-000958,-0.392388542436
ACH-000960,-0.11148144752900001
ACH-000963,-0.19318514776700002
ACH-000968,-0.0709071767817
ACH-000969,-0.242424348954
ACH-000973,-0.114455493969
ACH-000974,-0.162324683837
ACH-000975,-0.11789995074000001
ACH-000976,0.0105379086933
ACH-000978,-0.254793395058
ACH-000980,-0.180103749894
ACH-000984,-0.391253393268
ACH-000986,-0.179183674327
ACH-000988,-0.11028520108100001
ACH-000993,-0.06993596709449999
ACH-000994,-0.133963633804
