,HEPN1 (641654)
ACH-000004,-0.100657122116
ACH-000007,0.117202858967
ACH-000009,-0.11960985711
ACH-000011,0.0374364780978
ACH-000012,0.0725540453996
ACH-000013,0.0910766476713
ACH-000014,0.06805416807350001
ACH-000015,-0.056571119097100005
ACH-000017,0.03384189594
ACH-000018,0.0464027704229
ACH-000019,0.141637945156
ACH-000021,0.131237429223
ACH-000022,0.148883210052
ACH-000025,0.009045600589950001
ACH-000028,0.0795346846589
ACH-000030,0.00951919335844
ACH-000035,-0.126844777862
ACH-000036,0.18647606754700002
ACH-000037,0.144260350393
ACH-000039,0.0984051150361
ACH-000040,-0.075878312486
ACH-000041,0.017630556953599996
ACH-000042,0.0692370628233
ACH-000045,-0.006142193392149999
ACH-000047,0.22048330497299998
ACH-000052,0.139835773671
ACH-000053,-0.026415424366099997
ACH-000054,0.0914100512108
ACH-000055,0.09464668746439998
ACH-000060,-0.0263460492065
ACH-000067,0.106286927307
ACH-000070,0.221313381389
ACH-000075,0.0798345813671
ACH-000078,0.0064490650049
ACH-000082,0.07266059946610001
ACH-000085,-0.20973903009
ACH-000086,0.0661611603445
ACH-000087,0.147811502859
ACH-000092,0.0878160219158
ACH-000095,0.0339213344174
ACH-000097,0.0113303792009
ACH-000098,0.12715260949
ACH-000099,-0.08738884356589999
ACH-000108,-0.08367986037719999
ACH-000113,0.21038838600200002
ACH-000115,-0.0627443374304
ACH-000116,0.0267674778197
ACH-000118,0.08950679795119999
ACH-000120,-0.132810764978
ACH-000123,0.0069806312989400005
ACH-000127,0.0591177821703
ACH-000128,0.196457910841
ACH-000132,0.168850765306
ACH-000133,0.198328888692
ACH-000137,0.23230419262200003
ACH-000138,-0.057533562266300006
ACH-000142,-0.0157093435189
ACH-000143,-0.0767555368775
ACH-000146,-0.14069466426899999
ACH-000148,0.102366093277
ACH-000150,0.284961582536
ACH-000152,0.051538345146
ACH-000153,-0.200242694428
ACH-000159,0.053768722142
ACH-000160,0.12415359261
ACH-000163,-0.023284632120400002
ACH-000167,0.08422405608410001
ACH-000168,0.019401712884400003
ACH-000169,0.145640399242
ACH-000178,0.27583951223299996
ACH-000182,0.11759679148
ACH-000183,0.09645192646260001
ACH-000188,0.0410299781337
ACH-000189,0.26970367836
ACH-000190,0.132144785131
ACH-000198,0.11871228990800001
ACH-000204,0.20794471792
ACH-000206,0.044174162878199995
ACH-000207,0.133151421959
ACH-000211,0.155841476068
ACH-000215,0.0919830078913
ACH-000221,0.12323364927300001
ACH-000222,-0.148443914591
ACH-000223,0.125214225668
ACH-000226,0.0161075174168
ACH-000227,0.0242315783462
ACH-000228,0.0964508141328
ACH-000231,0.106719421194
ACH-000232,0.0783060343336
ACH-000233,0.0636125921106
ACH-000234,0.12251616627499999
ACH-000235,0.05740994366669999
ACH-000237,-0.0267995138863
ACH-000238,0.114667524584
ACH-000243,0.0962437678081
ACH-000244,0.251134234633
ACH-000246,0.07171882012610001
ACH-000248,0.243489949743
ACH-000250,0.0415077953089
ACH-000251,0.169552149154
ACH-000253,0.22611865842700002
ACH-000255,0.19607313007899999
ACH-000256,0.0165405597788
ACH-000257,0.18818784898899998
ACH-000258,0.0181805154993
ACH-000259,0.0277028786116
ACH-000260,0.037785536620999996
ACH-000261,0.148988419492
ACH-000262,0.20352687813499998
ACH-000263,0.386890084719
ACH-000264,0.0769925396243
ACH-000265,0.157234000617
ACH-000266,0.0412447203286
ACH-000272,0.125548191318
ACH-000273,0.144818284115
ACH-000274,0.0385229684887
ACH-000277,0.132658823576
ACH-000278,-0.0669451656201
ACH-000279,-0.000510387055696
ACH-000280,0.210847154389
ACH-000281,-0.13325418232300001
ACH-000288,0.0921019936053
ACH-000291,0.0833208818495
ACH-000293,0.005958951929999999
ACH-000294,-0.0240942742393
ACH-000295,0.147040208235
ACH-000296,0.0385828176125
ACH-000302,0.18111250301600001
ACH-000304,-0.0525551770665
ACH-000307,-0.038511856161
ACH-000308,0.135782000419
ACH-000310,-0.18368527717500002
ACH-000311,-0.0770639061237
ACH-000312,-0.023287074081
ACH-000315,0.32506276527100003
ACH-000316,0.0278929361332
ACH-000317,0.0139936401181
ACH-000318,0.0672690284
ACH-000319,-0.07221581897030001
ACH-000320,-0.0753803093592
ACH-000322,-0.236911197161
ACH-000323,0.056211826049600004
ACH-000324,0.10154852774800001
ACH-000329,0.114760770975
ACH-000330,-0.00876815750456
ACH-000331,0.044550931280600004
ACH-000332,0.111084150785
ACH-000334,-0.004749855469
ACH-000335,0.212759736444
ACH-000336,0.0709005812462
ACH-000337,0.188509960576
ACH-000339,0.09184062224850001
ACH-000341,-0.058965122080100005
ACH-000348,-0.059347859054300005
ACH-000350,-0.055144284694
ACH-000352,0.12302659272500001
ACH-000356,0.12778367427200002
ACH-000361,0.161899306061
ACH-000362,0.0569379417463
ACH-000363,0.024293686072499997
ACH-000364,0.157032784411
ACH-000365,0.168227625972
ACH-000366,0.0882595635401
ACH-000368,0.106581463445
ACH-000374,-0.217401268167
ACH-000375,0.32452589206
ACH-000376,0.07414600889989999
ACH-000381,0.142800187163
ACH-000383,0.208953467581
ACH-000387,0.08550962868619999
ACH-000389,-0.011188001772
ACH-000390,0.15123567585699998
ACH-000393,0.12294633078
ACH-000395,-0.047186201714500005
ACH-000397,0.0468698953272
ACH-000401,0.0994681289874
ACH-000402,-0.21518099592599998
ACH-000403,0.10695164273
ACH-000404,0.144504455471
ACH-000406,0.0342361950861
ACH-000407,0.11524297182900001
ACH-000408,-0.011579834426500001
ACH-000410,0.102730125568
ACH-000411,0.07851159987339999
