,FLOT2 (2319)
ACH-000004,-0.104297896018
ACH-000007,0.0839065848874
ACH-000009,-0.264437797465
ACH-000011,-0.022861204561400002
ACH-000012,-0.260143916847
ACH-000013,-0.0430012232116
ACH-000014,-0.19550634988499999
ACH-000015,-0.0247643806506
ACH-000017,-0.0809902648285
ACH-000018,0.015022475670900001
ACH-000019,-0.044900332078300006
ACH-000021,-0.19259779801600002
ACH-000022,-0.08723543797800001
ACH-000025,0.0853124282032
ACH-000028,-0.236294774432
ACH-000030,-0.4749092166800001
ACH-000035,-0.30029149937399996
ACH-000036,-0.255794132672
ACH-000037,-0.120874868573
ACH-000039,-0.285277928668
ACH-000040,-0.0965189613311
ACH-000041,-0.0527737010229
ACH-000042,-0.0213916526225
ACH-000045,-0.0089003234745
ACH-000047,-0.118377051416
ACH-000052,-0.154680044558
ACH-000053,-0.340192253969
ACH-000054,-0.0550639667856
ACH-000055,-0.207215388224
ACH-000060,-0.10907762490999999
ACH-000067,-0.20826444560899998
ACH-000070,-0.0382113611474
ACH-000075,-0.06626889782380001
ACH-000078,-0.107627669725
ACH-000082,-0.08438743250469999
ACH-000085,0.012791366626899999
ACH-000086,-0.152661331394
ACH-000087,-0.08547837694360001
ACH-000092,0.0527696716201
ACH-000095,-0.00784233406583
ACH-000097,-0.146021870183
ACH-000098,-0.0353109635791
ACH-000099,-0.0810584739133
ACH-000108,-0.015834768962600002
ACH-000113,0.0775599050878
ACH-000115,-0.07259856823250001
ACH-000116,-0.0341329104396
ACH-000118,-0.0374508343226
ACH-000120,-0.0832026879357
ACH-000123,-0.0546548241354
ACH-000127,-0.147656388369
ACH-000128,-0.338435414714
ACH-000132,-0.112550528472
ACH-000133,0.012827618288799999
ACH-000137,-0.0652184898966
ACH-000138,0.08885903186119999
ACH-000142,-0.163245554267
ACH-000143,-0.0301647744528
ACH-000146,-0.006738989435590001
ACH-000148,-0.10102559112199999
ACH-000150,0.0121112331745
ACH-000152,-0.0449718209587
ACH-000153,0.06588726878819999
ACH-000159,-0.09054925078289999
ACH-000160,-0.147899770348
ACH-000163,-0.0888515669732
ACH-000167,-0.052145670614599994
ACH-000168,0.0437462647345
ACH-000169,-0.154762072493
ACH-000178,0.0321667064289
ACH-000182,-0.053985035632300005
ACH-000183,0.0045224666838
ACH-000188,-0.180130851076
ACH-000189,-0.620430879203
ACH-000190,-0.0729788552805
ACH-000198,-0.0465252916757
ACH-000204,-0.29838508682
ACH-000206,-0.167632529089
ACH-000207,-0.248938762957
ACH-000211,-0.0407580720956
ACH-000215,-0.158595323035
ACH-000221,0.0935335058065
ACH-000222,-0.096690458354
ACH-000223,-0.0261021193445
ACH-000226,-0.164109720276
ACH-000227,-0.286008809584
ACH-000228,-0.118721323752
ACH-000231,-0.0897459997088
ACH-000232,-0.0953248481377
ACH-000233,-0.0743081668975
ACH-000234,-0.08701213516789999
ACH-000235,-0.22694276440699998
ACH-000237,-0.057041096037099996
ACH-000238,-0.221095280403
ACH-000243,-0.123664552656
ACH-000244,-0.159559958189
ACH-000246,-0.0327959140521
ACH-000248,-0.158943288355
ACH-000250,-0.16634862177999998
ACH-000251,-0.032527201131700004
ACH-000253,-0.0793743868116
ACH-000255,-0.18567667819699998
ACH-000256,-0.26070186096000003
ACH-000257,-0.13525679110400002
ACH-000258,-0.242508314034
ACH-000259,-0.0991905771403
ACH-000260,-0.136496545683
ACH-000261,-0.0473313383255
ACH-000262,-0.20981024459699998
ACH-000263,0.144449622577
ACH-000264,-0.233062245
ACH-000265,-0.0426403935956
ACH-000266,0.017085503108700002
ACH-000272,0.0532201588637
ACH-000273,-0.026070140772099997
ACH-000274,-0.0663842744468
ACH-000277,-0.11425372168299999
ACH-000278,-0.10660200500700001
ACH-000279,-0.142828483153
ACH-000280,-0.261201044393
ACH-000281,0.047002976587
ACH-000288,-0.27162006343899997
ACH-000291,-0.18802642186500002
ACH-000293,-0.138361198182
ACH-000294,0.0237555165846
ACH-000295,-0.0892416442097
ACH-000296,-0.347048303683
ACH-000302,-0.0965815330349
ACH-000304,-0.0709088193014
ACH-000307,-0.18854307518599997
ACH-000308,0.012865420638700002
ACH-000310,-0.08393249770099999
ACH-000311,-0.0253679028163
ACH-000312,-0.0162993071529
ACH-000315,-0.060959912341999996
ACH-000316,-0.372133480389
ACH-000317,-0.12149847276499999
ACH-000318,-0.126712393476
ACH-000319,-0.15581665166300002
ACH-000320,-0.18804860451900002
ACH-000322,0.0394294207349
ACH-000323,-0.128211285784
ACH-000324,-0.118360198976
ACH-000329,0.0837278575248
ACH-000330,-0.243573834891
ACH-000331,0.0401580474378
ACH-000332,0.00443868877419
ACH-000334,-0.137340909844
ACH-000335,-0.180900469691
ACH-000336,0.0855853092478
ACH-000337,-0.296573711529
ACH-000339,-0.110939635868
ACH-000341,-0.24122998357900002
