,PRODH2 (58510)
ACH-000004,-0.666381945023
ACH-000007,-0.263422544097
ACH-000009,-0.438199402364
ACH-000011,-0.384621107374
ACH-000012,-0.35028614581699996
ACH-000013,-0.593481485609
ACH-000014,-0.34471647543300005
ACH-000015,-0.618183632795
ACH-000017,-0.35361888259400004
ACH-000018,-0.306831647391
ACH-000019,-0.296853809166
ACH-000021,-0.561249204193
ACH-000022,-0.44135429651600006
ACH-000025,-0.241415908271
ACH-000028,-0.361721614036
ACH-000030,-0.413373300914
ACH-000035,-0.308508856477
ACH-000036,-0.52997081125
ACH-000037,-0.566767754597
ACH-000039,-0.514372549069
ACH-000040,-0.0571923119209
ACH-000041,-0.23563125626200002
ACH-000042,-0.33866470860799996
ACH-000045,-0.6094065461689999
ACH-000047,-0.16129115640699998
ACH-000052,-0.913963219485
ACH-000053,-0.45989922499499997
ACH-000054,-0.34565229727700003
ACH-000055,-0.216090522502
ACH-000060,-0.34468264084100003
ACH-000067,-0.45602199010899996
ACH-000070,-0.652161036657
ACH-000075,-0.7898986191799999
ACH-000078,-0.34166361960600006
ACH-000082,-0.22427951239799998
ACH-000085,-0.491560998698
ACH-000086,-0.45643902261999997
ACH-000087,-0.361052511453
ACH-000092,-0.619882207394
ACH-000095,-0.324367976843
ACH-000097,-0.35564341134599997
ACH-000098,-0.576409042843
ACH-000099,-0.237260394091
ACH-000108,-0.44419061842600005
ACH-000113,-0.381604299664
ACH-000115,-0.214534629846
ACH-000116,-0.285210256316
ACH-000118,-0.337962367575
ACH-000120,-0.264388950442
ACH-000123,-0.307097518453
ACH-000127,-0.330768419857
ACH-000128,-0.43808155159900003
ACH-000132,-0.318927071195
ACH-000133,-0.291383268621
ACH-000137,-0.569435892895
ACH-000138,-0.376620599451
ACH-000142,-0.275409879714
ACH-000143,-0.21291838847800001
ACH-000146,-0.306218420421
ACH-000148,-0.375780980978
ACH-000150,-0.324232711521
ACH-000152,-0.377840255032
ACH-000153,-0.766239306528
ACH-000159,-0.40297419754600006
ACH-000160,-0.390641370079
ACH-000163,-0.441547236981
ACH-000167,-0.6187807336869999
ACH-000168,-0.6030941039859999
ACH-000169,-0.462789459209
ACH-000178,-0.38123453231
ACH-000182,-0.362661367674
ACH-000183,-0.558685031293
ACH-000188,-0.35928578775700004
