,ZC2HC1B (153918)
ACH-000004,0.250100138642
ACH-000007,0.0810806345569
ACH-000009,0.138622835774
ACH-000011,-0.029914146582
ACH-000012,0.0839810288425
ACH-000013,0.0740628427528
ACH-000014,0.172223448497
ACH-000015,0.0715099328894
ACH-000017,0.0829426239218
ACH-000018,0.0876240341944
ACH-000019,0.135729219821
ACH-000021,0.018743228823
ACH-000022,0.134206119653
ACH-000025,0.0914306427649
ACH-000028,0.161898600824
ACH-000030,0.128303588025
ACH-000035,0.207070627007
ACH-000036,0.217510228682
ACH-000037,0.0076641066505
ACH-000039,0.099751465189
ACH-000040,0.149588550091
ACH-000041,0.0208923851955
ACH-000042,0.0989783487834
ACH-000045,0.08978010949339998
ACH-000047,0.0399305651841
ACH-000052,0.173487581334
ACH-000053,0.13301333821900002
ACH-000054,0.0885279819857
ACH-000055,0.339749684206
ACH-000060,0.06480336566850001
ACH-000067,0.159105462357
ACH-000070,0.36324878147100004
ACH-000075,0.21985315294100002
ACH-000078,0.141325512313
ACH-000082,-0.0384210391651
ACH-000085,0.39577816012199996
ACH-000086,0.226697976437
ACH-000087,0.19852423768199998
ACH-000092,0.0403443701472
ACH-000095,0.192367574767
ACH-000097,0.034229310139099994
ACH-000098,0.173958296991
ACH-000099,0.10683713587200001
ACH-000108,0.07996183306060001
ACH-000113,0.0390878302871
ACH-000115,0.170053832265
ACH-000116,0.146475538531
ACH-000118,0.08670012076719999
ACH-000120,0.0617742170596
ACH-000123,0.157075304255
ACH-000127,0.0153076249939
ACH-000128,0.0150602775985
ACH-000132,0.0487165070595
ACH-000133,0.156285437794
ACH-000137,0.0972535684718
ACH-000138,0.24153178421500002
ACH-000142,0.0818389427641
ACH-000143,0.294661739925
ACH-000146,0.0828979435607
ACH-000148,0.022291759018900004
ACH-000150,0.0933233962395
ACH-000152,0.254711716471
ACH-000153,0.014443139979299998
ACH-000159,0.0492994906885
ACH-000160,0.08627822683599999
ACH-000163,0.06523107099190001
ACH-000167,-0.0069683950528299995
ACH-000168,0.133454668223
ACH-000169,0.24580313550299998
ACH-000178,0.0990419176358
ACH-000182,-0.0138723392716
ACH-000183,0.0463744493405
ACH-000188,0.0784221855034
ACH-000189,-0.17439995963899999
ACH-000190,0.0137027476692
ACH-000198,0.199395683669
ACH-000204,0.270753152531
ACH-000206,0.250251483133
ACH-000207,0.19860593005899999
ACH-000211,0.0788468962357
ACH-000215,0.07712842512450001
ACH-000221,0.162618410171
ACH-000222,0.21908629877900002
ACH-000223,0.09766565528560002
ACH-000226,0.176200222201
ACH-000227,0.0908547738619
ACH-000228,0.113022239276
ACH-000231,0.0533560647762
ACH-000232,0.073603555549
ACH-000233,0.200704732179
ACH-000234,0.12800942119300002
ACH-000235,0.043406138998099995
ACH-000237,0.07177276335180001
ACH-000238,0.10468652819499999
ACH-000243,0.0880843218547
ACH-000244,0.143040717458
ACH-000246,0.106211012706
ACH-000248,0.031473402954700004
ACH-000250,0.09055227190279999
ACH-000251,0.0558635334019
ACH-000253,0.103943385113
ACH-000255,0.157935647329
ACH-000256,0.24689631012
ACH-000257,0.46622214875600004
ACH-000258,0.017342226742499998
ACH-000259,0.0332187977203
ACH-000260,0.11431625197999999
ACH-000261,0.00811429755778
ACH-000262,0.129840613767
ACH-000263,0.107572623068
ACH-000264,0.0597723521857
ACH-000265,0.159814487209
ACH-000266,0.0829114849108
ACH-000272,0.113275017336
ACH-000273,0.11507751546900001
ACH-000274,0.0705379760009
ACH-000277,-0.0867745964809
ACH-000278,-0.0364452665459
ACH-000279,0.0258939688967
ACH-000280,0.013747300542799998
ACH-000281,0.121278713729
ACH-000288,0.0824043680042
ACH-000291,0.225134408204
ACH-000293,0.11202703035299999
ACH-000294,0.174287594767
ACH-000295,0.229893946889
ACH-000296,0.23823572565499998
ACH-000302,0.021787463355299998
ACH-000304,0.06947489333910001
ACH-000307,0.140584439788
ACH-000308,0.10642160661399999
ACH-000310,0.0055491164851199995
ACH-000311,0.138297180069
ACH-000312,0.107224918274
ACH-000315,0.132705255231
ACH-000316,0.300170954655
ACH-000317,0.19087881011799998
ACH-000318,0.0477095219211
ACH-000319,0.127928784155
ACH-000320,0.11563009202999999
ACH-000322,0.155140051501
ACH-000323,0.288170722252
ACH-000324,0.10958629305199999
ACH-000329,0.09105992973060001
ACH-000330,0.186375655963
ACH-000331,0.144133037389
ACH-000332,0.08683219046710001
ACH-000334,0.243496106875
ACH-000335,0.167333180642
ACH-000336,0.180517336341
ACH-000337,0.0477777188468
ACH-000339,0.0443298970136
ACH-000341,-0.007539969996060001
ACH-000348,-0.0250243729024
ACH-000350,0.0895078186042
ACH-000352,0.0774698471737
ACH-000356,-0.0591886402396
ACH-000361,0.16046810957000002
ACH-000362,0.120788435587
ACH-000363,0.11841181932499999
ACH-000364,-0.010644845034399998
ACH-000365,0.14141972056399998
ACH-000366,0.141244202735
ACH-000368,0.21557802374600002
ACH-000374,0.177537405311
ACH-000375,0.111846816285
ACH-000376,0.00030796333931
ACH-000381,0.102543684582
ACH-000383,0.11936356975500001
ACH-000387,0.13428263283800002
ACH-000389,0.0665519458059
ACH-000390,0.168031113604
ACH-000393,0.124067386687
ACH-000395,-0.047746112610300005
ACH-000397,0.051379274537199995
ACH-000401,-0.09471158729910001
ACH-000402,-0.0311238446134
ACH-000403,0.124547367159
ACH-000404,0.425216829964
ACH-000406,0.157162618534
ACH-000407,0.017043153891
ACH-000408,-0.030057349315999998
ACH-000410,0.0364948174206
ACH-000411,0.0498909728357
ACH-000414,0.132030020035
ACH-000415,0.022717374995499997
ACH-000416,0.07105196022589999
ACH-000420,0.0304829104238
ACH-000421,0.106217669222
ACH-000424,-0.0186504403005
ACH-000425,0.194754853387
ACH-000426,0.12054732668700001
ACH-000427,-0.0960107684603
ACH-000433,0.133330223547
ACH-000436,-0.006865825445609999
ACH-000444,0.0717388681408
ACH-000445,-0.0105892020288
ACH-000448,0.04218127866719999
ACH-000450,0.0816799351339
ACH-000452,0.119156577535
ACH-000454,0.055324225920400004
ACH-000458,0.215883379827
ACH-000459,-0.05569338185600001
ACH-000460,0.163671623318
ACH-000461,0.15412800921599998
ACH-000463,0.11495210829000002
ACH-000464,0.101958387673
ACH-000466,-0.061104447509500004
ACH-000467,0.176984433099
ACH-000468,0.121895236853
ACH-000469,0.1578873983
ACH-000470,0.0670985133995
ACH-000471,0.09826427838030001
ACH-000472,0.023561475715799998
ACH-000473,-0.005684798077719999
ACH-000475,0.0689409299021
