,NARS2 (79731)
ACH-000616,-0.223619466406
ACH-000618,-0.446136136806
ACH-000619,-0.418555298709
ACH-000620,-0.242792967027
ACH-000621,-0.118555273085
ACH-000622,-0.3016449048
ACH-000623,-0.241958493028
ACH-000624,0.215829582545
ACH-000627,-0.27094942042
ACH-000630,-0.556658415548
ACH-000632,-0.32796227470899997
ACH-000633,-0.393172510924
ACH-000637,-0.122874725206
ACH-000638,-0.211367736738
ACH-000646,-0.397532540369
ACH-000647,-0.385352823412
ACH-000648,-0.236624312542
ACH-000649,-0.223705594185
ACH-000651,-0.554890002775
ACH-000652,-0.35021870373899994
ACH-000653,-0.20627084762200001
ACH-000657,-0.453996327438
ACH-000658,-0.237166588859
ACH-000661,-0.255209519
ACH-000662,-0.36129501690300003
ACH-000663,-0.23436839684500002
ACH-000665,-0.316300014685
ACH-000671,-0.6299357943339999
ACH-000673,0.0221021774345
ACH-000676,-0.513148389267
ACH-000677,-0.425082864199
ACH-000681,-0.315887273143
ACH-000682,-0.32290107948
ACH-000683,-0.280428476955
ACH-000684,-0.290823893124
ACH-000688,-0.120236329175
ACH-000693,-0.718555420247
ACH-000694,-0.647286379221
ACH-000695,0.00757856909645
ACH-000696,-0.343271201147
ACH-000697,-0.28432394023400004
ACH-000699,-0.47055413701300003
ACH-000701,-0.314264191061
ACH-000706,-0.24287068331
ACH-000711,-0.329485068491
ACH-000713,-0.418624483013
ACH-000714,0.139386633891
ACH-000718,-0.171697426952
ACH-000720,-0.294259764589
ACH-000721,-0.395944177007
ACH-000724,-0.221035471556
ACH-000725,-0.650604944267
ACH-000732,-0.39859581309799996
ACH-000734,-0.385068738764
ACH-000735,-0.344915096349
ACH-000736,-0.18518424383
ACH-000738,-0.502857528129
ACH-000746,-0.477494309075
ACH-000747,-0.587963289802
ACH-000748,-0.0307559369699
ACH-000753,-0.511336233415
ACH-000756,-0.45101553053099996
ACH-000757,-0.471203198576
ACH-000758,-0.630096004936
ACH-000760,-0.38410669878200004
ACH-000763,-0.44020391688199995
ACH-000764,-0.308225865891
ACH-000765,-0.45541859986199995
ACH-000766,-0.13514341757099999
ACH-000767,-0.115141310638
ACH-000768,-0.446740510489
ACH-000769,-0.44020201916900004
ACH-000770,-0.0732307792373
ACH-000771,-0.673937718707
ACH-000773,0.187299858566
ACH-000776,-0.125648644701
ACH-000777,-0.405405041585
ACH-000778,-0.37207262997199997
ACH-000781,-0.369280653411
ACH-000782,-0.382449062637
ACH-000783,-0.269869037532
ACH-000784,-0.480143806175
ACH-000785,-0.34698142937700005
ACH-000787,-0.333343649909
ACH-000788,-0.206127868556
ACH-000791,-0.271798791715
ACH-000792,-0.054249613237699994
ACH-000794,-0.42205326945
ACH-000796,-0.263907354142
ACH-000799,-0.245245452804
ACH-000800,-0.399511990787
ACH-000802,-0.525536162961
ACH-000804,-0.270204848974
ACH-000805,-0.334733273532
ACH-000809,-0.48644988884400003
ACH-000810,0.061328527063100005
ACH-000811,-0.124789814463
ACH-000817,-0.248395150542
ACH-000819,-0.233176264486
ACH-000820,0.00143124420602
ACH-000821,-0.5720239663310001
ACH-000822,-0.272214119942
ACH-000823,-0.342193399251
ACH-000824,-0.031372850655
ACH-000827,0.0747952846223
ACH-000829,-0.263405314694
ACH-000831,-0.595366742297
ACH-000832,-0.748333605815
ACH-000833,-0.270402707671
ACH-000834,-0.356933835736
ACH-000835,-0.144828201064
ACH-000836,-0.231381662802
ACH-000837,-0.464953465826
ACH-000838,-0.249552558723
ACH-000839,-0.36114358851800005
ACH-000840,-0.104495679979
ACH-000841,-0.305066458863
ACH-000843,-0.5306242317800001
ACH-000846,-0.49581749119499996
ACH-000847,-0.446247907448
ACH-000848,-0.629971119594
ACH-000849,-0.612108563784
ACH-000851,-0.406942761624
ACH-000855,-0.315422589516
ACH-000856,-0.22608851305599997
ACH-000858,-0.599741908323
ACH-000859,-0.195404386053
ACH-000861,-0.220556885049
ACH-000862,-0.46576749970299997
ACH-000865,-0.375446988289
ACH-000866,-0.525385690754
ACH-000867,-0.0848199833777
ACH-000869,-0.156527409925
ACH-000872,-0.25831192412
ACH-000873,-0.678960093637
ACH-000876,-1.39218873682
ACH-000878,-0.241494538161
ACH-000880,-0.271380668669
ACH-000881,-0.342467238582
ACH-000882,-0.613948153158
ACH-000884,-0.241037614627
ACH-000885,-0.437442438681
ACH-000887,-0.404588543965
ACH-000888,-0.539262290364
ACH-000889,-0.585883675869
ACH-000890,-0.41644049155199997
ACH-000896,-0.463132738585
ACH-000898,-0.523546800363
ACH-000900,-0.521811391875
ACH-000901,-0.18929207716
ACH-000905,-0.336625524754
ACH-000906,-0.482297669313
ACH-000907,-0.211124111911
ACH-000910,-1.01270434082
ACH-000911,-0.556579067533
ACH-000912,-0.335032961143
ACH-000913,-0.49971647823999993
ACH-000915,-0.6913706181010001
ACH-000916,-0.250178547278
ACH-000917,-0.366972857138
ACH-000921,-0.318709418506
ACH-000924,-0.6868161479549999
ACH-000926,-0.34102972768600004
ACH-000928,-0.636423109127
ACH-000929,-0.187758564891
ACH-000932,-0.29825826063
ACH-000935,-0.40233687673
ACH-000936,-0.381589538803
ACH-000937,-0.440889544231
ACH-000938,-0.555193700122
ACH-000939,-0.6828885682170001
ACH-000941,-0.554235084897
ACH-000943,-0.5130969096970001
ACH-000946,-0.539224037999
ACH-000947,-0.5049749675190001
ACH-000948,-0.524555240616
ACH-000950,-0.039596497039099995
ACH-000953,-0.0972988369785
ACH-000957,-0.841629220612
ACH-000958,-0.0747545285472
ACH-000960,-0.177047136846
ACH-000963,-0.785306479784
ACH-000968,-0.5792622346940001
ACH-000969,-0.44598808063900003
ACH-000973,-0.639610734027
ACH-000974,-0.15464691113600001
ACH-000975,-0.375794616095
ACH-000976,-0.09046204269269999
ACH-000978,-0.79348871302
ACH-000980,-0.347060375149
ACH-000984,-0.42413375266099995
ACH-000986,-0.362970849648
ACH-000988,-0.183599876627
ACH-000993,-0.135217757286
ACH-000994,-0.420727448025
ACH-000996,-0.117134845549
ACH-001001,-0.768261001303
ACH-001020,-0.370934522057
ACH-001028,-0.5033566293339999
ACH-001031,-0.456976603384
ACH-001038,-0.398734399353
ACH-001048,-0.364320292052
ACH-001050,-0.155517664413
ACH-001053,-0.186725522474
ACH-001054,-0.39507012755599996
ACH-001061,-0.49727749953
ACH-001067,-0.36919244252800004
ACH-001075,-0.279939028393
ACH-001096,-0.33375920559
ACH-001128,-0.119306564827
ACH-001134,-0.267849026563
ACH-001151,0.023957753405900003
ACH-001163,-0.520264133104
ACH-001164,-0.21006576041799999
ACH-001173,-0.701667075304
ACH-001183,-0.242469424804
ACH-001184,-0.266937481902
ACH-001190,-0.354892561659
ACH-001192,-0.305077706136
ACH-001193,-0.450399881978
ACH-001196,-0.351054468439
ACH-001197,-0.226963155807
ACH-001205,-0.22902066035799998
ACH-001211,-0.133814090773
ACH-001212,-0.0819711412868
ACH-001228,-0.318898797466
ACH-001232,-0.46869322676200004
ACH-001239,-0.312983583803
ACH-001274,-0.23108608567699998
ACH-001275,-0.45612034811
ACH-001277,-0.0440408344757
ACH-001278,-0.29754372344999996
ACH-001280,-0.347502237958
ACH-001283,-0.231822474439
ACH-001289,-0.081321820553
ACH-001295,0.17205658949000002
ACH-001300,-0.346284682065
ACH-001301,-0.0677347560684
ACH-001302,-0.15494519592
ACH-001303,-0.196005189383
ACH-001306,-0.09188402286810002
ACH-001318,-0.531721411158
ACH-001322,-0.523733828157
ACH-001328,-0.802623169392
ACH-001332,-0.592028403305
ACH-001333,-0.431932639802
ACH-001336,-0.414508935172
ACH-001340,-0.139394993327
ACH-001346,-0.196672804463
ACH-001353,-0.0353766788759
ACH-001354,-0.622245290277
ACH-001367,-0.42387248975999997
ACH-001368,-0.45757082569300006
ACH-001374,-0.314495225581
ACH-001375,0.013347948335799999
ACH-001377,-0.316811535579
ACH-001380,-0.319934684652
ACH-001391,0.028461332259400004
ACH-001407,-0.389274672617
ACH-001408,-0.39487730832199996
ACH-001413,-0.17566484294100002
ACH-001430,-0.0586253498054
ACH-001431,-0.336417103905
ACH-001450,-0.734717689676
ACH-001496,-0.746503918041
ACH-001500,-0.326210349312
ACH-001521,-0.396948386733
ACH-001523,-0.682084458609
ACH-001532,-0.274782227661
ACH-001536,-0.174015263119
ACH-001550,-0.5392511480569999
ACH-001552,-0.115494001458
ACH-001554,-0.376322714432
ACH-001645,-0.0208424208213
ACH-001654,-0.0589535428744
ACH-001715,-0.271917210836
ACH-001735,0.0159092625428
ACH-001736,-0.294681517688
ACH-001737,-0.236619018215
ACH-001740,-0.318118619522
ACH-001745,-0.13317569039899999
ACH-001750,-0.336000400876
ACH-001765,-0.35404356454400004
ACH-001956,0.06674676215110001
ACH-001957,-0.133014258561
