,DYNC1I2 (1781)
ACH-000374,-1.4667516308300002
ACH-000375,-1.4571602291499999
ACH-000376,-1.51616350051
ACH-000381,-1.4740743313999998
ACH-000383,-1.40629663295
ACH-000387,-1.30593927501
ACH-000389,-1.42753310886
ACH-000390,-1.30266909505
ACH-000393,-1.58092578231
ACH-000395,-1.4934915419600001
ACH-000397,-1.3485375512600002
ACH-000401,-1.4370808400600001
ACH-000402,-1.72264930127
ACH-000403,-1.59377263222
ACH-000404,-1.10730196077
ACH-000406,-0.9922664609180001
ACH-000407,-1.2558382295200001
ACH-000408,-1.13473959585
ACH-000410,-1.25805076515
ACH-000411,-1.12616473531
ACH-000414,-1.3200356870799999
ACH-000415,-1.15355131467
ACH-000416,-1.4356369739
ACH-000420,-1.03513107512
ACH-000421,-1.2153501313200001
ACH-000424,-1.30553136594
ACH-000425,-1.2234630096999999
ACH-000426,-1.12698214137
ACH-000427,-1.4054360256099998
ACH-000433,-1.0787394240100001
ACH-000436,-1.2781282720799998
ACH-000444,-1.3797478036300002
ACH-000445,-1.4405207078
ACH-000448,-1.4821832319600001
ACH-000450,-1.41009119177
ACH-000452,-1.37838493655
ACH-000454,-1.3618858600400001
ACH-000458,-0.9502020342219999
ACH-000459,-0.553053662746
ACH-000460,-1.21667328518
ACH-000461,-1.6822097961200002
ACH-000463,-1.3501206906299998
ACH-000464,-1.4887520652200001
ACH-000466,-1.3798114504299999
ACH-000467,-1.13712428949
ACH-000468,-1.34970117263
ACH-000469,-1.44675665601
ACH-000470,-1.63662999534
ACH-000471,-1.3968894863299999
ACH-000472,-1.42708138107
ACH-000473,-1.50221698401
ACH-000475,-1.24599655318
ACH-000476,-1.4016346397200001
ACH-000477,-1.49568603444
ACH-000480,-1.2400873695799999
ACH-000481,-1.36263332206
ACH-000483,-1.34007481177
ACH-000484,-1.29805299884
ACH-000485,-1.47139526085
ACH-000486,-1.2625197561
ACH-000487,-1.17634040147
ACH-000488,-1.1537331774600001
ACH-000490,-1.2631689024600001
ACH-000491,-1.22084812038
ACH-000495,-1.6802804307299999
ACH-000496,-1.56385009433
ACH-000499,-1.22847793076
ACH-000500,-1.21377334538
ACH-000502,-1.3365349245799998
ACH-000503,-1.3348836971100002
ACH-000505,-1.48799983274
ACH-000507,-1.23491172857
ACH-000510,-1.38220126632
ACH-000511,-1.3040265136700002
ACH-000512,-1.47524015157
ACH-000516,-1.2044768011799998
ACH-000517,-1.41175807298
ACH-000518,-1.27224071961
ACH-000520,-1.4218073844699999
ACH-000521,-1.2429623327500001
ACH-000522,-1.42641421092
ACH-000524,-1.23528854345
ACH-000527,-1.21946247406
ACH-000528,-1.17149352098
ACH-000537,-1.2759021955399998
ACH-000541,-1.07956345386
ACH-000542,-1.3776388012
ACH-000544,-1.24710893657
ACH-000545,-1.32858323963
ACH-000547,-1.21723329409
ACH-000548,-1.2538791485
ACH-000549,-1.39072480917
ACH-000550,-1.52437303991
ACH-000552,-1.0382660797
ACH-000556,-1.38261257086
ACH-000557,-1.90634856282
ACH-000570,-1.2516458786
ACH-000571,-1.336674258
ACH-000573,-1.33128423866
ACH-000576,-1.32182451152
ACH-000580,-1.2105375977700001
ACH-000584,-1.41278802618
ACH-000585,-1.3040869717799999
ACH-000588,-1.26280289175
ACH-000589,-1.20390668651
ACH-000591,-1.58984281021
ACH-000593,-1.2104342930299998
ACH-000600,-0.949847165441
ACH-000601,-1.38933522477
ACH-000604,-0.817036410915
ACH-000605,-1.2519817618200002
ACH-000606,-1.3338176761
ACH-000608,-0.846453033265
ACH-000614,-0.9818052774420001
ACH-000616,-1.20338029696
ACH-000618,-1.10457304675
ACH-000619,-1.28142878031
ACH-000620,-1.27307120831
ACH-000621,-1.69090462749
ACH-000622,-1.75269630319
ACH-000623,-1.22290038441
ACH-000624,-1.3579636134399997
ACH-000627,-1.52110618391
ACH-000630,-1.24473774957
ACH-000632,-1.20007347931
ACH-000633,-1.39796483278
ACH-000637,-1.44388154519
ACH-000638,-1.1342174704
ACH-000646,-1.65857537132
ACH-000647,-1.3459786268
ACH-000648,-1.12675206217
ACH-000649,-1.3375736991
ACH-000651,-1.42797277004
ACH-000652,-1.07957176873
ACH-000653,-1.41846233644
ACH-000657,-1.28884218702
ACH-000658,-1.3097173563
ACH-000661,-1.17952220151
ACH-000662,-1.63776390625
ACH-000663,-1.24494506793
ACH-000665,-1.14764576148
ACH-000671,-1.25156589109
ACH-000673,-1.3118554323799998
ACH-000676,-1.2890807411399998
ACH-000677,-1.47286215383
ACH-000681,-1.1878532211
ACH-000682,-1.14553024475
ACH-000683,-0.7209749013410001
ACH-000684,-1.14245197328
ACH-000688,-1.2609699496200002
ACH-000693,-1.2980988508600002
ACH-000694,-1.1653881891700002
ACH-000695,-0.711216079042
ACH-000696,-1.1778595615799998
ACH-000697,-1.46870232541
ACH-000699,-1.34289559403
ACH-000701,-0.971860583828
ACH-000706,-1.4123125613499998
ACH-000711,-1.3060939235
ACH-000713,-1.25319291749
ACH-000714,-1.4034074431799999
ACH-000718,-1.52039597849
ACH-000720,-1.1473570260100001
ACH-000721,-1.40254282497
ACH-000724,-1.2906546214
ACH-000725,-1.8064121200499998
ACH-000732,-1.2215342790500001
ACH-000734,-1.28494358343
ACH-000735,-1.40221704108
ACH-000736,-1.18633832172
ACH-000738,-1.34709999259
ACH-000746,-1.4227327572
ACH-000747,-1.23417177035
ACH-000748,-1.2909579283700001
ACH-000753,-1.20861009085
ACH-000756,-1.11664776332
ACH-000757,-1.32555734396
ACH-000758,-1.14465478985
ACH-000760,-1.12828612044
ACH-000763,-0.981406402316
ACH-000764,-1.3069041731
ACH-000765,-1.3433471404
ACH-000766,-1.42531104689
ACH-000767,-1.5168154607799997
ACH-000768,-1.25094121848
ACH-000769,-1.21708048909
ACH-000770,-1.30711248453
ACH-000771,-1.235534263
ACH-000773,-1.63177899099
ACH-000776,-1.36135963995
ACH-000777,-1.1011853061399999
ACH-000778,-1.3708649332700003
ACH-000781,-1.3984452224200001
ACH-000782,-1.38707891079
ACH-000783,-1.37349005918
ACH-000784,-1.3624705801199999
ACH-000785,-1.23513069781
ACH-000787,-1.4180726774099999
ACH-000788,-1.30199988316
ACH-000791,-1.3245732059200002
ACH-000792,-0.9109830928799999
ACH-000794,-1.1693007297600002
ACH-000796,-1.4138853987900002
ACH-000799,-1.01254411963
ACH-000800,-1.4054018220700002
ACH-000802,-1.51178994458
ACH-000804,-0.9488244170469999
ACH-000805,-1.49444098308
ACH-000809,-1.5034180783200002
ACH-000810,-1.12065416306
ACH-000811,-1.62458472602
ACH-000817,-1.22922340082
ACH-000819,-1.23684811563
ACH-000820,-1.0287444259
ACH-000821,-1.107809785
ACH-000822,-1.5356734812900001
ACH-000823,-1.2406057565000002
ACH-000824,-1.37951624542
ACH-000827,-0.983369519491
ACH-000829,-1.4908321995700002
ACH-000831,-1.15320355354
ACH-000832,-1.0731432386700002
ACH-000833,-1.07614823192
ACH-000834,-1.20620842496
ACH-000835,-1.10365120998
ACH-000836,-1.39286159204
ACH-000837,-1.1963003326000001
ACH-000838,-1.26928646609
ACH-000839,-1.59507996144
ACH-000840,-1.22010533072
ACH-000841,-1.3738395366299998
ACH-000843,-0.8995137997600001
ACH-000846,-1.3960348113299998
ACH-000847,-1.2091138938500001
ACH-000848,-1.36795678437
ACH-000849,-1.35335275351
ACH-000851,-1.17264548877
ACH-000855,-1.1644186810100001
ACH-000856,-1.5277901412600001
ACH-000858,-1.239637754
ACH-000859,-1.4057026937000001
ACH-000861,-1.30419731698
ACH-000862,-1.30091224008
ACH-000865,-1.31476950172
ACH-000866,-1.08999486744
ACH-000867,-1.42672570406
ACH-000869,-1.7263576246599999
ACH-000872,-1.15246651261
ACH-000873,-1.59293737389
ACH-000876,-1.6770128656299998
ACH-000878,-1.3114107088200002
ACH-000880,-1.1943061321200001
ACH-000881,-1.07268675066
ACH-000882,-1.19357805736
ACH-000884,-1.17931829424
ACH-000885,-1.48703201498
ACH-000887,-1.30897308271
ACH-000888,-1.3685325718599999
ACH-000889,-1.42372400752
ACH-000890,-1.5653021469
ACH-000896,-1.44183443492
ACH-000898,-1.1125941211100001
ACH-000900,-1.1783037003
ACH-000901,-1.43052378226
ACH-000905,-1.3421094547299999
ACH-000906,-1.25203896838
ACH-000907,-1.4092169707
ACH-000910,-1.2230316058600001
ACH-000911,-1.19962911965
ACH-000912,-1.24830685247
ACH-000913,-1.20981141626
ACH-000915,-1.2969013911299998
ACH-000916,-1.17841208389
ACH-000917,-1.49344180879
ACH-000921,-1.2760711640200002
ACH-000924,-1.3288212933299999
ACH-000926,-1.1951543294
ACH-000928,-0.96031396515
ACH-000929,-1.4732481493399998
ACH-000932,-1.13087867641
ACH-000935,-0.9581028603020001
ACH-000936,-1.49758942396
ACH-000937,-1.4443507720299997
ACH-000938,-1.31030535099
ACH-000939,-1.0407673336
ACH-000941,-1.4232565155899999
ACH-000943,-1.2631220923
ACH-000946,-1.19980680421
ACH-000947,-1.33849902694
ACH-000948,-1.14720206864
ACH-000950,-1.14029518608
ACH-000953,-1.648967469
ACH-000957,-1.5453634581600002
ACH-000958,-1.67158894463
ACH-000960,-1.35110315398
ACH-000963,-1.4442770431299998
ACH-000968,-1.17119656388
ACH-000969,-1.34158253001
ACH-000973,-1.4303719185
ACH-000974,-1.33239742326
ACH-000975,-1.49547605444
ACH-000976,-1.50122826975
ACH-000978,-1.77625821624
ACH-000980,-1.36316056477
ACH-000984,-1.34901802185
ACH-000986,-1.2506499183
ACH-000988,-1.3796200943799999
ACH-000993,-1.17985021559
ACH-000994,-1.4752185850600001
ACH-000996,-1.5021159553499999
ACH-001001,-1.24540841822
ACH-001020,-1.28120693104
ACH-001028,-1.21676487526
ACH-001031,-1.03759795964
ACH-001038,-1.37740769073
ACH-001048,-1.4308978316299998
ACH-001050,-1.44624159378
ACH-001053,-1.39316493269
ACH-001054,-1.3169178778100001
ACH-001061,-1.4069188355200002
ACH-001067,-1.4050473583399998
ACH-001075,-1.23354502456
ACH-001096,-1.2918568704
ACH-001128,-1.01575131253
ACH-001134,-1.60959437442
ACH-001151,-1.1300251797399998
ACH-001163,-1.51478351662
ACH-001164,-1.13923755933
ACH-001173,-1.2733380101
ACH-001183,-1.11231469655
ACH-001184,-1.10724995419
ACH-001190,-1.44203055899
ACH-001192,-1.31044690002
ACH-001193,-1.5585380787399998
ACH-001196,-1.20897360428
ACH-001197,-1.68494629447
ACH-001205,-1.19839210297
ACH-001211,-1.36507511188
ACH-001212,-1.43178768433
ACH-001228,-1.4461373151299999
ACH-001232,-1.13927373256
ACH-001239,-1.3122841545200001
ACH-001274,-1.39188900084
ACH-001275,-1.40619797906
ACH-001277,-1.6250821606099999
ACH-001278,-1.26624825328
ACH-001280,-1.7310209175599998
ACH-001283,-1.1445430389700002
ACH-001289,-1.38384884204
ACH-001295,-1.34871522567
ACH-001300,-1.37360378133
ACH-001301,-1.42965297722
ACH-001302,-1.34258837731
ACH-001303,-1.1086738522600001
ACH-001306,-1.5193963087
ACH-001318,-1.22637208474
ACH-001322,-1.5170802509399999
ACH-001328,-1.2205191654
ACH-001332,-1.04352519428
ACH-001333,-1.3616728012200001
ACH-001336,-1.28511045227
ACH-001340,-1.1363083949700001
ACH-001346,-1.18638522194
ACH-001353,-1.1824756645299999
ACH-001354,-1.15977603847
ACH-001367,-1.10167256472
ACH-001368,-1.30335384125
ACH-001374,-1.5974201990799999
ACH-001375,-1.38390337291
ACH-001377,-1.36285800602
ACH-001380,-1.34191948134
ACH-001391,-1.41168560231
ACH-001407,-1.3555638839300002
ACH-001408,-0.992029265188
ACH-001413,-1.25029016265
ACH-001430,-1.52326626887
ACH-001431,-1.34475624869
ACH-001450,-1.45005450443
ACH-001496,-1.2408448627
ACH-001500,-1.25214650928
ACH-001521,-1.3796799282299999
ACH-001523,-1.17413239043
ACH-001532,-1.3472765278
ACH-001536,-1.35247398653
ACH-001550,-1.41183694463
ACH-001552,-1.33551129831
ACH-001554,-1.2930799421799999
ACH-001645,-1.36499789887
ACH-001654,-1.12803905156
ACH-001715,-1.0675608587
ACH-001735,-1.20714183436
ACH-001736,-1.12321121133
ACH-001737,-1.00994842645
ACH-001740,-1.04568164548
ACH-001745,-1.2010967717299998
ACH-001750,-1.33675653116
ACH-001765,-1.12317696584
ACH-001956,-1.18284150364
ACH-001957,-0.772120835952
