,ANG (283)
ACH-000223,-0.15811274407099998
ACH-000226,-0.331781752625
ACH-000227,-0.182928302642
ACH-000228,-0.255244729415
ACH-000231,-0.166029186399
ACH-000232,-0.15391984921399998
ACH-000233,-0.29096044650499997
ACH-000234,-0.0781673992998
ACH-000235,-0.15580946959
ACH-000237,0.0858835861743
ACH-000238,-0.06773459917380001
ACH-000243,-0.36637219827399997
ACH-000244,-0.114224822172
ACH-000246,-0.282693726435
ACH-000248,-0.30042241546
ACH-000250,-0.250525118719
ACH-000251,0.248496734311
ACH-000253,0.0017347439958
ACH-000255,0.008434703126459999
ACH-000256,-0.207519601103
ACH-000257,-0.426912797355
ACH-000258,-0.22361166474599997
ACH-000259,-0.195008694855
ACH-000260,-0.140800739662
ACH-000261,-0.24939171278
ACH-000262,-0.061378567710000005
ACH-000263,-0.261224226931
ACH-000264,-0.24004947444400002
ACH-000265,-0.19214439387600002
ACH-000266,-0.191074124912
ACH-000272,-0.155262838122
ACH-000273,-0.158495338554
ACH-000274,0.00715495673022
ACH-000277,-0.33052504500700003
ACH-000278,-0.345423389893
ACH-000279,-0.140953712264
ACH-000280,-0.174953293625
ACH-000281,0.164478048139
ACH-000288,-0.268605624055
ACH-000291,-0.0165801536273
ACH-000293,-0.054078457521900006
ACH-000294,-0.22234393316300002
ACH-000295,0.021840048489799996
ACH-000296,-0.041876039183199994
ACH-000302,-0.135881105474
ACH-000304,-0.0207253838536
ACH-000307,-0.16775326116699998
ACH-000308,-0.126566694167
ACH-000310,0.0378803309375
ACH-000311,-0.34184866726400004
ACH-000312,-0.12963818086200002
ACH-000315,0.058453876666699996
ACH-000316,-0.196863972894
ACH-000317,-0.311799498306
ACH-000318,-0.424143792123
ACH-000319,-0.050988609869300004
ACH-000320,-0.282624537093
ACH-000322,-0.244522478273
ACH-000323,-0.22933067185800002
ACH-000324,-0.220407824019
ACH-000329,-0.09469143801830002
ACH-000330,0.0508766790346
ACH-000331,0.100106868104
ACH-000332,-0.144762256966
ACH-000334,-0.498028566369
ACH-000335,-0.015629406508299998
ACH-000336,-0.330596478622
ACH-000337,-0.318052491906
ACH-000339,-0.263871387365
ACH-000341,-0.0512843235144
ACH-000348,-0.17787577611900002
ACH-000350,-0.16756726388499998
ACH-000352,-0.0523503081243
ACH-000356,-0.37545497695
ACH-000361,-0.237334962671
ACH-000362,-0.203746094065
ACH-000363,-0.10250847337999999
ACH-000364,-0.058678077365
ACH-000365,-0.18709350213300002
ACH-000366,-0.140789254121
ACH-000368,-0.371805330311
ACH-000374,-0.0502025885948
ACH-000375,-0.387932054201
ACH-000376,-0.20491881812100002
ACH-000381,-0.20533590719
ACH-000383,-0.15448526428099998
ACH-000387,-0.19294576528299998
ACH-000389,-0.322018260328
ACH-000390,-0.20345375242400002
ACH-000393,-0.27839526237100004
ACH-000395,-0.152915962405
ACH-000397,-0.277113823684
ACH-000401,-0.0315308715018
ACH-000402,0.163798111172
ACH-000403,-0.261851287529
ACH-000404,-0.519978433849
ACH-000406,-0.214981519927
ACH-000407,-0.08517149257819999
ACH-000408,0.042710138609
ACH-000410,-0.085243141324
ACH-000411,-0.12563410064799999
ACH-000414,-0.16274286320999998
ACH-000415,-0.18013987191199998
ACH-000416,-0.224929829349
ACH-000420,0.07583502770719999
ACH-000421,-0.186458392379
ACH-000424,-0.336446285545
ACH-000425,-0.212846993552
ACH-000426,-0.025722135028499998
ACH-000427,-0.20492803662599998
ACH-000433,0.067752050486
ACH-000436,0.0253955195989
ACH-000444,-0.143212108057
ACH-000445,-0.47062812439499996
ACH-000448,-0.29134411968199997
ACH-000450,-0.5164347658690001
ACH-000452,-0.08903141716119999
ACH-000454,-0.573091051042
ACH-000458,-0.29723909116
ACH-000459,-0.189394571382
ACH-000460,-0.224137120971
ACH-000461,0.011148896412500001
ACH-000463,-0.19159102334699998
ACH-000464,-0.316590560688
ACH-000466,0.00902885159123
ACH-000467,-0.290486825467
ACH-000468,0.0210097690168
ACH-000469,-0.122541821533
ACH-000470,0.043068165796699996
ACH-000471,-0.203160608244
ACH-000472,-0.209398443455
ACH-000473,-0.30836142617199996
ACH-000475,-0.145801705514
ACH-000476,-0.220243692974
ACH-000477,-0.0912174002198
ACH-000480,-0.240789927049
ACH-000481,-0.43563364227799994
ACH-000483,-0.258471472999
ACH-000484,-0.263723824091
ACH-000485,-0.279275642244
ACH-000486,-0.286317577607
ACH-000487,-0.0124722865208
ACH-000488,-0.117414838863
ACH-000490,-0.213637259782
ACH-000491,-0.00271010951283
ACH-000495,-0.05481022746730001
ACH-000496,0.0470213431086
ACH-000499,-0.354279631696
ACH-000500,0.322284560307
ACH-000502,-0.200582785817
ACH-000503,-0.402802768636
ACH-000505,-0.170344100374
ACH-000507,-0.233378586754
ACH-000510,-0.0781855828375
ACH-000511,-0.0631971649445
ACH-000512,-0.158529475193
ACH-000516,-0.448170278601
ACH-000517,-0.0621753589828
ACH-000518,-0.0285899030744
ACH-000520,-0.217227006066
ACH-000521,-0.06658606492540001
ACH-000522,-0.199590128339
ACH-000524,-0.10353436498
ACH-000527,-0.222916190674
ACH-000528,-0.193874584621
ACH-000537,-0.00150058412515
ACH-000541,-0.430043886747
ACH-000542,-0.240567229231
ACH-000544,-0.224965623645
ACH-000545,-0.256729964844
ACH-000547,-0.00228810833366
ACH-000548,-0.17071865976
ACH-000549,-0.168274451547
ACH-000550,-0.217941476745
ACH-000552,-0.297362013608
ACH-000556,-0.313235106925
ACH-000557,-0.11480903441500001
ACH-000570,-0.321499082991
ACH-000571,-0.149886503227
ACH-000573,-0.007030828846699999
ACH-000576,-0.18407743891199999
ACH-000580,-0.615451661584
ACH-000584,-0.33898610310500005
ACH-000585,-0.0878277923029
ACH-000588,-0.24253445278900002
ACH-000589,-0.154524577599
ACH-000591,-0.154979853955
ACH-000593,-0.015995419575
ACH-000600,-0.08307034559519999
ACH-000601,-0.177056383887
ACH-000604,-0.32818173631700004
ACH-000605,0.00040551824716199996
ACH-000606,-0.26366276373799996
ACH-000608,-0.148476964057
ACH-000614,-0.19662958594399998
ACH-000616,-0.290990947836
ACH-000618,0.0328640510758
ACH-000619,-0.19569446447
ACH-000620,-0.16522705914000002
ACH-000621,-0.26106635220400004
ACH-000622,-0.209005113898
ACH-000623,-0.407340940108
ACH-000624,-0.110911362544
ACH-000627,-0.208255005917
ACH-000630,0.0660374499488
ACH-000632,-0.190715967515
ACH-000633,-0.308301673216
ACH-000637,-0.0973155597367
ACH-000638,-0.0766911282958
ACH-000646,-0.155920988141
ACH-000647,-0.31738398597899997
ACH-000648,-0.143712309416
ACH-000649,-0.26500301679
ACH-000651,-0.153831872457
ACH-000652,0.247563241465
ACH-000653,-0.032971025792700004
ACH-000657,-0.250189066173
ACH-000658,-0.12450238158600001
ACH-000661,-0.288103234993
ACH-000662,-0.424180940118
ACH-000663,0.0187158591738
ACH-000665,-0.09308690558539999
ACH-000671,-0.290972648044
ACH-000673,-0.0805383609187
ACH-000676,-0.186896927762
ACH-000677,-0.22084545222100002
ACH-000681,-0.0173403300264
ACH-000682,-0.18482855367400003
ACH-000683,-0.247670660409
ACH-000684,-0.027355027665900002
ACH-000688,-0.422245089249
ACH-000693,-0.10555328402000001
ACH-000694,-0.24159257035599999
ACH-000695,-0.09309373502240001
ACH-000696,-0.205053412326
ACH-000697,-0.14251859919
ACH-000699,-0.16019113091499998
ACH-000701,-0.12638758794500002
ACH-000706,-0.0566832651585
ACH-000711,-0.257623946298
ACH-000713,-0.43591613288000003
ACH-000714,-0.199269014575
ACH-000718,-0.345861707144
ACH-000720,-0.0538428470381
ACH-000721,-0.26794172971999997
ACH-000724,-0.0875588334016
ACH-000725,-0.163829491014
ACH-000732,-0.0982573137282
ACH-000734,-0.165747320688
ACH-000735,-0.244847084733
ACH-000736,-0.111897305674
ACH-000738,-0.28259665838000003
ACH-000746,-0.118435188934
ACH-000747,-0.168222933462
ACH-000748,-0.207660197538
ACH-000753,-0.283162952339
ACH-000756,-0.164452414489
ACH-000757,-0.190205941892
ACH-000758,-0.08725273586610001
ACH-000760,-0.180288571687
ACH-000763,0.012659614040899998
ACH-000764,-0.560030209498
ACH-000765,-0.11670861395099999
ACH-000766,-0.350646924252
ACH-000767,0.0316621115308
ACH-000768,-0.224868236145
ACH-000769,-0.41564027719700003
ACH-000770,-0.108296974483
ACH-000771,0.0103583146181
ACH-000773,-0.36170102783299996
ACH-000776,-0.309398027104
ACH-000777,-0.15854763578199998
ACH-000778,-0.17634198054699998
ACH-000781,-0.0468682648595
ACH-000782,-0.183964674563
ACH-000783,-0.154959717678
ACH-000784,-0.159599840965
ACH-000785,-0.023154191636700003
ACH-000787,-0.0408455506615
ACH-000788,-0.12177921342499999
ACH-000791,-0.380603428641
ACH-000792,-0.11175283588
ACH-000794,-0.33359145715599997
ACH-000796,-0.19942523360199998
ACH-000799,-0.245535217381
ACH-000800,-0.251652960629
ACH-000802,-0.304373805463
ACH-000804,-0.160247535173
ACH-000805,-0.462694118438
ACH-000809,0.019174679558400003
ACH-000810,-0.246120569657
ACH-000811,-0.14603510747600001
ACH-000817,-0.325060074008
ACH-000819,-0.144561636089
ACH-000820,-0.464841928334
ACH-000821,-0.258805018176
ACH-000822,-0.294680456131
ACH-000823,-0.166481251524
ACH-000824,-0.167485987889
ACH-000827,-0.289850012514
ACH-000829,-0.5753105050680001
ACH-000831,-0.369761159867
ACH-000832,-0.635662279733
ACH-000833,-0.19088951913
ACH-000834,-0.154945563761
ACH-000835,-0.257840329336
ACH-000836,-0.32479939697099997
ACH-000837,-0.260714149549
ACH-000838,-0.411974675296
ACH-000839,-0.17524305403299997
ACH-000840,-0.09096218526370001
ACH-000841,0.0492026821966
ACH-000843,-0.34585574470299996
ACH-000846,-0.34478741
ACH-000847,-0.144102009608
ACH-000848,-0.112511951708
ACH-000849,-0.199174385077
ACH-000851,-0.00359813689074
ACH-000855,-0.0584135292964
ACH-000856,0.00833113393678
ACH-000858,-0.24865257186200002
ACH-000859,-0.349499174611
ACH-000861,-0.17418345252999998
ACH-000862,-0.0556553052163
ACH-000865,-0.170459933427
ACH-000866,-0.09654647080769999
ACH-000867,-0.10164170031400001
ACH-000869,-0.137357932251
ACH-000872,-0.0633611465023
ACH-000873,-0.153982376646
ACH-000876,-0.109876547344
ACH-000878,-0.24413785294799997
ACH-000880,-0.07082533387739999
ACH-000881,-0.165527847608
ACH-000882,-0.13341472857
ACH-000884,-0.0829843715904
ACH-000885,-0.0260913072174
ACH-000887,-0.17159652624699998
ACH-000888,0.0267427075693
ACH-000889,-0.602656928544
ACH-000890,-0.109181548061
ACH-000896,-0.0238814141656
ACH-000898,-0.203241321691
ACH-000900,-0.328430160015
ACH-000901,-0.064273618835
ACH-000905,-0.364654258701
ACH-000906,0.0204058827723
ACH-000907,-0.483355179591
ACH-000910,-0.0204212714436
ACH-000911,-0.15662205559800002
ACH-000912,-0.356339956473
ACH-000913,-0.204704801638
ACH-000915,-0.0929075622791
ACH-000916,-0.884530784332
ACH-000917,-0.20944158958700002
ACH-000921,-0.11200459359
ACH-000924,-0.0816580139314
ACH-000926,-0.152025265184
ACH-000928,-0.25839465461
ACH-000929,-0.23522691480799998
ACH-000932,-0.267369238989
ACH-000935,-0.256968364564
ACH-000936,-0.403213855267
ACH-000937,-0.137397784014
ACH-000938,-0.0548355831353
ACH-000939,-0.048990620707
ACH-000941,-0.215316748429
ACH-000943,-0.122581814582
ACH-000946,-0.289997237682
ACH-000947,-0.30296613314
ACH-000948,-0.24896938181999997
ACH-000950,0.0215052205087
ACH-000953,-0.35863791954400004
ACH-000957,-0.160022846788
ACH-000958,-0.183398776296
ACH-000960,-0.11179010682900001
ACH-000963,-0.145664046625
ACH-000968,-0.14817407295499999
ACH-000969,-0.286462247672
ACH-000973,-0.255403456736
ACH-000974,-0.179016225429
ACH-000975,-0.0421872232006
ACH-000976,-0.19294966214899997
ACH-000978,-0.362693332891
ACH-000980,-0.183776224408
ACH-000984,-0.11036439680400001
ACH-000986,-0.321776186353
ACH-000988,-0.0521567693222
ACH-000993,-0.0763757234907
ACH-000994,-0.0702061483807
ACH-000996,-0.294592306923
ACH-001001,-0.338642120418
ACH-001020,-0.297990893829
ACH-001028,-0.185879752154
ACH-001031,-0.121151154125
ACH-001038,-0.020068938803599997
ACH-001048,-0.20945124640999999
ACH-001050,-0.092866731131
ACH-001053,-0.234655762517
ACH-001054,-0.140774864133
ACH-001061,-0.25935171505800003
ACH-001067,-0.228801814482
ACH-001075,-0.26954133594999996
ACH-001096,-0.0918122004094
ACH-001128,-0.281976306136
ACH-001134,-0.0044706084364499995
ACH-001151,-0.10235554585699999
ACH-001163,-0.15285444546
ACH-001164,-0.391170996062
ACH-001173,-0.2856290448
ACH-001183,-0.0828077621942
ACH-001184,-0.227649042484
ACH-001190,-0.537383788927
ACH-001192,-0.192029965156
ACH-001193,-0.227094837511
ACH-001196,-0.20677439094900002
ACH-001197,-0.0358942293423
ACH-001205,-0.15062105007
ACH-001211,-0.146908014304
ACH-001212,0.034695522532099995
ACH-001228,-0.263146846222
ACH-001232,-0.266866411717
ACH-001239,-0.0429440214315
ACH-001274,-0.277584550684
ACH-001275,-0.249202371719
ACH-001277,-0.15862476782600002
ACH-001278,-0.386398716768
ACH-001280,-0.27698308853799997
ACH-001283,-0.407788621288
ACH-001289,-0.271003231211
ACH-001295,-0.14860151473400002
ACH-001300,-0.14488614504300001
ACH-001301,-0.180482792817
ACH-001302,-0.162287328407
ACH-001303,-0.459801236308
ACH-001306,-0.114983536897
ACH-001318,-0.213512133181
ACH-001322,-0.09929785257169998
ACH-001328,-0.0252642151833
ACH-001332,-0.212692407502
ACH-001333,-0.165536909333
ACH-001336,-0.23041975907200002
ACH-001340,-0.132056612567
ACH-001346,-0.25691304605
ACH-001353,-0.245573971259
ACH-001354,-0.0466447985914
ACH-001367,-0.0624963987459
ACH-001368,-0.0773942591464
ACH-001374,-0.061748593173
ACH-001375,-0.20375749626200002
ACH-001377,-0.282424377828
ACH-001380,-0.20434073605099998
ACH-001391,-0.0395163563825
ACH-001407,-0.26615322822799997
ACH-001408,-0.10963683286499999
ACH-001413,-0.252725715015
ACH-001430,-0.00291707931676
ACH-001431,-0.0907286475866
ACH-001450,-0.11166754669399999
ACH-001496,-0.061951573868
ACH-001500,-0.137883297218
ACH-001521,-0.316087087637
ACH-001523,-0.249522416594
ACH-001532,-0.10076580286699999
ACH-001536,-0.050941115655699996
ACH-001550,-0.320760348765
ACH-001552,-0.182124963604
ACH-001554,-0.0456292005897
ACH-001645,-0.23486078895399998
ACH-001654,-0.12439304816199999
ACH-001715,-0.288572020677
ACH-001735,-0.0864781233522
ACH-001736,-0.09579238250080001
ACH-001737,-0.530274881725
ACH-001740,-0.139234716007
ACH-001745,-0.10488877008400001
ACH-001750,-0.17252796332800002
ACH-001765,-0.287897343335
ACH-001956,-0.198468371297
ACH-001957,-0.09227350493030001
