,RUNDC3B (154661)
ACH-000004,-0.0835695060287
ACH-000007,0.051129376371800005
ACH-000009,0.207387111033
ACH-000011,0.221177567657
ACH-000012,0.271681991756
ACH-000013,0.188311355724
ACH-000014,0.0471548333535
ACH-000015,0.230687608805
ACH-000017,0.0883079978885
ACH-000018,0.272164189376
ACH-000019,0.280945180951
ACH-000021,0.09223614981450001
ACH-000022,0.18898767606699998
ACH-000025,0.162533398418
ACH-000028,0.172940321193
ACH-000030,0.253817549721
ACH-000035,0.0439014024036
ACH-000036,0.12208991827099999
ACH-000037,0.026506333258700002
ACH-000039,-0.0501464433816
ACH-000040,0.253316772241
ACH-000041,0.08011808358260002
ACH-000042,0.191930561373
ACH-000045,0.211536712835
ACH-000047,0.15301745816600001
ACH-000052,0.00788188178071
ACH-000053,0.102909614711
ACH-000054,0.14675763149
ACH-000055,0.182284108877
ACH-000060,0.13669242674100002
ACH-000067,0.19904848539900002
ACH-000070,0.232405409962
ACH-000075,-0.0337542212014
ACH-000078,0.291332284165
ACH-000082,0.0538162376793
ACH-000085,0.06005267032000001
ACH-000086,0.13178023665799998
ACH-000087,0.15159369222400002
ACH-000092,0.14983371205600002
ACH-000095,0.0045120269682
ACH-000097,0.199237557027
ACH-000098,0.0573129094716
ACH-000099,0.0446615497196
ACH-000108,0.144635079539
ACH-000113,0.167154687941
ACH-000115,0.268410755421
ACH-000116,0.168768352512
ACH-000118,0.224495582473
ACH-000120,0.13582924262499999
ACH-000123,0.150869803961
ACH-000127,0.228424690006
ACH-000128,0.20218515274
ACH-000132,0.125513240057
ACH-000133,0.125713962863
ACH-000137,-0.180276682191
ACH-000138,0.165529058275
ACH-000142,0.0209959413598
ACH-000143,0.0525371391774
ACH-000146,0.102104683755
ACH-000148,0.13047137326
ACH-000150,0.255637963803
ACH-000152,0.191745691138
ACH-000153,0.11907933240499999
ACH-000159,-0.0301337250615
ACH-000160,0.0825788408435
ACH-000163,0.09012753876710002
ACH-000167,0.177914524995
ACH-000168,-0.0123959687666
ACH-000169,0.08803952846449999
ACH-000178,0.0802505295264
ACH-000182,0.196652294083
ACH-000183,0.193690465183
ACH-000188,0.047986154303900005
ACH-000189,0.305374302465
ACH-000190,-0.191141039124
ACH-000198,0.131107581087
ACH-000204,0.0789225058733
ACH-000206,0.09220376200449999
ACH-000207,0.313889901323
ACH-000211,0.240609727414
ACH-000215,0.144021711291
ACH-000221,0.0461493243058
ACH-000222,0.23929358094300002
ACH-000223,0.264090460263
ACH-000226,0.055640694541800005
ACH-000227,0.11570830734000001
ACH-000228,0.165202549419
ACH-000231,0.174248293508
ACH-000232,0.13158337803
ACH-000233,0.23601123814599997
ACH-000234,0.125777060456
ACH-000235,0.120955579921
ACH-000237,0.131304256161
ACH-000238,0.108258850745
ACH-000243,0.188315406285
ACH-000244,-0.0258089189483
ACH-000246,0.0580014353106
ACH-000248,0.26062063504099997
ACH-000250,0.24511811923500001
ACH-000251,0.1663440269
ACH-000253,0.0708468389398
ACH-000255,0.173070856984
ACH-000256,-0.0119377383045
ACH-000257,0.248147688251
ACH-000258,0.49676741362300003
ACH-000259,0.054597260844900006
ACH-000260,0.163712828103
ACH-000261,0.08770571913349999
ACH-000262,0.181129554594
ACH-000263,-0.118758092488
ACH-000264,0.117122505235
ACH-000265,0.11489317175000001
ACH-000266,0.124177005458
ACH-000272,0.221607719705
ACH-000273,0.203189541881
ACH-000274,0.236998888865
ACH-000277,0.164856160655
ACH-000278,0.17401667463599998
ACH-000279,0.0147313970486
ACH-000280,0.165024494803
ACH-000281,0.185820996692
ACH-000288,0.0887091382007
ACH-000291,-0.0110477306657
ACH-000293,-0.015468940986099999
ACH-000294,0.281654652472
ACH-000295,0.186828084897
ACH-000296,0.10862723710200001
ACH-000302,0.208126039731
ACH-000304,0.0788220393575
ACH-000307,0.16710375199000002
ACH-000308,0.14140737905
ACH-000310,0.07281034612430001
ACH-000311,0.136237300807
ACH-000312,0.193786613722
ACH-000315,-8.67111450607e-05
ACH-000316,0.0347195059164
ACH-000317,-0.011313777974700002
ACH-000318,0.011408902126499998
ACH-000319,0.07808712053339999
ACH-000320,0.17550051224399998
ACH-000322,0.11806409696799999
ACH-000323,-0.0393453689211
ACH-000324,0.107965100858
ACH-000329,0.0549817503145
ACH-000330,0.152558551543
ACH-000331,0.0348212228645
ACH-000332,0.08470788542810001
ACH-000334,-0.0677190006621
ACH-000335,0.09908715620689999
ACH-000336,0.406401213306
ACH-000337,0.244365565975
ACH-000339,0.10614585063200001
ACH-000341,0.08934487328929999
ACH-000348,0.116733706156
ACH-000350,0.214858564117
ACH-000352,0.40060947866999996
ACH-000356,-0.056586186724300006
ACH-000361,0.0852895829153
ACH-000362,0.0939195003165
ACH-000363,0.212937868273
ACH-000364,0.212157047352
ACH-000365,0.0751963348431
ACH-000366,0.14841975239299998
ACH-000368,0.0603848692494
ACH-000374,-0.0274660207674
ACH-000375,0.0314596871844
ACH-000376,0.20935546882199998
ACH-000381,0.120476301382
ACH-000383,0.019849416122000002
ACH-000387,-0.009368700694969999
ACH-000389,0.0395992687572
ACH-000390,0.192954375944
ACH-000393,0.133121528313
ACH-000395,0.10146822787799999
ACH-000397,-0.0037825403845500004
ACH-000401,-0.151181354816
ACH-000402,0.233089478541
ACH-000403,0.0853945087138
ACH-000404,0.12485744676300001
ACH-000406,0.16225849326300001
ACH-000407,0.193434616177
ACH-000408,0.135623792278
ACH-000410,0.0381675822713
ACH-000411,0.050133628295599995
ACH-000414,0.016098780517299998
ACH-000415,-0.0304763548609
ACH-000416,0.154558771805
ACH-000420,0.17066650818300003
ACH-000421,0.09668238601330001
ACH-000424,0.302546701473
ACH-000425,0.114326304492
ACH-000426,0.27921436479899997
ACH-000427,0.12221815829600001
ACH-000433,0.36944440297700004
ACH-000436,0.2718554445
ACH-000444,0.13983851785499998
ACH-000445,0.0429691038755
ACH-000448,0.09392490289550001
ACH-000450,0.0838373840077
ACH-000452,0.161797299045
ACH-000454,0.159565012124
ACH-000458,0.110399532827
ACH-000459,0.00289699727005
ACH-000460,0.184207767266
ACH-000461,0.120574999102
ACH-000463,0.145818601685
ACH-000464,0.26078622613200003
ACH-000466,0.0321256893915
ACH-000467,0.026375304183999998
ACH-000468,0.28322380139000003
ACH-000469,0.20360783448800002
ACH-000470,0.06699536103209999
ACH-000471,0.218443200878
ACH-000472,-0.00107147561241
ACH-000473,0.333785525587
ACH-000475,0.195370277432
ACH-000476,0.15080909186
ACH-000477,0.19527367721799999
ACH-000480,0.0938079751055
ACH-000481,0.0697478030401
ACH-000483,0.0860973356611
ACH-000484,0.116067370382
ACH-000485,0.12459690327299999
ACH-000486,0.129233940416
ACH-000487,0.23562385165199998
ACH-000488,0.065633081659
ACH-000490,0.163468060517
ACH-000491,-0.0119698195879
ACH-000495,0.183934191046
ACH-000496,-0.0127115659264
ACH-000499,-0.0751765878025
ACH-000500,0.189669208024
ACH-000502,0.20413067008299998
ACH-000503,0.248368598616
ACH-000505,0.1149719001
ACH-000507,0.0628228005171
ACH-000510,0.09378800285420001
ACH-000511,0.18717435543400002
ACH-000512,0.0170789561022
ACH-000516,-0.009972449479049999
ACH-000517,0.255500837749
ACH-000518,0.182047717225
ACH-000520,-0.0139246844182
ACH-000521,0.0985357064304
ACH-000522,0.0590241078764
ACH-000524,0.16670935249000002
ACH-000527,0.0649794849417
ACH-000528,0.11972960296299999
ACH-000537,0.108437760741
ACH-000541,0.005901461597930001
ACH-000542,0.0339266861234
ACH-000544,0.1317350143
ACH-000545,0.019152414718500002
ACH-000547,0.391041102948
ACH-000548,0.22163503108000002
ACH-000549,-0.0254199080161
ACH-000550,-0.0129274310347
ACH-000552,0.24630239785
