,BRIP1 (83990)
ACH-000259,-0.48863030540299995
ACH-000260,-0.407725406094
ACH-000261,-0.574691684718
ACH-000262,-0.81247633654
ACH-000263,-0.342451576405
ACH-000264,-0.513569007631
ACH-000265,-0.47705385594
ACH-000266,-0.566538262849
ACH-000272,-0.39060862253300005
ACH-000273,-0.35933828204999996
ACH-000274,-0.643878101707
ACH-000277,-0.475618331087
ACH-000278,-0.477808889733
ACH-000279,-0.584676560558
ACH-000280,-0.189915699879
ACH-000281,-0.705214819017
ACH-000288,-0.591968872455
ACH-000291,-0.19902665855300003
ACH-000293,-0.27499342925000003
ACH-000294,-0.45630624776
ACH-000295,-0.766722225598
ACH-000296,-0.402997306496
ACH-000302,-0.312256340338
ACH-000304,-0.525656980256
ACH-000307,-0.194618516197
ACH-000308,-0.34654434315
ACH-000310,-0.6908849041799999
ACH-000311,-0.402385313375
ACH-000312,-0.32317359387600003
ACH-000315,-0.272970981884
ACH-000316,-0.552711557733
ACH-000317,-0.645431983649
ACH-000318,-0.523860419859
ACH-000319,-0.477052389278
ACH-000320,-0.762943021225
ACH-000322,-0.39926480568899997
ACH-000323,-0.433780007413
ACH-000324,-0.453015073697
ACH-000329,-0.47214144103699995
ACH-000330,-0.461367730137
ACH-000331,-0.310517321574
ACH-000332,-0.367404633614
ACH-000334,-0.45517869508500003
ACH-000335,-0.289130333609
ACH-000336,-0.669840639833
ACH-000337,-0.740564141004
ACH-000339,-0.5262286943710001
ACH-000341,-0.381327948967
ACH-000348,-0.577008961561
ACH-000350,-0.26040106854600004
ACH-000352,-0.652289083718
ACH-000356,-0.29492607392299997
ACH-000361,-0.48657026847900003
ACH-000362,-0.863709015976
ACH-000363,-0.41213497222499995
ACH-000364,-0.484682211426
ACH-000365,-1.01106974895
ACH-000366,-0.480990028839
ACH-000368,-0.23584814885000002
ACH-000374,-0.8212443337559999
ACH-000375,-0.696802857563
ACH-000376,-0.414882831478
ACH-000381,-0.360757145229
ACH-000383,-0.35641820323
ACH-000387,-0.6889195673340001
ACH-000389,-0.12459788724099999
ACH-000390,-0.48106961728000003
ACH-000393,-0.519572391274
ACH-000395,-0.198929531693
ACH-000397,-0.5680317552149999
ACH-000401,-0.45096097217799996
ACH-000402,-0.0656434784367
ACH-000403,-0.35440832209600004
ACH-000404,-0.152517901106
ACH-000406,-0.48477936262599997
ACH-000407,-0.505368054051
ACH-000408,-0.395992813798
ACH-000410,-0.471077144793
ACH-000411,-0.42995278936399994
ACH-000414,-0.455026000215
ACH-000415,-0.580494624872
ACH-000416,-0.241949519013
ACH-000420,-0.258765655938
ACH-000421,-0.313633498359
ACH-000424,-0.40304726959799997
ACH-000425,-0.574947922476
ACH-000426,-0.617411156316
ACH-000427,-0.361392985044
ACH-000433,-0.5311128489670001
ACH-000436,-0.17324457711
ACH-000444,-0.702104132402
ACH-000445,-0.292742877781
ACH-000448,-0.352460326279
ACH-000450,-0.27985155568500003
ACH-000452,-0.42689495776
ACH-000454,-0.0183283696526
ACH-000458,-0.34572290951800005
ACH-000459,-0.682034795571
ACH-000460,-0.409279608871
ACH-000461,-0.267143501883
ACH-000463,-0.431617773938
ACH-000464,-0.525393951163
ACH-000466,-0.5893005507419999
ACH-000467,-0.269028935252
ACH-000468,-0.45655683995800006
ACH-000469,-0.637397753449
ACH-000470,-0.233120623159
ACH-000471,-0.432513666133
ACH-000472,-0.6593322049220001
ACH-000473,-0.684230900632
ACH-000475,-0.285061960132
ACH-000476,-0.252104028235
ACH-000477,-0.491971585004
ACH-000480,-0.306409241246
ACH-000481,-0.191463741964
ACH-000483,-0.3655578264
ACH-000484,-0.210898772508
ACH-000485,-0.332572163812
ACH-000486,-0.35173884562700003
ACH-000487,-0.365736088397
ACH-000488,-0.14229871974199998
ACH-000490,-0.21385231892999998
ACH-000491,-0.316823117077
ACH-000495,-0.5899149452570001
ACH-000496,-0.5230408943029999
ACH-000499,-0.204522310341
ACH-000500,-0.979047730404
ACH-000502,-0.450872371128
ACH-000503,-0.222112041983
ACH-000505,-0.5432946903600001
ACH-000507,-0.48501163876599995
ACH-000510,-0.540137168704
ACH-000511,-0.758250432456
ACH-000512,-0.336173007743
ACH-000516,-0.43528507733599997
ACH-000517,-0.524710558486
ACH-000518,-0.43295520253499997
ACH-000520,-0.26116336468199997
ACH-000521,-0.654372020034
ACH-000522,-0.37698096699699996
ACH-000524,-0.371440481198
ACH-000527,-0.456761101116
ACH-000528,-0.9365601954739999
ACH-000537,-0.627272324149
ACH-000541,-0.32555001545400003
ACH-000542,-0.7859104388920001
ACH-000544,-0.601875463749
ACH-000545,-0.382598487745
ACH-000547,-0.529978756438
ACH-000548,-0.43934547820200004
ACH-000549,-0.488834468771
ACH-000550,-0.546954093159
ACH-000552,-0.374828957558
ACH-000556,-0.315711505166
ACH-000557,-0.123878169005
ACH-000570,-0.453366129525
ACH-000571,-0.5079788955960001
ACH-000573,-0.39348834089900003
ACH-000576,-0.18611972036899999
ACH-000580,-0.528577206962
ACH-000584,-0.623387045164
ACH-000585,-0.36043691648500004
ACH-000588,-0.586379130882
ACH-000589,-0.367403536847
ACH-000591,-0.446966296106
ACH-000593,-0.372532836955
ACH-000600,-0.253194704073
ACH-000601,-0.30146358860399997
ACH-000604,-0.481898425558
ACH-000605,-0.296299062543
ACH-000606,-0.367710255489
ACH-000608,-0.491124901843
ACH-000614,-0.303902821099
ACH-000616,-0.395467158005
ACH-000618,-0.475478236379
ACH-000619,-0.31527192976
ACH-000620,-0.288848547608
ACH-000621,-0.637545579107
ACH-000622,-0.416699438654
ACH-000623,-0.457324355418
ACH-000624,-0.385859134409
ACH-000627,-0.445184007926
ACH-000630,-0.35844255549599996
ACH-000632,-0.43988711713399997
ACH-000633,-0.531800346146
ACH-000637,-0.7987968886110001
ACH-000638,-0.847086045772
ACH-000646,-0.503709559386
ACH-000647,-0.507134627342
ACH-000648,-0.325850973549
ACH-000649,-0.676390704469
ACH-000651,-0.22513603433600002
ACH-000652,-0.527062596251
ACH-000653,-0.530649729827
ACH-000657,-0.356691604791
ACH-000658,-0.308039232877
ACH-000661,-0.457669560555
ACH-000662,-0.250613777537
ACH-000663,-0.754913351887
ACH-000665,-0.296617153542
ACH-000671,-0.239181773923
ACH-000673,-0.493233894234
ACH-000676,-0.554786361415
ACH-000677,-0.5046216403
ACH-000681,-0.443294699258
ACH-000682,-0.47866372191100004
ACH-000683,-0.41392762766099994
ACH-000684,-0.647713542747
ACH-000688,-0.685194779154
ACH-000693,-0.355259218683
ACH-000694,-0.328342404042
ACH-000695,-0.551316439478
ACH-000696,-0.517529071462
ACH-000697,-0.267574341322
ACH-000699,-0.361225940824
ACH-000701,-0.5350204133209999
ACH-000706,-0.36513111995499997
ACH-000711,-0.307956729436
ACH-000713,-0.20661345827999997
ACH-000714,-0.375848346584
ACH-000718,-0.279740715258
ACH-000720,-0.39187352932499997
ACH-000721,-0.370060654538
ACH-000724,-0.619371958131
ACH-000725,-0.08202129817819999
ACH-000732,-0.554321383705
ACH-000734,-0.207000301803
ACH-000735,-0.403978458269
ACH-000736,-0.136479703616
ACH-000738,-0.49502974035499997
ACH-000746,-0.347813701655
ACH-000747,-0.275663432699
ACH-000748,-0.42299623908
ACH-000753,-0.411633872936
ACH-000756,-0.424244653703
ACH-000757,-0.15814007188100002
ACH-000758,-0.371264423813
ACH-000760,-0.560943984025
ACH-000763,-0.618943789088
ACH-000764,-0.299652932411
ACH-000765,-0.553010233015
ACH-000766,-0.477900894969
ACH-000767,-0.30113950119000005
ACH-000768,-0.422674493173
ACH-000769,-0.377521165501
ACH-000770,-0.525590232018
ACH-000771,-0.286343308411
ACH-000773,-0.278235251144
ACH-000776,-0.361532583142
ACH-000777,-0.790530298488
ACH-000778,-0.596588501192
ACH-000781,-0.30626765493700003
ACH-000782,-0.660710645314
ACH-000783,-0.34649621334799996
ACH-000784,-0.336872829036
ACH-000785,-0.6372561056180001
ACH-000787,-0.390170755014
ACH-000788,-0.499988131559
ACH-000791,-0.547976154793
ACH-000792,-0.495116294213
ACH-000794,-0.338664964507
ACH-000796,-0.636325084894
ACH-000799,-0.619691065409
ACH-000800,-0.270730134115
ACH-000802,-0.36517857757700006
ACH-000804,-0.369470932535
ACH-000805,-0.615950892605
ACH-000809,-0.588650469655
ACH-000810,-0.89520426706
ACH-000811,-0.555604436787
ACH-000817,-0.735032538119
ACH-000819,-0.24237589851100003
ACH-000820,-0.34115952074199996
ACH-000821,-0.646163569859
ACH-000822,-0.477308962858
ACH-000823,-0.41746551103
ACH-000824,-0.310517661078
ACH-000827,-0.38952788283
ACH-000829,-1.05583348104
ACH-000831,-0.316883428803
ACH-000832,-0.268767257245
ACH-000833,-0.359297767073
ACH-000834,-0.726136427359
ACH-000835,-0.883003595947
ACH-000836,-0.43565487048699997
ACH-000837,-0.45172214993500004
ACH-000838,-0.62553149557
ACH-000839,-0.277166732706
ACH-000840,-0.279086143873
ACH-000841,-0.49030098139300005
ACH-000843,-0.508591256916
ACH-000846,-0.374865419283
ACH-000847,-0.26548861544
ACH-000848,-0.349694097942
ACH-000849,-0.289131573491
ACH-000851,-0.309176738342
ACH-000855,-0.918871604321
ACH-000856,-0.510165665252
ACH-000858,-0.463753242722
ACH-000859,-0.7419566853630001
ACH-000861,-0.330851363813
ACH-000862,-0.7205914516040001
ACH-000865,-0.397000775965
ACH-000866,-0.272406867055
ACH-000867,-0.46170878087899997
ACH-000869,-0.670297727632
ACH-000872,-0.44961536691299997
ACH-000873,-0.7488453071410001
ACH-000876,-0.539294442107
ACH-000878,-0.344261727578
ACH-000880,-0.48179883676799995
ACH-000881,-0.49720183242
ACH-000882,-0.575323090151
ACH-000884,-0.317662287478
ACH-000885,-0.38671535797
ACH-000887,-0.538736414077
ACH-000888,-0.354452683905
ACH-000889,-0.7404332283730001
ACH-000890,-0.561979172403
ACH-000896,-0.301305315099
ACH-000898,-0.260532187445
ACH-000900,-0.45107169862499996
ACH-000901,-0.5868884711869999
ACH-000905,-0.579148538318
ACH-000906,-0.6954654982680001
ACH-000907,-0.666669554549
ACH-000910,-0.551273431258
ACH-000911,-0.444464374732
ACH-000912,-0.497404915962
ACH-000913,-0.572377043253
ACH-000915,-0.36943965876199997
ACH-000916,0.163944269886
ACH-000917,-0.498125484304
ACH-000921,-0.37565283831600005
ACH-000924,-0.184687086636
ACH-000926,-0.311881947602
ACH-000928,-0.234369318695
ACH-000929,-0.43870941563500004
ACH-000932,-0.52766769327
ACH-000935,-0.803512562642
ACH-000936,-0.31034820512899997
ACH-000937,-0.308964136955
ACH-000938,-0.7943810500599999
ACH-000939,-0.264070131545
ACH-000941,-0.352873062653
ACH-000943,-0.365636631477
ACH-000946,-0.785237566478
ACH-000947,-0.5085551786779999
ACH-000948,-0.33050456737399997
ACH-000950,-0.494255291416
ACH-000953,-0.316348171323
ACH-000957,-0.346304788756
ACH-000958,-0.226558183361
ACH-000960,-0.588997764079
ACH-000963,-0.627396059196
ACH-000968,-0.5590380107890001
ACH-000969,-0.300080468499
ACH-000973,-0.5733241314890001
ACH-000974,-1.0810641034000001
ACH-000975,-0.43359593428300003
ACH-000976,-0.534335259846
ACH-000978,-0.146823429173
ACH-000980,-0.41534334755999996
ACH-000984,-0.745085004592
ACH-000986,-0.39256570559299997
ACH-000988,-0.327976989733
ACH-000993,-0.453570509178
ACH-000994,-0.21674248302700003
ACH-000996,-0.382921535834
ACH-001001,-0.389686588466
ACH-001020,-0.599108528704
ACH-001028,-0.386092385952
ACH-001031,-0.626378568283
ACH-001038,-0.5170290046989999
ACH-001048,-0.408031987851
ACH-001050,-0.5616048940899999
ACH-001053,-0.304110641888
ACH-001054,-0.36555117439499996
ACH-001061,-0.30679546091800003
ACH-001067,-0.38477086965400004
ACH-001075,-0.101432086065
ACH-001096,-0.956557061814
ACH-001128,-0.39615752415100003
ACH-001134,-0.30030200014
ACH-001151,-0.46909996368900003
ACH-001163,-0.29028468964299997
ACH-001164,-0.161804733418
ACH-001173,-0.48983969498700003
ACH-001183,-0.667524921219
ACH-001184,-0.7962757505310001
ACH-001190,-0.40580795475000003
ACH-001192,-0.655566049774
ACH-001193,-0.232751281426
ACH-001196,-0.544398492059
ACH-001197,-0.7337161082060001
ACH-001205,-0.356623087668
ACH-001211,-0.237572520026
ACH-001212,-0.347850211058
ACH-001228,-0.458763768922
ACH-001232,-0.249322922534
ACH-001239,-0.6199016758899999
ACH-001274,-0.587034804299
ACH-001275,-0.360851344362
ACH-001277,-0.5739919605179999
ACH-001278,-0.444056972717
ACH-001280,-1.04971758471
ACH-001283,-0.283172031812
ACH-001289,-0.530401974298
ACH-001295,-0.64118781469
ACH-001300,-0.6174051023839999
ACH-001301,-0.33235816427299997
ACH-001302,-0.61182114242
ACH-001303,-0.534427751232
ACH-001306,-0.504489000445
ACH-001318,-0.16158901943700002
ACH-001322,-0.278806417863
ACH-001328,-0.315730181485
ACH-001332,-0.157060061763
ACH-001333,-0.42621572795100005
ACH-001336,-0.594051598499
ACH-001340,-0.278670193367
ACH-001346,-0.590718978478
ACH-001353,-0.46329329387100004
ACH-001354,-0.6968898102910001
ACH-001367,-0.327665302175
ACH-001368,-0.379908505405
ACH-001374,-0.225292921034
ACH-001375,-0.49196151633199997
ACH-001377,-0.489271061836
ACH-001380,-0.475357706728
ACH-001391,-0.49112172753300004
ACH-001407,-0.610319684336
ACH-001408,-0.292879551189
ACH-001413,-0.216906827637
ACH-001430,-0.236649178861
ACH-001431,-0.419512270015
ACH-001450,-0.351652701928
ACH-001496,-0.295220437139
ACH-001500,-0.37760470819499997
ACH-001521,-0.5039430491879999
ACH-001523,-0.592195309449
ACH-001532,-0.837634405854
ACH-001536,-0.515603613859
ACH-001550,-0.38307745798299997
ACH-001552,-0.36004561456100004
ACH-001554,-0.462873782091
ACH-001645,-0.511684338971
ACH-001654,-0.606337694873
ACH-001715,-0.198299154582
ACH-001735,-0.814109876055
ACH-001736,-1.08458287238
ACH-001737,-0.290026402193
ACH-001740,-0.48295942102600004
ACH-001745,-0.43666660102399996
ACH-001750,-0.16890726764699998
ACH-001765,-0.296895729461
ACH-001956,-0.501617806309
ACH-001957,-0.7328851066519999
