,TRIAP1 (51499)
ACH-000004,-1.14000778962
ACH-000007,-1.21119746271
ACH-000009,-1.40449270958
ACH-000011,-1.32262770617
ACH-000012,-1.31125694664
ACH-000013,-1.59480935434
ACH-000014,-1.4179350690399999
ACH-000015,-1.51781477602
ACH-000017,-1.0086860659899999
ACH-000018,-1.03216720397
ACH-000019,-1.1829014852500002
ACH-000021,-1.09277242295
ACH-000022,-1.5415819513100002
ACH-000025,-1.44962656805
ACH-000028,-1.40409340197
ACH-000030,-1.4789643723399999
ACH-000035,-1.23542297792
ACH-000036,-1.6418503587600002
ACH-000037,-1.6281237259999999
ACH-000039,-1.3709088331400001
ACH-000040,-1.57074561857
ACH-000041,-1.67475890527
ACH-000042,-1.3620879805200001
ACH-000045,-1.33030643168
ACH-000047,-1.3347910995299999
ACH-000052,-1.2124186236299999
ACH-000053,-1.3838124986200002
ACH-000054,-1.03904451907
ACH-000055,-1.42129546679
ACH-000060,-1.24554065554
ACH-000067,-1.08954694809
ACH-000070,-1.44291609836
ACH-000075,-0.820486936714
ACH-000078,-1.28240536141
ACH-000082,-0.8999594573049999
ACH-000085,-1.2794355718600001
ACH-000086,-1.3933840970299998
ACH-000087,-1.6324628262600003
ACH-000092,-1.2546158334200002
ACH-000095,-1.2726929241299998
ACH-000097,-1.1514437224299998
ACH-000098,-1.45071465568
ACH-000099,-1.4622374455200002
ACH-000108,-1.1618186346700001
ACH-000113,-1.1817852392000001
ACH-000115,-1.20807631062
ACH-000116,-1.4043384600100002
ACH-000118,-1.2070236869600002
ACH-000120,-1.2692918765799999
ACH-000123,-1.05143869922
ACH-000127,-1.20326471433
ACH-000128,-1.71162877898
ACH-000132,-1.32550101236
ACH-000133,-1.4065297557799998
ACH-000137,-1.33947226918
ACH-000138,-1.4170407220899999
ACH-000142,-1.54946383745
ACH-000143,-1.50579821418
ACH-000146,-1.2831790568600001
ACH-000148,-1.26678114405
ACH-000150,-1.4547782259900002
ACH-000152,-1.4320063708300002
ACH-000153,-1.05558124773
ACH-000159,-1.07430052003
ACH-000160,-1.44902737674
ACH-000163,-1.5257315568799998
ACH-000167,-1.37172638767
ACH-000168,-1.67450144734
ACH-000169,-1.4172433505700002
ACH-000178,-1.4620835949700002
ACH-000182,-1.1246038273799999
ACH-000183,-1.36839028472
ACH-000188,-1.45750853595
ACH-000189,-1.5193669220200001
ACH-000190,-1.40096903067
ACH-000198,-1.2188302777
ACH-000204,-1.5961422664700002
ACH-000206,-1.5188965675900001
ACH-000207,-1.3483483267899998
ACH-000211,-1.6180315969299999
ACH-000215,-1.4075566454100001
ACH-000221,-1.4818886503600002
ACH-000222,-1.55476422993
ACH-000223,-1.23353710295
ACH-000226,-1.24551153416
ACH-000227,-0.680643807667
ACH-000228,-1.37996713989
ACH-000231,-1.33957191764
ACH-000232,-1.45278150194
ACH-000233,-1.42542557354
ACH-000234,-1.3604139831400002
ACH-000235,-1.24247939851
ACH-000237,-1.4487684864800001
ACH-000238,-1.42481012859
ACH-000243,-1.52205666616
ACH-000244,-1.59916266132
ACH-000246,-1.12594563636
ACH-000248,-1.549528564
ACH-000250,-1.34921589449
ACH-000251,-1.43737102436
ACH-000253,-1.28261793405
ACH-000255,-1.15041644645
ACH-000256,-1.52322063815
ACH-000257,-1.61096742662
ACH-000258,-0.829556866296
ACH-000259,-1.2827125321200001
ACH-000260,-1.33024646184
ACH-000261,-1.38314185463
ACH-000262,-1.3467772252899999
ACH-000263,-1.6110709326700001
ACH-000264,-1.3405313220200001
ACH-000265,-1.3482419242700001
ACH-000266,-1.33531364765
ACH-000272,-1.3731134832700003
ACH-000273,-1.51434740463
ACH-000274,-1.4722498221399998
ACH-000277,-1.04177332455
ACH-000278,-1.46982478873
ACH-000279,-1.2465171927399998
ACH-000280,-1.45641100191
ACH-000281,-1.5445581788
ACH-000288,-1.4125086957799997
ACH-000291,-1.50484869122
ACH-000293,-1.39886846663
ACH-000294,-1.3980130096
ACH-000295,-1.5838912369
ACH-000296,-1.43890462794
ACH-000302,-0.7662527881450001
ACH-000304,-1.37862263734
ACH-000307,-1.34806758645
ACH-000308,-1.20344695329
ACH-000310,-0.790750333633
ACH-000311,-1.52289953479
ACH-000312,-1.3685290591
ACH-000315,-1.4749674163
ACH-000316,-1.3902469098199999
ACH-000317,-1.69775835758
ACH-000318,-1.6774259483
ACH-000319,-1.31052123555
ACH-000320,-1.88118534181
ACH-000322,-1.18685222738
ACH-000323,-1.51898291462
ACH-000324,-1.5233289541100001
ACH-000329,-1.43279187199
ACH-000330,-1.14652146063
ACH-000331,-1.2188427402200002
ACH-000332,-1.4840937918000001
ACH-000334,-1.29945039078
ACH-000335,-1.5169117642200003
ACH-000336,-1.05511859281
ACH-000337,-1.4656986486599999
