,BICD1 (636)
ACH-000004,-0.155709536511
ACH-000007,0.21113516175500002
ACH-000009,-0.167746630764
ACH-000011,-0.211656369553
ACH-000012,0.10551174256899999
ACH-000013,-0.107152471381
ACH-000014,-0.18830711456799998
ACH-000015,-0.259571033979
ACH-000017,-0.23550433145
ACH-000018,-0.236517192702
ACH-000019,-0.192352243236
ACH-000021,-0.20799322001200002
ACH-000022,-0.36837525291100004
ACH-000025,-0.130191374661
ACH-000028,-0.21576128233300002
ACH-000030,-0.0430371288506
ACH-000035,-0.248255345326
ACH-000036,-0.081609401754
ACH-000037,-0.0138355022159
ACH-000039,-0.19122819514000003
ACH-000040,0.00568889513744
ACH-000041,-0.237912831859
ACH-000042,-0.22963033313
ACH-000045,-0.121176428682
ACH-000047,-0.292883692896
ACH-000052,-0.287923883761
ACH-000053,-0.233753494216
ACH-000054,-0.125611502209
ACH-000055,-0.042849836503
ACH-000060,-0.283502643079
ACH-000067,-0.0982769566312
ACH-000070,-0.0655977252884
ACH-000075,-0.08454928089870001
ACH-000078,-0.0896460346006
ACH-000082,-0.19945240241999998
ACH-000085,-0.200585368049
ACH-000086,-0.17261732941
ACH-000087,0.0205810866186
ACH-000092,-0.138758515038
ACH-000095,-0.154298189661
ACH-000097,-0.17085249111200002
ACH-000098,-0.13655079519899999
ACH-000099,-0.17445681609799998
ACH-000108,-0.0525508787284
ACH-000113,-0.152035330317
ACH-000115,-0.24136766835700002
ACH-000116,-0.552544233804
ACH-000118,-0.155859553993
ACH-000120,-0.09931365666269999
ACH-000123,-0.0814700675892
ACH-000127,-0.238982377191
ACH-000128,-0.190269837077
ACH-000132,-0.223297838579
ACH-000133,-0.277054986129
ACH-000137,-0.0655946961228
ACH-000138,-0.181758029263
ACH-000142,-0.045722181278
ACH-000143,-0.00528825994992
ACH-000146,-0.369034582848
ACH-000148,-0.279196982483
ACH-000150,-0.226475501113
ACH-000152,-0.340043239608
ACH-000153,-0.253815048953
ACH-000159,-0.022006810368900002
ACH-000160,-0.26605242208200003
ACH-000163,-0.443404496811
ACH-000167,-0.220231975196
ACH-000168,-0.48694793658
ACH-000169,-0.116920665095
ACH-000178,-0.142499225502
ACH-000182,-0.0850180961882
ACH-000183,-0.32835571723
ACH-000188,-0.017995585778700002
ACH-000189,0.15193184991699998
ACH-000190,0.00441583279308
ACH-000198,-0.221879552247
ACH-000204,-0.281963115434
ACH-000206,-0.194699658656
ACH-000207,-0.266191061647
ACH-000211,-0.122121742445
ACH-000215,-0.211748394194
ACH-000221,-0.470927274571
ACH-000222,-0.155123467076
ACH-000223,-0.0944864990137
ACH-000226,-0.221822786022
ACH-000227,-0.32042175506
ACH-000228,-0.521420176281
ACH-000231,-0.286316661191
ACH-000232,-0.18788378848200002
ACH-000233,-0.102226754702
ACH-000234,-0.390509454941
ACH-000235,-0.188109564425
ACH-000237,-0.142649151212
ACH-000238,-0.0812896863925
ACH-000243,-0.234916960749
ACH-000244,-0.209862385364
ACH-000246,-0.368096737284
ACH-000248,-0.332409976009
ACH-000250,-0.15032625974199998
ACH-000251,-0.129782879864
ACH-000253,-0.322242037028
ACH-000255,-0.36118706223999997
ACH-000256,-0.0472509219244
ACH-000257,-0.0399140455009
ACH-000258,-0.0854349863061
ACH-000259,-0.0674629313506
ACH-000260,0.019765262337700002
ACH-000261,-0.271096451562
ACH-000262,-0.48509915348899996
ACH-000263,-0.457863721468
ACH-000264,-0.361630532472
ACH-000265,-0.291356765
ACH-000266,-0.25347727131
ACH-000272,-0.22711747680599997
ACH-000273,-0.290726250715
ACH-000274,-0.147489061263
ACH-000277,-0.217817268688
ACH-000278,0.0973214436997
ACH-000279,-0.35629462540600004
ACH-000280,-0.037860752195099996
ACH-000281,-0.350707080202
ACH-000288,-0.128991733548
ACH-000291,-0.103260949176
ACH-000293,-0.252684457003
ACH-000294,-0.157450461204
ACH-000295,-0.28919320440699997
ACH-000296,-0.40884582778300005
ACH-000302,-0.23310116068300002
ACH-000304,-0.00430828256771
ACH-000307,-0.405555328596
ACH-000308,-0.255324241929
ACH-000310,-0.200692750562
ACH-000311,-0.280458175029
ACH-000312,-0.19213507849300002
ACH-000315,-0.27738477922800003
ACH-000316,-0.16699943502
ACH-000317,-0.0790851267818
ACH-000318,-0.130987112573
ACH-000319,-0.263919329148
ACH-000320,-0.508951688333
ACH-000322,-0.176479369234
ACH-000323,-0.08482903079050001
ACH-000324,-0.155758451041
ACH-000329,-0.11062847409900001
ACH-000330,-0.0643990509464
ACH-000331,-0.246557957267
ACH-000332,-0.258322003545
ACH-000334,-0.244598378341
ACH-000335,-0.155073433539
ACH-000336,-0.22534903962299999
ACH-000337,-0.07304110964100001
ACH-000339,-0.34692348791199995
ACH-000341,-0.165534187271
ACH-000348,-0.310836073088
ACH-000350,-0.335621272082
ACH-000352,-0.139754530756
ACH-000356,-0.369803687629
ACH-000361,-0.216317880662
ACH-000362,-0.129907706967
ACH-000363,-0.143876001194
ACH-000364,-0.025422275413099996
ACH-000365,-0.387231655342
ACH-000366,-0.0968599899267
ACH-000368,-0.128250506509
ACH-000374,-0.27251025149700003
ACH-000375,-0.0345846343856
ACH-000376,-0.28256496523499997
ACH-000381,-0.217833440403
ACH-000383,-0.120536699058
ACH-000387,-0.27445654216800003
ACH-000389,0.0683496640619
ACH-000390,-0.16934518503899998
ACH-000393,-0.14770152612600002
ACH-000395,-0.359805587812
ACH-000397,-0.239129864869
ACH-000401,-0.0809609175899
ACH-000402,-0.36791374810500005
ACH-000403,-0.135927732877
ACH-000404,0.0981703048309
ACH-000406,-0.221717802158
ACH-000407,-0.250442946897
ACH-000408,-0.133664069292
ACH-000410,-0.146534644653
ACH-000411,-0.12294657955800001
ACH-000414,-0.0630953528201
ACH-000415,-0.165924215685
ACH-000416,-0.488177183613
ACH-000420,-0.325736753153
ACH-000421,-0.288137775409
ACH-000424,-0.474844719081
ACH-000425,-0.18669170765700002
ACH-000426,-0.0614591503905
ACH-000427,-0.07092134136910001
ACH-000433,0.041616292009900004
ACH-000436,-0.142029826577
ACH-000444,-0.152121154537
ACH-000445,-0.44738174157
ACH-000448,-0.196344500704
ACH-000450,-0.081287008972
ACH-000452,-0.32096827157900004
ACH-000454,-0.051912063444800004
ACH-000458,-0.178810310882
ACH-000459,0.279089641697
ACH-000460,-0.167538159317
ACH-000461,-0.0249862876613
ACH-000463,-0.180958582238
ACH-000464,-0.189152297652
ACH-000466,-0.24477450564
ACH-000467,-0.260594888746
ACH-000468,-0.360319898371
ACH-000469,-0.194814931232
ACH-000470,-0.43412339966499996
ACH-000471,-0.247203198574
ACH-000472,-0.17256050995900002
ACH-000473,-0.043078161685
ACH-000475,-0.17191033410599998
ACH-000476,-0.17979596226300001
ACH-000477,-0.24800105772199998
ACH-000480,-0.0956552272043
ACH-000481,-0.0500461295347
ACH-000483,-0.0903754606695
ACH-000484,-0.170670580941
ACH-000485,-0.24006354304699998
ACH-000486,-0.193348201806
ACH-000487,-0.33472664613200004
ACH-000488,-0.134984311901
ACH-000490,-0.308129206149
ACH-000491,-0.234859386809
ACH-000495,-0.11520261883199999
ACH-000496,-0.325291819752
ACH-000499,-0.359019710709
ACH-000500,-0.0749686785074
ACH-000502,-0.300508380974
ACH-000503,-0.13601849204000002
ACH-000505,-0.300091804096
ACH-000507,-0.196164193701
ACH-000510,-0.184680958676
ACH-000511,-0.324080176058
ACH-000512,-0.272273809716
ACH-000516,-0.182284633891
ACH-000517,-0.19386142166099998
ACH-000518,-0.278223048478
ACH-000520,-0.0685118722612
ACH-000521,-0.216648276806
ACH-000522,-0.19060902702799998
ACH-000524,-0.480706153027
ACH-000527,-0.259213459877
ACH-000528,-0.150667709514
ACH-000537,-0.171806054303
ACH-000541,-0.363006140493
ACH-000542,-0.24215097537500002
ACH-000544,-0.40929015823
ACH-000545,-0.290587423659
ACH-000547,-0.486645064352
ACH-000548,-0.0894807249221
ACH-000549,-0.04236422722080001
ACH-000550,-0.322499194342
ACH-000552,-0.125634283301
ACH-000556,-0.255286004284
ACH-000557,-0.292670857887
ACH-000570,-0.12932986630100002
ACH-000571,-0.29328447661400003
ACH-000573,-0.23068753941999998
ACH-000576,-0.324372937037
ACH-000580,-0.20620002084800002
ACH-000584,-0.195430529351
ACH-000585,-0.240200011598
ACH-000588,-0.0292130172337
ACH-000589,-0.304575319548
ACH-000591,-0.107607833946
ACH-000593,-0.201199021477
ACH-000600,0.029325942921500002
ACH-000601,-0.19212236467099997
ACH-000604,-0.518658760688
ACH-000605,-0.372603106007
ACH-000606,-0.391243941189
ACH-000608,-0.107042128719
ACH-000614,-0.305783539848
ACH-000616,-0.285464589751
ACH-000618,-0.134042535788
ACH-000619,-0.34248235215800005
ACH-000620,-0.258866516062
ACH-000621,-0.46996608335199996
ACH-000622,-0.22585538119800003
ACH-000623,-0.0591685590821
ACH-000624,-0.18850316258900002
ACH-000627,-0.213367455292
ACH-000630,0.0844495683255
ACH-000632,-0.264360156709
ACH-000633,-0.148161101434
ACH-000637,-0.0950602474123
ACH-000638,-0.25431658516600003
ACH-000646,-0.213611360482
ACH-000647,-0.335038276353
ACH-000648,-0.376245157173
ACH-000649,-0.24198114346000002
ACH-000651,-0.303407750538
ACH-000652,0.04476927780230001
ACH-000653,-0.293046140297
ACH-000657,-0.09539884883439999
ACH-000658,-0.295863438838
ACH-000661,0.021617066002199998
ACH-000662,-0.032227923298299994
ACH-000663,-0.12403312784399999
ACH-000665,-0.20567215723499999
ACH-000671,-0.18056029355300002
ACH-000673,-0.160787896032
ACH-000676,-0.248923436153
ACH-000677,-0.146661591981
ACH-000681,-0.29880963355900003
ACH-000682,-0.0465291132712
ACH-000683,-0.041639689183999996
ACH-000684,-0.32895253769
ACH-000688,-0.647399229562
ACH-000693,-0.23765743285100002
ACH-000694,-0.24940156060199997
ACH-000695,-0.313921829897
ACH-000696,-0.23386937360100002
ACH-000697,0.0217014916963
ACH-000699,-0.17719617991099998
ACH-000701,-0.172079924895
ACH-000706,-0.15297705400699999
ACH-000711,-0.18754996491300002
ACH-000713,-0.23170780772500002
ACH-000714,-0.070298385227
ACH-000718,-0.128831830953
ACH-000720,-0.136358952037
ACH-000721,-0.302515345258
ACH-000724,0.130686091423
ACH-000725,-0.0160878998654
ACH-000732,0.141542185156
ACH-000734,-0.223735956795
ACH-000735,-0.438024881087
ACH-000736,-0.36136215419600004
ACH-000738,-0.290324826571
ACH-000746,-0.211965137238
ACH-000747,-0.23603423526999998
ACH-000748,-0.23041394975499999
ACH-000753,-0.233962706503
ACH-000756,-0.298432907937
ACH-000757,-0.651001214164
ACH-000758,-0.370605221715
ACH-000760,-0.23286760663000003
ACH-000763,-0.33878870375
ACH-000764,-0.387820993485
ACH-000765,-0.528550837281
ACH-000766,-0.149015333493
ACH-000767,-0.23347211690000003
ACH-000768,-0.171204130915
ACH-000769,-0.146312446138
ACH-000770,-0.170032729128
ACH-000771,-0.207586925562
ACH-000773,-0.08189936300160001
ACH-000776,-0.22744951922899997
ACH-000777,-0.021828315982900002
ACH-000778,-0.184014971003
ACH-000781,-0.09602535513760001
ACH-000782,-0.0797780553106
ACH-000783,-0.223431789378
ACH-000784,-0.112311082523
ACH-000785,-0.200402269894
ACH-000787,-0.028329586924000002
ACH-000788,-0.20349270129
ACH-000791,-0.345009803667
ACH-000792,-0.126626264922
ACH-000794,-0.13208949854000002
ACH-000796,-0.22314806145500002
ACH-000799,-0.15780018681299998
ACH-000800,0.126864576427
ACH-000802,-0.0404776744234
ACH-000804,0.10681241804300001
ACH-000805,-0.228787630973
ACH-000809,-0.23658652689100002
ACH-000810,0.19108625458599998
ACH-000811,-0.286204257485
ACH-000817,-0.16217842322
ACH-000819,-0.42092854344499997
ACH-000820,0.013176989941399998
ACH-000821,-0.103836541313
ACH-000822,-0.222313791725
ACH-000823,-0.04720962467709999
ACH-000824,-0.0933972687325
ACH-000827,-0.163039211177
ACH-000829,-0.0890449620988
ACH-000831,-0.324894699309
ACH-000832,-0.114254166892
ACH-000833,-0.20620238344500003
ACH-000834,-0.179156367508
ACH-000835,-0.12317584374500001
ACH-000836,-0.171442389533
ACH-000837,-0.252250867585
ACH-000838,-0.213430494207
ACH-000839,-0.0761168539381
ACH-000840,-0.312099233464
ACH-000841,-0.489981399545
ACH-000843,-0.23648660628100002
ACH-000846,-0.190819168975
ACH-000847,-0.148416829726
ACH-000848,-0.130237451451
ACH-000849,-0.208936407947
ACH-000851,-0.191745759164
ACH-000855,0.00940496286857
ACH-000856,-0.10920622252999998
ACH-000858,-0.243107928445
ACH-000859,-0.36124118543000006
ACH-000861,-0.10643551409
ACH-000862,-0.338441829637
ACH-000865,-0.136045158958
ACH-000866,-0.139818600623
ACH-000867,-0.25712959346700004
ACH-000869,-0.349339398517
ACH-000872,-0.107581089092
ACH-000873,-0.151902147601
ACH-000876,-0.368787935873
ACH-000878,-0.293471264904
ACH-000880,-0.284986166416
ACH-000881,-0.22189098941
ACH-000882,-0.17840029749000003
ACH-000884,-0.216625134469
