,GALNTL5 (168391)
ACH-000004,0.08159831628519999
ACH-000007,0.16862213560699998
ACH-000009,-0.19043716114
ACH-000011,-0.0526245314847
ACH-000012,-0.0315117768513
ACH-000013,0.045616464649
ACH-000014,-0.35694269481299995
ACH-000015,0.005470860625479999
ACH-000017,0.00959052969736
ACH-000018,0.21430207460700001
ACH-000019,0.151191546358
ACH-000021,-0.08420709522530001
ACH-000022,-0.0349444677363
ACH-000025,0.0305252570035
ACH-000028,-0.005550328313579999
ACH-000030,-0.0390981381912
ACH-000035,-0.15330216237299998
ACH-000036,-0.223339505621
ACH-000037,-0.281466039128
ACH-000039,-0.00885028295757
ACH-000040,-0.13382431973
ACH-000041,0.045748480439999996
ACH-000042,-0.203389828101
ACH-000045,-0.04388351773469999
ACH-000047,-0.10177631692299999
ACH-000052,0.032494695153099995
ACH-000053,-0.0707847140997
ACH-000054,-0.0362027573571
ACH-000055,-0.104839048203
ACH-000060,-0.11614974427100001
ACH-000067,-0.07549962861589998
ACH-000070,0.0062609870917299994
ACH-000075,-0.13718754258
ACH-000078,-0.111948316646
ACH-000082,-0.038932629523699996
ACH-000085,0.013187088606200001
ACH-000086,-0.00201323130341
ACH-000087,0.0668045969145
ACH-000092,0.10355185891
ACH-000095,-0.0349851853197
ACH-000097,-0.00983625856604
ACH-000098,0.048064050105499995
ACH-000099,-0.13610770648499998
ACH-000108,-0.224978363772
ACH-000113,0.055120775827
ACH-000115,-0.157047970152
ACH-000116,-0.033681881057099995
ACH-000118,0.031662043840700003
ACH-000120,-0.211698809919
ACH-000123,-0.108256453769
ACH-000127,-0.0602142808056
ACH-000128,0.107767339632
ACH-000132,0.04842262041590001
ACH-000133,0.015385217768899999
ACH-000137,0.0359364850635
ACH-000138,-0.176047792047
ACH-000142,-0.156090078621
ACH-000143,-0.0737868538558
ACH-000146,0.0340419159657
ACH-000148,-0.14376569362
ACH-000150,0.134488140552
ACH-000152,-0.05644746089219999
ACH-000153,0.134936676251
ACH-000159,0.0006356610601959999
ACH-000160,-0.0127853496377
ACH-000163,0.116483180003
ACH-000167,0.012246675205999999
ACH-000168,0.0366049646667
ACH-000169,0.0580613179782
ACH-000178,-0.100369332849
ACH-000182,-0.212226200178
ACH-000183,0.09571874426410001
ACH-000188,-0.046387217070699996
ACH-000189,0.067031438465
ACH-000190,-0.310549946159
ACH-000198,-0.0719177409435
ACH-000204,-0.321406510706
ACH-000206,0.044962819477399996
ACH-000207,0.11311436140799999
ACH-000211,0.09258252717080001
ACH-000215,-0.0878955923388
ACH-000221,-0.138346166915
ACH-000222,-0.0297875115512
ACH-000223,-0.11853455398900001
ACH-000226,0.0034255742214499996
ACH-000227,-0.149901010021
ACH-000228,0.210784798252
ACH-000231,-0.048714910188
ACH-000232,-0.328023142677
ACH-000233,-0.025324169514500002
ACH-000234,-0.100465956079
ACH-000235,-0.0408155744349
ACH-000237,-0.0645915342155
