,SMR3B (10879)
ACH-000495,-0.066252231464
ACH-000496,-0.441407284565
ACH-000499,-0.10884361690700001
ACH-000500,-0.582487293292
ACH-000502,-0.27038862750500003
ACH-000503,-0.022139319292
ACH-000505,-0.261309041204
ACH-000507,-0.306179083805
ACH-000510,-0.405157303962
ACH-000511,-0.28004963560699997
ACH-000512,0.122901704013
ACH-000516,-0.158827122436
ACH-000517,-0.290099799033
ACH-000518,-0.403464654856
ACH-000520,-0.127909785986
ACH-000521,-0.12249618361600001
ACH-000522,-0.249567498938
ACH-000524,-0.147400593318
ACH-000527,-0.15048910319
ACH-000528,-0.147012457499
ACH-000537,-0.188566329086
ACH-000541,-0.222664764756
ACH-000542,-0.25881034621599996
ACH-000544,-0.388674554075
ACH-000545,-0.287708097892
ACH-000547,-0.458498669198
ACH-000548,-0.293984983248
ACH-000549,-0.042096283503300004
ACH-000550,-0.194339148573
ACH-000552,-0.266341297786
ACH-000556,-0.317177957653
ACH-000557,-0.317899982415
ACH-000570,-0.298887518086
ACH-000571,-0.206408356415
ACH-000573,-0.20392690860399998
ACH-000576,-0.126218852679
ACH-000580,-0.395779108288
ACH-000584,-0.344708043191
ACH-000585,-0.265806953142
ACH-000588,-0.37839216051299995
ACH-000589,-0.278072653576
ACH-000591,-0.30123658927700003
ACH-000593,-0.231629254278
ACH-000600,-0.21980926010200003
ACH-000601,-0.290605066103
ACH-000604,-0.222135037682
ACH-000605,0.0502951530071
ACH-000606,-0.172809804147
ACH-000608,-0.40094771161700005
ACH-000614,-0.28336913464499996
ACH-000616,-0.368739813404
ACH-000618,-0.324256079345
ACH-000619,-0.29118560809300004
ACH-000620,-0.276398866762
ACH-000621,-0.234223834716
ACH-000622,-0.273021320524
ACH-000623,-0.0506966177114
ACH-000624,-0.292760269728
ACH-000627,-0.292294831222
ACH-000630,-0.24632071968000002
ACH-000632,-0.20254714365899998
ACH-000633,-0.414576987081
ACH-000637,-0.166582723425
ACH-000638,-0.35827113964
ACH-000646,-0.22290998861699998
ACH-000647,-0.402285717434
ACH-000648,-0.40323990400799997
ACH-000649,-0.24515059285799998
ACH-000651,-0.175726979388
ACH-000652,-0.125790125918
ACH-000653,-0.245107048906
ACH-000657,-0.330240669791
ACH-000658,-0.28473051273899996
ACH-000661,-0.226052369128
ACH-000662,-0.42513701418399996
ACH-000663,-0.27652318677
ACH-000665,-0.316392851876
ACH-000671,-0.265172581815
ACH-000673,-0.323624135632
ACH-000676,-0.180125877722
ACH-000677,-0.16265788838700002
ACH-000681,-0.151755478962
ACH-000682,-0.12429338958599999
ACH-000683,-0.27193308527800003
ACH-000684,-0.26356418920499997
ACH-000688,-0.38459267621200005
ACH-000693,-0.263772406197
ACH-000694,-0.292918135891
ACH-000695,-0.271318823396
ACH-000696,-0.396481046676
ACH-000697,-0.394165555014
ACH-000699,-0.15913713090700002
ACH-000701,-0.210757077525
ACH-000706,-0.19723208066
ACH-000711,-0.376790733679
ACH-000713,-0.245018513805
ACH-000714,-0.42874658482100003
ACH-000718,-0.226441050674
ACH-000720,-0.47422732751999996
ACH-000721,-0.164182802376
ACH-000724,-0.359746241899
ACH-000725,-0.581554520387
ACH-000732,-0.300319509981
ACH-000734,-0.295747111712
ACH-000735,-0.236888614692
ACH-000736,-0.29582092473099997
ACH-000738,-0.492807945865
ACH-000746,-0.298681999862
ACH-000747,-0.0503511237555
ACH-000748,-0.21129234741099998
ACH-000753,-0.142339908487
ACH-000756,-0.178370266708
ACH-000757,-0.374764165487
ACH-000758,-0.176378441598
ACH-000760,-0.09900369033369999
ACH-000763,-0.366086866739
ACH-000764,-0.36737828039000003
ACH-000765,-0.313932325731
ACH-000766,-0.31134465355700003
ACH-000767,-0.404137882623
ACH-000768,-0.255710915927
ACH-000769,-0.135526271809
ACH-000770,-0.512568493033
ACH-000771,-0.31071254817899996
ACH-000773,-0.35281719078100005
ACH-000776,-0.263038975465
ACH-000777,-0.221073565807
ACH-000778,-0.184380960955
ACH-000781,-0.15925070412999998
ACH-000782,-0.169272788114
ACH-000783,-0.27612835333700003
ACH-000784,-0.182961895456
ACH-000785,-0.46477879242700004
ACH-000787,-0.22453419392700003
ACH-000788,-0.182568239764
ACH-000791,-0.299255177265
ACH-000792,-0.271257619441
ACH-000794,-0.245613329666
ACH-000796,-0.38100481750200005
ACH-000799,-0.35261986913800003
ACH-000800,-0.270047250362
ACH-000802,-0.33691421082500006
ACH-000804,-0.20085215451299998
ACH-000805,-0.254316975808
ACH-000809,-0.553033832511
ACH-000810,-0.23008770809300003
ACH-000811,-0.193318405343
ACH-000817,-0.353896016905
ACH-000819,-0.358047801135
ACH-000820,0.022861327490400003
ACH-000821,-0.26646609386500003
ACH-000822,-0.0412029473333
ACH-000823,-0.282938688761
ACH-000824,-0.22287866736200002
ACH-000827,-0.348327447361
ACH-000829,-0.215971425964
ACH-000831,-0.10389350741100001
ACH-000832,-0.300642488169
ACH-000833,-0.17362236693100003
ACH-000834,-0.25603715489
ACH-000835,-0.37846539832099996
ACH-000836,-0.198093130896
ACH-000837,-0.18204565554699997
ACH-000838,-0.04983240338219999
ACH-000839,-0.514629258893
ACH-000840,-0.0664918704102
ACH-000841,-0.241754685231
ACH-000843,-0.21667287248000003
ACH-000846,-0.27807365609
ACH-000847,-0.55711659132
ACH-000848,-0.35028209977799996
ACH-000849,-0.309533845864
ACH-000851,-0.17894155866500003
ACH-000855,-0.590414625576
ACH-000856,-0.42330788281099996
ACH-000858,-0.15949660111800001
ACH-000859,-0.220469078721
ACH-000861,-0.284339235405
ACH-000862,-0.120851945995
ACH-000865,-0.37127542665700003
ACH-000866,-0.32473061538000003
ACH-000867,-0.32022042813499996
ACH-000869,-0.260869527265
ACH-000872,-0.125662059582
ACH-000873,-0.255576635852
ACH-000876,-0.439251598704
ACH-000878,-0.29048415882399997
ACH-000880,-0.429483169882
ACH-000881,-0.353529163278
ACH-000882,-0.0548169767329
ACH-000884,-0.18907016212900002
ACH-000885,-0.300840225467
ACH-000887,-0.438670632754
ACH-000888,-0.36079372829899997
ACH-000889,-0.127147476841
ACH-000890,-0.327884651784
ACH-000896,-0.268712124684
ACH-000898,-0.31428865336399997
ACH-000900,-0.318163203634
ACH-000901,-0.378550757711
ACH-000905,-0.338507453297
ACH-000906,-0.29953987359
ACH-000907,0.05655808354169999
ACH-000910,-0.18338783895999997
ACH-000911,-0.42094028349
ACH-000912,-0.149519164189
ACH-000913,-0.230302773893
ACH-000915,-0.357735907399
ACH-000916,-0.433171464312
ACH-000917,-0.353842476211
ACH-000921,-0.325274572893
ACH-000924,-0.291471119027
ACH-000926,-0.333488846821
ACH-000928,-0.22853919385000002
ACH-000929,-0.3171646432
ACH-000932,-0.30667254782
ACH-000935,-0.153112937696
ACH-000936,-0.515340461515
ACH-000937,-0.273872538398
ACH-000938,-0.427150197752
ACH-000939,0.000372696152677
ACH-000941,-0.368218158767
ACH-000943,-0.377478366059
ACH-000946,-0.32655000164000003
ACH-000947,-0.330911659979
ACH-000948,-0.274409709164
ACH-000950,0.0271212297967
ACH-000953,-0.40664750574
ACH-000957,-0.25400199557799996
ACH-000958,-0.433671001994
ACH-000960,-0.225150630988
ACH-000963,-0.397061049996
ACH-000968,0.0469088400276
ACH-000969,-0.364467103345
ACH-000973,-0.344742696747
ACH-000974,-0.38449319419600003
ACH-000975,-0.325351245986
ACH-000976,-0.239182337434
ACH-000978,-0.284291111359
ACH-000980,-0.15405613284800002
ACH-000984,-0.42536114491099997
ACH-000986,-0.23468814836500002
ACH-000988,-0.181937474738
ACH-000993,-0.281043903126
ACH-000994,0.0204406776661
ACH-000996,-0.319210353434
ACH-001001,-0.34069615878200005
ACH-001020,-0.197427935469
ACH-001028,-0.256500132567
ACH-001031,-0.104828875789
ACH-001038,-0.37471099074299996
ACH-001048,-0.39303497286
ACH-001050,-0.18752434844500002
ACH-001053,-0.290045298757
ACH-001054,-0.0711519480474
ACH-001061,-0.262441937967
ACH-001067,-0.31469830235999996
ACH-001075,-0.306087075062
ACH-001096,-0.380068362091
ACH-001128,-0.367245512861
ACH-001134,-0.268797646652
ACH-001151,-0.24878612194299998
ACH-001163,-0.161768513477
ACH-001164,-0.386817131396
ACH-001173,-0.299903886937
ACH-001183,-0.185301081151
ACH-001184,-0.14563748776
ACH-001190,-0.288825861624
ACH-001192,-0.183185904707
ACH-001193,-0.33557689456999995
ACH-001196,-0.107321644889
ACH-001197,-0.18914364650600002
ACH-001205,-0.366255641942
ACH-001211,-0.050375945526099995
ACH-001212,-0.321869212565
ACH-001228,-0.5106794628369999
ACH-001232,-0.0603187551365
ACH-001239,-0.393936413758
ACH-001274,-0.251593711725
ACH-001275,-0.199474522365
ACH-001277,-0.21257352368299998
ACH-001278,-0.203868988352
ACH-001280,0.018426139219400003
ACH-001283,-0.439496160419
ACH-001289,-0.214656769812
ACH-001295,-0.22492495383000002
ACH-001300,-0.213206814784
ACH-001301,-0.39001476312100003
ACH-001302,-0.328363339024
ACH-001303,-0.031127986756000002
ACH-001306,-0.182960870115
ACH-001318,-0.36087734415600004
ACH-001322,-0.37418501580700003
ACH-001328,-0.141472228296
ACH-001332,-0.22015987670200002
ACH-001333,-0.239314360788
ACH-001336,-0.293284777289
ACH-001340,-0.259053251968
ACH-001346,-0.282449127051
ACH-001353,-0.317780729589
ACH-001354,-0.35365764094400004
ACH-001367,-0.128825064522
ACH-001368,-0.327510765608
ACH-001374,-0.4940591421
ACH-001375,-0.255168108224
ACH-001377,-0.330699798244
ACH-001380,-0.4325087558199999
ACH-001391,-0.24158545413899998
ACH-001407,-0.260674685504
ACH-001408,-0.21142390148200002
ACH-001413,-0.370070129591
ACH-001430,-0.359183283415
ACH-001431,-0.296679260051
ACH-001450,-0.22734929594099998
ACH-001496,-0.19082508580600002
ACH-001500,-0.308700714243
ACH-001521,-0.196517439192
ACH-001523,-0.417088509529
ACH-001532,-0.508525113841
ACH-001536,-0.16578432486199998
ACH-001550,-0.41395212181
ACH-001552,-0.297039786323
ACH-001554,-0.32591001757
ACH-001645,-0.194115897122
ACH-001654,-0.3518503088
ACH-001715,-0.166973853047
ACH-001735,-0.28906158693100004
ACH-001736,-0.33722225363200004
ACH-001737,-0.184529288777
ACH-001740,-0.16124522212
ACH-001745,-0.241035707214
ACH-001750,-0.261612322514
ACH-001765,-0.25652556322299996
ACH-001956,-0.209824099881
ACH-001957,-0.261789359931
