,ZC3H11A (9877)
ACH-000004,-0.39712125373199997
ACH-000007,-0.595502542691
ACH-000009,-0.529187889937
ACH-000011,-0.368056019713
ACH-000012,-0.40506515643
ACH-000013,-0.331590116245
ACH-000014,-0.322893807702
ACH-000015,-0.378273163749
ACH-000017,-0.558018158744
ACH-000018,-0.371966064648
ACH-000019,-0.818599060584
ACH-000021,-0.673226618207
ACH-000022,-0.27871516518399997
ACH-000025,-0.300461148901
ACH-000028,-0.305521073853
ACH-000030,-0.369339593063
ACH-000035,-0.5228433575270001
ACH-000036,-0.577985693533
ACH-000037,-0.367524148561
ACH-000039,-0.352995756522
ACH-000040,-0.35808911030699997
ACH-000041,-0.139025075369
ACH-000042,-0.506810546024
ACH-000045,-0.22939547454
ACH-000047,-0.575093040912
ACH-000052,-0.43940560949199997
ACH-000053,-0.56054414703
ACH-000054,-0.285391608315
ACH-000055,-0.254627348727
ACH-000060,-0.46306803363000004
ACH-000067,-0.706143521004
ACH-000070,-0.634291522217
ACH-000075,-0.07070874698219999
ACH-000078,-0.162100738575
ACH-000082,-0.441597074353
ACH-000085,-0.40774833292900003
ACH-000086,-0.6293889748879999
ACH-000087,-0.0431887075727
ACH-000092,-0.677432791394
ACH-000095,-0.6574678906889999
ACH-000097,-0.549172423807
ACH-000098,-0.297620708008
ACH-000099,-0.5340582121940001
ACH-000108,-0.8922937598299999
ACH-000113,-1.08591775611
ACH-000115,-0.44529366691699995
ACH-000116,-0.220202332766
ACH-000118,-0.806396764472
ACH-000120,-0.464518735656
ACH-000123,-0.401820840603
ACH-000127,-0.41031305433799997
ACH-000128,-0.298439435514
ACH-000132,-0.728399684105
ACH-000133,-0.5057000202709999
ACH-000137,-0.501405268638
ACH-000138,-0.457336562623
ACH-000142,-0.5109804960509999
ACH-000143,-0.0626766118968
ACH-000146,-0.478759754794
ACH-000148,-0.407987550869
ACH-000150,-0.508746507628
ACH-000152,-0.314051006646
ACH-000153,-0.602900693359
ACH-000159,-0.351843778111
ACH-000160,-0.42395960253799997
ACH-000163,-0.603703979677
ACH-000167,-0.6298412737569999
ACH-000168,-0.603079463012
ACH-000169,-0.47826138789800005
ACH-000178,-0.34541121036
ACH-000182,-0.249136519275
ACH-000183,-0.415204431579
ACH-000188,-0.467941712601
ACH-000189,-0.7405328061800001
ACH-000190,-0.11089479406500001
ACH-000198,-0.8521323510109999
ACH-000204,-0.334179148163
ACH-000206,-0.593485845085
ACH-000207,-0.347680346141
ACH-000211,-0.480330626234
ACH-000215,-0.554860273597
ACH-000221,-0.126778164666
ACH-000222,-0.229178414866
ACH-000223,-0.522441897602
ACH-000226,-0.626869595936
ACH-000227,-0.5393633012619999
ACH-000228,-0.376832397527
ACH-000231,-0.436801283543
ACH-000232,-0.272517092751
ACH-000233,-0.446928748766
ACH-000234,-0.46855617164499996
ACH-000235,-0.48171778125299997
ACH-000237,-0.271367922734
ACH-000238,-0.35254142140699996
ACH-000243,-0.570574033603
ACH-000244,-0.388313708217
ACH-000246,-0.336126023052
ACH-000248,-0.43267539881899997
ACH-000250,-0.40875580838799996
ACH-000251,0.0374273428378
ACH-000253,-0.22770848225600002
ACH-000255,-0.398937397495
ACH-000256,-0.24032167364
ACH-000257,-0.75406201893
ACH-000258,-0.504445519845
ACH-000259,-0.211600173613
ACH-000260,-0.343907165456
ACH-000261,-0.43998889523400003
ACH-000262,-0.4620530252100001
ACH-000263,-0.486756375396
ACH-000264,-0.60575649564
ACH-000265,-0.644624434408
ACH-000266,-0.39280318630000005
ACH-000272,-0.680820554031
ACH-000273,-0.675740602073
ACH-000274,-0.120730726129
ACH-000277,0.00405738177043
ACH-000278,-0.671669165434
ACH-000279,-0.22761505309799998
ACH-000280,-0.425978900409
ACH-000281,-0.471161759476
ACH-000288,-0.334585206333
ACH-000291,-0.198719400146
ACH-000293,-0.420412954795
ACH-000294,-0.42470710158
ACH-000295,-0.378737530928
ACH-000296,-0.744328805514
ACH-000302,-0.149077778677
ACH-000304,-0.401808136042
ACH-000307,-0.32203095911400004
ACH-000308,-0.22149589463799998
ACH-000310,-0.158774014498
ACH-000311,-0.34817377563100005
ACH-000312,-0.329960771049
ACH-000315,-0.30608209039400003
ACH-000316,-0.218690180881
ACH-000317,-0.2709896536
ACH-000318,-0.534854443977
ACH-000319,-0.573441285638
ACH-000320,-0.6390050935399999
ACH-000322,-0.601899632845
ACH-000323,-0.646650936017
ACH-000324,-0.394655505677
ACH-000329,-0.49836551704800003
ACH-000330,-0.6768516842229999
ACH-000331,-0.39341042325099995
ACH-000332,-0.44704582940800003
ACH-000334,-0.579672199193
ACH-000335,-0.387767195184
ACH-000336,-0.67053845607
ACH-000337,-0.702057664929
ACH-000339,-0.42757354683300003
ACH-000341,-0.39063250337
ACH-000348,-0.44813504149899996
ACH-000350,-0.366039599715
ACH-000352,-0.47261232426600003
ACH-000356,-0.5727296579760001
ACH-000361,-0.563929302534
ACH-000362,-0.6767380401819999
ACH-000363,-0.37642757339199995
ACH-000364,-0.382005563138
ACH-000365,-0.197443851374
ACH-000366,-0.463879300867
ACH-000368,-0.609488991223
ACH-000374,-0.360169266305
ACH-000375,-0.7558930231990001
ACH-000376,-0.615085125871
ACH-000381,-1.0269406855299998
ACH-000383,-0.167976796544
ACH-000387,-0.245203462346
ACH-000389,-0.27401695013599997
ACH-000390,-0.49506707495200003
ACH-000393,-0.565751482363
ACH-000395,-0.176844428149
ACH-000397,-0.28017300386
ACH-000401,-0.6819981176809999
ACH-000402,-0.691664263897
ACH-000403,-0.671017371831
ACH-000404,-0.42725379590999996
ACH-000406,-0.445889208285
ACH-000407,-0.435750112737
ACH-000408,-0.484199239934
ACH-000410,-0.599137063176
ACH-000411,-0.34707940956999994
ACH-000414,-0.374040761065
ACH-000415,-0.41666774984300003
ACH-000416,-0.38356681141800003
ACH-000420,-0.38792156029299996
ACH-000421,-0.219891038621
ACH-000424,-0.0018473230080699999
ACH-000425,-0.16405963009299998
ACH-000426,-0.489719430506
ACH-000427,-0.109829469574
ACH-000433,-0.396363972922
ACH-000436,-0.333725800288
ACH-000444,-0.8258370197050001
ACH-000445,-0.613962858521
ACH-000448,-0.346620581893
ACH-000450,-0.0928482135519
