,MIF4GD (57409)
ACH-000004,-0.07915191176260002
ACH-000007,0.21629727501600002
ACH-000009,-0.257386247984
ACH-000011,-0.18647731934
ACH-000012,-0.264153088262
ACH-000013,-0.12013899559499999
ACH-000014,0.0025017762164200002
ACH-000015,-0.0602982408201
ACH-000017,-0.181977366072
ACH-000018,-0.126103531248
ACH-000019,-0.257833364656
ACH-000021,-0.144024815986
ACH-000022,-0.152912337762
ACH-000025,-0.107553076298
ACH-000028,-0.0827138213981
ACH-000030,-0.08380265343729999
ACH-000035,-0.10402955752999998
ACH-000036,-0.141780480182
ACH-000037,-0.124558594418
ACH-000039,-0.48973964757399996
ACH-000040,-0.266006686383
ACH-000041,-0.0765417625308
ACH-000042,-0.354468212097
ACH-000045,-0.123186811908
ACH-000047,-0.157874412352
ACH-000052,-0.217996677128
ACH-000053,-0.0465868287985
ACH-000054,-0.0903491871758
ACH-000055,-0.22535708239399999
ACH-000060,-0.212195943405
ACH-000067,-0.203850114694
ACH-000070,0.24248248886999998
ACH-000075,0.0193001223293
ACH-000078,-0.499344292574
ACH-000082,-0.328991067204
ACH-000085,-0.38540528058300005
ACH-000086,-0.025320380337400004
ACH-000087,-0.130266036784
ACH-000092,-0.206289367473
ACH-000095,-0.158885541098
ACH-000097,-0.0703208046227
ACH-000098,-0.04928247321140001
ACH-000099,-0.6208976453580001
ACH-000108,-0.454828697838
ACH-000113,-0.0302540701027
ACH-000115,-0.285320508052
ACH-000116,-0.193414775981
ACH-000118,-0.153078127458
ACH-000120,-0.214622043411
ACH-000123,-0.0882472009305
ACH-000127,-0.271835389613
ACH-000128,-0.103668243173
ACH-000132,-0.0540100263803
ACH-000133,-0.153528519522
ACH-000137,-0.177579026849
ACH-000138,-0.180132047231
ACH-000142,-0.281415732742
ACH-000143,0.0389081929784
ACH-000146,-0.14362529621300002
ACH-000148,-0.045805317664
ACH-000150,-0.39080179571999996
ACH-000152,-0.155990774755
ACH-000153,-0.09665040953500001
ACH-000159,-0.292809437975
ACH-000160,-0.0645420368668
ACH-000163,-0.172222555883
ACH-000167,-0.30017160855999997
ACH-000168,-0.134898643175
ACH-000169,-0.21577681846000002
ACH-000178,-0.259853788463
ACH-000182,-0.0515685758766
ACH-000183,0.054640998286600004
ACH-000188,-0.08334651942139999
ACH-000189,-0.630629391851
ACH-000190,-0.0964702431425
ACH-000198,-0.235677606803
ACH-000204,-0.189707114552
ACH-000206,0.291037607597
ACH-000207,-0.360847549376
ACH-000211,-0.321859944886
ACH-000215,-0.25656825291700003
ACH-000221,-0.177979047495
