,FOXO3 (2309)
ACH-000004,-0.303242159806
ACH-000007,-0.030331247935599995
ACH-000009,-0.224143652572
ACH-000011,0.0151776491271
ACH-000012,-0.150598663954
ACH-000013,-0.230103546155
ACH-000014,0.143121675093
ACH-000015,0.00566945476028
ACH-000017,-0.078273917905
ACH-000018,-0.122556277533
ACH-000019,0.23671725602
ACH-000021,-0.0371718360191
ACH-000022,-0.42249623176
ACH-000025,-0.174481334699
ACH-000028,-0.18236291743299998
ACH-000030,-0.146258899646
ACH-000035,-0.133839451093
ACH-000036,-0.158488495788
ACH-000037,0.135520176769
ACH-000039,-0.22846202891399997
ACH-000040,-0.209584313578
ACH-000041,-0.258817024755
ACH-000042,-0.169247077171
ACH-000045,-0.179082030304
ACH-000047,-0.35008440509000005
ACH-000052,-0.040041742161199996
ACH-000053,-0.028525424976900002
ACH-000054,0.00329051817348
ACH-000055,0.23149242861900002
ACH-000060,-0.269420181805
ACH-000067,-0.447469373995
ACH-000070,0.256458780469
ACH-000075,-0.406294460483
ACH-000078,-0.242949969353
ACH-000082,0.08633595438210001
ACH-000085,0.0126436000767
ACH-000086,0.10141508116699999
ACH-000087,-0.0371170610809
ACH-000092,0.09940740195219999
ACH-000095,-0.0524817534696
ACH-000097,-0.079583268789
ACH-000098,-0.193122812326
ACH-000099,-0.14359991541300002
ACH-000108,-0.29472352196199997
ACH-000113,0.14863107907
ACH-000115,0.0304654441937
ACH-000116,-0.0023524030648400004
ACH-000118,0.013969726558
ACH-000120,-0.0622352589121
ACH-000123,0.0719850508272
ACH-000127,-0.118548041426
ACH-000128,-0.125101945295
ACH-000132,-0.484627464797
ACH-000133,-0.0135257355868
ACH-000137,-0.196234390559
ACH-000138,-0.18208130654
ACH-000142,-0.44572641527199997
ACH-000143,-0.415605762672
ACH-000146,-0.0243958043303
ACH-000148,-0.11848155497400001
ACH-000150,-0.442602758147
ACH-000152,-0.289124820727
ACH-000153,-0.172949542189
ACH-000159,-0.010059940488399999
ACH-000160,-0.15021715600299998
ACH-000163,-0.0948199912876
ACH-000167,0.11410666247300001
ACH-000168,-0.052298302602599996
ACH-000169,0.0299687964066
ACH-000178,-0.06775874964669999
ACH-000182,-0.161049007827
ACH-000183,0.181616718807
ACH-000188,-0.331413003993
ACH-000189,0.032520461645
ACH-000190,-0.37126139529200003
ACH-000198,0.28358108495900003
ACH-000204,0.6102392979379999
ACH-000206,-0.24861793236699997
ACH-000207,-0.100099812565
ACH-000211,-0.0503846283753
ACH-000215,-0.0181310523235
ACH-000221,-0.0573350367901
ACH-000222,0.346214345964
ACH-000223,-0.153481115155
ACH-000226,-0.148244997098
ACH-000227,-0.334899057408
ACH-000228,-0.0297293333577
ACH-000231,-0.25245521362100004
ACH-000232,-0.05051562068630001
ACH-000233,0.09581253085310001
ACH-000234,-0.0401069970304
ACH-000235,-0.21302619079500001
ACH-000237,0.075577280693
ACH-000238,-0.3694334976
ACH-000243,-0.0367287683595
ACH-000244,-0.46398072389300005
ACH-000246,0.0911203765183
ACH-000248,-0.061358355197900005
ACH-000250,-0.10964253615
ACH-000251,0.182536531692
ACH-000253,0.041961073583399996
ACH-000255,-0.124900663947
ACH-000256,-0.30032768924000003
ACH-000257,0.109737483419
ACH-000258,0.37957548093099996
ACH-000259,-0.10241833147700001
ACH-000260,-0.11202808230799999
ACH-000261,-0.0297632292963
ACH-000262,-0.038800007449199994
ACH-000263,-0.138918653478
ACH-000264,0.0514850113511
ACH-000265,-0.174189166274
ACH-000266,0.173040121195
ACH-000272,0.08412131058460001
ACH-000273,-0.108172228737
ACH-000274,-0.107834306601
ACH-000277,-0.131762569541
ACH-000278,-0.09754867572239999
ACH-000279,-0.25055059391999995
ACH-000280,0.134734227655
ACH-000281,-0.184725986788
ACH-000288,-0.0635239993791
ACH-000291,0.0475103015432
ACH-000293,-0.165799333017
ACH-000294,0.007569834763409999
ACH-000295,-0.18212160769299998
ACH-000296,-0.307873273255
ACH-000302,0.0066295954108800004
ACH-000304,0.0984117157766
ACH-000307,0.021377749862700003
ACH-000308,0.0379565827313
ACH-000310,-0.0237453959063
ACH-000311,-0.0391714694298
ACH-000312,-0.11663201043299999
ACH-000315,-0.43176963988399997
ACH-000316,-0.07359001047389999
ACH-000317,-0.015414403605500001
ACH-000318,-0.27395239830400003
ACH-000319,-0.149795960328
ACH-000320,0.193890191322
ACH-000322,0.0528731728677
ACH-000323,-0.16783307551100002
ACH-000324,0.0643700285218
ACH-000329,-0.0944738682084
ACH-000330,0.0365615616147
ACH-000331,-0.118924515804
ACH-000332,-0.015523799505
ACH-000334,0.29379817429
ACH-000335,-0.06427720428280001
ACH-000336,0.14236007759299998
ACH-000337,0.168926229031
ACH-000339,-0.228351456293
ACH-000341,0.127253072687
ACH-000348,-0.245438989823
ACH-000350,-0.0936920068443
ACH-000352,-0.143793527382
ACH-000356,-0.218857524351
ACH-000361,-0.0766207477186
ACH-000362,0.10889483898600001
ACH-000363,0.0203554891967
ACH-000364,-0.13445893857799998
ACH-000365,-0.013349903326000001
ACH-000366,0.0718928032692
ACH-000368,-0.112591235355
ACH-000374,-0.103370897719
ACH-000375,-0.092745876218
ACH-000376,-0.16959305967399999
ACH-000381,-0.0039837577673099995
ACH-000383,-0.117427071843
ACH-000387,-0.105891245159
ACH-000389,-0.036023080714
ACH-000390,0.01541959281
ACH-000393,0.038182321676599996
ACH-000395,0.0148247158182
ACH-000397,-0.0994307132464
ACH-000401,-0.15070800535499998
ACH-000402,-0.21554888466
ACH-000403,-0.0363941631109
ACH-000404,-0.117041297514
ACH-000406,-0.0772644808016
ACH-000407,-0.0318795482691
ACH-000408,0.037462386180199994
ACH-000410,0.159715179266
ACH-000411,-0.136655105258
ACH-000414,0.0564091929909
ACH-000415,-0.361869007975
ACH-000416,-0.020161817381099997
ACH-000420,-0.0555733673825
ACH-000421,-0.0307180685426
ACH-000424,0.0055588121331
ACH-000425,0.08748887413360001
ACH-000426,-0.0556937533606
ACH-000427,0.0667099048765
ACH-000433,0.16389359997300001
ACH-000436,0.13156651512700002
ACH-000444,-0.0856770096514
ACH-000445,-0.283958122975
ACH-000448,-0.271209521271
ACH-000450,-0.34672972945299996
ACH-000452,-0.27666189278000003
ACH-000454,-0.40837580877499996
