,METTL21A (151194)
ACH-000004,0.203535444471
ACH-000007,0.309607720909
ACH-000009,0.05780354005
ACH-000011,0.150211562943
ACH-000012,0.106915364651
ACH-000013,0.116165241247
ACH-000014,0.134683406678
ACH-000015,0.129334493681
ACH-000017,0.022111482523500002
ACH-000018,-0.11516870154200001
ACH-000019,0.0782808854702
ACH-000021,0.0826315105581
ACH-000022,0.0529028883053
ACH-000025,0.08507215526519998
ACH-000028,0.0112118804826
ACH-000030,0.0813648584267
ACH-000035,0.408473596626
ACH-000036,0.025393774328200003
ACH-000037,-0.312446649051
ACH-000039,0.342810180146
ACH-000040,0.00781329311215
ACH-000041,0.140299527368
ACH-000042,0.0113909071338
ACH-000045,0.190244776842
ACH-000047,0.035043348732
ACH-000052,0.16217260652899998
ACH-000053,0.0653957714504
ACH-000054,0.171402647083
ACH-000055,-0.09022954832910002
ACH-000060,0.12364022907099999
ACH-000067,-0.00640990982724
ACH-000070,0.0451848079395
ACH-000075,0.31180015080699996
ACH-000078,0.16007149075
ACH-000082,-0.104571725472
ACH-000085,0.429897610162
ACH-000086,0.034671445835300005
ACH-000087,-0.24115503665999996
ACH-000092,-0.0319946223614
ACH-000095,0.139968332032
ACH-000097,0.18956509066799998
ACH-000098,0.047610086462900006
ACH-000099,0.15524749945
ACH-000108,0.045454637017999996
ACH-000113,0.09904717229900001
ACH-000115,0.106349612175
ACH-000116,0.112142267507
ACH-000118,0.12004499572699999
ACH-000120,0.18661423206900002
ACH-000123,0.16419656349700001
ACH-000127,0.129605665121
ACH-000128,-0.08549997594389999
ACH-000132,0.0798623059391
ACH-000133,0.168927567108
ACH-000137,-0.19832496880999997
ACH-000138,0.107830767313
ACH-000142,0.0027743225620300003
ACH-000143,0.295015428081
ACH-000146,0.108462442075
ACH-000148,0.10702844923499999
ACH-000150,-0.0398968567589
ACH-000152,0.08136360797730001
ACH-000153,-0.097595060054
ACH-000159,0.0930602968849
ACH-000160,0.320177028571
ACH-000163,0.061240638847400004
ACH-000167,-0.125660334979
ACH-000168,0.00185238961302
ACH-000169,0.169703718897
ACH-000178,0.240568434931
ACH-000182,0.0731249419197
ACH-000183,0.006091796237569999
ACH-000188,0.0456105725549
ACH-000189,0.199130686166
ACH-000190,-0.0985001731615
ACH-000198,0.0786828709688
ACH-000204,0.0532955985765
ACH-000206,-0.401485442703
ACH-000207,0.35438022007799996
ACH-000211,0.00796457304159
ACH-000215,-0.0082869189114
ACH-000221,0.149177616705
ACH-000222,-0.08815293594990001
ACH-000223,-0.0561664535111
ACH-000226,-0.050527588922300005
ACH-000227,0.0692786511658
ACH-000228,0.131327203467
ACH-000231,0.09331788628900001
ACH-000232,0.157078630528
ACH-000233,0.108897664441
ACH-000234,-0.007608111143100001
ACH-000235,0.13630161769000002
ACH-000237,-0.05047329201069999
ACH-000238,0.11391731191099999
ACH-000243,0.093877283877
ACH-000244,-0.0872109139126
ACH-000246,0.11342052093699999
ACH-000248,0.00868162521504
ACH-000250,0.0348392136546
ACH-000251,-0.0219459290359
ACH-000253,-0.0295667387434
ACH-000255,0.09085703307910001
ACH-000256,0.147496952599
ACH-000257,0.061317724015800004
ACH-000258,0.0121379073804
ACH-000259,0.082740287686
ACH-000260,0.085990975503
ACH-000261,0.0717960348665
ACH-000262,0.0882275007343
ACH-000263,0.384925372058
ACH-000264,0.029322421317500003
ACH-000265,0.11096122071100001
ACH-000266,0.07407973751189999
ACH-000272,0.0008346559499580001
ACH-000273,0.00273549344292
ACH-000274,0.075004864797
ACH-000277,-0.0671486130001
ACH-000278,-0.005439369221880001
ACH-000279,-0.0317457413288
ACH-000280,0.0677268083268
ACH-000281,0.185248805029
ACH-000288,0.049736832142599996
ACH-000291,0.0991591967018
ACH-000293,0.022684448747400002
ACH-000294,0.194116809076
ACH-000295,0.23507497145999998
ACH-000296,0.13503335200799998
ACH-000302,-0.0123987371596
ACH-000304,-0.032923605717199995
ACH-000307,0.0071324407826
ACH-000308,-0.0157038926185
ACH-000310,0.212863387431
ACH-000311,0.19479691857700002
ACH-000312,0.0221575085427
ACH-000315,0.343635201431
ACH-000316,0.09909328432539999
ACH-000317,0.150849784344
ACH-000318,0.0486470577675
ACH-000319,-0.0594224258303
ACH-000320,-0.0770748404534
ACH-000322,-0.128785474092
ACH-000323,0.143780716952
ACH-000324,0.0281115107185
ACH-000329,-0.11727992640799999
ACH-000330,0.016927055036799997
ACH-000331,-0.00342786973267
ACH-000332,0.117504229628
ACH-000334,-0.0781891220313
ACH-000335,-0.0940706259437
ACH-000336,0.36471035349500003
ACH-000337,-0.078378556045
ACH-000339,0.120505729091
ACH-000341,-0.087762158103
ACH-000348,-0.0882418064924
ACH-000350,0.167768221532
ACH-000352,0.0881517298869
ACH-000356,0.138156479513
ACH-000361,0.578788286677
ACH-000362,0.114865021097
ACH-000363,0.0681258792477
ACH-000364,0.0869846170937
ACH-000365,0.264951981786
ACH-000366,0.18810208659000002
ACH-000368,-0.024628845358700004
ACH-000374,-0.10414615224899999
ACH-000375,0.353586141501
ACH-000376,0.200059811356
ACH-000381,0.00759924678087
ACH-000383,0.122976727169
ACH-000387,0.0448978966481
