,DYX1C1 (161582)
ACH-000004,0.034966720553699995
ACH-000007,0.00869383659487
ACH-000009,-0.0634396811267
ACH-000011,0.054440940258999995
ACH-000012,-0.12460167344699999
ACH-000013,-0.036291118919800004
ACH-000014,-0.133368004774
ACH-000015,0.0554200004917
ACH-000017,0.00039940601485600005
ACH-000018,0.267161089672
ACH-000019,-0.015826307319
ACH-000021,0.0381149005194
ACH-000022,0.133553297236
ACH-000025,-0.162473695305
ACH-000028,-0.0831346391808
ACH-000030,-0.0871118230865
ACH-000035,-0.122590283205
ACH-000036,-0.081467188882
ACH-000037,0.0740716837032
ACH-000039,-0.023426767689900003
ACH-000040,0.174006931917
ACH-000041,0.148060354951
ACH-000042,-0.10118925489700001
ACH-000045,0.131066332212
ACH-000047,0.0553650571844
ACH-000052,-0.034049717683900006
ACH-000053,-0.0578751059919
ACH-000054,-0.022398005015500003
ACH-000055,-0.158288158676
ACH-000060,0.10037494835500001
ACH-000067,-0.172690179114
ACH-000070,0.112678941667
ACH-000075,-0.000534769185556
ACH-000078,-0.10225084669199999
ACH-000082,-0.0878303833551
ACH-000085,0.12497771113
ACH-000086,-0.0145995714889
ACH-000087,0.284249305805
ACH-000092,-0.0591349296035
ACH-000095,-0.0293442574019
ACH-000097,-0.011374448260899998
ACH-000098,-0.0641390053705
ACH-000099,-0.09421866748589999
ACH-000108,-0.00709076364815
ACH-000113,0.0026925371282100004
ACH-000115,0.114489343742
ACH-000116,-0.021424677309599998
ACH-000118,-0.0583129574517
ACH-000120,-0.0743553352049
ACH-000123,-0.152430438285
ACH-000127,-0.0628147643362
ACH-000128,-0.04798445426009999
ACH-000132,0.061450165677800005
ACH-000133,0.013727296990399998
ACH-000137,-0.00502806918283
ACH-000138,-0.0183214223717
ACH-000142,0.153975872863
ACH-000143,0.0598843892009
ACH-000146,-0.09542519598789999
ACH-000148,-0.00730889279561
ACH-000150,-0.080557896807
ACH-000152,0.117052291765
ACH-000153,-0.353084579985
ACH-000159,-0.0774791091396
ACH-000160,-0.273143949585
ACH-000163,-0.053424403891400005
ACH-000167,-0.3869506832
ACH-000168,-0.207982164491
ACH-000169,0.0229569336716
ACH-000178,-0.0113292002954
ACH-000182,-0.0445594581735
ACH-000183,0.13784703163599998
ACH-000188,0.07848189707349999
ACH-000189,-0.19704811529
ACH-000190,-0.0802815122477
ACH-000198,0.00512465272879
ACH-000204,-0.116754868268
ACH-000206,0.00938907151509
ACH-000207,0.134564079477
ACH-000211,0.00697016722738
ACH-000215,0.00970499501496
ACH-000221,-0.0291865703686
ACH-000222,-0.23459694364999997
ACH-000223,-0.123052251945
ACH-000226,-0.105432275894
ACH-000227,-0.294489542706
ACH-000228,-0.0619737860205
ACH-000231,-0.0736544038612
ACH-000232,0.0383888027966
ACH-000233,-0.056377213108299996
ACH-000234,-0.0722240410056
ACH-000235,-0.08608754673170001
ACH-000237,0.0714277069213
ACH-000238,0.000909946691815
ACH-000243,-0.11657042812799999
ACH-000244,-0.030194744753799997
ACH-000246,-0.126822511518
ACH-000248,-0.0832537169084
ACH-000250,-0.009171787353430001
ACH-000251,-0.0156503224661
ACH-000253,-0.038804641810800004
ACH-000255,-0.056472504844500004
ACH-000256,0.0374749483464
ACH-000257,-0.057474281265900005
ACH-000258,0.004072622798449999
ACH-000259,-0.0646048434283
ACH-000260,-0.09687320902860001
ACH-000261,-0.0877424456847
ACH-000262,0.07117315246610001
ACH-000263,0.06626938158430001
ACH-000264,-0.0697555075877
ACH-000265,-0.18415839824900002
ACH-000266,-0.07450011432369999
ACH-000272,0.0126619378382
ACH-000273,0.030684642523300002
ACH-000274,-0.12721752046499998
ACH-000277,0.024516510784200002
ACH-000278,-0.0169274546188
ACH-000279,-0.10916136779
ACH-000280,-0.0507988020202
ACH-000281,0.0412760963437
ACH-000288,-0.0709117163777
ACH-000291,-0.0316842117443
ACH-000293,-0.0950194923041
ACH-000294,-0.160129101389
ACH-000295,0.17140792192
ACH-000296,0.005588799769029999
ACH-000302,-0.054180624002
ACH-000304,-0.423087409578
ACH-000307,0.081438323618
ACH-000308,-0.07128528169989999
ACH-000310,-0.36125724441600005
ACH-000311,-0.156252288717
ACH-000312,-0.0900772722535
ACH-000315,0.0145761650028
ACH-000316,0.0402271315865
ACH-000317,0.125921575619
ACH-000318,0.152370020416
ACH-000319,-0.00731398869294
ACH-000320,-0.026224715921900003
ACH-000322,-0.256786132529
ACH-000323,0.266283378357
ACH-000324,-0.0252451690705
ACH-000329,-0.0542803169295
ACH-000330,0.039489809914300004
ACH-000331,0.0170731666239
ACH-000332,-0.00535991101913
ACH-000334,0.0266857405809
ACH-000335,-0.058424123886000004
ACH-000336,0.227255763014
ACH-000337,0.18703116337499998
ACH-000339,-0.07494197904310002
ACH-000341,-0.22251452937199998
ACH-000348,0.0477800275797
ACH-000350,-0.0882917089155
ACH-000352,0.06196952394730001
ACH-000356,0.12202644862999999
ACH-000361,-0.0597867939532
ACH-000362,-0.10951830601399999
ACH-000363,0.018804601633400003
ACH-000364,0.0188175368012
ACH-000365,0.00506148152403
ACH-000366,-0.07128253802960001
ACH-000368,-0.15755972480799998
ACH-000374,-0.042443983380199994
ACH-000375,0.07011121563060001
ACH-000376,0.004381191985569999
ACH-000381,0.013183217162299999
ACH-000383,-0.059261800337899996
ACH-000387,-0.07170630164269999
ACH-000389,0.028729946653900003
ACH-000390,-0.07157235056580001
ACH-000393,0.146832242318
ACH-000395,0.24894582217500003
ACH-000397,0.0649689470631
ACH-000401,0.006955534399800001
ACH-000402,-0.302920020139
ACH-000403,0.0817765366667
ACH-000404,0.0072878319130299995
ACH-000406,-0.0924392588297
ACH-000407,-0.24876434571800002
ACH-000408,0.13898837414999998
ACH-000410,-0.222824631936
ACH-000411,-0.0514449629325
ACH-000414,-0.190795637169
ACH-000415,0.050444060004
ACH-000416,-0.0534883875435
ACH-000420,0.022932100693900004
ACH-000421,0.08540966815260001
ACH-000424,0.183792499598
ACH-000425,0.0463816360097
ACH-000426,0.192512013803
ACH-000427,-0.143497362916
ACH-000433,-0.13363347957900001
ACH-000436,0.11676983605
ACH-000444,0.086618995483
ACH-000445,-0.08782712352830001
ACH-000448,-0.0607707139893
ACH-000450,0.104947857409
ACH-000452,-0.0138141069356
ACH-000454,-0.013358784180399999
ACH-000458,0.0439864410823
ACH-000459,0.0228528329176
ACH-000460,-0.0740487699648
ACH-000461,0.0686472115665
ACH-000463,-0.056346052801900005
ACH-000464,-0.17188540825800003
ACH-000466,0.012765926398
ACH-000467,-0.0015459629686400001
ACH-000468,-0.007321580303529999
ACH-000469,-0.055530582510599995
ACH-000470,0.0188600648431
ACH-000471,0.0202424979422
ACH-000472,-0.042674223619599994
ACH-000473,-0.013581285309899998
ACH-000475,-0.0120505960561
ACH-000476,0.0583880581779
ACH-000477,0.12138940791899999
ACH-000480,0.0158439090537
ACH-000481,-0.144521981281
ACH-000483,-0.18258599052000002
ACH-000484,-0.0104167432005
ACH-000485,-0.13677897272700001
ACH-000486,-0.123593980219
ACH-000487,0.038831338329300004
ACH-000488,-0.004698537468539999
ACH-000490,-0.10626481646199999
ACH-000491,0.00371524930146
ACH-000495,-0.06969991671360001
ACH-000496,-0.10825435691600001
ACH-000499,-0.15264812961100002
ACH-000500,-0.18640140742699998
ACH-000502,0.0570990711862
ACH-000503,0.151794477645
ACH-000505,-0.0957176306136
ACH-000507,-0.0711652818259
ACH-000510,-0.0928470786849
ACH-000511,-0.139788806127
ACH-000512,0.024067135401400003
ACH-000516,0.0427938282405
ACH-000517,-0.0686712488067
ACH-000518,0.028327803067900004
ACH-000520,-0.21116585447099998
ACH-000521,0.0170503254666
ACH-000522,-0.08878575428829999
ACH-000524,-0.0037111003964799996
ACH-000527,-0.0317641451953
ACH-000528,-0.19380971514800002
ACH-000537,-0.0502713015397
ACH-000541,0.09095024736330001
ACH-000542,-0.111469344045
ACH-000544,-0.0679185498955
ACH-000545,-0.0744314162555
ACH-000547,-0.06426505404590001
ACH-000548,0.0843792487146
ACH-000549,0.18218944258699998
ACH-000550,0.034544865387
ACH-000552,0.10763325996300001
ACH-000556,-0.09121348284499999
ACH-000557,-0.0668810696643
ACH-000570,0.0150113985913
ACH-000571,0.0707672337793
ACH-000573,0.0328154197846
ACH-000576,0.08683686437999999
ACH-000580,-0.00545071929601
