,BTLA (151888)
ACH-000004,0.0743788537558
ACH-000007,0.12797484208499998
ACH-000009,0.08274771607010001
ACH-000011,0.107570773235
ACH-000012,0.149495939224
ACH-000013,0.24727238932300002
ACH-000014,0.0231813887345
ACH-000015,0.23950535623799998
ACH-000017,0.12337835343
ACH-000018,0.164575592576
ACH-000019,-0.117083909604
ACH-000021,0.00017965842736900002
ACH-000022,0.178769360412
ACH-000025,0.07599973516269999
ACH-000028,0.050634193417800004
ACH-000030,0.11570352998500001
ACH-000035,0.0784397667036
ACH-000036,0.267291818961
ACH-000037,0.299394057549
ACH-000039,0.0235774142539
ACH-000040,0.32408140703099997
ACH-000041,0.263745781231
ACH-000042,0.12058299334799999
ACH-000045,0.0913681220579
ACH-000047,0.244421150871
ACH-000052,0.16911133852600002
ACH-000053,0.08782795401860001
ACH-000054,0.148557225208
ACH-000055,0.194057547641
ACH-000060,0.21525347816399998
ACH-000067,0.04533043756019999
ACH-000070,0.11175931417099999
ACH-000075,0.13614515903
ACH-000078,0.19615989599300002
ACH-000082,0.100100571006
ACH-000085,0.0922587511
ACH-000086,0.0335409506324
ACH-000087,0.30829163626899997
ACH-000092,0.09539824333380001
ACH-000095,0.143354354312
ACH-000097,0.10183597587000001
ACH-000098,0.22513173047200002
ACH-000099,0.18329859775199997
ACH-000108,0.030415858101499996
ACH-000113,-0.0302478132197
ACH-000115,0.0727398404261
ACH-000116,0.10249124552000001
ACH-000118,0.00852991441768
ACH-000120,-0.00842800826016
ACH-000123,0.142638970974
ACH-000127,0.16355144655200002
ACH-000128,0.0361376998693
ACH-000132,0.24082007144200002
ACH-000133,0.102764702122
ACH-000137,0.236871951311
ACH-000138,0.030318558615799997
ACH-000142,0.13177751399
ACH-000143,0.103835362438
ACH-000146,0.0520716951136
ACH-000148,0.233312648135
ACH-000150,0.10809981630799999
ACH-000152,0.12148163152899999
ACH-000153,-0.04609826135419999
ACH-000159,0.103141701514
ACH-000160,0.0159133247461
ACH-000163,0.234438901793
ACH-000167,0.253659511206
ACH-000168,0.101174545285
ACH-000169,0.25014178955
ACH-000178,0.210918593579
ACH-000182,0.0616258897229
ACH-000183,0.14425565355
ACH-000188,0.122502594927
ACH-000189,0.153898114605
ACH-000190,-0.0618112918524
ACH-000198,0.011352173311999999
ACH-000204,0.021612508403500003
ACH-000206,-0.159540894974
ACH-000207,0.0327368802128
ACH-000211,-0.015139438786100001
ACH-000215,0.14163289565
ACH-000221,0.251049824061
ACH-000222,-0.0942235703129
ACH-000223,0.128387706507
ACH-000226,0.118432386378
ACH-000227,-0.0247394555182
ACH-000228,-0.0663463663779
ACH-000231,0.125094718045
ACH-000232,0.17049122571199998
ACH-000233,0.0646142118403
ACH-000234,-0.0477168274003
ACH-000235,0.06674733971130001
ACH-000237,0.221921142226
ACH-000238,0.343789789929
ACH-000243,0.0669843364969
ACH-000244,0.191591657306
ACH-000246,0.09108032770860001
ACH-000248,0.302734266787
ACH-000250,0.0589415468326
ACH-000251,0.145551602961
ACH-000253,0.0683604041295
ACH-000255,0.300233114095
ACH-000256,0.26214953090599996
ACH-000257,0.11739149186799999
ACH-000258,0.237123646508
ACH-000259,0.13402274773
ACH-000260,0.14496430506
ACH-000261,0.0431583063476
ACH-000262,0.49522228408999996
ACH-000263,-0.025939147109500002
ACH-000264,0.136611396305
ACH-000265,0.0519251082575
ACH-000266,0.10029536263000001
ACH-000272,0.0743461532728
ACH-000273,0.207146851388
ACH-000274,0.028125193572999998
ACH-000277,0.312632125552
ACH-000278,0.0127303304586
ACH-000279,0.0836393497277
ACH-000280,0.106517342206
ACH-000281,0.0923082128199
ACH-000288,0.14067908610500002
ACH-000291,0.0320145641729
ACH-000293,-0.05639889707930001
ACH-000294,0.058509509283699995
ACH-000295,0.21375761386300002
ACH-000296,0.055774470757
ACH-000302,0.113654068334
ACH-000304,0.138202094909
ACH-000307,0.110879944027
ACH-000308,0.23212580761799997
ACH-000310,0.011260431002200002
ACH-000311,0.06362531947769999
ACH-000312,0.043438034404499996
ACH-000315,-0.0881123190425
ACH-000316,0.243132729375
ACH-000317,0.118674123063
ACH-000318,0.0431144879629
ACH-000319,0.279825891197
ACH-000320,0.140170002054
ACH-000322,0.09232697245930001
ACH-000323,0.10015354025699999
ACH-000324,0.0410431336333
ACH-000329,0.17971028059799998
ACH-000330,0.31134570351199997
ACH-000331,0.00837123028268
ACH-000332,0.0978107997566
ACH-000334,-0.0261654575582
ACH-000335,0.19957688298
ACH-000336,0.469782675784
ACH-000337,0.0569516762092
ACH-000339,0.0550667814887
ACH-000341,0.0392898115915
ACH-000348,0.162360579519
ACH-000350,0.190692152646
ACH-000352,0.0591360685173
ACH-000356,0.00677023140024
ACH-000361,0.272628186218
ACH-000362,-0.10464059941500001
ACH-000363,0.12432945272399999
ACH-000364,0.107225837844
ACH-000365,0.11716323344900001
ACH-000366,0.186717807326
ACH-000368,0.22057255416700003
ACH-000374,0.13176034456
ACH-000375,0.0390714759275
ACH-000376,0.272516822212
ACH-000381,0.237897252972
ACH-000383,0.0740029213104
ACH-000387,0.14219526694
ACH-000389,0.221419684083
ACH-000390,0.249364581628
ACH-000393,0.223995869542
ACH-000395,0.16044009392300002
ACH-000397,0.0109399236491
ACH-000401,0.34074882781800003
ACH-000402,-0.27381778059
ACH-000403,0.04798985551440001
ACH-000404,-0.064857204871
ACH-000406,0.0625118754083
ACH-000407,0.045963835493199996
ACH-000408,0.06474243154659999
ACH-000410,0.0694720615925
ACH-000411,0.383494436951
ACH-000414,-0.0294533368216
ACH-000415,0.06330104572430001
ACH-000416,0.23086317196999998
ACH-000420,0.137391363326
ACH-000421,0.035024800362300004
ACH-000424,-0.250481377969
ACH-000425,0.053587633568000004
ACH-000426,0.400278662565
