,TEFM (79736)
ACH-000004,-0.27163235265999996
ACH-000007,-0.662830156856
ACH-000009,-0.642110163708
ACH-000011,-0.373627572224
ACH-000012,-0.425787094738
ACH-000013,-0.569716430819
ACH-000014,-0.466817824101
ACH-000015,-0.36837060943000005
ACH-000017,-0.523390764309
ACH-000018,-0.391231902619
ACH-000019,-0.531375112594
ACH-000021,-0.299395801162
ACH-000022,-0.680689132489
ACH-000025,-0.39616570685
ACH-000028,-0.815662183938
ACH-000030,-0.38486529946099995
ACH-000035,-0.710118837131
ACH-000036,-0.289680121892
ACH-000037,-0.42350081022200003
ACH-000039,-0.269254709213
ACH-000040,-0.351036686743
ACH-000041,-0.41173807716099997
ACH-000042,-0.23464929948600002
ACH-000045,-0.543929924679
ACH-000047,-0.402538212003
ACH-000052,-0.13872772314999998
ACH-000053,-0.39252334128300004
ACH-000054,-0.427244957317
ACH-000055,-0.537265280012
ACH-000060,-0.45782036799500003
ACH-000067,-0.41154381273
ACH-000070,-0.561305610875
ACH-000075,-0.278637172577
ACH-000078,-0.408828804339
ACH-000082,-0.35629321686300003
ACH-000085,-0.4431472063600001
ACH-000086,-0.6291453366740001
ACH-000087,-0.55274976797
ACH-000092,-0.355879030901
ACH-000095,-0.168599417394
ACH-000097,-0.331082547153
ACH-000098,-0.383028522773
ACH-000099,-0.530255515301
ACH-000108,-0.48841725473000003
ACH-000113,-0.5459496675850001
ACH-000115,-0.52171297162
ACH-000116,-0.446427104365
ACH-000118,-0.741476896878
ACH-000120,-0.403489504646
ACH-000123,-0.43580944516099995
ACH-000127,-0.37594587407700003
ACH-000128,-0.605610147422
ACH-000132,-0.4640686024600001
ACH-000133,-0.399031626906
ACH-000137,-0.536780032693
ACH-000138,-0.34192303596900003
ACH-000142,-0.503653950502
ACH-000143,-0.514517273137
ACH-000146,-0.398291443184
ACH-000148,-0.543046102359
ACH-000150,-0.655777061343
ACH-000152,-0.555465954503
ACH-000153,-0.210859644303
ACH-000159,-0.33966553800300003
ACH-000160,-0.506170583228
ACH-000163,-0.5914456281580001
ACH-000167,-0.24570382353
ACH-000168,-0.362599277735
ACH-000169,-0.53797036162
ACH-000178,-0.49884639355800003
ACH-000182,-0.386100304076
ACH-000183,-0.46826211878799995
ACH-000188,-0.522438509116
ACH-000189,-0.5844873714109999
ACH-000190,-0.624475121372
ACH-000198,-0.404316059421
ACH-000204,-0.728302893818
ACH-000206,-0.7274202277590001
ACH-000207,-0.501315521556
ACH-000211,-0.488976593345
ACH-000215,-0.253243918573
ACH-000221,-0.636068067157
ACH-000222,-0.224860656416
ACH-000223,-0.569635127758
ACH-000226,-0.600343033278
ACH-000227,-0.45346170683
ACH-000228,-0.466100201294
ACH-000231,-0.7472504197509999
ACH-000232,-0.524093262257
ACH-000233,-0.462168305351
ACH-000234,-0.5042090807590001
ACH-000235,-0.35820603140600005
ACH-000237,-0.167025261552
ACH-000238,-0.5762429912529999
ACH-000243,-0.534792585242
ACH-000244,-0.7418914834039999
ACH-000246,-0.400891093535
ACH-000248,-0.69571175435
ACH-000250,-0.433468587003
ACH-000251,-0.511220728122
ACH-000253,-0.15778958892
ACH-000255,-0.6004465977929999
ACH-000256,-0.378910475641
ACH-000257,-0.188031824426
ACH-000258,-0.310843086968
ACH-000259,-0.544816509688
ACH-000260,-0.466269427978
ACH-000261,-0.341726109116
ACH-000262,-0.31351292324
ACH-000263,-0.507257448834
ACH-000264,-0.7188578134360001
ACH-000265,-0.556280224316
ACH-000266,-0.23373916161699998
ACH-000272,-0.46448892269599995
ACH-000273,-0.339447984125
ACH-000274,-0.42819491886600003
ACH-000277,-0.463577144029
ACH-000278,-0.213364330447
ACH-000279,-0.597911577764
ACH-000280,-0.41116426966200004
ACH-000281,-0.366441397544
ACH-000288,-0.5090115768869999
ACH-000291,-0.47419038812200004
ACH-000293,-0.697472611485
ACH-000294,-0.228223500101
ACH-000295,-0.444208920761
ACH-000296,-0.595126144022
ACH-000302,-0.299154936232
ACH-000304,-0.63603546796
ACH-000307,-0.41617455334700004
ACH-000308,-0.342705582933
ACH-000310,-0.21127005458
ACH-000311,-0.257781465067
ACH-000312,-0.537918122373
ACH-000315,-0.45742357025799996
ACH-000316,-0.548881849834
ACH-000317,-0.660444259278
ACH-000318,-0.425091188626
ACH-000319,-0.56885233393
ACH-000320,-0.643267535981
ACH-000322,-0.446130633202
ACH-000323,-0.540100608159
ACH-000324,-0.247094776445
ACH-000329,-0.581059040961
ACH-000330,-0.642832998422
ACH-000331,-0.679380369989
ACH-000332,-0.233093168583
ACH-000334,-0.163433954978
ACH-000335,-0.225518231063
ACH-000336,-0.176468881212
ACH-000337,-0.5554460872320001
ACH-000339,-0.595015094034
ACH-000341,-0.293782080407
ACH-000348,-0.545058123382
ACH-000350,-0.6070638988
ACH-000352,-0.567336009883
ACH-000356,-0.7132700625339999
ACH-000361,-0.08042432201960001
ACH-000362,-0.282967837262
ACH-000363,-0.405791436092
ACH-000364,-0.377878552868
ACH-000365,-0.42050479899800003
ACH-000366,-0.333961551189
ACH-000368,-0.412025983798
ACH-000374,-0.6732451536380001
ACH-000375,-0.113443866908
ACH-000376,-0.23537691891999998
ACH-000381,-0.537749767195
ACH-000383,-0.5429802370269999
ACH-000387,-0.375591775952
ACH-000389,-0.33017634603100005
ACH-000390,-0.301046361594
ACH-000393,-0.368878122229
ACH-000395,-0.165584295543
ACH-000397,-0.292861212315
ACH-000401,-0.341252028235
ACH-000402,-0.39276593708
ACH-000403,-0.286321995515
ACH-000404,-0.416261773908
ACH-000406,-0.45035285705300004
ACH-000407,-0.465716992661
ACH-000408,-0.542212084794
ACH-000410,-0.5695641321930001
ACH-000411,-0.681497675011
ACH-000414,-0.354194584003
ACH-000415,-0.550304955844
ACH-000416,-0.281204060264
ACH-000420,-0.366583016252
ACH-000421,-0.554299711052
ACH-000424,-0.612160106885
ACH-000425,-0.502914663369
ACH-000426,-0.464089121464
ACH-000427,-0.513549582422
ACH-000433,-0.577182123846
ACH-000436,-0.22720573686599999
ACH-000444,-0.511671574238
ACH-000445,-0.592453724141
ACH-000448,-0.459000985672
ACH-000450,-0.648615109369
ACH-000452,-0.43002707512500005
ACH-000454,-0.440555066201
ACH-000458,-0.607810723224
ACH-000459,-0.685733881356
ACH-000460,-0.48338585603
ACH-000461,-0.46967937811300003
ACH-000463,-0.381271393816
ACH-000464,-0.17803423489999998
ACH-000466,-0.618261709354
ACH-000467,-0.464719448354
ACH-000468,-0.489982731237
ACH-000469,-0.5399627365999999
ACH-000470,-0.25269836651
ACH-000471,-0.36182038971999997
ACH-000472,-0.349850885674
ACH-000473,-0.343994948493
ACH-000475,-0.667000247734
ACH-000476,-0.383800363772
ACH-000477,-0.614215221232
ACH-000480,-0.677322224601
ACH-000481,-0.24978748829599998
ACH-000483,-0.487182279755
ACH-000484,-0.207499243408
ACH-000485,-0.194561682974
ACH-000486,-0.35707733417
ACH-000487,-0.6107142992629999
ACH-000488,-0.340711872019
ACH-000490,-0.33787679399899995
ACH-000491,-0.490956648066
ACH-000495,-0.382951657274
ACH-000496,-0.32611754934099996
ACH-000499,-0.450470406612
ACH-000500,-0.637652150891
ACH-000502,-0.33541212309999996
ACH-000503,-0.23907862205400002
ACH-000505,-0.293343323971
ACH-000507,-0.745015527694
ACH-000510,-0.42712624302900004
ACH-000511,-0.569946174381
ACH-000512,-0.3251207558
ACH-000516,-0.5407091662610001
ACH-000517,-0.279282872164
ACH-000518,-0.507875573013
ACH-000520,-0.317078061966
ACH-000521,-0.471428766822
ACH-000522,-0.359842269401
ACH-000524,-0.434932635376
ACH-000527,-0.405139878356
ACH-000528,-0.6208536568140001
ACH-000537,-0.6173388503930001
ACH-000541,-0.316499667034
ACH-000542,-0.283657100529
ACH-000544,-0.47938311401100003
ACH-000545,-0.391814606056
ACH-000547,-0.7690171590070001
ACH-000548,-0.355527095048
ACH-000549,-0.42708886031599996
ACH-000550,-0.362550124201
ACH-000552,-0.40131138267300004
ACH-000556,-0.6300004729559999
ACH-000557,-0.160496311803
ACH-000570,-0.462178884822
ACH-000571,-0.259242862619
ACH-000573,-0.565364022398
ACH-000576,-0.240239190687
ACH-000580,-0.212660641333
ACH-000584,-0.430969663279
ACH-000585,-0.218958646497
ACH-000588,-0.434122171428
ACH-000589,-0.635560704958
ACH-000591,-0.389269735652
ACH-000593,-0.528854151355
ACH-000600,-0.445384609238
ACH-000601,-0.476429488376
ACH-000604,-0.499275742367
ACH-000605,-0.675277249544
ACH-000606,-0.574999483245
ACH-000608,-0.378689194873
ACH-000614,-0.49858051121799996
ACH-000616,-0.677531738917
ACH-000618,-0.554639152474
ACH-000619,-0.45663045818899994
ACH-000620,-0.458043834594
ACH-000621,-0.367721920853
ACH-000622,-0.413427953337
ACH-000623,-0.385178577702
ACH-000624,-0.557877969316
ACH-000627,-0.313852871538
ACH-000630,-0.526457861424
ACH-000632,-0.360127590136
ACH-000633,-0.621708506695
ACH-000637,-0.5817115242750001
ACH-000638,-0.453733309534
ACH-000646,-0.319440787922
ACH-000647,-0.666626708913
ACH-000648,-0.260666997313
ACH-000649,-0.47885961672300004
ACH-000651,-0.58361375408
ACH-000652,-0.440052229622
ACH-000653,-0.304629804193
ACH-000657,-0.483386671294
ACH-000658,-0.46874231838
ACH-000661,-0.504588957493
ACH-000662,-0.460947988719
ACH-000663,-0.5284749211909999
ACH-000665,-0.346933176625
ACH-000671,-0.5398204731399999
ACH-000673,-0.44674008142399996
ACH-000676,-0.7189742464569999
ACH-000677,-0.725731588901
ACH-000681,-0.34888507578100003
ACH-000682,-0.529460125064
ACH-000683,-0.2931649342
ACH-000684,-0.439227697623
ACH-000688,-0.225703641741
ACH-000693,-0.462250252684
ACH-000694,-0.45425980313600006
ACH-000695,-0.540150104631
ACH-000696,-0.6242110585890001
ACH-000697,-0.310329436619
ACH-000699,-0.543124555622
ACH-000701,-0.430330711097
ACH-000706,-0.5980333108070001
ACH-000711,-0.470635505669
ACH-000713,-0.5715453431149999
ACH-000714,-0.320121622575
ACH-000718,-0.151184687083
ACH-000720,-0.40077318979599996
ACH-000721,-0.27388775730099996
ACH-000724,-0.350462348583
ACH-000725,-0.775496451143
ACH-000732,-0.593372995585
ACH-000734,-0.492771914956
ACH-000735,-0.37015871109
ACH-000736,-0.45959488567900003
ACH-000738,-0.532397642866
ACH-000746,-0.605499325844
ACH-000747,-0.525896720897
ACH-000748,-0.384683826444
ACH-000753,-0.537911988767
ACH-000756,-0.30630094465
ACH-000757,-0.525919621611
ACH-000758,-0.5592871524399999
ACH-000760,-0.337411527157
ACH-000763,-0.313488915464
ACH-000764,-0.533576690106
ACH-000765,-0.554097753187
ACH-000766,-0.38962036745399997
ACH-000767,-0.450000783089
ACH-000768,-0.428872402456
ACH-000769,-0.299269191239
ACH-000770,-0.508317672602
ACH-000771,-0.527961782387
ACH-000773,-0.256683083894
ACH-000776,-0.28032650436900003
ACH-000777,-0.363631658852
ACH-000778,-0.586994395289
ACH-000781,-0.43590542930299997
ACH-000782,-0.48169851418799997
ACH-000783,-0.16941265934900002
ACH-000784,-0.6900384737880001
ACH-000785,-0.563015314236
ACH-000787,-0.227191034282
ACH-000788,-0.44842671063699996
ACH-000791,-0.493268521997
ACH-000792,-0.572014132991
ACH-000794,-0.612649723277
ACH-000796,-0.43184394556500005
ACH-000799,-0.31752001045899997
ACH-000800,-0.47429873697400005
ACH-000802,-0.18792733359400002
ACH-000804,-0.22670951228
ACH-000805,-0.32031687739500003
ACH-000809,-0.335160271141
ACH-000810,-0.339783542079
ACH-000811,-0.43637240800800003
ACH-000817,-0.758265679111
ACH-000819,-0.46787859735200005
ACH-000820,-0.16516418524499998
ACH-000821,-0.560118506256
ACH-000822,-0.291030201058
ACH-000823,-0.446732716247
ACH-000824,-0.18393256705400002
ACH-000827,-0.24355100356400003
ACH-000829,-0.363343513354
ACH-000831,-0.8232549964020001
ACH-000832,-0.851421248318
ACH-000833,-0.651374119745
ACH-000834,-0.409971553992
ACH-000835,-0.421538867047
ACH-000836,-0.477880255149
ACH-000837,-0.579719386129
ACH-000838,-0.338188073339
ACH-000839,-0.705822785193
ACH-000840,-0.22747353988299998
ACH-000841,-0.29562072291700003
ACH-000843,-0.6125936711609999
