,CRISP1 (167)
ACH-000004,-0.23334604234099998
ACH-000007,-0.180942261534
ACH-000009,-0.11567531744100001
ACH-000011,-0.023160108708900003
ACH-000012,-0.19351487794799999
ACH-000013,-0.158252398015
ACH-000014,-0.291021669654
ACH-000015,-0.12079477445499999
ACH-000017,-0.19929740420000003
ACH-000018,-0.09659534099960002
ACH-000019,-0.284498187613
ACH-000021,-0.0776739071017
ACH-000022,-0.253003020084
ACH-000025,-0.179767713079
ACH-000028,-0.338153141031
ACH-000030,-0.165128418369
ACH-000035,-0.228612879441
ACH-000036,-0.24259040653499997
ACH-000037,-0.06880881806080001
ACH-000039,-0.275313091504
ACH-000040,-0.229905942422
ACH-000041,-0.066750294879
ACH-000042,-0.17007919948300002
ACH-000045,-0.0230689254729
ACH-000047,-0.146177946919
ACH-000052,0.0609299696722
ACH-000053,-0.137614439546
ACH-000054,-0.18020288124699999
ACH-000055,-0.257027128312
ACH-000060,-0.17503994368200002
ACH-000067,-0.415030040874
ACH-000070,-0.104301598279
ACH-000075,-0.33759366649000006
ACH-000078,-0.317932762539
ACH-000082,-0.128088658005
ACH-000085,-0.203757763948
ACH-000086,-0.236677386681
ACH-000087,-0.16972740065000003
ACH-000092,-0.06403299839769999
ACH-000095,-0.135628578907
ACH-000097,-0.19290556148600002
ACH-000098,-0.198228744725
ACH-000099,-0.267806254523
ACH-000108,-0.228818589056
ACH-000113,-0.216923416144
ACH-000115,-0.472154178735
ACH-000116,-0.24165391976599998
ACH-000118,-0.22216981499400001
ACH-000120,-0.0598411962488
ACH-000123,-0.427266514953
ACH-000127,-0.26619597453899996
ACH-000128,-0.23285947464200002
ACH-000132,-0.0656698845139
ACH-000133,-0.17728199406300002
ACH-000137,-0.155960792066
ACH-000138,-0.28909066546
ACH-000142,-0.22929483755999996
ACH-000143,-0.22657496628499998
ACH-000146,-0.0951262750729
ACH-000148,-0.143011100622
ACH-000150,-0.0542732881666
ACH-000152,-0.147406750398
ACH-000153,-0.156545179827
ACH-000159,-0.29595721559
ACH-000160,-0.286338093521
ACH-000163,-0.15249727817199998
ACH-000167,-0.132251835654
ACH-000168,-0.0761286862418
ACH-000169,-0.119229694582
ACH-000178,-0.33970102888400006
ACH-000182,-0.175001254927
ACH-000183,-0.18823614679099998
ACH-000188,-0.24477839495200002
ACH-000189,-0.0132111531143
ACH-000190,-0.26274444566
ACH-000198,-0.12035891474000002
ACH-000204,0.052148819863999996
ACH-000206,-0.00219537074121
ACH-000207,-0.20088075338599998
ACH-000211,-0.133245113502
ACH-000215,-0.0768733696697
ACH-000221,0.0318328633425
ACH-000222,-0.090893697649
ACH-000223,-0.271615615369
ACH-000226,-0.10722232412900001
ACH-000227,-0.408311949829
ACH-000228,-0.251223326563
ACH-000231,-0.249235301495
ACH-000232,-0.24956414089200002
ACH-000233,-0.220583086391
ACH-000234,-0.0877669074732
ACH-000235,-0.18334969443799998
ACH-000237,-0.244338267423
ACH-000238,-0.16281035498
ACH-000243,-0.263520995438
ACH-000244,-0.170232307447
ACH-000246,-0.25344661310100003
ACH-000248,-0.21975086483800002
ACH-000250,-0.17154483187800001
ACH-000251,-0.000916111358643
ACH-000253,-0.0988067926022
