,TOMM7 (54543)
ACH-000004,-0.121507126118
ACH-000007,0.07698353117580001
ACH-000009,-0.13860963683900002
ACH-000011,-0.24015254155699997
ACH-000012,-0.174109497991
ACH-000013,-0.08833444239489999
ACH-000014,-0.129563911353
ACH-000015,-0.0446701603534
ACH-000017,-0.0019228564806099998
ACH-000018,-0.14271092650999997
ACH-000019,-0.254865853193
ACH-000021,-0.0480952903858
ACH-000022,-0.023031130646900003
ACH-000025,-0.0757555550241
ACH-000028,-0.09038255149150001
ACH-000030,-0.18193017553399998
ACH-000035,-0.26343960399099997
ACH-000036,-0.223739390176
ACH-000037,-0.0181238305159
ACH-000039,0.09347595902989998
ACH-000040,-0.0847871892917
ACH-000041,-0.231821049988
ACH-000042,-0.058981084383300006
ACH-000045,-0.000165829670722
ACH-000047,0.0484482162486
ACH-000052,-0.230529928646
ACH-000053,-0.263082743142
ACH-000054,-0.165077971492
ACH-000055,-0.11388098665200001
ACH-000060,-0.160999481135
ACH-000067,-0.293014909895
ACH-000070,0.057334035317
ACH-000075,-0.0398248630094
ACH-000078,-0.337045429171
ACH-000082,-0.0724371254059
ACH-000085,-0.08172227967189999
ACH-000086,0.11470017613
ACH-000087,0.13664421810900002
ACH-000092,-0.125100707985
ACH-000095,-0.150442690009
ACH-000097,-0.0799329233373
ACH-000098,-0.135264694011
ACH-000099,-0.195236077241
ACH-000108,-0.0222939353803
ACH-000113,-0.197412203081
ACH-000115,0.06262384801109999
ACH-000116,-0.180590786899
ACH-000118,-0.131391932849
ACH-000120,-0.0513222174286
ACH-000123,-0.230828217859
ACH-000127,-0.092029302773
ACH-000128,-0.0794882463458
ACH-000132,-0.0838182744162
ACH-000133,-0.17529154513
ACH-000137,-0.00978633325265
ACH-000138,-0.088302168642
ACH-000142,-0.124333574276
ACH-000143,0.0573314757632
ACH-000146,0.021767858015200002
ACH-000148,0.100852774048
ACH-000150,-0.0583536240762
ACH-000152,-0.06260287175200001
ACH-000153,0.0140141700942
ACH-000159,-0.17156778883999999
ACH-000160,-0.17903727105300002
ACH-000163,-0.107461349313
ACH-000167,-0.310410597135
ACH-000168,-0.17977335800299998
ACH-000169,0.07914340374139998
ACH-000178,-0.019796336881
ACH-000182,-0.0822100301369
ACH-000183,-0.05296199140169999
ACH-000188,0.0865198019065
ACH-000189,-0.030494182981199998
ACH-000190,-0.0381697244059
ACH-000198,-0.0988967024451
ACH-000204,-0.020012297377599998
ACH-000206,0.0287853874884
ACH-000207,-0.38193429460100004
ACH-000211,-0.297787284754
