,PUS7L (83448)
ACH-000004,0.09601590673869999
ACH-000007,0.14092509767
ACH-000009,-0.033616923099
ACH-000011,-0.006055438501180001
ACH-000012,0.197459909443
ACH-000013,-0.0369562196823
ACH-000014,-0.0175214780003
ACH-000015,-0.028172735807400002
ACH-000017,-0.0195095397485
ACH-000018,0.163811928417
ACH-000019,0.0478517574801
ACH-000021,0.108825385988
ACH-000022,0.045689158109200004
ACH-000025,-0.216218980752
ACH-000028,-0.0827656243268
ACH-000030,0.0201079660793
ACH-000035,0.17874833236600002
ACH-000036,-0.0453494424046
ACH-000037,0.11165648481799999
ACH-000039,-0.0190774926006
ACH-000040,0.09786793797219999
ACH-000041,-0.18348247667800002
ACH-000042,-0.043431646641100004
ACH-000045,0.168364841223
ACH-000047,0.0541466748307
ACH-000052,0.09109208656039999
ACH-000053,9.59270104452e-05
ACH-000054,0.0612066843888
ACH-000055,0.127828545187
ACH-000060,0.347537166612
ACH-000067,-0.134610587686
ACH-000070,0.0327865547022
ACH-000075,0.303598512012
ACH-000078,-0.024143594667199997
ACH-000082,0.009693293042249999
ACH-000085,0.294199016913
ACH-000086,-0.156171740042
ACH-000087,-0.00559425254919
ACH-000092,0.0323941564021
ACH-000095,0.08589951225980001
ACH-000097,-0.035761582123800005
ACH-000098,0.08485790628560001
ACH-000099,0.0317664800336
ACH-000108,0.049455624879599994
ACH-000113,0.0873460851583
ACH-000115,-0.0287531255093
ACH-000116,0.119446094092
ACH-000118,0.052847979009099995
ACH-000120,-0.12081555136
ACH-000123,-0.0129296212145
ACH-000127,0.0398396147747
ACH-000128,0.133639250262
ACH-000132,0.064300992167
ACH-000133,0.0168871036924
ACH-000137,0.107137153699
ACH-000138,-0.0571539669055
ACH-000142,-0.0785180093651
ACH-000143,0.140761255634
ACH-000146,-0.0415947561576
ACH-000148,-0.0128502379172
ACH-000150,0.0657493495679
ACH-000152,-0.08638394648039999
ACH-000153,0.139873321341
ACH-000159,-0.027156722048299997
ACH-000160,-0.11480941509000002
ACH-000163,-0.034937179091400004
ACH-000167,0.141172961825
ACH-000168,0.023549084651599998
ACH-000169,-0.10591879303200001
ACH-000178,0.051444160815300004
ACH-000182,0.038377586737300004
ACH-000183,-0.078604345085
ACH-000188,0.22096187795400002
ACH-000189,-0.0527470450309
ACH-000190,0.044169580037699996
ACH-000198,0.139121221998
ACH-000204,0.0771449850877
ACH-000206,-0.0157161739703
ACH-000207,-0.109105267005
ACH-000211,-0.0030519374884899995
ACH-000215,-0.0175384733037
ACH-000221,0.09240143876630001
ACH-000222,-0.057395767366300005
ACH-000223,-0.0868549918767
ACH-000226,0.083838793691
ACH-000227,-0.0877744479599
ACH-000228,0.218737587457
ACH-000231,-0.0213824172849
ACH-000232,0.019234702381
ACH-000233,0.09892488159530001
ACH-000234,0.0668383592629
ACH-000235,-0.07853797692810001
ACH-000237,0.05863418332669999
ACH-000238,0.184451979252
ACH-000243,-0.0776063378231
ACH-000244,0.161778740899
ACH-000246,-0.0869722819554
ACH-000248,0.0282257819375
ACH-000250,0.07507399934110001
ACH-000251,-0.212091625678
ACH-000253,0.111508362699
ACH-000255,0.0278820489383
ACH-000256,0.0187233687942
ACH-000257,0.28117908364300004
ACH-000258,-0.129033479099
ACH-000259,0.048502564051199994
ACH-000260,0.18647097005999996
ACH-000261,-0.0742714445692
ACH-000262,0.0426868946829
ACH-000263,-0.0612316024936
ACH-000264,0.0303243746973
ACH-000265,-0.0564769676366
ACH-000266,-0.1067976262
ACH-000272,0.113777420317
ACH-000273,0.0312328735205
ACH-000274,0.0489603411976
ACH-000277,0.0374350390922
ACH-000278,-0.060065672708099996
ACH-000279,0.0706194127896
ACH-000280,0.113256097457
ACH-000281,-0.109833810901
ACH-000288,0.050811130642999996
ACH-000291,0.0355232602829
ACH-000293,0.040445731195199994
ACH-000294,0.0030957165946100002
ACH-000295,0.172386012536
ACH-000296,-0.0581250576729
ACH-000302,0.0237795972752
ACH-000304,0.0580438546763
ACH-000307,0.110711668705
ACH-000308,-0.0170884374109
ACH-000310,0.08968403786250001
ACH-000311,-0.150020916152
ACH-000312,0.010764574835900001
ACH-000315,0.14673734726600002
ACH-000316,0.21315687095
ACH-000317,0.093906974956
ACH-000318,-0.257572665482
ACH-000319,0.0790012074821
ACH-000320,-0.32099730934799997
