,CCT3 (7203)
ACH-000004,-1.673898301
ACH-000007,-1.67527227248
ACH-000009,-1.9796793198299998
ACH-000011,-1.84007230257
ACH-000012,-1.8568120626400002
ACH-000013,-1.9774453438799997
ACH-000014,-1.87616363838
ACH-000015,-1.98536106604
ACH-000017,-1.6924031875799999
ACH-000018,-1.73620955547
ACH-000019,-2.3709528398199997
ACH-000021,-1.9309369632099997
ACH-000022,-2.16855063942
ACH-000025,-1.93450000295
ACH-000028,-1.8125341570500002
ACH-000030,-1.7722229753
ACH-000035,-1.7647041560699999
ACH-000036,-1.81263231021
ACH-000037,-2.4442689648099996
ACH-000039,-2.0232633026199998
ACH-000040,-1.9500499980300001
ACH-000041,-1.5364065287600002
ACH-000042,-1.84580333208
ACH-000045,-2.09112725439
ACH-000047,-1.6263946926800001
ACH-000052,-1.8773340966499998
ACH-000053,-2.12255603653
ACH-000054,-2.03521820258
ACH-000055,-1.7981579823400002
ACH-000060,-1.72396876097
ACH-000067,-1.85161038093
ACH-000070,-2.1099373501599996
ACH-000075,-1.9236980295700001
ACH-000078,-1.9907256643200002
ACH-000082,-1.7536605713599998
ACH-000085,-1.80753940443
ACH-000086,-1.7336684421900002
ACH-000087,-2.04331556401
ACH-000092,-1.89912315458
ACH-000095,-1.9822241539900003
ACH-000097,-1.77394064199
ACH-000098,-2.0118803403
ACH-000099,-2.13325165547
ACH-000108,-1.7541793375599999
ACH-000113,-2.12433408686
ACH-000115,-3.02652208495
ACH-000116,-1.5493665378600001
ACH-000118,-1.78854208553
ACH-000120,-1.67569798108
ACH-000123,-2.06576914254
ACH-000127,-2.03847063956
ACH-000128,-1.67256883818
ACH-000132,-2.01883445474
ACH-000133,-1.89431750722
ACH-000137,-1.9325984809
ACH-000138,-1.91403887545
ACH-000142,-1.84679258007
ACH-000143,-1.67760401851
ACH-000146,-1.8557279821700001
ACH-000148,-1.98437800306
ACH-000150,-1.7676154119
ACH-000152,-1.62140567336
ACH-000153,-2.02554378349
ACH-000159,-1.9538036649200001
ACH-000160,-2.19832946271
ACH-000163,-2.0099663357799997
ACH-000167,-2.91919161786
ACH-000168,-1.90341281738
ACH-000169,-1.85254942098
ACH-000178,-1.7752936392299998
ACH-000182,-1.78236806069
ACH-000183,-1.7563670235599997
ACH-000188,-1.92083893175
ACH-000189,-1.77737979868
ACH-000190,-1.95698774498
ACH-000198,-2.00308921512
ACH-000204,-1.70722414947
ACH-000206,-1.68967258195
ACH-000207,-2.21944741608
ACH-000211,-1.93608027377
ACH-000215,-2.2311122328099997
ACH-000221,-1.77335849979
ACH-000222,-2.06350812076
ACH-000223,-2.22728215374
ACH-000226,-1.7307668557900002
ACH-000227,-2.36341919341
ACH-000228,-1.95476589562
ACH-000231,-1.75105063085
ACH-000232,-2.00524376506
ACH-000233,-1.88374541993
ACH-000234,-1.78579233497
ACH-000235,-1.77610541811
ACH-000237,-1.82103265287
