,FARSA (2193)
ACH-000004,-1.14986341138
ACH-000007,-0.896498554323
ACH-000009,-0.8091310192129999
ACH-000011,-0.9852660019930001
ACH-000012,-0.889867842624
ACH-000013,-0.939015414292
ACH-000014,-0.82243599298
ACH-000015,-0.902413099523
ACH-000017,-1.18688774905
ACH-000018,-1.12554202951
ACH-000019,-1.2993782354999999
ACH-000021,-0.9489964602519999
ACH-000022,-1.05263762898
ACH-000025,-0.905101951683
ACH-000028,-0.92140193536
ACH-000030,-0.8186609416410001
ACH-000035,-0.9703447347499999
ACH-000036,-0.8129683729100001
ACH-000037,-0.968131684349
ACH-000039,-0.9078689067929999
ACH-000040,-0.75379968752
ACH-000041,-0.962157712987
ACH-000042,-0.821953602683
ACH-000045,-0.8979586891079999
ACH-000047,-0.7068074809550001
ACH-000052,-0.621035370957
ACH-000053,-0.842008625021
ACH-000054,-0.9157291148700001
ACH-000055,-0.80032576616
ACH-000060,-0.83532206066
ACH-000067,-0.873046758173
ACH-000070,-0.6927709121410001
ACH-000075,-0.814839510024
ACH-000078,-0.870732198535
ACH-000082,-0.551758985654
ACH-000085,-1.0460377735
ACH-000086,-0.7227278778470001
ACH-000087,-0.9061726216179999
ACH-000092,-0.999331401532
ACH-000095,-0.75217638494
ACH-000097,-0.852607276572
ACH-000098,-0.988148208184
ACH-000099,-0.6540165616929999
ACH-000108,-0.979078735275
ACH-000113,-0.923545733728
ACH-000115,-1.0540919905600001
ACH-000116,-0.768175127966
ACH-000118,-0.6875383147059999
ACH-000120,-1.00026885317
ACH-000123,-0.727488162666
ACH-000127,-0.965189867287
ACH-000128,-1.0520259509299998
ACH-000132,-0.9163480241349999
ACH-000133,-0.901411194917
ACH-000137,-0.980397205903
ACH-000138,-0.994946536287
ACH-000142,-0.7147803601530001
ACH-000143,-0.843598772569
ACH-000146,-0.914083537217
ACH-000148,-0.7217920643369999
ACH-000150,-0.7662671651080001
ACH-000152,-0.827203348847
ACH-000153,-0.985250202578
ACH-000159,-1.09310649487
ACH-000160,-0.741406853797
ACH-000163,-0.6958830143170001
ACH-000167,-1.17096820157
ACH-000168,-0.883205627166
ACH-000169,-1.01291459715
ACH-000178,-0.839526880819
ACH-000182,-0.903458864058
ACH-000183,-0.765505195721
ACH-000188,-0.616565677485
ACH-000189,-1.06897825032
ACH-000190,-0.914560825624
ACH-000198,-0.669134211136
ACH-000204,-0.934202546466
ACH-000206,-1.13653711014
ACH-000207,-1.06131781605
ACH-000211,-0.745135139825
ACH-000215,-0.97545618349
ACH-000221,-1.10893614488
ACH-000222,-0.932916042082
ACH-000223,-0.743905393861
ACH-000226,-0.833494243942
ACH-000227,-0.641331352227
ACH-000228,-0.8848495991399999
ACH-000231,-0.959584397984
ACH-000232,-0.9020436389759999
ACH-000233,-0.6921741831389999
ACH-000234,-1.22235038104
ACH-000235,-0.915017674609
ACH-000237,-0.8829878801909999
ACH-000238,-0.8219809505310001
ACH-000243,-0.7462324007979999
ACH-000244,-0.924158194299
ACH-000246,-0.730691537263
ACH-000248,-1.23448223015
ACH-000250,-0.981582994623
ACH-000251,-0.6660686439019999
ACH-000253,-0.941871167147
ACH-000255,-0.9666811149519999
ACH-000256,-0.9480073923960001
ACH-000257,-0.9900320660969999
ACH-000258,-0.90992980891
ACH-000259,-0.896928622198
ACH-000260,-0.866733893724
