,COPB2 (9276)
ACH-000410,-1.45100977541
ACH-000411,-1.50290039434
ACH-000414,-1.76518824355
ACH-000415,-1.1487406578200001
ACH-000416,-1.47486927919
ACH-000420,-1.5553578037
ACH-000421,-1.37682634028
ACH-000424,-1.34409655977
ACH-000425,-1.29306766713
ACH-000426,-1.68192927213
ACH-000427,-1.85255322745
ACH-000433,-1.9263263725
ACH-000436,-1.77001604
ACH-000444,-1.32522491795
ACH-000445,-1.43452073942
ACH-000448,-1.65714901262
ACH-000450,-1.7154504862600002
ACH-000452,-1.49258381609
ACH-000454,-1.21698006525
ACH-000458,-1.4013495619999998
ACH-000459,-2.31574694215
ACH-000460,-1.3893799752200002
ACH-000461,-1.7614645918
ACH-000463,-1.53018407408
ACH-000464,-1.71361129352
ACH-000466,-1.27204840825
ACH-000467,-1.43849907935
ACH-000468,-1.5929485534
ACH-000469,-1.74493609792
ACH-000470,-1.6828625917299997
ACH-000471,-1.59719528236
ACH-000472,-1.9925760823599996
ACH-000473,-1.0887990945000001
ACH-000475,-1.94711799991
ACH-000476,-1.7881866943400002
ACH-000477,-1.75202965884
ACH-000480,-1.49131255162
ACH-000481,-1.6950380397799998
ACH-000483,-1.17680265426
ACH-000484,-1.87705774447
ACH-000485,-1.50449175885
ACH-000486,-1.62004553967
ACH-000487,-1.69993412489
ACH-000488,-1.29300404516
ACH-000490,-1.24470313562
ACH-000491,-1.68362474225
ACH-000495,-1.2892889999
ACH-000496,-1.58856184197
ACH-000499,-1.33808501151
ACH-000500,-1.2401112052
ACH-000502,-1.39332830593
ACH-000503,-1.28123691232
ACH-000505,-1.46661735244
ACH-000507,-1.5053106147400002
ACH-000510,-1.67882675565
ACH-000511,-1.3579075773299998
ACH-000512,-1.7622743401199998
ACH-000516,-1.51353303389
ACH-000517,-1.59814170969
ACH-000518,-1.13367264406
ACH-000520,-1.55294223259
ACH-000521,-1.60604184965
ACH-000522,-1.78039346186
ACH-000524,-1.92796332977
ACH-000527,-1.3026933671799998
ACH-000528,-1.46453136407
ACH-000537,-1.4885665724200001
ACH-000541,-2.45016366574
ACH-000542,-1.36251173255
ACH-000544,-1.57803010431
ACH-000545,-1.2029179237999998
ACH-000547,-1.4852546830200002
ACH-000548,-1.47232700085
ACH-000549,-1.0495660986
ACH-000550,-1.5659657585799998
ACH-000552,-1.68189472428
ACH-000556,-1.39198416697
ACH-000557,-2.1731896313799997
ACH-000570,-1.4889904940799998
ACH-000571,-2.0978909123400005
ACH-000573,-1.99366607625
ACH-000576,-1.33671293458
ACH-000580,-1.98410672228
ACH-000584,-1.7111574109999999
ACH-000585,-1.43038988285
ACH-000588,-1.46000080405
ACH-000589,-1.48561499468
ACH-000591,-1.20027651366
ACH-000593,-1.4065665669799998
ACH-000600,-1.72580845536
ACH-000601,-1.6031493635499998
ACH-000604,-1.54996991847
ACH-000605,-1.47495739139
ACH-000606,-1.25799991779
ACH-000608,-1.9958243095700001
ACH-000614,-1.87554240903
ACH-000616,-1.50539208493
ACH-000618,-1.2978480301000002
ACH-000619,-1.5293946531
ACH-000620,-1.5795969721599998
ACH-000621,-1.8867651761500002
ACH-000622,-1.4265269329499999
ACH-000623,-1.53693730072
ACH-000624,-1.77610667208
ACH-000627,-1.4848506104299999
ACH-000630,-1.36192410927
ACH-000632,-1.7764399233300001
ACH-000633,-1.7438894906400002
ACH-000637,-1.34034721139
ACH-000638,-1.42463063845
ACH-000646,-1.94570305997
ACH-000647,-1.6653469972600001
ACH-000648,-1.74984387105
ACH-000649,-1.56128513715
ACH-000651,-1.55175662616
ACH-000652,-1.57273252914
ACH-000653,-1.7204832299700001
ACH-000657,-1.6394379562399999
ACH-000658,-1.95241305625
ACH-000661,-1.73439631607
ACH-000662,-1.98656000566
ACH-000663,-1.47557967065
ACH-000665,-1.3517613585400001
ACH-000671,-1.61754333397
ACH-000673,-1.61147439205
ACH-000676,-1.5222853464500001
ACH-000677,-1.6374399881400001
ACH-000681,-1.71959408504
ACH-000682,-1.53067735012
ACH-000683,-1.18383451212
ACH-000684,-1.26156853998
ACH-000688,-2.1657181160900003
ACH-000693,-1.32535958785
ACH-000694,-1.30296516672
ACH-000695,-1.4772238554600001
ACH-000696,-1.4854860287
ACH-000697,-1.66022516558
ACH-000699,-1.7940258844900001
ACH-000701,-1.4666925661899999
ACH-000706,-1.6555200672600001
ACH-000711,-1.58126057157
ACH-000713,-1.02886941608
ACH-000714,-1.8135408427700002
ACH-000718,-1.7738307175099999
ACH-000720,-1.4393058778499999
ACH-000721,-1.46066056518
ACH-000724,-1.4580297820399999
ACH-000725,-1.86218155937
ACH-000732,-1.35026891466
ACH-000734,-1.65543585863
ACH-000735,-1.31937287735
ACH-000736,-1.6499567391299998
ACH-000738,-1.7235825926800001
ACH-000746,-1.7788692455000001
ACH-000747,-1.3843539351499998
ACH-000748,-1.39672766108
ACH-000753,-1.79174744568
ACH-000756,-1.64010462549
ACH-000757,-1.5853303999700001
ACH-000758,-1.47872071581
ACH-000760,-1.6527948184299999
ACH-000763,-1.88762808574
ACH-000764,-1.8470945442200002
ACH-000765,-1.54999955485
ACH-000766,-1.5716572956700001
ACH-000767,-1.7600981361099997
ACH-000768,-1.48985587685
ACH-000769,-1.56978305937
ACH-000770,-1.7620853633900002
ACH-000771,-1.39882633752
ACH-000773,-1.71173371664
ACH-000776,-1.6631366493200002
ACH-000777,-1.33254672206
ACH-000778,-1.62077772301
ACH-000781,-1.43097024916
ACH-000782,-1.7053436788999998
ACH-000783,-1.93423942935
ACH-000784,-1.3588689695200002
ACH-000785,-1.71321145834
ACH-000787,-1.56881600222
ACH-000788,-1.76668733129
ACH-000791,-1.3437090880000002
ACH-000792,-1.56994877745
ACH-000794,-1.7304878829199999
ACH-000796,-1.7423495866999998
ACH-000799,-1.9274527607799998
ACH-000800,-1.41063487026
ACH-000802,-1.6709521089200001
ACH-000804,-1.5523199965999999
ACH-000805,-1.83140191713
ACH-000809,-1.54281566796
ACH-000810,-1.6003149530899998
ACH-000811,-1.63526897055
ACH-000817,-1.3556305869999998
ACH-000819,-1.50996514435
ACH-000820,-1.8681816924599999
ACH-000821,-1.49118214371
ACH-000822,-2.32772814275
ACH-000823,-1.43807671036
ACH-000824,-1.71835375176
ACH-000827,-1.53850294171
ACH-000829,-1.57405586878
ACH-000831,-1.7125031779100002
ACH-000832,-1.44161540313
ACH-000833,-1.33088611723
ACH-000834,-1.65795660748
ACH-000835,-1.5068816602700001
ACH-000836,-1.64170732988
ACH-000837,-1.13894030171
ACH-000838,-1.6257959796500001
ACH-000839,-1.52093824576
ACH-000840,-1.6392392360799999
ACH-000841,-1.23130205531
ACH-000843,-1.64619199646
ACH-000846,-1.2475879108299999
ACH-000847,-1.69997842295
ACH-000848,-1.53818185482
ACH-000849,-1.5428039452000002
ACH-000851,-1.39134539352
ACH-000855,-1.39636629599
ACH-000856,-1.83422731811
ACH-000858,-1.46478201533
ACH-000859,-1.7025039469
ACH-000861,-1.43458748459
ACH-000862,-1.43167617574
ACH-000865,-1.33699706095
ACH-000866,-1.64280301533
ACH-000867,-1.6772972197799998
ACH-000869,-1.75666351247
ACH-000872,-1.1457808509
ACH-000873,-1.24231416406
ACH-000876,-1.87280668917
ACH-000878,-1.42341429733
ACH-000880,-1.6784022361500002
ACH-000881,-1.6312367410100002
ACH-000882,-1.46638108097
ACH-000884,-1.4453542502399999
ACH-000885,-1.58819648553
ACH-000887,-1.5378134274000002
ACH-000888,-1.64059664685
ACH-000889,-1.72691534293
ACH-000890,-1.45204517377
ACH-000896,-1.5686088689
ACH-000898,-1.7036421975
ACH-000900,-1.64290897341
ACH-000901,-1.62449940778
ACH-000905,-1.65119228587
ACH-000906,-1.6544054477
ACH-000907,-1.52985291645
ACH-000910,-1.5402013918000002
ACH-000911,-1.40597208774
ACH-000912,-1.3956272808599999
ACH-000913,-1.32215333313
ACH-000915,-1.7219631038499998
ACH-000916,-2.28278505244
ACH-000917,-1.72592883476
ACH-000921,-1.6099927581
ACH-000924,-1.68134703106
ACH-000926,-1.56389188157
ACH-000928,-1.5873270030899997
ACH-000929,-1.6497781353999998
ACH-000932,-1.5936787474
ACH-000935,-1.42467774761
ACH-000936,-1.35777336456
ACH-000937,-1.74467746324
ACH-000938,-1.58070032851
ACH-000939,-1.3573851359
ACH-000941,-1.5720572769499999
ACH-000943,-1.58587766416
ACH-000946,-1.57589857697
ACH-000947,-1.59301058387
ACH-000948,-1.55531583727
ACH-000950,-1.62068710537
ACH-000953,-1.8019384541900003
ACH-000957,-1.31465715054
ACH-000958,-1.42143425956
ACH-000960,-1.5997863339899998
ACH-000963,-1.8551602842099997
ACH-000968,-1.68309627329
ACH-000969,-1.37326143026
ACH-000973,-1.5940082626899998
ACH-000974,-1.64762838761
ACH-000975,-1.81972672745
ACH-000976,-1.29295242119
ACH-000978,-1.56630209581
ACH-000980,-1.6073958167500002
ACH-000984,-1.49265913146
ACH-000986,-1.4351111608899998
ACH-000988,-1.3770691064899998
ACH-000993,-1.43191319123
ACH-000994,-1.66473096907
ACH-000996,-1.4693018464399998
ACH-001001,-1.66094215584
ACH-001020,-1.86410733065
ACH-001028,-1.7975590929900003
ACH-001031,-1.6863094758500001
ACH-001038,-1.90862136409
ACH-001048,-1.7066705960600002
ACH-001050,-1.4573067313499999
ACH-001053,-1.51773173127
ACH-001054,-1.47943772223
ACH-001061,-1.39032808244
ACH-001067,-1.72662424595
ACH-001075,-1.23338538318
ACH-001096,-1.66442739155
ACH-001128,-2.30607029474
ACH-001134,-1.62792379898
ACH-001151,-1.62560473234
ACH-001163,-1.5309188090399999
ACH-001164,-1.49871551096
ACH-001173,-1.58830773145
ACH-001183,-1.3564429886200002
ACH-001184,-1.8068954965000001
ACH-001190,-1.3973706408700002
ACH-001192,-1.6588838157199999
ACH-001193,-1.8055755086
ACH-001196,-1.49126500111
ACH-001197,-1.8375004495099998
ACH-001205,-1.8150585413299998
ACH-001211,-2.0084160173099996
ACH-001212,-1.5756531056099998
ACH-001228,-1.45542380962
ACH-001232,-1.24737931964
ACH-001239,-1.8605977511400003
ACH-001274,-1.7278421738499998
ACH-001275,-1.55149777678
ACH-001277,-1.82753172316
ACH-001278,-1.3337521674400001
ACH-001280,-1.5355500438999998
ACH-001283,-1.24480122544
ACH-001289,-1.4994455788499998
ACH-001295,-1.72942010535
ACH-001300,-1.68143562676
ACH-001301,-1.4179512696899998
ACH-001302,-1.76722694518
ACH-001303,-1.7458836077200002
ACH-001306,-1.45497617476
ACH-001318,-1.7713074586900002
ACH-001322,-1.66181557852
ACH-001328,-1.4273496858799999
ACH-001332,-1.23932673628
ACH-001333,-1.37846116621
ACH-001336,-1.4366187289599999
ACH-001340,-1.4786775210499998
ACH-001346,-1.19028635927
ACH-001353,-1.70145667004
ACH-001354,-1.42941707125
ACH-001367,-1.28661068111
ACH-001368,-1.7586935796599998
ACH-001374,-1.46369526333
ACH-001375,-1.5422086691299999
ACH-001377,-1.61845771542
ACH-001380,-1.53767411999
ACH-001391,-1.9343551857299999
ACH-001407,-1.90753030074
ACH-001408,-1.43613923127
ACH-001413,-1.70095738351
ACH-001430,-1.40921278991
ACH-001431,-1.6137153830500002
ACH-001450,-1.55602658062
ACH-001496,-1.6755611462399997
ACH-001500,-1.53396100235
ACH-001521,-1.33949156793
ACH-001523,-1.33928000729
ACH-001532,-1.61123705058
ACH-001536,-1.65809252725
ACH-001550,-1.23895298581
ACH-001552,-1.46136355647
ACH-001554,-1.74009084118
ACH-001645,-1.6181484572100002
ACH-001654,-1.4610943916499999
ACH-001715,-1.44064541713
ACH-001735,-1.73334460692
ACH-001736,-1.4582192103100002
ACH-001737,-2.27625697035
ACH-001740,-1.4998027113299999
ACH-001745,-1.65421352853
ACH-001750,-1.43822640812
ACH-001765,-1.7953334912599999
ACH-001956,-1.7942092817
ACH-001957,-1.72994959561
