,MAK (4117)
ACH-000004,-0.03726242556019999
ACH-000007,-0.36001310256200003
ACH-000009,-0.354043366562
ACH-000011,-0.0633883465437
ACH-000012,-0.19244221313299997
ACH-000013,-0.0994297363923
ACH-000014,-0.19551688535599998
ACH-000015,-0.0829222259016
ACH-000017,-0.19614106690400002
ACH-000018,-0.236374631391
ACH-000019,0.036885469783199995
ACH-000021,-0.21822638736900002
ACH-000022,-0.0739293402689
ACH-000025,-0.110838872827
ACH-000028,-0.241265799713
ACH-000030,-0.190667774253
ACH-000035,0.0208862855033
ACH-000036,-0.22047465589600002
ACH-000037,-0.0473351860159
ACH-000039,-0.29741702995499997
ACH-000040,-0.0661395808046
ACH-000041,-0.125363619069
ACH-000042,-0.21196235409800002
ACH-000045,-0.0760411655498
ACH-000047,-0.163985481985
ACH-000052,-0.23799995055700002
ACH-000053,-0.236536262978
ACH-000054,-0.226733939875
ACH-000055,-0.161373640807
ACH-000060,-0.0240585739646
ACH-000067,0.00224226591611
ACH-000070,0.0618031724296
ACH-000075,0.038224594864
ACH-000078,-0.347083496205
ACH-000082,-0.016936323757
ACH-000085,0.0847814768654
ACH-000086,-0.0236901474842
ACH-000087,-0.140279390726
ACH-000092,-0.12222307770199999
ACH-000095,-0.16944602588399998
ACH-000097,-0.0038472150702899997
ACH-000098,-0.22357976521899997
ACH-000099,-0.25592713272100004
ACH-000108,-0.145162090154
ACH-000113,-0.2514840255
ACH-000115,-0.138601575234
ACH-000116,-0.161196115745
ACH-000118,-0.15931772022399998
ACH-000120,-0.38846304875
ACH-000123,-0.20427097017
ACH-000127,-0.124299663926
ACH-000128,-0.169276199478
ACH-000132,-0.16660057483
ACH-000133,-0.07266549193189999
ACH-000137,-0.140624716428
ACH-000138,-0.5229986226560001
ACH-000142,-0.312597836585
ACH-000143,-0.0494581114908
ACH-000146,-0.147353267605
ACH-000148,-0.11251883282
ACH-000150,-0.162556294873
ACH-000152,-0.0700391690395
ACH-000153,-0.196168106442
ACH-000159,-0.0896782403396
ACH-000160,0.121171065208
ACH-000163,-0.166268749128
ACH-000167,0.347527442302
ACH-000168,-0.133303993527
ACH-000169,-0.0939546946152
ACH-000178,-0.111976265913
ACH-000182,-0.12297933857400001
ACH-000183,-0.0661481213999
ACH-000188,-0.0305871451107
ACH-000189,0.0843639607983
ACH-000190,0.16080495367699998
ACH-000198,-0.0535962844343
ACH-000204,-0.295030628635
ACH-000206,-0.12252988759500001
ACH-000207,-0.21728079879099998
ACH-000211,-0.180577075042
ACH-000215,-0.155679475569
ACH-000221,-0.0786548110238
ACH-000222,-0.246457429515
ACH-000223,-0.305174319505
ACH-000226,-0.00696632132655
ACH-000227,-0.25138516880199996
ACH-000228,-0.0619452297138
ACH-000231,-0.130983593945
ACH-000232,-0.260983689836
ACH-000233,-0.22990656220199998
ACH-000234,-0.253771945508
ACH-000235,-0.109906786142
ACH-000237,-0.08160881017039999
ACH-000238,-0.125829493078
ACH-000243,-0.210053323141
ACH-000244,-0.0753516258514
ACH-000246,-0.164949884637
ACH-000248,-0.234465833096
ACH-000250,-0.163404009235
ACH-000251,-0.235403376054
ACH-000253,-0.0647712354
ACH-000255,-0.0332771898113
ACH-000256,-0.25385593278
ACH-000257,-0.023998091826299996
ACH-000258,-0.19191512990600001
ACH-000259,-0.142207406102
ACH-000260,-0.0932846973158
ACH-000261,-0.0849333569017
ACH-000262,-0.00821391704985
ACH-000263,-0.259819842388
ACH-000264,0.0207749968351
ACH-000265,-0.22017090318799998
ACH-000266,-0.200718084507
ACH-000272,-0.119488383811
ACH-000273,-0.38750432757500003
ACH-000274,-0.429471916643
ACH-000277,-0.228441563176
ACH-000278,-0.0213654272388
ACH-000279,-0.280887937932
ACH-000280,-0.299903260542
ACH-000281,-0.5004001029649999
ACH-000288,-0.0635480277319
ACH-000291,-0.10548196834200001
ACH-000293,0.13932508571799998
ACH-000294,-0.18586529758200002
ACH-000295,-0.256570126411
ACH-000296,-0.251407399892
ACH-000302,-0.0264257963848
ACH-000304,-0.208692492726
ACH-000307,-0.05764348887969999
ACH-000308,-0.413907420844
ACH-000310,-0.575789299883
ACH-000311,-0.37454164228299996
ACH-000312,-0.32343389820999996
ACH-000315,0.22004664016800002
ACH-000316,-0.154274347311
ACH-000317,-0.166603285539
ACH-000318,-0.1353937053
ACH-000319,-0.316771880422
ACH-000320,-0.306672483067
ACH-000322,-0.234886141641
ACH-000323,-0.145405826922
ACH-000324,-0.310879457506
ACH-000329,-0.206833748304
ACH-000330,-0.147725057273
ACH-000331,-0.14801764647600002
ACH-000332,-0.158168814934
ACH-000334,-0.324292495937
ACH-000335,-0.09736274565530001
ACH-000336,-0.0163794950945
ACH-000337,-0.167799171851
ACH-000339,-0.120938389279
ACH-000341,0.159203275031
ACH-000348,-0.123534097414
ACH-000350,-0.13196570949
ACH-000352,-0.044464127797800006
ACH-000356,-0.0148244637069
ACH-000361,-0.420053355056
ACH-000362,-0.35926012514899996
ACH-000363,-0.0928670570441
ACH-000364,-0.0123823890511
ACH-000365,-0.274065688842
ACH-000366,-0.0636799683819
ACH-000368,0.0671435758292
ACH-000374,-0.140283116509
ACH-000375,-0.0264120763784
ACH-000376,-0.0336834174949
ACH-000381,-0.107259470493
ACH-000383,-0.17800914202999998
ACH-000387,-0.182277162508
ACH-000389,-0.206894360799
ACH-000390,-0.257388645707
ACH-000393,-0.21454284930700002
ACH-000395,-0.00781306176059
ACH-000397,-0.100535623219
ACH-000401,-0.0260345651027
