,SNTN (132203)
ACH-000004,0.112749262672
ACH-000007,0.425395033033
ACH-000009,0.0721562653503
ACH-000011,0.0337045815413
ACH-000012,-0.0426359149157
ACH-000013,0.12061743730499999
ACH-000014,0.169453422286
ACH-000015,0.0288129112565
ACH-000017,0.181679150523
ACH-000018,0.105413272313
ACH-000019,-0.42260100578500004
ACH-000021,0.0815479351156
ACH-000022,0.00743427359573
ACH-000025,0.160880409593
ACH-000028,-0.333735552017
ACH-000030,0.045871423395600006
ACH-000035,0.0964312610012
ACH-000036,0.182921518759
ACH-000037,0.171636376508
ACH-000039,-0.058785259407900005
ACH-000040,0.11362159689899999
ACH-000041,0.223622804243
ACH-000042,0.131580284843
ACH-000045,0.259530180188
ACH-000047,0.17958733419599998
ACH-000052,0.08209578897219999
ACH-000053,0.100505172492
ACH-000054,-0.061656381867199996
ACH-000055,0.186371997328
ACH-000060,0.19592623261199998
ACH-000067,0.0589730407959
ACH-000070,0.07145225208539999
ACH-000075,0.0746368653253
ACH-000078,0.271812348926
ACH-000082,0.164840244165
ACH-000085,0.143773724972
ACH-000086,0.136762832902
ACH-000087,0.18618755117199998
ACH-000092,0.167219771803
ACH-000095,0.11652325077400001
ACH-000097,0.063593395165
ACH-000098,0.138748190338
ACH-000099,0.0753517371678
ACH-000108,0.016837088216500002
ACH-000113,0.121804361493
ACH-000115,0.0192274805471
ACH-000116,0.163006566601
ACH-000118,-0.0545392284001
ACH-000120,0.2106060622
ACH-000123,0.0216898086716
ACH-000127,0.026093653556499997
ACH-000128,-0.0116478574794
ACH-000132,0.19561974094300003
ACH-000133,0.110311478815
ACH-000137,0.06883918947119999
ACH-000138,0.08895798803989999
ACH-000142,0.20110784824499997
ACH-000143,0.15782604684499998
ACH-000146,0.059820065392699996
ACH-000148,0.11208482151900001
ACH-000150,-0.08467288185750001
ACH-000152,0.167400678059
ACH-000153,0.26130656962
ACH-000159,0.144069401446
ACH-000160,0.0359536001582
ACH-000163,0.129554955622
ACH-000167,-0.0766461484322
ACH-000168,0.245164509403
ACH-000169,0.0988494409523
ACH-000178,0.199621348672
ACH-000182,0.040169612368400005
ACH-000183,0.188519955007
ACH-000188,0.0977462579134
ACH-000189,0.21390450783599999
ACH-000190,-0.037830233630199994
ACH-000198,0.084385829534
ACH-000204,0.140525725106
ACH-000206,0.23461251671100003
ACH-000207,0.17777112760699998
ACH-000211,0.0952111204477
ACH-000215,0.0980255116756
ACH-000221,0.07261462463330001
ACH-000222,0.172215326503
ACH-000223,0.119979057171
ACH-000226,0.18801061257100002
ACH-000227,-0.123170130718
ACH-000228,0.0138469228502
ACH-000231,0.07043652575569999
ACH-000232,0.12977118532
ACH-000233,0.11670258726
ACH-000234,0.139853534922
ACH-000235,0.038890372699599995
ACH-000237,0.10788231216399999
ACH-000238,0.022932587446499998
ACH-000243,0.0702920935486
ACH-000244,0.0686202618858
ACH-000246,0.048766886026599995
ACH-000248,0.134439880541
ACH-000250,0.129984079615
ACH-000251,0.043690610221300004
ACH-000253,0.143080256281
ACH-000255,-0.0311985431075
ACH-000256,0.258052273563
ACH-000257,-0.07045763898580001
ACH-000258,-0.0103780972201
ACH-000259,0.10481138195499999
ACH-000260,-0.0225655801162
ACH-000261,0.0712236420762
ACH-000262,-0.015047614450999999
ACH-000263,0.13928837106
ACH-000264,0.043208952250300005
ACH-000265,-0.051426349508699995
ACH-000266,0.0905332475633
ACH-000272,-0.0648401756456
ACH-000273,0.21051732365400003
ACH-000274,0.1068908043
ACH-000277,0.20667140222199998
