,POC1A (25886)
ACH-000341,-0.6836013705480001
ACH-000348,-0.420685602931
ACH-000350,-0.602480820384
ACH-000352,-0.187793358204
ACH-000356,-0.415134608159
ACH-000361,-0.72975674811
ACH-000362,-0.239316408621
ACH-000363,-0.18352739749299998
ACH-000364,-0.401518675903
ACH-000365,-0.257370137414
ACH-000366,-0.515347384198
ACH-000368,-0.0541205556773
ACH-000374,-0.533089171607
ACH-000375,-0.654370855753
ACH-000376,-0.339363480467
ACH-000381,-0.516361796105
ACH-000383,-0.330361598875
ACH-000387,-0.46088308008699996
ACH-000389,-0.35999229572499997
ACH-000390,-0.41080291233800004
ACH-000393,-0.311134000314
ACH-000395,-1.43008237549
ACH-000397,-0.16917170853
ACH-000401,-1.35033446896
ACH-000402,-0.688297299047
ACH-000403,-0.299178986058
ACH-000404,-0.8740938202700002
ACH-000406,-0.7245655508600001
ACH-000407,-0.07295430953139999
ACH-000408,-0.6694746769300001
ACH-000410,-0.159052478065
ACH-000411,-0.35485777224299997
ACH-000414,-0.263413184731
ACH-000415,-0.38800349746699997
ACH-000416,-0.583840980939
ACH-000420,-0.498737294825
ACH-000421,-0.273022888176
ACH-000424,-0.178548233684
ACH-000425,-0.42467622704999997
ACH-000426,-0.456430922112
ACH-000427,-0.0834861673338
ACH-000433,-0.6048214662100001
ACH-000436,-0.925673907036
ACH-000444,-0.5511276800079999
ACH-000445,-0.482194326409
ACH-000448,-0.369843232606
ACH-000450,-0.419607067663
ACH-000452,-1.00906810074
ACH-000454,-0.90925902921
ACH-000458,-0.326090245857
ACH-000459,-0.579392241164
ACH-000460,-0.45453132133
ACH-000461,-0.648235428526
ACH-000463,-0.647542415633
ACH-000464,-0.30854643026399997
ACH-000466,-0.524314137237
ACH-000467,-0.18888383055
ACH-000468,-0.526993429871
ACH-000469,-0.333517564285
ACH-000470,-0.33932135045100004
ACH-000471,-0.48510385111000004
ACH-000472,-0.49061560947599997
ACH-000473,-0.43229999461699997
ACH-000475,-0.23250281479499998
ACH-000476,-0.441656474969
ACH-000477,-0.743545794836
ACH-000480,-0.305903909724
ACH-000481,-0.44823116236999994
ACH-000483,-0.534527163769
ACH-000484,-0.11304519697000001
ACH-000485,-0.252212000802
ACH-000486,-0.619970355596
ACH-000487,-0.372325218754
ACH-000488,-0.810170265007
ACH-000490,-0.52391702995
ACH-000491,-0.454568285349
ACH-000495,-0.901751976069
ACH-000496,-0.283301521831
ACH-000499,-0.479545263351
ACH-000500,-0.645654178451
ACH-000502,-0.586424231958
ACH-000503,-0.22770765075399999
ACH-000505,-0.378704822204
ACH-000507,-0.28003215356600003
ACH-000510,-0.45956694867299996
ACH-000511,-0.217910835973
ACH-000512,-0.81606364716
ACH-000516,-0.33964258142399995
ACH-000517,-0.202186508161
ACH-000518,-0.36636983165700004
ACH-000520,-0.500864919509
ACH-000521,-0.272398875199
ACH-000522,-0.353882713154
ACH-000524,-0.170971700131
ACH-000527,-0.166307194499
ACH-000528,-0.39265205822099997
ACH-000537,-0.21092229883900002
ACH-000541,-0.493175252561
ACH-000542,-0.446722297875
ACH-000544,-0.338570865044
ACH-000545,-0.47919307758999996
ACH-000547,-0.42002363118600006
ACH-000548,-0.000641895105382
ACH-000549,-0.577914323794
ACH-000550,-0.6913359562260001
ACH-000552,-0.321663261141
ACH-000556,-0.20737626297400003
ACH-000557,-0.246503686062
ACH-000570,-0.75483369033
ACH-000571,-0.819599844707
ACH-000573,-0.15287177887
ACH-000576,-0.367337616263
ACH-000580,-0.7006576768330001
ACH-000584,-1.20341447555
ACH-000585,-0.177233452078
ACH-000588,-0.233841673973
ACH-000589,-0.296316974617
ACH-000591,-0.886137454581
ACH-000593,-0.359730986955
ACH-000600,-0.667895119465
ACH-000601,-0.650270207524
ACH-000604,-0.571933712946
ACH-000605,-0.775848689474
ACH-000606,-0.889763712966
ACH-000608,-0.466461099615
ACH-000614,-0.142994315748
ACH-000616,-0.404100846273
ACH-000618,-0.6734001313860001
ACH-000619,-0.6492756116089999
ACH-000620,-0.19495365995
ACH-000621,-0.8241748569830001
ACH-000622,-0.402804538561
ACH-000623,-0.150620532571
ACH-000624,-0.331937121989
ACH-000627,-0.34844290419
ACH-000630,-0.525452092713
ACH-000632,-0.606868926879
ACH-000633,-0.37213187512100004
ACH-000637,-0.279253061973
ACH-000638,-0.359998439429
ACH-000646,-0.195780679683
ACH-000647,-0.20330862851599998
ACH-000648,-0.598875775299
ACH-000649,-0.490705255221
ACH-000651,-0.331326422971
ACH-000652,-0.524855042141
ACH-000653,-0.331056214707
ACH-000657,-0.33371151885600003
ACH-000658,-0.5592801409570001
ACH-000661,-0.512298837174
ACH-000662,-0.38455538941600004
ACH-000663,-0.028764015887
ACH-000665,-0.717434012526
ACH-000671,-0.629426437208
ACH-000673,-0.348431510964
ACH-000676,-0.180444996208
ACH-000677,-0.0599934104696
ACH-000681,-0.176105341631
ACH-000682,-0.344841430721
ACH-000683,-0.27987078811
ACH-000684,-0.660725133142
ACH-000688,-0.523099555528
ACH-000693,-0.299091456568
ACH-000694,-0.293089444386
ACH-000695,-0.30837015923
ACH-000696,-0.215413394877
ACH-000697,-0.652083712808
ACH-000699,-0.509806210613
ACH-000701,-0.374623227688
ACH-000706,-0.43634687342399997
ACH-000711,-0.30433400903999996
ACH-000713,-1.2001291433299999
ACH-000714,-0.17451648712499998
ACH-000718,-0.451081494675
ACH-000720,-0.25189422311099996
ACH-000721,-0.417627507206
ACH-000724,-0.25918001746999997
ACH-000725,0.11646733832699999
ACH-000732,-1.03720371239
ACH-000734,-0.739190427224
ACH-000735,-0.568929848225
ACH-000736,-0.193283249163
ACH-000738,-0.8664740140710001
ACH-000746,-0.257917364402
ACH-000747,-0.151062303529
ACH-000748,-0.209003210665
ACH-000753,-0.41422805404
ACH-000756,-0.6123354568770001
ACH-000757,-0.28532672299899997
ACH-000758,-0.202246268807
ACH-000760,-0.307070016136
ACH-000763,-0.277831653381
ACH-000764,-0.536749317952
ACH-000765,-0.318438638433
ACH-000766,-0.358250832917
ACH-000767,-0.100073186242
ACH-000768,-0.19598229474599999
ACH-000769,-0.288085221369
ACH-000770,-0.39137278801799996
ACH-000771,-0.39265375670900005
ACH-000773,-0.36222768780299996
ACH-000776,-0.577251799511
ACH-000777,-0.125461527924
ACH-000778,-0.424507125318
ACH-000781,-0.268905965336
ACH-000782,-0.22729603926199998
ACH-000783,-0.22725118558200003
ACH-000784,-0.586396158622
ACH-000785,-0.17383870146299998
ACH-000787,-0.288095786529
ACH-000788,-0.35107808313699995
ACH-000791,-0.39501387299400004
ACH-000792,-0.511994336911
ACH-000794,-0.86566356396
ACH-000796,-0.5412813296310001
ACH-000799,-0.440914554221
ACH-000800,-0.457103860154
ACH-000802,-0.474924630475
ACH-000804,-0.414637294064
ACH-000805,-0.552861263369
ACH-000809,-0.332088840909
ACH-000810,-0.40775936394199996
ACH-000811,-0.32274245614999997
ACH-000817,-1.0656889273299999
ACH-000819,-0.550755840532
ACH-000820,-0.48883655243699997
ACH-000821,-0.934810082458
ACH-000822,-0.539356360717
ACH-000823,-0.49630310658699994
ACH-000824,-0.293896756842
ACH-000827,-0.762957001159
ACH-000829,-0.571388615593
ACH-000831,-0.341049227746
ACH-000832,-1.13895822945
ACH-000833,-0.648450090478
ACH-000834,-0.502878554918
ACH-000835,-0.462182535758
ACH-000836,-0.6771626188
ACH-000837,-0.324343002943
ACH-000838,-0.36306175428099996
ACH-000839,-0.746045818507
ACH-000840,-0.36934697214100004
ACH-000841,-0.48644758967699997
ACH-000843,-0.381184446066
ACH-000846,-0.47204360048
ACH-000847,-0.817094326858
ACH-000848,-0.19121457675099998
ACH-000849,-0.7685405179260001
ACH-000851,-0.304320115486
ACH-000855,-0.30849488656
ACH-000856,-0.45242330366899997
ACH-000858,-0.33217409278099996
ACH-000859,-0.552330240902
ACH-000861,-0.27641599795
ACH-000862,-0.200879771048
ACH-000865,-0.346655499832
ACH-000866,-0.109506093893
ACH-000867,-0.300537296807
ACH-000869,-0.532199151584
ACH-000872,-0.260096447338
ACH-000873,-0.159905445339
ACH-000876,-0.342396266968
ACH-000878,-0.268106598014
ACH-000880,-0.484811982563
ACH-000881,-0.33684307975100003
ACH-000882,-0.0560629555384
ACH-000884,-0.47884410606100003
ACH-000885,-0.148055313164
ACH-000887,-0.224103705077
ACH-000888,-0.320599044934
ACH-000889,-1.40410077949
ACH-000890,-0.35869822646300004
ACH-000896,-0.351246491851
ACH-000898,-0.43648488721199996
ACH-000900,-0.326995309543
ACH-000901,-0.364335092125
ACH-000905,-0.211606832983
ACH-000906,-0.521508693918
ACH-000907,-0.32392379750100003
ACH-000910,-0.286835198824
ACH-000911,-0.35633038842
ACH-000912,-0.320036994027
ACH-000913,-0.450258310682
ACH-000915,-0.00503403874196
ACH-000916,-0.117103991156
ACH-000917,-0.5389219625949999
ACH-000921,-0.152618489724
ACH-000924,-0.233103072687
ACH-000926,-0.38261677726300003
ACH-000928,-0.41170762614699996
ACH-000929,-0.412948563416
ACH-000932,-0.7460806206649999
ACH-000935,-1.15897089672
ACH-000936,-0.124557268866
ACH-000937,-0.518814847769
ACH-000938,-0.333859529238
ACH-000939,-0.6186319615779999
ACH-000941,-0.330390043394
ACH-000943,-0.499133283839
ACH-000946,-0.209726645136
ACH-000947,-0.25689452124400003
ACH-000948,-0.238964773341
ACH-000950,-0.189404783345
ACH-000953,-0.44989854948200003
ACH-000957,-0.103107606055
ACH-000958,-0.6815405847329999
ACH-000960,-0.207140982971
ACH-000963,-0.343257808794
ACH-000968,-0.908733273943
ACH-000969,-0.20291863425599999
ACH-000973,-0.29536005617899996
ACH-000974,-0.387881334049
ACH-000975,-0.21137257146
ACH-000976,-0.929053189357
ACH-000978,-1.0197420965200001
ACH-000980,-0.416844493604
ACH-000984,-0.128144956029
ACH-000986,-0.381293020848
ACH-000988,-0.197897297075
ACH-000993,-0.155621306425
ACH-000994,-0.101633344073
ACH-000996,-0.21130387931400002
ACH-001001,-0.19414708100900002
ACH-001020,-0.49338780784100006
ACH-001028,-0.23617062070099998
ACH-001031,-0.247215670898
ACH-001038,-0.197454804879
ACH-001048,-0.493979848568
ACH-001050,-0.786745818873
ACH-001053,-0.18415760609700002
ACH-001054,-0.719877499123
ACH-001061,-0.21127154271499998
ACH-001067,-0.372654383878
ACH-001075,-0.407900322581
ACH-001096,-0.391408563272
ACH-001128,0.0970976457187
ACH-001134,-0.0852740585345
ACH-001151,-0.19433657517499997
ACH-001163,-0.44481899689300003
ACH-001164,-0.413441374867
ACH-001173,-0.298230835842
ACH-001183,-0.215130940903
ACH-001184,-0.303077277945
ACH-001190,-0.656646022165
ACH-001192,-0.351444163257
ACH-001193,-0.274319836535
ACH-001196,-0.45492684038000003
ACH-001197,-0.398007643817
ACH-001205,-0.219222965199
ACH-001211,-0.293613544366
ACH-001212,-0.235684153191
ACH-001228,-0.223010388063
ACH-001232,-0.516367409988
ACH-001239,-0.45701542503
ACH-001274,-0.8019289092849999
ACH-001275,-0.42085439106
ACH-001277,-0.188703812872
ACH-001278,-0.21044108734499997
ACH-001280,-0.203573414891
ACH-001283,-0.167611903528
ACH-001289,-0.710899065552
ACH-001295,-0.576718321022
ACH-001300,-0.259312441972
ACH-001301,-0.260958339825
ACH-001302,-0.39116044102499997
ACH-001303,0.010948052095700002
ACH-001306,-0.422567477531
ACH-001318,-0.210159869705
ACH-001322,-0.28325890893399996
ACH-001328,-0.519202615849
ACH-001332,-0.744951720034
ACH-001333,-0.28478529655699997
ACH-001336,-0.47802782287
ACH-001340,-0.24081127616
ACH-001346,-1.10178368885
ACH-001353,-0.465451594237
ACH-001354,-0.274002126945
ACH-001367,-0.509490412347
ACH-001368,-0.348091042007
ACH-001374,-0.297286627942
ACH-001375,-0.525586312018
ACH-001377,-0.432294041107
ACH-001380,-0.90195510287
ACH-001391,-0.320426783693
ACH-001407,0.00797798601339
ACH-001408,-0.15902870917300002
ACH-001413,-0.824974041133
ACH-001430,-0.60426691475
ACH-001431,-0.6981156762190001
ACH-001450,-0.560851052095
ACH-001496,-0.297918824818
ACH-001500,-0.0683650282844
ACH-001521,0.0833591267048
ACH-001523,-0.559300265532
ACH-001532,-0.133490734651
ACH-001536,-0.20491765980700002
ACH-001550,-0.34751852973
ACH-001552,-0.550555970965
ACH-001554,-0.392807436854
ACH-001645,-0.699009420397
ACH-001654,-0.485927180608
ACH-001715,0.00418821408329
ACH-001735,-0.325712278955
ACH-001736,-0.564349320924
ACH-001737,-0.567624184763
ACH-001740,-0.6669920584669999
ACH-001745,-0.61185378568
ACH-001750,-0.45385085552500004
ACH-001765,-0.378724811549
ACH-001956,-0.280171877593
ACH-001957,-0.670426537774
