,IER3IP1 (51124)
ACH-000004,-0.028388307955900003
ACH-000007,-0.24513273914
ACH-000009,-1.07855179477
ACH-000011,-0.8077967928700001
ACH-000012,-0.0190480657798
ACH-000013,-0.654054093521
ACH-000014,-0.191713626671
ACH-000015,-0.17804870544799997
ACH-000017,-0.611712382466
ACH-000018,-0.168375141532
ACH-000019,-0.7057816256110001
ACH-000021,-0.31824916287599997
ACH-000022,-0.121991314783
ACH-000025,-0.214920674702
ACH-000028,-0.437265488339
ACH-000030,-0.440156408358
ACH-000035,-0.63081646418
ACH-000036,-0.531166085128
ACH-000037,-0.37656871775399997
ACH-000039,-0.136909020823
ACH-000040,0.0351402762923
ACH-000041,-0.0681172277835
ACH-000042,-0.13986911367799998
ACH-000045,-0.326023652657
ACH-000047,-0.032079756726799996
ACH-000052,-0.226724734528
ACH-000053,-0.0623443305495
ACH-000054,-0.126796731753
ACH-000055,-0.656079042536
ACH-000060,-0.39647302017499997
ACH-000067,-0.161529674428
ACH-000070,-0.265603567911
ACH-000075,-0.121562937872
ACH-000078,-0.081786956833
ACH-000082,-0.0749380150002
ACH-000085,-0.45515809945600005
ACH-000086,0.030387324637
ACH-000087,-0.149251974669
ACH-000092,-0.0286302428237
ACH-000095,-0.642125800525
ACH-000097,-0.74998365242
ACH-000098,-0.140409848777
ACH-000099,-0.402424637971
ACH-000108,-0.836757390676
ACH-000113,-0.530918086409
ACH-000115,-0.142806595112
ACH-000116,-0.167926360445
ACH-000118,-0.177545951791
ACH-000120,-0.97880005205
ACH-000123,-0.20844028004700002
ACH-000127,-0.09807490358689999
ACH-000128,-0.0779362295851
ACH-000132,-0.48851367943400004
ACH-000133,0.08718952933910001
ACH-000137,-0.613567828286
ACH-000138,-0.12740479862600002
ACH-000142,-0.19722058886500002
ACH-000143,-0.062294605820199994
ACH-000146,-0.20386643743000002
ACH-000148,0.0033687825605000004
ACH-000150,0.042714329540400005
ACH-000152,0.116347691953
ACH-000153,-1.2524135895200001
