,ECD (11319)
ACH-000243,-1.25717871985
ACH-000244,-1.3859687928600002
ACH-000246,-1.4697683497100003
ACH-000248,-0.7787416607269999
ACH-000250,-1.4068256604499998
ACH-000251,-1.31128014482
ACH-000253,-1.5039644652700002
ACH-000255,-1.06503858919
ACH-000256,-1.7834881852200002
ACH-000257,-1.50580303637
ACH-000258,-1.20425085652
ACH-000259,-1.30549691737
ACH-000260,-1.3247166164700002
ACH-000261,-1.29207743382
ACH-000262,-1.56044949287
ACH-000263,-1.2937182139799999
ACH-000264,-1.6888941918
ACH-000265,-1.2842798504700002
ACH-000266,-1.42752994725
ACH-000272,-1.169191167
ACH-000273,-1.52349785585
ACH-000274,-1.5755004401
ACH-000277,-1.5796213284600003
ACH-000278,-1.23616306764
ACH-000279,-1.53786548968
ACH-000280,-1.10071626057
ACH-000281,-1.50351560888
ACH-000288,-1.35269450408
ACH-000291,-1.24151641573
ACH-000293,-1.55754906109
ACH-000294,-1.30748949002
ACH-000295,-1.3647299475499999
ACH-000296,-1.47802771991
ACH-000302,-1.3807178177000001
ACH-000304,-1.26305864172
ACH-000307,-1.1681545207700001
ACH-000308,-1.58764069499
ACH-000310,-1.6995342965600002
ACH-000311,-1.1641409517799999
ACH-000312,-1.25040057405
ACH-000315,-1.45749977002
ACH-000316,-1.12304966275
ACH-000317,-0.770771084137
ACH-000318,-0.923624601318
ACH-000319,-1.53687931213
ACH-000320,-1.25425484044
ACH-000322,-1.43208236841
ACH-000323,-1.76351448842
ACH-000324,-1.1606344816399998
ACH-000329,-1.6592636675999999
ACH-000330,-1.3547700297799998
ACH-000331,-1.17414927465
ACH-000332,-1.33569365032
ACH-000334,-1.2100170243000001
ACH-000335,-1.4796383605
ACH-000336,-1.40622149371
ACH-000337,-1.21151848154
ACH-000339,-1.41375710153
ACH-000341,-1.26070578024
ACH-000348,-1.4418196967399999
ACH-000350,-1.12008861999
ACH-000352,-1.0423040102399999
ACH-000356,-1.3952237542500001
ACH-000361,-1.4799302100799998
ACH-000362,-1.12494118872
ACH-000363,-1.57057463945
ACH-000364,-1.2940535743000001
ACH-000365,-1.52969952238
ACH-000366,-1.3670343345299998
ACH-000368,-1.4549007540999999
ACH-000374,-1.30261127174
ACH-000375,-1.41919358796
ACH-000376,-1.3080343130299998
ACH-000381,-1.1833777589899999
ACH-000383,-1.5015566986000002
ACH-000387,-0.9917316297550001
ACH-000389,-1.22316560683
ACH-000390,-1.49794362195
ACH-000393,-1.18471409941
ACH-000395,-1.27415915573
ACH-000397,-1.1136274943100002
ACH-000401,-1.34486688511
ACH-000402,-1.3814624676299998
ACH-000403,-1.6725012673800002
ACH-000404,-1.3995760932199999
ACH-000406,-1.37760258764
ACH-000407,-1.16098533999
ACH-000408,-1.3066257471
ACH-000410,-1.35294270686
ACH-000411,-1.17879755184
ACH-000414,-1.33961569421
ACH-000415,-1.28810855526
ACH-000416,-1.39679597558
ACH-000420,-0.742793515733
ACH-000421,-1.3560866202500002
ACH-000424,-1.22148544794
ACH-000425,-1.5134209399599998
ACH-000426,-1.34924532859
ACH-000427,-1.30925355292
ACH-000433,-1.5463855954299999
ACH-000436,-1.20458460921
ACH-000444,-0.964014028734
ACH-000445,-1.54088526021
ACH-000448,-0.9487179392720001
ACH-000450,-1.36693500645
ACH-000452,-1.2522743449299998
ACH-000454,-1.1073603630600002
ACH-000458,-1.39014776901
ACH-000459,-1.3629614342899998
ACH-000460,-1.27267539452
ACH-000461,-0.761509497675
ACH-000463,-1.1711592215100002
ACH-000464,-1.18987972154
ACH-000466,-0.966668936344
ACH-000467,-1.3824752576800001
ACH-000468,-1.3867534632299998
ACH-000469,-1.06081426854
ACH-000470,-1.7816503410099997
ACH-000471,-1.01928538507
ACH-000472,-1.138128254
ACH-000473,-1.41528558903
ACH-000475,-1.24949010282
ACH-000476,-0.7573883709170001
ACH-000477,-0.8053512239630001
ACH-000480,-0.9413745765420001
ACH-000481,-1.54751501407
ACH-000483,-1.10510784624
ACH-000484,-1.9347980177700002
ACH-000485,-1.3626445134
ACH-000486,-1.40255040821
ACH-000487,-1.38572039519
ACH-000488,-1.08009528408
ACH-000490,-1.26967819184
ACH-000491,-1.57494738004
ACH-000495,-0.715289615192
ACH-000496,-1.44547190481
ACH-000499,-1.2023969517200002
ACH-000500,-0.715541263352
ACH-000502,-1.0783221403399998
ACH-000503,-1.3756509382100002
ACH-000505,-1.10458079682
ACH-000507,-1.15917041523
ACH-000510,-1.5014806692299998
ACH-000511,-1.2172746300200001
ACH-000512,-1.40895363654
ACH-000516,-1.5111504799200002
ACH-000517,-1.51845586118
ACH-000518,-1.45600025993
ACH-000520,-1.4292212071000001
ACH-000521,-1.26351754436
ACH-000522,-0.984076050753
ACH-000524,-1.70094790107
ACH-000527,-1.3680059216999998
ACH-000528,-1.1040296244499999
ACH-000537,-1.26028400471
ACH-000541,-1.37171226611
ACH-000542,-1.3678705221599998
ACH-000544,-1.34957943411
ACH-000545,-1.2195986307200002
ACH-000547,-1.29202251769
ACH-000548,-1.3200628271200001
ACH-000549,-1.53905425967
ACH-000550,-1.26642948763
ACH-000552,-1.05178346783
ACH-000556,-1.7462995931599998
ACH-000557,-1.18975356842
ACH-000570,-1.2685320391500001
ACH-000571,-1.28735920629
ACH-000573,-1.0848615199299998
ACH-000576,-1.37703340535
ACH-000580,-1.7956407873299998
ACH-000584,-1.36224386228
ACH-000585,-1.1104095399
ACH-000588,-1.03990538132
ACH-000589,-1.30117070906
ACH-000591,-1.22898987855
ACH-000593,-1.36796552908
ACH-000600,-1.1233265667899999
ACH-000601,-1.40343263764
ACH-000604,-1.36752920432
ACH-000605,-1.21914266809
ACH-000606,-1.20936406802
ACH-000608,-2.2156739322799996
ACH-000614,-1.48379154095
ACH-000616,-1.10371562001
ACH-000618,-0.942898183257
ACH-000619,-1.2329359234100001
ACH-000620,-1.36796466764
ACH-000621,-1.6670357188999998
ACH-000622,-1.16388179224
ACH-000623,-1.55707626775
ACH-000624,-1.07837544233
ACH-000627,-1.24939169461
ACH-000630,-0.9470474416310001
ACH-000632,-1.18745789171
ACH-000633,-1.52895153975
ACH-000637,-0.827093186424
ACH-000638,-1.53309286753
ACH-000646,-1.53899967889
ACH-000647,-0.984675370654
ACH-000648,-1.32054488201
ACH-000649,-1.26113578677
ACH-000651,-1.24343876985
ACH-000652,-1.227745193
ACH-000653,-1.45288252053
ACH-000657,-0.954388633738
ACH-000658,-1.2644418730299998
ACH-000661,-1.19031290951
ACH-000662,-1.40483577943
ACH-000663,-1.3526342868099999
ACH-000665,-1.34874759917
ACH-000671,-0.7713202062190001
ACH-000673,-1.41682401477
ACH-000676,-1.2461304613200002
ACH-000677,-1.24304524752
ACH-000681,-1.14060712515
ACH-000682,-1.00913272897
ACH-000683,-1.08594095023
ACH-000684,-1.2237122152700002
ACH-000688,-1.9029782950099998
ACH-000693,-1.34981425352
ACH-000694,-1.2843310164100001
ACH-000695,-1.48489401139
ACH-000696,-1.10608522235
ACH-000697,-1.56201252263
ACH-000699,-1.8644687852000001
ACH-000701,-1.33876476644
ACH-000706,-1.27482419229
ACH-000711,-1.44492865039
ACH-000713,-1.24323849615
ACH-000714,-1.4295781114700001
ACH-000718,-1.71308014636
ACH-000720,-1.44945114697
ACH-000721,-1.08961447043
ACH-000724,-0.90938688941
ACH-000725,-1.35090965046
ACH-000732,-0.876768104297
ACH-000734,-1.09401307176
ACH-000735,-1.1512845252500001
ACH-000736,-1.38774386838
ACH-000738,-1.26995716926
ACH-000746,-1.2318009289799998
ACH-000747,-1.29791030466
ACH-000748,-1.27547869937
ACH-000753,-1.32063649959
ACH-000756,-1.33682164186
ACH-000757,-1.51047221961
ACH-000758,-1.32585367482
ACH-000760,-1.34965170853
ACH-000763,-1.7970972010900004
ACH-000764,-1.35191906326
ACH-000765,-1.3160106108399998
ACH-000766,-1.02716439995
ACH-000767,-1.9496554937200001
ACH-000768,-1.2098968114
ACH-000769,-1.2336451755
ACH-000770,-1.48309235659
ACH-000771,-1.21087424608
ACH-000773,-1.2030121497600001
ACH-000776,-0.910019987498
ACH-000777,-1.21842679678
ACH-000778,-0.8252087134020001
ACH-000781,-1.2172605543200001
ACH-000782,-1.32488939661
ACH-000783,-1.8957230694
ACH-000784,-1.45674744539
ACH-000785,-1.4799011756
ACH-000787,-1.2674818350900001
ACH-000788,-1.40129747815
ACH-000791,-1.4222649386300001
ACH-000792,-1.18360375172
ACH-000794,-1.34108430048
ACH-000796,-1.58041657511
ACH-000799,-1.7761784617900003
ACH-000800,-1.58226897951
ACH-000802,-1.22527269031
ACH-000804,-1.4340438178900001
ACH-000805,-1.5754922410499999
ACH-000809,-1.0887905925599999
ACH-000810,-1.3537766398
ACH-000811,-1.5670422405200002
ACH-000817,-0.834715873232
ACH-000819,-1.40180478716
ACH-000820,-1.21689223295
ACH-000821,-1.31046710137
ACH-000822,-2.00076944669
ACH-000823,-1.05459903668
ACH-000824,-1.06807586199
ACH-000827,-1.2675933392799998
ACH-000829,-1.32799746782
ACH-000831,-1.1245698076200001
ACH-000832,-1.3385709103299999
ACH-000833,-0.926783477236
ACH-000834,-0.935072808798
ACH-000835,-1.2286126216
ACH-000836,-0.996380793507
ACH-000837,-1.39864196239
ACH-000838,-0.9467529339280001
ACH-000839,-1.27497375219
ACH-000840,-1.3215802695999999
ACH-000841,-1.2292167227200002
ACH-000843,-1.06054884075
ACH-000846,-1.14754481913
ACH-000847,-1.4089572693
ACH-000848,-1.3685776521700002
ACH-000849,-1.50464130603
ACH-000851,-1.42436455007
ACH-000855,-1.2893159084999999
ACH-000856,-1.1480155117
ACH-000858,-1.30000503359
ACH-000859,-0.957000706626
ACH-000861,-1.31778616956
ACH-000862,-1.6406077560699999
ACH-000865,-1.18407196439
ACH-000866,-1.3882712560100001
ACH-000867,-1.53521002461
ACH-000869,-1.64796048272
ACH-000872,-1.00492216204
ACH-000873,-1.07809329091
ACH-000876,-1.23985124933
ACH-000878,-0.793262238469
ACH-000880,-1.47530206117
ACH-000881,-1.2931156974
ACH-000882,-1.45699274488
ACH-000884,-1.40154962496
ACH-000885,-1.40820091737
ACH-000887,-1.31079649789
ACH-000888,-1.5034519476800001
ACH-000889,-1.7023660730799999
ACH-000890,-1.40913887261
ACH-000896,-1.3250540764299998
ACH-000898,-1.48331761802
ACH-000900,-1.4386536042500002
ACH-000901,-1.59234039977
ACH-000905,-1.40046448205
ACH-000906,-1.37832426716
ACH-000907,-1.5560511358899998
ACH-000910,-1.5797127069799999
ACH-000911,-1.00418102096
ACH-000912,-1.3039196095
ACH-000913,-1.31984702475
ACH-000915,-1.3393040285200002
ACH-000916,-1.04866350818
ACH-000917,-1.2037574282999999
ACH-000921,-1.25325502081
ACH-000924,-1.5319904058000002
ACH-000926,-1.1218024463299998
ACH-000928,-1.39708064926
ACH-000929,-0.77264587947
ACH-000932,-1.31418537829
ACH-000935,-1.40839707487
ACH-000936,-1.0269528758600002
ACH-000937,-1.28589155889
ACH-000938,-1.53569775461
ACH-000939,-1.02288998292
ACH-000941,-1.43863290597
ACH-000943,-1.32995707769
ACH-000946,-1.0931455437200002
ACH-000947,-1.36043283759
ACH-000948,-1.01232240069
ACH-000950,-0.88954691347
ACH-000953,-1.3086782869700002
ACH-000957,-1.2145430605
ACH-000958,-1.2657343692899998
ACH-000960,-1.28885064951
ACH-000963,-1.04273663465
ACH-000968,-1.26937656328
ACH-000969,-1.69725042179
ACH-000973,-1.49538249896
ACH-000974,-1.14082767048
ACH-000975,-1.53526495764
ACH-000976,-0.825553921663
ACH-000978,-1.14612911554
ACH-000980,-1.44491286387
ACH-000984,-1.65887807759
ACH-000986,-1.3662677111200001
ACH-000988,-1.61364666038
ACH-000993,-1.19397987863
ACH-000994,-1.70069453665
ACH-000996,-1.5429615993999999
ACH-001001,-1.27330051379
ACH-001020,-1.3983560767200003
ACH-001028,-1.54700571852
ACH-001031,-1.44582630163
ACH-001038,-1.15376834448
ACH-001048,-1.62559058658
ACH-001050,-1.04910603302
ACH-001053,-1.4680142754499999
ACH-001054,-1.26401002735
ACH-001061,-1.12874812781
ACH-001067,-1.56896840713
ACH-001075,-1.4434508522
ACH-001096,-1.31439534356
ACH-001128,-0.746468329303
ACH-001134,-1.2332275909000001
ACH-001151,-1.3847566226499999
ACH-001163,-1.46674718859
ACH-001164,-1.58726907746
ACH-001173,-1.15234981154
ACH-001183,-1.35761033935
ACH-001184,-1.4324345069100002
ACH-001190,-1.25479847412
ACH-001192,-1.75086552004
ACH-001193,-1.11612502814
ACH-001196,-1.1173755972600001
ACH-001197,-1.69039126318
ACH-001205,-1.65189138912
ACH-001211,-1.19414398439
ACH-001212,-1.44435896009
ACH-001228,-1.68903851644
ACH-001232,-1.35656452273
ACH-001239,-1.46862478107
ACH-001274,-1.16199280176
ACH-001275,-1.6689140134799998
ACH-001277,-1.5595523214700002
ACH-001278,-1.38668193042
ACH-001280,-1.7038980987099999
ACH-001283,-1.49853155722
ACH-001289,-1.2726394132899999
ACH-001295,-1.5278369572100001
ACH-001300,-1.41185547079
ACH-001301,-1.4954240090900002
ACH-001302,-1.4037135215
ACH-001303,-1.7492511913599997
ACH-001306,-1.0583989170700001
ACH-001318,-1.25811872064
ACH-001322,-1.50584086449
ACH-001328,-1.19109599089
ACH-001332,-1.4875340243200001
ACH-001333,-1.41010397276
ACH-001336,-1.3098334275
ACH-001340,-1.35869722192
ACH-001346,-1.12160958891
ACH-001353,-1.47221143028
ACH-001354,-1.11970254808
ACH-001367,-1.30453826334
ACH-001368,-1.47348831464
ACH-001374,-1.1485219021100002
ACH-001375,-1.47963610714
ACH-001377,-1.27117977645
ACH-001380,-1.26655319729
ACH-001391,-1.7777047489400002
ACH-001407,-1.22621851126
ACH-001408,-1.00548334199
ACH-001413,-1.4872624323399999
ACH-001430,-1.5714990221399998
ACH-001431,-1.7175430169900001
ACH-001450,-0.9321048124789999
ACH-001496,-0.8341668190610001
ACH-001500,-1.0107076231299998
ACH-001521,-1.1001233194700002
ACH-001523,-0.812679314806
ACH-001532,-1.42865204025
ACH-001536,-1.17475872219
ACH-001550,-1.2030566273
ACH-001552,-1.6136006411700001
ACH-001554,-1.24721755339
ACH-001645,-0.911721675853
ACH-001654,-1.50860359982
ACH-001715,-1.3830678641499998
ACH-001735,-1.55347143755
ACH-001736,-1.09561919811
ACH-001737,-1.73853360442
ACH-001740,-1.40066078228
ACH-001745,-1.29370942329
ACH-001750,-1.4243379833200003
ACH-001765,-1.37505273729
ACH-001956,-1.43446574553
ACH-001957,-1.56729509615
