,SNCB (6620)
ACH-000004,0.186050787252
ACH-000007,0.21905479069699998
ACH-000009,0.0562381363774
ACH-000011,-0.194798308873
ACH-000012,0.07821468202000001
ACH-000013,0.127561805886
ACH-000014,-0.046425813128500006
ACH-000015,0.148398448973
ACH-000017,0.052053694871800005
ACH-000018,0.057905354836
ACH-000019,-0.104289771217
ACH-000021,0.0805551118107
ACH-000022,0.21302154622900002
ACH-000025,-0.08754741116520001
ACH-000028,0.217135821043
ACH-000030,0.114492710489
ACH-000035,0.053752764470499995
ACH-000036,0.17597930870200001
ACH-000037,0.137115264743
ACH-000039,0.263352719951
ACH-000040,0.00943414982594
ACH-000041,0.181542705274
ACH-000042,0.153451091995
ACH-000045,-0.049348030581400006
ACH-000047,-0.0740685975004
ACH-000052,0.275881332079
ACH-000053,0.19703777393599997
ACH-000054,-0.00833365885725
ACH-000055,0.054978048098099995
ACH-000060,0.0466951393424
ACH-000067,-0.083049507124
ACH-000070,-0.07050509053560002
ACH-000075,0.011044881598100001
ACH-000078,-0.0637910872764
ACH-000082,-0.0783553570782
ACH-000085,0.044977028921
ACH-000086,0.00141904495011
ACH-000087,0.353326476281
ACH-000092,-0.0408909840149
ACH-000095,0.105190884823
ACH-000097,0.13347960146500001
ACH-000098,-0.10269471148399999
ACH-000099,-0.0159809937338
ACH-000108,0.0424831899874
ACH-000113,0.177801738618
ACH-000115,-0.052177637782800004
ACH-000116,0.125452576685
ACH-000118,0.222833310812
ACH-000120,0.08044061295180001
ACH-000123,0.0567850788093
ACH-000127,0.0699059223934
ACH-000128,0.06775584059880001
ACH-000132,-0.0732221089416
ACH-000133,0.0406209182346
ACH-000137,-0.11818291314099999
ACH-000138,0.07201654546889999
ACH-000142,0.22688418574000002
ACH-000143,0.0154038913372
ACH-000146,-0.025227099314799998
ACH-000148,-0.031062266498099997
ACH-000150,-0.160062840327
ACH-000152,-0.0100574423274
ACH-000153,0.215799516653
ACH-000159,0.167583665565
ACH-000160,-0.139089777285
ACH-000163,0.128900696289
ACH-000167,0.1254605794
ACH-000168,-0.163628162365
ACH-000169,0.0026695270296100003
ACH-000178,-0.0686897745446
ACH-000182,0.0831617541968
ACH-000183,-0.100491144156
ACH-000188,0.058958887936199994
ACH-000189,0.203482244542
ACH-000190,0.061410283132
ACH-000198,0.0470321161215
ACH-000204,0.18163786207600002
ACH-000206,0.174986402797
ACH-000207,0.297999499656
ACH-000211,0.0870556674005
ACH-000215,0.0335774181705
ACH-000221,0.298593658781
ACH-000222,0.0899626216921
ACH-000223,-0.014817613149999999
ACH-000226,-0.232955506127
ACH-000227,-0.0754890841211
ACH-000228,0.11983188627699999
ACH-000231,-0.013172508944600002
ACH-000232,0.0390835385478
ACH-000233,0.0016105532285999999
ACH-000234,-0.0173160083705
ACH-000235,0.175960081457
ACH-000237,-0.0642027365875
ACH-000238,-0.102584359761
ACH-000243,0.176242048025
ACH-000244,-0.016053383841600002
ACH-000246,0.138746549977
ACH-000248,-0.056766440685300006
ACH-000250,-0.0868643945018
ACH-000251,-0.013369465629700001
ACH-000253,0.07900213972910002
ACH-000255,0.0231757410919
ACH-000256,-0.0287273949394
ACH-000257,-0.122083497899
ACH-000258,0.372365801774
ACH-000259,-0.0401659911949
ACH-000260,0.00706091073186
ACH-000261,-0.0316722527959
ACH-000262,0.0602383909021
ACH-000263,0.114575090866
ACH-000264,-0.000734870283122
ACH-000265,0.14587987693
ACH-000266,0.0908910857332
ACH-000272,0.164246804084
ACH-000273,0.144197010176
ACH-000274,-0.38393003439900003
ACH-000277,-0.055937090824300005
ACH-000278,0.11318781723600001
ACH-000279,-0.012202391140700002
ACH-000280,0.03660855386569999
ACH-000281,0.145276166106
ACH-000288,0.0682303171723
ACH-000291,0.0396974772686
ACH-000293,-0.220615726725
ACH-000294,0.120614453937
ACH-000295,0.0637250085458
ACH-000296,0.0724456788405
ACH-000302,0.112904527859
ACH-000304,0.044586683719699996
ACH-000307,0.115937709304
ACH-000308,0.0475254454901
