,CERK (64781)
ACH-000004,-0.0912561421043
ACH-000007,-0.11511026681299999
ACH-000009,-0.131274576974
ACH-000011,-0.173245718063
ACH-000012,-0.316333440096
ACH-000013,-0.239065477109
ACH-000014,0.08918276538270001
ACH-000015,-0.140221996788
ACH-000017,-0.09982706178189998
ACH-000018,-0.14822780894999998
ACH-000019,-0.182586185129
ACH-000021,-0.145019648994
ACH-000022,-0.244345533433
ACH-000025,-0.46192608408200003
ACH-000028,-0.264101442288
ACH-000030,-0.252969557622
ACH-000035,-0.033657924013900005
ACH-000036,-0.323715678319
ACH-000037,-0.16057465670399998
ACH-000039,-0.16219734764399998
ACH-000040,-0.114164102705
ACH-000041,-0.248742519726
ACH-000042,-0.141639032937
ACH-000045,-0.172934160405
ACH-000047,-0.286510755457
ACH-000052,-0.121218118007
ACH-000053,-0.264484720731
ACH-000054,-0.09930032236339999
ACH-000055,-0.147614075134
ACH-000060,-0.17072971879299997
ACH-000067,-0.186574498541
ACH-000070,0.04963981165300001
ACH-000075,-0.0527387344967
ACH-000078,-0.477063709609
ACH-000082,-0.07279730426900001
ACH-000085,-0.0465076597892
ACH-000086,0.044564922047300004
ACH-000087,-0.274552769586
ACH-000092,-0.219580234282
ACH-000095,-0.278807881256
ACH-000097,-0.18247080598700002
ACH-000098,-0.180318438251
ACH-000099,-0.413526460185
ACH-000108,-0.179924257119
ACH-000113,-0.21782389101
ACH-000115,-0.394360382268
ACH-000116,-0.17481778669700002
ACH-000118,-0.183866651164
ACH-000120,-0.309885090681
ACH-000123,-0.232863526367
ACH-000127,-0.062383182403
ACH-000128,-0.005572828285020001
ACH-000132,-0.267082375112
ACH-000133,-0.21028919642299998
ACH-000137,-0.43266926474699996
ACH-000138,-0.00250724857332
ACH-000142,0.0982751631925
ACH-000143,-0.39971069770499995
ACH-000146,-0.26807804859900003
ACH-000148,-0.318267979616
ACH-000150,-0.188759255916
ACH-000152,-0.290380894648
ACH-000153,-0.28155771411499997
ACH-000159,-0.167399525031
ACH-000160,-0.109316692256
ACH-000163,-0.123831533304
ACH-000167,-0.155511608772
ACH-000168,-0.39052770838399997
ACH-000169,-0.155840344651
ACH-000178,-0.20049156622900002
ACH-000182,-0.192848071962
ACH-000183,-0.115207538204
ACH-000188,-0.09579741937380001
ACH-000189,0.28130762456700004
ACH-000190,-0.08152715997660001
ACH-000198,-0.2667183931
ACH-000204,-0.0880267344326
ACH-000206,-0.241924922157
ACH-000207,-0.316565565367
ACH-000211,-0.221481747782
ACH-000215,-0.201764394691
ACH-000221,-0.32570067004700004
ACH-000222,-0.33550671305999996
ACH-000223,-0.165231876605
ACH-000226,-0.056559047198400006
ACH-000227,-0.674783547896
ACH-000228,-0.32254577531399997
ACH-000231,-0.353844354979
ACH-000232,-0.252804657638
ACH-000233,-0.456193074159
ACH-000234,-0.261108830486
ACH-000235,-0.337226934288
ACH-000237,-0.22785724022599999
ACH-000238,-0.361377984211
ACH-000243,-0.147024989675
ACH-000244,-0.108827928706
ACH-000246,-0.219884197049
ACH-000248,-0.09124719261900001
ACH-000250,-0.170233118908
ACH-000251,-0.014781871846200003
ACH-000253,-0.297049860831
ACH-000255,-0.309673309067
ACH-000256,-0.268646274123
ACH-000257,-0.033617996038
ACH-000258,-0.043031940049599995
ACH-000259,-0.28474867056
ACH-000260,-0.322689568149
ACH-000261,-0.28157324764499997
ACH-000262,-0.220846345708
ACH-000263,-0.173821037559
ACH-000264,-0.233101056081
ACH-000265,-0.20393121005800002
ACH-000266,-0.21930875168000002
ACH-000272,-0.248332791926
ACH-000273,-0.351631446906
ACH-000274,-0.215987532953
ACH-000277,0.00711052988502
ACH-000278,-0.254901630845
ACH-000279,-0.201528379436
ACH-000280,-0.133660629069
ACH-000281,-0.383796570595
ACH-000288,-0.18088157960700002
ACH-000291,-0.248806413282
ACH-000293,-0.15848901932700002
ACH-000294,-0.130708294375
ACH-000295,-0.206887597595
ACH-000296,-0.256265539137
ACH-000302,-0.226208462247
ACH-000304,-0.00943712318008
ACH-000307,-0.19410329165600002
ACH-000308,-0.32920787581300004
ACH-000310,-0.373969218421
ACH-000311,-0.137632584619
ACH-000312,-0.273177422961
ACH-000315,-0.155960521653
ACH-000316,-0.394799232636
ACH-000317,-0.276197061527
ACH-000318,-0.292697114931
ACH-000319,-0.136783825633
ACH-000320,-0.158403269705
ACH-000322,-0.525455081444
ACH-000323,-0.359641114209
ACH-000324,-0.38833040107
ACH-000329,-0.09798659869210001
ACH-000330,-0.207659806126
ACH-000331,-0.21513942112599999
ACH-000332,-0.199203535061
ACH-000334,-0.10860838625399999
ACH-000335,-0.516759535794
ACH-000336,-0.662672620304
ACH-000337,-0.32708216445099997
ACH-000339,-0.167436852453
ACH-000341,-0.194062968692
ACH-000348,-0.074934110715
ACH-000350,-0.243431136467
ACH-000352,-0.134589517842
ACH-000356,-0.0179159717918
ACH-000361,-0.210960449526
ACH-000362,-0.183707462481
ACH-000363,-0.206387839768
ACH-000364,-0.0475566027023
ACH-000365,-0.131663742087
ACH-000366,-0.24340542778000002
ACH-000368,-0.34769176047399997
ACH-000374,-0.276833467183
ACH-000375,-0.0856170702042
ACH-000376,-0.18354410304299998
ACH-000381,-0.188001728536
ACH-000383,-0.361993287798
ACH-000387,-0.24544601018800002
ACH-000389,-0.45553104279
ACH-000390,-0.362024667825
ACH-000393,-0.184549235433
ACH-000395,-0.318514448303
ACH-000397,-0.179111772804
ACH-000401,-0.28896842484
ACH-000402,-0.120660782127
ACH-000403,-0.27663205730900003
ACH-000404,-0.261029508685
ACH-000406,-0.235496168361
ACH-000407,-0.12080197129100001
ACH-000408,-0.352622311256
ACH-000410,-0.10534705603700001
ACH-000411,-0.23307068875700002
ACH-000414,-0.188031775462
ACH-000415,-0.244758190057
ACH-000416,-0.338654050048
ACH-000420,-0.262697896057
ACH-000421,-0.180171437762
ACH-000424,-0.0656128448241
ACH-000425,-0.267885512624
ACH-000426,-0.280755684227
