,ARCN1 (372)
ACH-000004,-0.67116709973
ACH-000007,-1.3647213288100002
ACH-000009,-1.16941626918
ACH-000011,-1.17158512282
ACH-000012,-1.4482305576499999
ACH-000013,-1.18641519366
ACH-000014,-1.22168264215
ACH-000015,-1.26416599446
ACH-000017,-1.4587733383700001
ACH-000018,-1.0867018962000001
ACH-000019,-1.61199468516
ACH-000021,-0.878368857917
ACH-000022,-1.1966444549600002
ACH-000025,-1.19087432207
ACH-000028,-1.26212950126
ACH-000030,-0.974489577861
ACH-000035,-0.804545224596
ACH-000036,-1.15750987019
ACH-000037,-1.7636280738299999
ACH-000039,-1.6349116454600001
ACH-000040,-1.0609213222799998
ACH-000041,-0.83289639923
ACH-000042,-1.08453106066
ACH-000045,-1.4343532213499999
ACH-000047,-1.26028203558
ACH-000052,-1.0066349702600002
ACH-000053,-1.48760537516
ACH-000054,-1.36223196909
ACH-000055,-1.0000720487399999
ACH-000060,-1.27076012491
ACH-000067,-1.0618285382200001
ACH-000070,-1.14562051467
ACH-000075,-1.53516289564
ACH-000078,-1.33786125201
ACH-000082,-1.37373888514
ACH-000085,-1.1086684309000001
ACH-000086,-1.3567762164200001
ACH-000087,-1.43544592373
ACH-000092,-1.31363477166
ACH-000095,-1.36455536634
ACH-000097,-1.4975635109799998
ACH-000098,-1.18158673831
ACH-000099,-1.46354128566
ACH-000108,-1.0061951557200002
ACH-000113,-1.34515452788
ACH-000115,-1.75444505496
ACH-000116,-1.39682691556
ACH-000118,-1.21956956562
ACH-000120,-1.16842187279
ACH-000123,-1.36680459604
ACH-000127,-1.2529178492200002
ACH-000128,-1.26946124698
ACH-000132,-1.21768806313
ACH-000133,-1.1990099488700001
ACH-000137,-1.2645010032700001
ACH-000138,-1.25821309021
ACH-000142,-1.20390372076
ACH-000143,-1.23425839
ACH-000146,-1.1768126688
ACH-000148,-1.3221837735100002
ACH-000150,-1.20364570677
ACH-000152,-1.14969618463
ACH-000153,-1.00031562088
ACH-000159,-1.44534250811
ACH-000160,-1.1692621159999999
