,R3HDML (140902)
ACH-000004,0.09647683042989999
ACH-000007,0.0852203838456
ACH-000009,-0.143359698594
ACH-000011,-0.24453377328899997
ACH-000012,-0.03325756246
ACH-000013,0.023971017268099998
ACH-000014,-0.07507854861539999
ACH-000015,-0.0830424445353
ACH-000017,-0.0165059819848
ACH-000018,-0.0355419617768
ACH-000019,-0.20233982393599997
ACH-000021,-0.163376253038
ACH-000022,-0.0916839047508
ACH-000025,0.0411120865078
ACH-000028,0.133359454325
ACH-000030,-0.225861067815
ACH-000035,-0.045552501157
ACH-000036,-0.12124205719
ACH-000037,-0.10531244287000001
ACH-000039,-0.33879183114699996
ACH-000040,-0.029399889126400004
ACH-000041,0.056858261163999994
ACH-000042,-0.16835086827799997
ACH-000045,0.000146709277924
ACH-000047,-0.16615097468
ACH-000052,-0.252929055374
ACH-000053,-0.21939317039200001
ACH-000054,-0.259109785208
ACH-000055,0.0638631939648
ACH-000060,-0.0870998757327
ACH-000067,-0.16678670659199998
ACH-000070,0.0289236343774
ACH-000075,-0.126836257494
ACH-000078,-0.23654137318500001
ACH-000082,-0.0275036570457
ACH-000085,-0.489917887205
ACH-000086,-0.0425042680588
ACH-000087,-0.0184457600194
ACH-000092,-0.151981973475
ACH-000095,0.018438639395299997
ACH-000097,-0.185711261006
ACH-000098,-0.054759897102499996
ACH-000099,-0.115030705377
ACH-000108,-0.0969700202475
ACH-000113,-0.0253630962787
ACH-000115,-0.0878994648628
ACH-000116,-0.0698259838518
ACH-000118,-0.11867156231499999
ACH-000120,0.0473421516959
ACH-000123,-0.11505863974700001
ACH-000127,-0.174530197528
ACH-000128,-0.0343516783965
ACH-000132,0.170957770308
ACH-000133,-0.22106458595800002
ACH-000137,-0.0384319014811
ACH-000138,-0.05358133512680001
ACH-000142,0.021831846354799997
ACH-000143,0.0331142748277
ACH-000146,-0.0692324660587
ACH-000148,-0.157389262423
ACH-000150,-0.024993573724000004
ACH-000152,-0.26210744369600003
ACH-000153,-0.131736809393
ACH-000159,-0.0732009002892
ACH-000160,-0.141382497731
ACH-000163,-0.110468322082
ACH-000167,-0.176142714507
ACH-000168,-0.129196188843
ACH-000169,-0.194174295603
ACH-000178,-0.171257291823
ACH-000182,-0.17143621920000002
ACH-000183,-0.269100527323
ACH-000188,-0.013851245699200002
ACH-000189,-0.33177899250500004
ACH-000190,-0.200955459753
ACH-000198,-0.022499168081999997
ACH-000204,-0.0631334555592
ACH-000206,-0.000406347431165
ACH-000207,-0.0188837082233
ACH-000211,-0.07627712578769999
ACH-000215,-0.0808143799604
ACH-000221,-0.218870625337
ACH-000222,-0.104846933886
ACH-000223,-0.058978136962
ACH-000226,-0.115909267022
ACH-000227,0.0365536793228
ACH-000228,-0.049860624099399994
ACH-000231,-0.105317985128
ACH-000232,-0.024517097322900003
ACH-000233,-0.19039130158599998
ACH-000234,-0.0590896076324
ACH-000235,-0.10014870819499999
ACH-000237,-0.218689184457
ACH-000238,-0.115817450898
ACH-000243,-0.049905896186
ACH-000244,-0.364749120837
ACH-000246,-0.155823255721
ACH-000248,-0.0254721147004
ACH-000250,-0.164084344567
ACH-000251,0.0802531070985
ACH-000253,-0.054149863756
ACH-000255,-0.0270331351291
ACH-000256,-0.00014396998121700002
ACH-000257,0.093053193414
ACH-000258,-0.34426889188299997
ACH-000259,-0.0485208467283
ACH-000260,-0.14418391986
ACH-000261,-0.199273840239
ACH-000262,-0.0968305098805
ACH-000263,0.072160493018
ACH-000264,-0.155513611227
ACH-000265,-0.0349507060918
ACH-000266,-0.059488282474300005
ACH-000272,-0.241312331525
ACH-000273,-0.0322719165772
ACH-000274,-0.0878087901297
ACH-000277,-0.593587733411
ACH-000278,-0.15682614254799998
ACH-000279,0.09870388864089999
ACH-000280,-0.187905849406
ACH-000281,-0.141185712894
ACH-000288,-0.0213262975177
ACH-000291,-0.14236800689999998
ACH-000293,-0.0386789606038
ACH-000294,-0.216424675169
ACH-000295,0.050235211291399996
ACH-000296,-0.0267025733072
ACH-000302,-0.0678216768228
ACH-000304,0.103992787035
ACH-000307,-0.0654588355796
ACH-000308,-0.134086098163
ACH-000310,0.0457323016253
ACH-000311,-0.0161056927298
ACH-000312,-0.0134312199948
ACH-000315,-0.350130384111
ACH-000316,-0.0727545062333
ACH-000317,-0.0253094217256
ACH-000318,-0.0736097591943
ACH-000319,-0.0706280559966
ACH-000320,0.214190219942
ACH-000322,-0.289160438235
ACH-000323,0.046359951292900006
ACH-000324,-0.1632894071
ACH-000329,-0.08563435184839999
ACH-000330,-0.25664160504
ACH-000331,-0.279057396221
ACH-000332,-0.0382929990637
ACH-000334,0.0839174871982
ACH-000335,0.0790976960869
ACH-000336,0.27797396570099997
ACH-000337,-0.173316902799
ACH-000339,-0.013370752304700001
ACH-000341,0.0463913690515
ACH-000348,-0.131630041912
ACH-000350,-0.253769234081
ACH-000352,-0.0584752902834
ACH-000356,-0.116812311688
ACH-000361,-0.0737029601303
ACH-000362,0.0052586188433599995
ACH-000363,-0.103077663425
ACH-000364,-0.034144184381599996
ACH-000365,0.0786077479433
ACH-000366,-0.0415414226631
ACH-000368,-0.0888417101917
ACH-000374,0.0863676325482
ACH-000375,-0.285234434225
ACH-000376,-0.192285240033
