,PXDC1 (221749)
ACH-000004,0.01315736476
ACH-000007,0.102074579063
ACH-000009,-0.08528078224469998
ACH-000011,0.122061840901
ACH-000012,-0.0522568769334
ACH-000013,0.08603224213749999
ACH-000014,0.120484197085
ACH-000015,0.115035698401
ACH-000017,0.21280716752300002
ACH-000018,-0.17402111657299998
ACH-000019,-0.0905581828063
ACH-000021,0.0835635865306
ACH-000022,0.140914946715
ACH-000025,0.0763018358407
ACH-000028,0.126352831513
ACH-000030,0.144207208599
ACH-000035,0.0448707345974
ACH-000036,0.103029575322
ACH-000037,-0.00652345650181
ACH-000039,0.216478674646
ACH-000040,0.033479212067599996
ACH-000041,0.036516516342000004
ACH-000042,0.0485829208428
ACH-000045,0.19277814929200002
ACH-000047,-0.10065666459599999
ACH-000052,-0.130835662407
ACH-000053,0.031983559767400006
ACH-000054,0.0898892274086
ACH-000055,0.0351839298509
ACH-000060,0.00158505141996
ACH-000067,-0.0108719344359
ACH-000070,0.020853656214400003
ACH-000075,0.108981581489
ACH-000078,0.136227729147
ACH-000082,-0.0933758417722
ACH-000085,0.17461863796799998
ACH-000086,0.132618155272
ACH-000087,0.0016192580053000002
ACH-000092,0.00700487116614
ACH-000095,0.0865383278053
ACH-000097,0.0272118755406
ACH-000098,-0.0846466883551
ACH-000099,0.0759769133435
ACH-000108,0.107066342983
ACH-000113,0.207698255515
ACH-000115,-0.0704069347638
ACH-000116,-0.10286907294099999
ACH-000118,0.0456987539286
ACH-000120,-0.149208456055
ACH-000123,0.043088521369500005
ACH-000127,-0.10445684639799999
ACH-000128,-0.0137362300416
ACH-000132,0.014927097952100002
ACH-000133,0.24089265319000003
ACH-000137,-0.13309775809399998
ACH-000138,-0.123475450571
ACH-000142,-0.0166689016878
ACH-000143,-0.09587131698319999
ACH-000146,0.06731455575709999
ACH-000148,0.133351677639
ACH-000150,0.10381000469
ACH-000152,0.133253028247
ACH-000153,0.21072431497699998
ACH-000159,0.0153362147126
ACH-000160,-0.0417846769824
ACH-000163,0.12092467150599999
ACH-000167,0.08937130175560001
ACH-000168,0.040429288264300006
ACH-000169,0.0205092244933
ACH-000178,0.0848452355511
ACH-000182,-0.031634036521
ACH-000183,0.13373049544600002
ACH-000188,0.123133446924
ACH-000189,-0.42678700410400006
ACH-000190,-0.0251641669128
ACH-000198,0.0908199484853
ACH-000204,0.122584360509
ACH-000206,-0.273159834001
ACH-000207,-0.0121399734116
ACH-000211,-0.006816033813840001
ACH-000215,0.08901701792480002
ACH-000221,0.0500342697685
ACH-000222,-0.296965203093
ACH-000223,0.00934752015899
ACH-000226,-0.147459709378
ACH-000227,0.0667178181002
ACH-000228,0.029028542106599997
ACH-000231,-0.04758248113059999
ACH-000232,0.014624640402799998
