,PTF1A (256297)
ACH-000244,0.101556594767
ACH-000246,-0.0334923815705
ACH-000248,0.0990393131312
ACH-000250,0.00268186524271
ACH-000251,0.015770462902799997
ACH-000253,0.08577451063539998
ACH-000255,-0.0990739876521
ACH-000256,0.0549903838628
ACH-000257,-0.17847879480300002
ACH-000258,0.362512330912
ACH-000259,-0.0845008253997
ACH-000260,-0.077832071554
ACH-000261,0.016795770374100003
ACH-000262,-0.15096873042099998
ACH-000263,-0.12228010338199999
ACH-000264,-0.054429293126
ACH-000265,0.0949385300747
ACH-000266,-0.014912550908700003
ACH-000272,-0.0262325781988
ACH-000273,-0.10106672913699999
ACH-000274,-0.102372328828
ACH-000277,-0.0134479453645
ACH-000278,-0.112054786425
ACH-000279,-0.06672175985880001
ACH-000280,-0.130656275622
ACH-000281,-0.111432629125
ACH-000288,-0.09743892457
ACH-000291,-0.0813412734521
ACH-000293,-0.263267714469
ACH-000294,-0.011143361147200001
ACH-000295,0.09001970669220001
ACH-000296,-0.310623038867
ACH-000302,-0.17188151163899998
ACH-000304,-0.10969108718699999
ACH-000307,-0.015857748560200002
ACH-000308,-0.0736687278394
ACH-000310,-0.110032126683
ACH-000311,-0.0996633227784
ACH-000312,-0.0615719510912
ACH-000315,-0.148785140922
ACH-000316,0.016481977649399997
ACH-000317,0.020328948265
ACH-000318,-0.368105136006
ACH-000319,-0.23340865048599999
ACH-000320,0.0862151655789
ACH-000322,-0.07280424607080001
ACH-000323,0.048613328862500006
ACH-000324,-0.155898980229
ACH-000329,0.15025347502
ACH-000330,0.11531383703199999
ACH-000331,-0.17814104146600002
ACH-000332,-0.0342009753441
ACH-000334,-0.0771246244898
ACH-000335,-0.0888272710021
ACH-000336,0.304350253458
ACH-000337,-0.0540084420896
ACH-000339,0.00271661832953
ACH-000341,-0.294195502108
ACH-000348,0.13611984425100002
ACH-000350,-0.166412860784
ACH-000352,0.11148024068600002
ACH-000356,-0.34211041589599994
ACH-000361,0.0256487205846
ACH-000362,-0.00321316517725
ACH-000363,-0.12420665356100001
ACH-000364,0.0795023352313
ACH-000365,-0.0620437002597
ACH-000366,0.115423034286
ACH-000368,0.00121819573355
ACH-000374,0.136773748206
ACH-000375,0.07189245082210001
ACH-000376,-0.09867844114289999
ACH-000381,0.0241148093904
ACH-000383,0.0359778968123
ACH-000387,0.0145192770257
ACH-000389,-0.0407618388406
ACH-000390,-0.208561398259
ACH-000393,0.103386673792
ACH-000395,0.06862167635340001
ACH-000397,-0.00871478441748
ACH-000401,0.07872350670889999
ACH-000402,-0.10721533419
ACH-000403,0.0442600262849
ACH-000404,0.0367264714722
ACH-000406,-0.0426276470808
ACH-000407,-0.0241532833977
ACH-000408,-0.160391389239
ACH-000410,0.095260390048
ACH-000411,-0.014818263152399999
ACH-000414,0.013856340914200002
ACH-000415,-0.10649737052899999
ACH-000416,-0.121717753774
ACH-000420,0.0571472962562
ACH-000421,-0.031645722387900005
ACH-000424,-0.134733345787
ACH-000425,-0.0866954967332
ACH-000426,-0.18722421784899998
ACH-000427,-0.14546580752
ACH-000433,-0.000861010682638
ACH-000436,-0.010275876493200001
ACH-000444,-0.190800001908
ACH-000445,-0.108197388893
ACH-000448,-0.012045806073000001
ACH-000450,-0.217257884818
ACH-000452,-0.115598854341
ACH-000454,-0.110985823259
ACH-000458,-0.0640384448582
ACH-000459,0.0041690977007
ACH-000460,-0.00931536160735
ACH-000461,0.0519264735336
ACH-000463,-0.0857092184429
ACH-000464,-0.343709896826
ACH-000466,0.146307397984
ACH-000467,0.0796204396631
ACH-000468,0.0867240782904
ACH-000469,-0.0307244403182
ACH-000470,-0.19349999586199998
ACH-000471,-0.0275218444581
ACH-000472,-0.0691133166661
ACH-000473,-0.22314955723000002
ACH-000475,0.021843137297
ACH-000476,-0.0979507280713
ACH-000477,-0.103694860922
ACH-000480,-0.19435646942600002
ACH-000481,0.0269760450849
ACH-000483,-0.0486015295134
ACH-000484,-0.142753356983
ACH-000485,0.06078099910680001
ACH-000486,0.014556391512400001
ACH-000487,0.06477925729140001
ACH-000488,-0.132934788452
ACH-000490,-0.146833841415
ACH-000491,0.191860407994
ACH-000495,0.0191060774682
ACH-000496,0.219882600423
ACH-000499,0.10198004694599999
ACH-000500,0.441227029966
ACH-000502,0.00790607608508
ACH-000503,-0.163076125928
ACH-000505,-0.0761213897345
ACH-000507,0.035558374130300004
ACH-000510,-0.0715360227222
ACH-000511,-0.05526187313519999
ACH-000512,0.0934222118152
ACH-000516,-0.0438629774917
ACH-000517,-0.135109216236
ACH-000518,-0.09546187010510002
ACH-000520,0.119656955989
ACH-000521,0.234330142561
ACH-000522,-0.0991358348206
ACH-000524,-0.211393209121
ACH-000527,-0.047787160479300005
ACH-000528,-0.0580284185257
ACH-000537,0.0407222514335
ACH-000541,-0.106342039668
ACH-000542,0.142895079627
ACH-000544,-0.026186428128
ACH-000545,-0.0666055198843
ACH-000547,0.041329950762900004
ACH-000548,-0.126068625928
ACH-000549,0.10774286850199999
ACH-000550,-0.086117896167
ACH-000552,-0.0790478835762
ACH-000556,-0.12292150884400001
ACH-000557,-0.152242642637
ACH-000570,-0.109850110004
ACH-000571,-0.0519163939374
ACH-000573,-0.153941524822
ACH-000576,-0.0116557767717
ACH-000580,0.0359888785374
ACH-000584,-0.0688464962342
ACH-000585,0.004680789205510001
ACH-000588,0.146640642103
ACH-000589,0.051504413448999996
ACH-000591,-0.153674451342
ACH-000593,-0.056293449725699996
ACH-000600,-0.221336399623
ACH-000601,0.121436396593
ACH-000604,-0.33867212053199997
ACH-000605,-0.139256951687
ACH-000606,-0.10900519423800001
ACH-000608,-0.173135892875
ACH-000614,-0.1755847559
ACH-000616,-0.0701321302212
ACH-000618,0.052581048816900004
ACH-000619,0.079868474769
ACH-000620,-0.047219647320999994
ACH-000621,0.0475519063541
ACH-000622,0.0302266100832
ACH-000623,-0.180321070024
ACH-000624,-0.122801603157
ACH-000627,-0.133634682547
ACH-000630,-0.124522998058
ACH-000632,0.035112572799499996
ACH-000633,0.0711959079255
ACH-000637,-0.057821177212500005
ACH-000638,0.120721783113
ACH-000646,-0.0877477455369
ACH-000647,0.0513969038206
ACH-000648,0.0356004620557
ACH-000649,-0.0771201155853
ACH-000651,-0.0064922163015500006
ACH-000652,-0.136431184047
ACH-000653,-0.215948552487
ACH-000657,0.025433105153000003
ACH-000658,0.186158451507
ACH-000661,-0.0250723771804
ACH-000662,-0.17183026928
ACH-000663,0.0585217677824
ACH-000665,-0.0430713672927
ACH-000671,-0.067190558763
ACH-000673,-0.013045237959999999
ACH-000676,-0.0258205301686
ACH-000677,-0.0263576051605
ACH-000681,-0.053752613575
ACH-000682,-0.0302581238827
ACH-000683,-0.161150641258
ACH-000684,-0.241518774991
ACH-000688,0.0342663219457
ACH-000693,-0.0884777546665
ACH-000694,-0.192952612216
ACH-000695,0.08710601400000001
ACH-000696,-0.0197278634104
ACH-000697,0.063586579707
ACH-000699,-0.09770921461760002
ACH-000701,0.1727693734
ACH-000706,0.13109354487
ACH-000711,-0.0269541985012
ACH-000713,0.328461601735
ACH-000714,-0.07730223380139999
ACH-000718,0.136308665773
ACH-000720,0.0105556716665
ACH-000721,0.00116345216958
ACH-000724,-0.0339568510886
ACH-000725,-0.47481305326800005
ACH-000732,0.0373798823014
ACH-000734,-0.0836013968423
ACH-000735,-0.130165205963
ACH-000736,-0.14519539935599998
ACH-000738,-0.34964641852600004
ACH-000746,0.07780756557310001
ACH-000747,0.20908171153299998
ACH-000748,-0.037404069893800004
ACH-000753,-0.0108671397521
ACH-000756,0.011250216724700002
ACH-000757,0.074058936978
ACH-000758,-0.0329547964532
ACH-000760,-0.0183892561077
ACH-000763,0.247259561936
ACH-000764,-0.040839166349400005
ACH-000765,0.144277413924
ACH-000766,0.0937478803479
ACH-000767,-0.0112594515272
ACH-000768,-0.0970185957694
ACH-000769,-0.040017380313499995
ACH-000770,0.0060714105049
ACH-000771,0.07975256911110001
ACH-000773,-0.163088621942
ACH-000776,-0.067387601551
ACH-000777,0.009249011562569999
ACH-000778,-0.0031472638014199998
ACH-000781,0.0360366033569
ACH-000782,-0.179033169076
ACH-000783,-0.0740548062768
ACH-000784,-0.24424601850000002
ACH-000785,0.18292287899999998
ACH-000787,0.0325656696246
ACH-000788,-0.0293690179064
ACH-000791,0.132757665063
ACH-000792,0.0149948116425
ACH-000794,0.040892242282199995
ACH-000796,-0.041491048749599996
ACH-000799,-0.0868705488338
ACH-000800,-0.143055280793
ACH-000802,-0.0435342555081
ACH-000804,-0.115903587365
ACH-000805,-0.117915484553
ACH-000809,0.0423917847525
ACH-000810,0.19637353076699998
ACH-000811,0.0964597209548
ACH-000817,0.20114947168900002
ACH-000819,-0.164385890789
ACH-000820,-0.562939777847
ACH-000821,0.241521355381
ACH-000822,-0.263004323137
ACH-000823,-0.040946232840400006
ACH-000824,-0.00347808239856
ACH-000827,-0.034496588905800006
ACH-000829,0.11796967578199999
ACH-000831,0.180724675232
ACH-000832,-0.09128198740059999
ACH-000833,-0.0589898631877
ACH-000834,0.0676490003966
ACH-000835,-0.0985985558337
ACH-000836,0.042227389396
ACH-000837,0.0163181902652
ACH-000838,-0.20770600894699998
ACH-000839,-0.18462558799000003
ACH-000840,0.0447526608192
ACH-000841,0.07465494991430001
ACH-000843,-0.102451288094
ACH-000846,-0.036876640653199996
ACH-000847,0.0018047027612999999
ACH-000848,-0.0434071304402
ACH-000849,-0.024787904218999998
ACH-000851,-0.0549273403429
ACH-000855,-0.011890581981299999
ACH-000856,0.0776253817794
ACH-000858,-0.11161447669199999
ACH-000859,-0.0669422025254
ACH-000861,-0.095310778001
ACH-000862,-0.162950302788
ACH-000865,0.0178641115256
ACH-000866,-0.00703557489065
ACH-000867,-0.015128669731000001
ACH-000869,-0.08478706273320001
ACH-000872,-0.0647572776261
ACH-000873,-0.027688016505900002
ACH-000876,-0.257682479006
ACH-000878,-0.328609076301
ACH-000880,-0.0887345406148
ACH-000881,-0.044926893394300005
ACH-000882,-0.041568977737300006
ACH-000884,-0.000273101580014
ACH-000885,-0.0015654671168499998
ACH-000887,-0.083797121627
ACH-000888,-0.0448291412115
ACH-000889,0.0190236118743
ACH-000890,-0.0378395349915
ACH-000896,-0.164408706885
ACH-000898,0.231896382484
ACH-000900,0.059548881089699995
ACH-000901,0.156765516012
ACH-000905,-0.10409121242799999
ACH-000906,-0.08877791852479999
ACH-000907,0.0904509492103
ACH-000910,-0.026379242077900003
ACH-000911,0.0132624798251
ACH-000912,0.041933074091099996
ACH-000913,0.0214952379097
ACH-000915,0.03564077131730001
ACH-000916,-0.30053620774900003
ACH-000917,-0.13183386435799999
ACH-000921,0.0125106296959
ACH-000924,-0.0659126999814
ACH-000926,-0.030954191589200004
ACH-000928,-0.163349363123
ACH-000929,-0.35345410621600004
ACH-000932,-0.0158860897403
ACH-000935,-0.020331983545099998
ACH-000936,-0.121894538247
ACH-000937,-0.175388866731
ACH-000938,0.08344491689639999
ACH-000939,-0.121740870115
ACH-000941,0.0184318420085
ACH-000943,0.011122163109299999
ACH-000946,0.0641929389142
ACH-000947,-0.178849260327
ACH-000948,0.0394123131451
ACH-000950,0.21004248056299998
ACH-000953,0.103686095561
ACH-000957,-0.061864024894500005
ACH-000958,-0.04140742626359999
ACH-000960,-0.0570988138015
ACH-000963,0.112302428464
ACH-000968,0.0647844661679
ACH-000969,-0.0356845560935
ACH-000973,-0.07726629070589999
ACH-000974,0.005877690435499999
ACH-000975,0.14562391561
ACH-000976,0.018593685209700003
ACH-000978,-0.499025354532
ACH-000980,-0.0260363023001
ACH-000984,-0.224754938877
ACH-000986,-0.08256308132569999
ACH-000988,-0.197380868706
ACH-000993,-0.130956440328
ACH-000994,-0.13996533614499998
ACH-000996,0.0294646271899
ACH-001001,-0.11169296995400001
ACH-001020,-0.101600504886
ACH-001028,-0.0393839890186
ACH-001031,-0.0278107560544
ACH-001038,0.0405152298249
ACH-001048,0.0575039333809
ACH-001050,0.016513032237
ACH-001053,-0.12130875545900001
ACH-001054,-0.111375490947
ACH-001061,-0.109518027684
ACH-001067,-0.0260238260836
ACH-001075,0.11010342464600001
ACH-001096,-0.16750372462500002
ACH-001128,-0.27414977331
ACH-001134,0.11363706810999999
ACH-001151,-0.041622574800400006
ACH-001163,-0.0033021714462600003
ACH-001164,-0.332022792151
ACH-001173,-0.06375315759740001
ACH-001183,0.00110972538527
ACH-001184,-0.20033475370200002
ACH-001190,-0.0880733584482
ACH-001192,-0.20740259382399998
ACH-001193,-0.0368663498908
ACH-001196,-0.0798170132045
ACH-001197,-0.19338260406500002
ACH-001205,-0.16429381376399999
ACH-001211,-0.0598469110104
ACH-001212,-0.256022231998
ACH-001228,-0.055914815982300005
ACH-001232,0.00441957347205
ACH-001239,0.04526706599309999
ACH-001274,-0.0767478684893
ACH-001275,-0.0447504231021
ACH-001277,-0.03458662277269999
ACH-001278,0.00547059914548
ACH-001280,-0.347504970885
ACH-001283,-0.295913571827
ACH-001289,-0.10330561545
ACH-001295,-0.09411225481899999
ACH-001300,-0.019491217862599997
ACH-001301,-0.0923047229387
ACH-001302,-0.424271327339
ACH-001303,-0.380072904894
ACH-001306,-0.0317796048221
ACH-001318,0.11756273052300001
ACH-001322,-0.09565176233139999
ACH-001328,0.004184360250389999
ACH-001332,0.0933339147983
ACH-001333,0.0340559629227
ACH-001336,0.0643380093362
ACH-001340,-0.059353749281400005
ACH-001346,-0.227050690112
ACH-001353,0.03455858060230001
ACH-001354,-0.355192624352
ACH-001367,-0.318651970597
ACH-001368,0.013248564442600001
ACH-001374,0.49930717500200006
ACH-001375,-0.0279176022793
ACH-001377,0.0429577446003
ACH-001380,-0.05917195904730001
ACH-001391,-0.142393600083
ACH-001407,0.052492939756199994
ACH-001408,-0.00513446839891
ACH-001413,0.147698700993
ACH-001430,-0.551895263746
ACH-001431,-0.33692338577
ACH-001450,0.182764364512
ACH-001496,0.02522666679
ACH-001500,0.0695426733259
ACH-001521,-0.285161288502
ACH-001523,-0.0913576292176
ACH-001532,-0.0286471613559
ACH-001536,-0.0696975015792
ACH-001550,-0.132838664266
ACH-001552,-0.141915994983
ACH-001554,-0.0514492354638
ACH-001645,-0.350388514892
ACH-001654,-0.10662347383
ACH-001715,-0.0599468834953
ACH-001735,-0.033143816858599996
ACH-001736,-0.147178727022
ACH-001737,0.892394395244
ACH-001740,0.146250465705
ACH-001745,0.048273434449100004
ACH-001750,-0.0357781560868
ACH-001765,-0.0571191376002
ACH-001956,-0.09830295435139999
ACH-001957,0.0750189333487
