,LHFP (10186)
ACH-000004,-0.115248800811
ACH-000007,-0.365806598502
ACH-000009,0.056297519869
ACH-000011,-0.129203463343
ACH-000012,-0.052773536618900004
ACH-000013,0.0044537293626
ACH-000014,-0.154890807288
ACH-000015,-0.052654003512900005
ACH-000017,-0.034828263923199994
ACH-000018,0.00072725928998
ACH-000019,-0.0966941529355
ACH-000021,-0.0663730759599
ACH-000022,-0.21113014978100003
ACH-000025,0.027660492982400003
ACH-000028,-0.0912367316481
ACH-000030,-0.09201046773
ACH-000035,-0.00573666563411
ACH-000036,0.100605643135
ACH-000037,0.0325912210096
ACH-000039,-0.0644114942198
ACH-000040,-0.25247095751
ACH-000041,-0.163869832512
ACH-000042,-0.17329180118700002
ACH-000045,-0.016745951096
ACH-000047,-0.0626812419439
ACH-000052,0.010271718124
ACH-000053,-0.145768040186
ACH-000054,0.019428959267900003
ACH-000055,-0.247116755907
ACH-000060,0.0060903816964600005
ACH-000067,-0.22732453475
ACH-000070,-0.17690960741099998
ACH-000075,0.008715092852659999
ACH-000078,-0.177566007378
ACH-000082,0.142174938193
ACH-000085,0.07145908085989999
ACH-000086,-0.0340758771682
ACH-000087,0.20270407708299998
ACH-000092,0.0856606414113
ACH-000095,-0.086033119012
ACH-000097,-0.0006474299240619999
ACH-000098,-0.0443113309731
ACH-000099,-0.20676765752999998
ACH-000108,-0.117410921342
ACH-000113,-0.16950385268100002
ACH-000115,-0.0610979806765
ACH-000116,-0.00965802042711
ACH-000118,-0.163298230485
ACH-000120,0.0707372282648
ACH-000123,0.00489817712263
ACH-000127,-0.12200166399399999
ACH-000128,-0.196922550482
ACH-000132,-0.0336046438379
ACH-000133,-0.04358174524069999
ACH-000137,0.0407508202051
ACH-000138,-0.174260402045
ACH-000142,0.126374100022
ACH-000143,0.0709139143907
ACH-000146,-0.177212474316
ACH-000148,0.0276060636663
ACH-000150,-0.0376405200789
ACH-000152,-0.058483487570699995
ACH-000153,0.29953172876
ACH-000159,-0.165946265145
ACH-000160,0.0416866495199
ACH-000163,0.195478155952
ACH-000167,0.130603114937
ACH-000168,-0.07620715794869999
ACH-000169,0.10244207634500001
ACH-000178,-0.0692123376018
ACH-000182,-0.20020377321199997
