,IDNK (414328)
ACH-000004,0.0347050319578
ACH-000007,-0.222864283208
ACH-000009,-0.101457937304
ACH-000011,-0.006809773319079999
ACH-000012,-0.00687239418238
ACH-000013,-0.08740246936380001
ACH-000014,0.140946233293
ACH-000015,-0.10334475505000001
ACH-000017,0.0813216090057
ACH-000018,-0.299239194436
ACH-000019,-0.049389909670199995
ACH-000021,-0.184034870449
ACH-000022,0.0449492793614
ACH-000025,0.107145018601
ACH-000028,-0.13276406310699998
ACH-000030,-0.128603740813
ACH-000035,0.0184380826623
ACH-000036,0.118285882577
ACH-000037,0.170673041842
ACH-000039,-0.181525551453
ACH-000040,0.038887582579800004
ACH-000041,0.058253674087399995
ACH-000042,-0.09173024462519999
ACH-000045,-0.033671349723900006
ACH-000047,0.018114855791599997
ACH-000052,0.0255670381633
ACH-000053,-0.110699782377
ACH-000054,-0.0201489579894
ACH-000055,0.115732047366
ACH-000060,0.06960087201330001
ACH-000067,-0.0276294773389
ACH-000070,-0.0990027158223
ACH-000075,-0.145929284613
ACH-000078,-0.034299574752599996
ACH-000082,-0.17272930970400002
ACH-000085,0.08948129902999999
ACH-000086,0.0273204722167
ACH-000087,-0.179313755084
ACH-000092,-0.0152765291155
ACH-000095,0.107983912991
ACH-000097,0.008972808112040001
ACH-000098,1.5964988025e-05
ACH-000099,0.0654076193439
ACH-000108,-0.0281848454733
ACH-000113,0.0314565206551
ACH-000115,-0.158508408383
ACH-000116,0.17152015453299999
ACH-000118,-0.0587956860125
ACH-000120,-0.151611297698
ACH-000123,-0.046252859987199996
ACH-000127,-0.07374738367719999
ACH-000128,-0.16143161555500002
ACH-000132,0.0412481457368
ACH-000133,-0.12338054802100001
ACH-000137,-0.38014537375
ACH-000138,-0.1071098834
ACH-000142,0.09813060995210002
ACH-000143,0.139053817431
ACH-000146,0.128271684363
ACH-000148,0.0590473457585
ACH-000150,0.16549899029
ACH-000152,-0.14360810090999998
ACH-000153,0.215685182867
ACH-000159,-0.057796103574
ACH-000160,-0.0198022685585
ACH-000163,-0.151756966907
ACH-000167,-0.265875409136
ACH-000168,0.299857470171
ACH-000169,-0.0747816376843
ACH-000178,-0.11017969225299999
ACH-000182,-0.0944878520578
ACH-000183,0.0952167258872
ACH-000188,0.00435339732688
ACH-000189,-0.174521464741
ACH-000190,0.211183948513
ACH-000198,0.030128320147000003
ACH-000204,-0.10443225415599999
ACH-000206,0.21359268945
ACH-000207,0.0172363321096
ACH-000211,0.0325900445753
ACH-000215,-0.0422906191163
ACH-000221,-0.0783059384162
ACH-000222,-0.24012131382
ACH-000223,-0.070142280507
ACH-000226,-0.0376130032617
ACH-000227,0.021630999673200004
ACH-000228,0.009598296876549998
ACH-000231,-0.0811453817668
ACH-000232,-0.038926265377
ACH-000233,0.056409897902300006
ACH-000234,0.0840132539466
ACH-000235,0.058872668801600005
ACH-000237,0.052482381798700004
ACH-000238,0.00737825869463
ACH-000243,0.05547607693059999
ACH-000244,0.28321236375
ACH-000246,-0.0258774276666
ACH-000248,-0.116923989534
ACH-000250,0.0375428335643
ACH-000251,0.0409918500952
ACH-000253,0.127288576234
ACH-000255,-0.06675737522280001
ACH-000256,0.186128249948
ACH-000257,-0.077711670654
ACH-000258,-0.091741066842
ACH-000259,0.026537829317900004
ACH-000260,0.040773576695699996
ACH-000261,-0.09837196984819999
ACH-000262,-0.0850412819304
ACH-000263,0.07992655451439999
ACH-000264,-0.0328861830931
