,TCP10L (140290)
ACH-000004,-0.73647962358
ACH-000007,-0.30920568966699996
ACH-000009,-0.061923821809
ACH-000011,-0.136603781191
ACH-000012,0.0151497069882
ACH-000013,-0.10238082794299999
ACH-000014,0.129578892124
ACH-000015,-0.23716082833000002
ACH-000017,-0.18867847765299997
ACH-000018,0.159502776772
ACH-000019,-0.166906619521
ACH-000021,0.0674880352973
ACH-000022,-0.24212808647300002
ACH-000025,-0.08666483287639999
ACH-000028,-0.121346094445
ACH-000030,-0.24799644474500002
ACH-000035,-0.09754291959380001
ACH-000036,-0.0870422524484
ACH-000037,-0.0434600739245
ACH-000039,-0.164814489304
ACH-000040,-0.019270955294
ACH-000041,-0.0641633779229
ACH-000042,-0.018743002368700003
ACH-000045,0.0152016533531
ACH-000047,-0.12013136372000001
ACH-000052,-0.0964224422439
ACH-000053,-0.15557909094900002
ACH-000054,-0.09998685021880001
ACH-000055,-0.0699873039172
ACH-000060,-0.45633048183700003
ACH-000067,-0.20334704687
ACH-000070,0.0656875583635
ACH-000075,-0.08421685994380002
ACH-000078,-0.24338077420499998
ACH-000082,-0.18920684219999997
ACH-000085,-0.265981584005
ACH-000086,-0.238347538165
ACH-000087,-0.317374391243
ACH-000092,-0.35765909773000004
ACH-000095,-0.100629143041
ACH-000097,-0.255524688853
ACH-000098,-0.174796653921
ACH-000099,0.018417666001099998
ACH-000108,-0.161381661214
ACH-000113,0.0375532324209
ACH-000115,-0.244604454808
ACH-000116,-0.149807111937
ACH-000118,0.0675296119231
ACH-000120,-0.0773133217361
ACH-000123,-0.10089593053300001
ACH-000127,-0.12281356672
ACH-000128,0.034649482720800005
ACH-000132,-0.20834597785599998
ACH-000133,-0.178524521833
ACH-000137,-0.116160855874
ACH-000138,0.005645347146270001
ACH-000142,-0.146461214962
ACH-000143,-0.167257189439
ACH-000146,-0.241423019553
ACH-000148,-0.0910242984846
ACH-000150,0.0177572868857
ACH-000152,-0.300231044145
ACH-000153,0.0680677523303
ACH-000159,-0.14353250648600002
ACH-000160,-0.0947776555713
ACH-000163,-0.143729563975
ACH-000167,0.0257474487732
ACH-000168,-0.30007303089000004
ACH-000169,-0.125960485623
ACH-000178,-0.122990126234
ACH-000182,-0.142582368665
ACH-000183,-0.158466387549
ACH-000188,-0.349832132369
ACH-000189,-0.331249029669
ACH-000190,-1.223122383e-05
ACH-000198,-0.04463443940169999
ACH-000204,0.0111772958742
ACH-000206,-0.22640816014600001
ACH-000207,-0.138054503641
ACH-000211,-0.0938658026425
ACH-000215,-0.227212665004
ACH-000221,-0.280490438997
ACH-000222,0.04235808368419999
ACH-000223,-0.039695580633300004
ACH-000226,-0.20366232921100003
ACH-000227,0.0153399854807
ACH-000228,-0.0814557525015
ACH-000231,-0.196153907703
ACH-000232,-0.139074860201
ACH-000233,-0.0628050154053
ACH-000234,-0.0327026006368
ACH-000235,-0.178459782956
ACH-000237,-0.165722069955
ACH-000238,-0.158133181546
ACH-000243,-0.120033038885
ACH-000244,-0.53618632384
ACH-000246,-0.0451736048974
ACH-000248,-0.0338923452533
ACH-000250,-0.147477364903
ACH-000251,-0.0814372634277
ACH-000253,-0.150006515666
ACH-000255,-0.221470279481
ACH-000256,-0.108182763356
ACH-000257,-0.175835720556
ACH-000258,-0.0425620058851
ACH-000259,0.063957563111
ACH-000260,-0.234453104434
ACH-000261,-0.15616176205
