,BACE1 (23621)
ACH-000004,-0.151469535127
ACH-000007,-0.21615886375
ACH-000009,-0.354963511623
ACH-000011,-0.22603808120700003
ACH-000012,-0.21718469768000004
ACH-000013,-0.148207590285
ACH-000014,-0.051464784029199996
ACH-000015,-0.11181387559599999
ACH-000017,-0.304058089654
ACH-000018,-0.166795140157
ACH-000019,-0.349478704196
ACH-000021,-0.123358741709
ACH-000022,-0.09361183189960001
ACH-000025,-0.335251276702
ACH-000028,-0.44152513286600004
ACH-000030,-0.0800340840294
ACH-000035,-0.018324922760599997
ACH-000036,-0.0458883666309
ACH-000037,-0.148521037778
ACH-000039,-0.127018590066
ACH-000040,-0.255202566578
ACH-000041,-0.126706658772
ACH-000042,-0.185720983895
ACH-000045,-0.327129346447
ACH-000047,-0.11830776679600001
ACH-000052,-0.231476090251
ACH-000053,-0.191505758601
ACH-000054,-0.0987411882993
ACH-000055,-0.249578567207
ACH-000060,-0.080501851058
ACH-000067,0.047587814352400004
ACH-000070,-0.0467362085606
ACH-000075,-0.26525262980000003
ACH-000078,-0.169082579954
ACH-000082,-0.151256310089
ACH-000085,-0.043329319301699996
ACH-000086,-0.13644703717
ACH-000087,-0.392696429406
ACH-000092,-0.123711713234
ACH-000095,-0.209219576193
ACH-000097,-0.187366714429
ACH-000098,-0.192508304884
ACH-000099,-0.18205606493700002
ACH-000108,-0.18849573199
ACH-000113,-0.14152844926799998
ACH-000115,0.0430129139117
ACH-000116,-0.300027029984
ACH-000118,-0.0205839661145
ACH-000120,-0.142428299584
ACH-000123,-0.333576001554
ACH-000127,-0.277722816945
ACH-000128,-0.11017623525999999
ACH-000132,-0.380463682125
ACH-000133,-0.0293737306629
ACH-000137,-0.151582262877
ACH-000138,-0.24662172093499998
ACH-000142,-0.08474296942080001
ACH-000143,-0.204479466861
ACH-000146,-0.156097454675
ACH-000148,-0.12971754316
ACH-000150,-0.1357529026
ACH-000152,-0.156167347836
ACH-000153,-0.148400139948
ACH-000159,-0.09745898302349999
ACH-000160,-0.08592750081289999
ACH-000163,-0.14340398904999999
ACH-000167,-0.231580491758
ACH-000168,-0.42658616302599994
ACH-000169,-0.167083909771
ACH-000178,-0.210279076811
ACH-000182,-0.07832697283319999
ACH-000183,-0.160097125995
ACH-000188,-0.165290416634
ACH-000189,-0.216238594313
ACH-000190,-0.398637247787
ACH-000198,-0.25500105453899996
ACH-000204,-0.0204279501088
ACH-000206,-0.36216658636699994
ACH-000207,-0.00158515127633
ACH-000211,-0.09670146210160001
ACH-000215,-0.127434463685
ACH-000221,-0.205588996504
ACH-000222,-0.00735195325288
ACH-000223,-0.104173399544
ACH-000226,-0.10324532606899998
ACH-000227,-0.446477541539
ACH-000228,-0.288353088321
ACH-000231,-0.136125214658
ACH-000232,-0.134448741342
ACH-000233,-0.249903020219
ACH-000234,-0.149321217887
ACH-000235,-0.20696961053
ACH-000237,-0.18291575137200003
ACH-000238,-0.109119789605
ACH-000243,-0.11654616917999999
ACH-000244,-0.114167205476
ACH-000246,-0.19339689087499998
ACH-000248,-0.12477295283199999
ACH-000250,-0.248859113025
ACH-000251,-0.24887336046999997
ACH-000253,-0.202482188971
ACH-000255,-0.18671474987199999
ACH-000256,-0.0338399421992
ACH-000257,-0.0196497179487
ACH-000258,-0.00608443094039
ACH-000259,-0.0258432449486
ACH-000260,-0.106532407022
ACH-000261,-0.194400921195
ACH-000262,-0.085399231153
ACH-000263,-0.445411224868
ACH-000264,-0.18187145110599998
ACH-000265,-0.140434679839
ACH-000266,-0.173178566187
ACH-000272,-0.215068845738
ACH-000273,-0.222827051898
ACH-000274,-0.269375851557
ACH-000277,-0.0961650046536
ACH-000278,-0.281267418729
ACH-000279,-0.230006009659
ACH-000280,-0.12643992717
ACH-000281,-0.36354307738200003
ACH-000288,-0.20391875567899997
ACH-000291,-0.26180255355099996
ACH-000293,-0.12834693210200002
ACH-000294,-0.0864782932096
ACH-000295,-0.21519550965
ACH-000296,-0.206080378055
ACH-000302,0.042170170874
ACH-000304,-0.119914122647
ACH-000307,-0.127373482405
ACH-000308,-0.274470687323
ACH-000310,-0.22148963609
ACH-000311,-0.0999717166302
ACH-000312,-0.364236638212
ACH-000315,-0.21963961786699998
ACH-000316,-0.25561802957400004
ACH-000317,-0.488591782643
ACH-000318,-0.218067625945
ACH-000319,-0.292788611385
ACH-000320,-0.0918590720311
ACH-000322,-0.203674063074
ACH-000323,-0.118105083313
ACH-000324,-0.20735390493900002
ACH-000329,0.116003853859
ACH-000330,-0.29870737550500004
ACH-000331,-0.12872003081
ACH-000332,-0.321391674743
ACH-000334,-0.40880001355499995
ACH-000335,-0.155489152642
ACH-000336,-0.0995127978995
ACH-000337,-0.017463158382
ACH-000339,-0.028648590544400002
ACH-000341,-0.167658895666
ACH-000348,-0.30869795156
ACH-000350,-0.279010294182
ACH-000352,-0.125081997204
ACH-000356,-0.312452694393
ACH-000361,-0.25304986816799996
ACH-000362,-0.130405861652
ACH-000363,-0.23071109570999998
ACH-000364,-0.278868230052
ACH-000365,-0.076942424642
ACH-000366,-0.146266592432
ACH-000368,-0.0385264762809
ACH-000374,-0.490176597944
ACH-000375,-0.0469328004651
ACH-000376,-0.315834616828
ACH-000381,-0.170625344878
ACH-000383,-0.153921567038
ACH-000387,-0.155565282929
ACH-000389,-0.0982386492564
ACH-000390,-0.0941028738412
ACH-000393,-0.196796487923
ACH-000395,-0.0471369479632
ACH-000397,-0.27593819428000005
ACH-000401,-0.239861491051
ACH-000402,-0.338511182785
ACH-000403,-0.269817357007
ACH-000404,0.139709685743
ACH-000406,-0.273417945346
ACH-000407,-0.229731482361
ACH-000408,-0.042930671184800005
ACH-000410,-0.153855929557
ACH-000411,-0.17046549063000002
ACH-000414,-0.17365290650600002
ACH-000415,-0.158936753056
ACH-000416,-0.114039908299
ACH-000420,-0.245599877987
ACH-000421,-0.21943010443100003
ACH-000424,-0.152400908211
ACH-000425,-0.137520686428
ACH-000426,-0.194111137473
ACH-000427,-0.281365540945
ACH-000433,-0.27867160084000003
ACH-000436,-0.216962697057
ACH-000444,-0.149310101981
ACH-000445,-0.16842184747900002
ACH-000448,-0.149602059889
ACH-000450,0.0711604285095
ACH-000452,-0.144920279881
ACH-000454,-0.09495042409320001
ACH-000458,-0.0432033743391
ACH-000459,-0.17794133015799998
ACH-000460,-0.280618501807
ACH-000461,-0.19693156680399998
ACH-000463,-0.15918644232999998
ACH-000464,-0.196398320251
ACH-000466,-0.0117982666316
ACH-000467,-0.0655412588505
ACH-000468,-0.23313820670200003
ACH-000469,-0.13345361740599998
ACH-000470,-0.0279786669088
ACH-000471,-0.274940385529
ACH-000472,-0.166866511595
ACH-000473,-0.176438986821
ACH-000475,-0.148525037597
ACH-000476,-0.32868795681999996
ACH-000477,-0.145132713734
ACH-000480,-0.0155456043333
ACH-000481,0.010130373904200001
ACH-000483,0.0652583409098
ACH-000484,-0.37754907488399997
ACH-000485,-0.134092126459
ACH-000486,-0.257828127242
ACH-000487,-0.246430451631
ACH-000488,-0.09971829216060002
ACH-000490,-0.165523949104
ACH-000491,-0.09589715116969999
ACH-000495,-0.22096538890099998
ACH-000496,-0.06330658712380001
ACH-000499,-0.357082004217
ACH-000500,0.130044517958
ACH-000502,-0.159282386078
ACH-000503,0.09527554963
ACH-000505,-0.08624012155760001
ACH-000507,-0.225628403261
ACH-000510,-0.0839302644949
ACH-000511,-0.31837899989999996
ACH-000512,-0.13222765822899998
ACH-000516,-0.17056194409000003
ACH-000517,-0.144643872416
ACH-000518,-0.248697659162
ACH-000520,-0.007101481196399999
ACH-000521,0.0291540297762
ACH-000522,-0.219635121657
ACH-000524,-0.30509206973499997
ACH-000527,-0.29025619720400003
ACH-000528,-0.20097315072500002
ACH-000537,-0.194865785949
ACH-000541,-0.41116372175800003
ACH-000542,-0.18690968717300002
ACH-000544,-0.145666273608
ACH-000545,-0.384536993478
ACH-000547,-0.038046045507
ACH-000548,-0.172231366516
ACH-000549,-0.237258752685
ACH-000550,-0.013522622668600002
ACH-000552,-0.173159678464
ACH-000556,-0.105414497106
ACH-000557,-0.0808332946399
ACH-000570,-0.182500815737
ACH-000571,-0.37960304636500003
ACH-000573,-0.183207090228
ACH-000576,-0.111363845646
ACH-000580,0.0031267149988299997
ACH-000584,-0.0724261214267
ACH-000585,-0.163319151644
ACH-000588,-0.29329856330299997
ACH-000589,-0.0637114104453
ACH-000591,-0.24122663981800002
ACH-000593,0.035999019314800006
ACH-000600,-0.240532610844
ACH-000601,-0.120901056171
ACH-000604,-0.106687574398
ACH-000605,-0.10238826904100001
ACH-000606,-0.145263058802
ACH-000608,-0.10902597453500001
ACH-000614,-0.289279925805
ACH-000616,-0.0233433448686
ACH-000618,0.0703726709567
ACH-000619,0.0629956961794
ACH-000620,-0.10376089237
ACH-000621,-0.11916486671599999
ACH-000622,-0.329663066631
ACH-000623,-0.339453849785
ACH-000624,-0.154906030898
ACH-000627,-0.186051283503
ACH-000630,-0.315913873408
ACH-000632,-0.158699689653
ACH-000633,-0.155994479666
ACH-000637,-0.328245725577
ACH-000638,-0.032522609632900004
ACH-000646,-0.31674970659400004
ACH-000647,-0.201676438215
ACH-000648,-0.230413250781
ACH-000649,-0.193312578294
ACH-000651,-0.233850948974
ACH-000652,-0.40899782711800003
ACH-000653,-0.290990696671
ACH-000657,-0.09967839067949999
ACH-000658,-0.1562629698
ACH-000661,-0.118010591235
ACH-000662,0.15158331353
ACH-000663,-0.00149578178335
ACH-000665,-0.161899688317
ACH-000671,-0.252029060462
ACH-000673,-0.057446411808
ACH-000676,-0.211675344259
ACH-000677,-0.163930539755
ACH-000681,-0.0391840873363
ACH-000682,-0.107483896485
ACH-000683,-0.0581275326803
ACH-000684,-0.269341571833
ACH-000688,-0.28849071739
ACH-000693,-0.00135467754328
ACH-000694,-0.134960122653
ACH-000695,-0.103800106024
ACH-000696,-0.194331824021
ACH-000697,-0.11818182384000002
ACH-000699,-0.20766783892000001
ACH-000701,-0.357869409955
ACH-000706,-0.189845511261
ACH-000711,-0.12566784199699998
ACH-000713,0.0729794251497
ACH-000714,-0.160286662654
ACH-000718,-0.036458928145699995
ACH-000720,-0.0554376673013
ACH-000721,-0.129501143816
ACH-000724,-0.15562302508
ACH-000725,-0.050199714386900005
ACH-000732,-0.359880616752
ACH-000734,-0.17912709357200002
ACH-000735,-0.19301453303100002
ACH-000736,-0.18498692802900002
ACH-000738,-0.20928615470800002
ACH-000746,0.07194206027269999
ACH-000747,-0.18210954080400002
ACH-000748,-0.378631286198
ACH-000753,-0.215623239423
ACH-000756,-0.0476486413659
ACH-000757,-0.116062619676
ACH-000758,-0.202953750719
ACH-000760,-0.139826992838
ACH-000763,-0.18472898489700001
ACH-000764,0.0204365314627
ACH-000765,-0.23256212192200001
ACH-000766,0.0150720172365
ACH-000767,-0.40976904710199996
ACH-000768,-0.0184130172013
ACH-000769,-0.245825679589
ACH-000770,-0.132331335518
ACH-000771,-0.0452339684558
ACH-000773,-0.07178492573300001
ACH-000776,-0.121261829922
ACH-000777,-0.045547545701
ACH-000778,-0.14541239242999998
ACH-000781,-0.22188038784800002
ACH-000782,-0.130377756699
ACH-000783,-0.0209749793105
ACH-000784,-0.0596179960001
ACH-000785,-0.23970283825599997
ACH-000787,-0.196001343818
ACH-000788,-0.20535233806400002
ACH-000791,-0.0438430659147
ACH-000792,-0.20597267035
ACH-000794,-0.254678288267
ACH-000796,-0.20206298646200002
ACH-000799,-0.288553743443
ACH-000800,0.0080045923015
ACH-000802,-0.12640880752800002
ACH-000804,-0.128800609723
ACH-000805,-0.115469069905
ACH-000809,-0.23507689413000002
ACH-000810,-0.216398675181
ACH-000811,-0.203713563979
ACH-000817,-0.248540738875
ACH-000819,-0.222575260013
ACH-000820,-0.08313851963999999
ACH-000821,0.135095880154
ACH-000822,-0.305974535657
ACH-000823,-0.0930163127529
ACH-000824,-0.17494587301199999
ACH-000827,-0.17471443139000004
ACH-000829,-0.147814139317
ACH-000831,-0.132069453876
ACH-000832,-0.189037328391
ACH-000833,-0.185262156077
ACH-000834,0.0282382953312
ACH-000835,-0.23654777776099997
ACH-000836,-0.0854919906652
ACH-000837,-0.0545696881939
ACH-000838,-0.245796320053
ACH-000839,-0.19377971089200002
ACH-000840,-0.24235880835999998
ACH-000841,-0.112802506606
ACH-000843,-0.289072661088
ACH-000846,-0.00851893864393
ACH-000847,-0.206960060538
ACH-000848,-0.245946481667
ACH-000849,-0.330713459592
ACH-000851,-0.060615371237000004
ACH-000855,-0.0400017974726
ACH-000856,-0.137575638196
ACH-000858,-0.0595420039296
ACH-000859,0.066682652094
ACH-000861,-0.251313566906
ACH-000862,-0.157827593432
ACH-000865,-0.285229038748
ACH-000866,-0.10673463100500001
ACH-000867,-0.133897105733
ACH-000869,0.08767159739980002
ACH-000872,-0.260715637839
ACH-000873,-0.11951898658500001
ACH-000876,-0.063413308179
ACH-000878,-0.205032757628
ACH-000880,-0.036859232905900007
ACH-000881,-0.123128001466
ACH-000882,-0.22232757858000002
ACH-000884,-0.215876892058
ACH-000885,-0.172510042689
ACH-000887,-0.189338245676
ACH-000888,-0.172917378
ACH-000889,-0.0141520030896
ACH-000890,-0.011738063550700001
ACH-000896,-0.18582090342500002
ACH-000898,-0.305795557748
ACH-000900,-0.09336722161460001
ACH-000901,-0.138830122466
ACH-000905,-0.0683187090072
ACH-000906,-0.197611639281
ACH-000907,0.0815541244294
ACH-000910,-0.17527910251499998
ACH-000911,-0.213722806836
ACH-000912,-0.209473209238
ACH-000913,-0.0338385327454
