,ZNF793 (390927)
ACH-000004,-0.135398594104
ACH-000007,-0.242980601283
ACH-000009,-0.322404454128
ACH-000011,-0.35640103000900003
ACH-000012,-0.263930108967
ACH-000013,-0.878955046971
ACH-000014,-0.262264092227
ACH-000015,-0.308186524624
ACH-000017,-0.201895146756
ACH-000018,-0.221930542698
ACH-000019,-0.233089731203
ACH-000021,-0.274961766985
ACH-000022,-0.28623233589200003
ACH-000025,-0.08892909477219998
ACH-000028,-0.35578100712399996
ACH-000030,-0.292410946821
ACH-000035,-0.285989730084
ACH-000036,-0.19352216653999998
ACH-000037,-0.132169527619
ACH-000039,0.0166122423882
ACH-000040,-0.18631075470800001
ACH-000041,-0.234514313382
ACH-000042,-0.384317974389
ACH-000045,-0.317009032146
ACH-000047,-0.331132639721
ACH-000052,-0.333242053557
ACH-000053,-0.172809099758
ACH-000054,-0.241466530249
ACH-000055,-0.344171348082
ACH-000060,-0.215460050128
ACH-000067,-0.268172005353
ACH-000070,-0.28021065517
ACH-000075,-0.551219252019
ACH-000078,0.285591421304
ACH-000082,-0.220121156001
ACH-000085,-0.17375521504799998
ACH-000086,-0.344600311949
ACH-000087,-0.234828668395
ACH-000092,-0.337672611342
ACH-000095,-0.18329236969300003
ACH-000097,-0.274700632401
ACH-000098,-0.222075637865
ACH-000099,-0.09089883668410001
ACH-000108,-0.35413219316399996
ACH-000113,0.0162253295467
ACH-000115,-0.209736099377
ACH-000116,-0.128330799814
ACH-000118,-0.195453942008
ACH-000120,-0.0949061088445
ACH-000123,-0.38883013863399996
ACH-000127,-0.1512496175
ACH-000128,-0.1825819032
ACH-000132,-0.146599364028
ACH-000133,-0.398222282517
ACH-000137,-0.5024657661190001
ACH-000138,-0.325352091907
ACH-000142,-0.251388468708
ACH-000143,-0.336177622179
ACH-000146,-0.144575405461
ACH-000148,-0.42747847139
ACH-000150,-0.452141035332
ACH-000152,-0.34714783702
ACH-000153,-0.296795654099
ACH-000159,-0.295638455674
ACH-000160,-0.21626222501200001
ACH-000163,-0.17532542037
ACH-000167,0.0048880643185600006
ACH-000168,-0.0600676460429
ACH-000169,-0.0770933785554
ACH-000178,-0.225891844807
ACH-000182,-0.27428231306899997
ACH-000183,-0.0450929156179
ACH-000188,-0.22135776001999996
ACH-000189,-0.44856920743999995
ACH-000190,-0.42283234402500003
ACH-000198,-0.29795113948199997
ACH-000204,-0.23858202180100002
ACH-000206,-0.0129449285791
ACH-000207,-0.11791965411800001
ACH-000211,-0.143041928243
ACH-000215,-0.173445969199
ACH-000221,-0.49434108673699995
ACH-000222,-0.108649163955
ACH-000223,-0.09138538546330001
ACH-000226,-0.289186281037
ACH-000227,-0.397931743098
ACH-000228,-0.386069876504
ACH-000231,0.09038151770099999
ACH-000232,-0.36906798714199995
ACH-000233,-0.239316474133
ACH-000234,-0.356084582542
ACH-000235,-0.270790359596
ACH-000237,-0.446808799187
ACH-000238,-0.0977622003355
ACH-000243,-0.15783110396400002
ACH-000244,-0.2999479841
ACH-000246,-0.211409866592
ACH-000248,-0.356073133718
ACH-000250,-0.202575154789
ACH-000251,-0.755605086077
ACH-000253,-0.28492320698
ACH-000255,-0.37989880994499997
ACH-000256,-0.09845129639650001
ACH-000257,-0.21492892517200002
ACH-000258,-0.140874411319
ACH-000259,-0.159290463902
ACH-000260,-0.240193205783
ACH-000261,-0.174048921198
ACH-000262,-0.256712870178
ACH-000263,-0.290281611083
ACH-000264,-0.156346110224
ACH-000265,-0.412805728045
ACH-000266,-0.322657295794
ACH-000272,-0.244983590178
ACH-000273,-0.116257781778
ACH-000274,-0.141900061405
ACH-000277,-0.156367658166
ACH-000278,-0.103655604598
ACH-000279,-0.144637422309
ACH-000280,-0.300184613543
ACH-000281,-0.294473140093
ACH-000288,-0.163928625176
ACH-000291,-0.429339498683
ACH-000293,-0.510752007291
ACH-000294,-0.12565799802799998
ACH-000295,-0.20715548831500002
ACH-000296,-0.10926913317600001
ACH-000302,-0.5804067086420001
ACH-000304,0.21277736833
ACH-000307,-0.0896097796483
ACH-000308,-0.29361408957699997
ACH-000310,0.0911878152544
ACH-000311,-0.293379709963
ACH-000312,-0.101210648131
ACH-000315,-0.169194383329
ACH-000316,-0.12488734604599999
ACH-000317,-0.0849703634007
ACH-000318,-0.464330572535
ACH-000319,-0.207008914621
ACH-000320,-0.24537134135000002
ACH-000322,0.08901196325639998
ACH-000323,0.039243263944000004
ACH-000324,-0.280661084715
ACH-000329,-0.0958680436
ACH-000330,-0.23846334643300002
ACH-000331,-0.14304387417300002
ACH-000332,-0.263891807355
ACH-000334,-0.5440151206620001
ACH-000335,0.0575031726885
ACH-000336,-0.350425580745
ACH-000337,-0.0868964312807
ACH-000339,-0.25509628436799997
ACH-000341,-0.161740497531
ACH-000348,-0.25113253838000005
ACH-000350,-0.24930712449200002
ACH-000352,0.0211811411332
ACH-000356,-0.230470722934
ACH-000361,-0.202794356187
ACH-000362,-0.193120404653
ACH-000363,0.08960161103599999
ACH-000364,-0.376015624212
ACH-000365,-0.255674922022
ACH-000366,-0.32236567293
ACH-000368,-0.10172425836000001
ACH-000374,0.07475335918210001
ACH-000375,-0.286901977557
ACH-000376,-0.139597531133
ACH-000381,-0.37652426211400003
ACH-000383,-0.38397252564900003
ACH-000387,-0.398271886171
ACH-000389,-0.420810291059
ACH-000390,-0.293257642928
ACH-000393,-0.179859076214
ACH-000395,-0.387389150994
ACH-000397,-0.274429257128
ACH-000401,-0.0928023122129
ACH-000402,-0.020290628979900003
ACH-000403,-0.20504714666999999
ACH-000404,-0.00251829348178
ACH-000406,-0.106542236782
ACH-000407,-0.281356298209
ACH-000408,-0.449543550301
ACH-000410,-0.258348157232
ACH-000411,-0.405054026894
ACH-000414,-0.246795214826
ACH-000415,-0.155995786253
ACH-000416,-0.08575874091180001
ACH-000420,-0.115640068954
ACH-000421,-0.207400824898
ACH-000424,-0.24461761243299998
ACH-000425,-0.21451724001699998
ACH-000426,-0.244256989471
ACH-000427,-0.23203876126400003
ACH-000433,0.0386671427081
ACH-000436,-0.244815684899
ACH-000444,-0.25421709934500003
ACH-000445,-0.483367038435
ACH-000448,-0.102919295991
ACH-000450,-0.295290425708
ACH-000452,-0.18114719014800001
ACH-000454,-0.539957950219
ACH-000458,-0.26679034363000004
ACH-000459,-0.246046533441
ACH-000460,-0.255288096146
ACH-000461,-0.0586761150473
ACH-000463,-0.204979316092
ACH-000464,-0.484234001872
ACH-000466,-0.277851516654
ACH-000467,-0.10807009326
ACH-000468,-0.29444826160500004
ACH-000469,-0.102851651878
ACH-000470,-0.151386100203
ACH-000471,-0.20583345129299999
ACH-000472,-0.38491480949100004
ACH-000473,-0.25728050912300005
ACH-000475,-0.144430829205
ACH-000476,-0.17382813324000002
ACH-000477,-0.38742108186499996
ACH-000480,-0.230948765751
ACH-000481,-0.186311467964
ACH-000483,-0.0482896703549
ACH-000484,-0.207383195038
ACH-000485,-0.23182267299000003
ACH-000486,-0.344771577062
ACH-000487,-0.21301456555300002
ACH-000488,-0.20196482077300001
ACH-000490,-0.233030482117
ACH-000491,-0.14856210591900001
ACH-000495,-0.22847897605700002
ACH-000496,-0.192315350186
ACH-000499,-1.0695398060899999
ACH-000500,-0.214394397986
ACH-000502,-0.278927770488
ACH-000503,0.135451056028
ACH-000505,-0.23768976186700003
ACH-000507,-0.133981536786
ACH-000510,-0.742975007763
ACH-000511,-0.27731900293
ACH-000512,-0.466945871598
ACH-000516,-0.09172328860880001
ACH-000517,-0.188920314873
ACH-000518,-0.332212317423
ACH-000520,-0.479110227123
ACH-000521,-0.206013717264
ACH-000522,-0.237843719199
ACH-000524,-0.37008440553800004
ACH-000527,-0.318098173835
ACH-000528,-0.25063778641600004
ACH-000537,-0.27915500634199997
ACH-000541,-0.335050465758
ACH-000542,-0.449684214051
ACH-000544,-0.00109371218154
ACH-000545,-0.21905820166200002
ACH-000547,-0.25409716479899996
ACH-000548,-0.0377041193986
ACH-000549,-0.17816094824499998
ACH-000550,-0.145938535777
ACH-000552,-0.33098873785
ACH-000556,-0.22508077077
ACH-000557,-0.208948499953
ACH-000570,-0.201375711763
ACH-000571,-0.21320658563099998
ACH-000573,-0.423173425535
ACH-000576,-0.0786136089207
ACH-000580,-0.238049983145
ACH-000584,-0.400424862605
ACH-000585,-0.378460338072
ACH-000588,-0.229113301978
ACH-000589,-0.18677955592599998
ACH-000591,-0.358889508944
ACH-000593,-0.14102587685999998
ACH-000600,-0.287313391975
ACH-000601,-0.217167056734
ACH-000604,-0.766091262973
ACH-000605,-0.34318715562200003
ACH-000606,-0.330998889556
ACH-000608,-0.35592165785999996
ACH-000614,0.0732240012145
ACH-000616,-0.0492449553114
ACH-000618,-0.208954505327
ACH-000619,-0.20225557512200001
ACH-000620,-0.35418435246
ACH-000621,-0.47735643681199996
ACH-000622,0.0822114954589
ACH-000623,-0.219822905782
ACH-000624,-0.132000574979
ACH-000627,-0.305831464454
ACH-000630,-0.25024843635099997
ACH-000632,-0.1547626402
ACH-000633,-0.13188159955999998
ACH-000637,-0.474201278934
ACH-000638,0.08838178722300001
ACH-000646,-0.279010568186
ACH-000647,-0.119615938831
ACH-000648,-0.223733635659
ACH-000649,-0.25113342463000005
ACH-000651,-0.219955071219
ACH-000652,-0.185044006635
ACH-000653,-0.217782800736
ACH-000657,-0.23472222950399999
ACH-000658,-0.174515153891
ACH-000661,-0.0339176262579
ACH-000662,-0.47481145053
ACH-000663,-0.43017586326000007
ACH-000665,-0.149496681305
ACH-000671,-0.24040982123399998
ACH-000673,-0.17271631429200002
ACH-000676,-0.337710890229
ACH-000677,-0.225825676799
ACH-000681,-0.38663838578500004
ACH-000682,-0.21011842855
ACH-000683,-0.17034317387400003
ACH-000684,-0.04869384047619999
ACH-000688,-0.275855583036
ACH-000693,-0.306348062641
ACH-000694,-0.261568527997
ACH-000695,-0.0814415411768
ACH-000696,-0.24834485641600001
ACH-000697,-0.379613522606
ACH-000699,-0.10719378877
ACH-000701,-0.403102463452
ACH-000706,-0.419946423831
ACH-000711,-0.19978078677900002
ACH-000713,-0.0318556253063
ACH-000714,-0.0670982826891
ACH-000718,-0.18745879019900002
ACH-000720,-0.170766718791
ACH-000721,-0.226940803268
ACH-000724,-0.300910409967
ACH-000725,-0.123559539116
ACH-000732,-0.11215944205600001
ACH-000734,-0.36373021723000004
ACH-000735,-0.344596578628
ACH-000736,-0.216705432891
ACH-000738,-0.245790649307
ACH-000746,-0.30022797711300003
ACH-000747,-0.281862542102
ACH-000748,-0.296583015597
ACH-000753,-0.211319048136
