,RGSL1 (353299)
ACH-000004,-0.07553621243219999
ACH-000007,0.183716740058
ACH-000009,-0.20745532452399998
ACH-000011,0.22021412233000004
ACH-000012,0.06969548439249999
ACH-000013,0.0629455927786
ACH-000014,0.0489072643874
ACH-000015,0.057430988204899995
ACH-000017,0.0805971776488
ACH-000018,0.284162810716
ACH-000019,0.14436578622500001
ACH-000021,0.0337159885367
ACH-000022,0.00305008211062
ACH-000025,0.0194359245687
ACH-000028,0.0499664663329
ACH-000030,0.00550448174752
ACH-000035,-0.08826104515660001
ACH-000036,0.181666576539
ACH-000037,0.150719842198
ACH-000039,0.0011114915190499999
ACH-000040,0.118377274068
ACH-000041,-0.0602849143807
ACH-000042,0.0247378615728
ACH-000045,0.11339501548
ACH-000047,0.131365750363
ACH-000052,0.242351050279
ACH-000053,-0.017393413335500003
ACH-000054,0.0339024311969
ACH-000055,0.07610504700389999
ACH-000060,0.0802969110218
ACH-000067,-0.0571807857685
ACH-000070,0.0659906007711
ACH-000075,0.288695732621
ACH-000078,0.09542914497850001
ACH-000082,0.230126860587
ACH-000085,0.364790721762
ACH-000086,-0.0562335141055
ACH-000087,0.060299394082199996
ACH-000092,-0.035291123906699993
ACH-000095,-0.12504684247099998
ACH-000097,0.0519583171815
ACH-000098,-0.016136128226
ACH-000099,-0.015107839837
ACH-000108,-0.0807999375199
ACH-000113,0.052044361412500004
ACH-000115,0.141128550313
ACH-000116,0.057926119268500005
ACH-000118,-0.0358504563017
ACH-000120,0.06897849209960001
ACH-000123,0.00735396936416
ACH-000127,0.027580231866599997
ACH-000128,0.124145967458
ACH-000132,-0.113599336699
ACH-000133,-0.07327496235349999
ACH-000137,0.151974612092
ACH-000138,-0.056254822557800004
ACH-000142,0.0679629510507
ACH-000143,0.064915282401
ACH-000146,0.0865824376276
ACH-000148,-0.0952673060609
ACH-000150,-0.00146586653341
ACH-000152,0.18632885932999999
ACH-000153,-0.119493178017
ACH-000159,0.063314152871
ACH-000160,0.15985988658800002
ACH-000163,0.023252666849700003
ACH-000167,-0.0219281143964
ACH-000168,0.0836413038574
ACH-000169,0.0118682446
ACH-000178,0.048450607112800005
ACH-000182,0.137116771724
ACH-000183,-0.0158363384852
ACH-000188,0.0686829964944
ACH-000189,0.198871027947
ACH-000190,-0.16202609779899999
ACH-000198,0.0449036698759
ACH-000204,-0.150886579005
ACH-000206,0.0163934037312
ACH-000207,0.249018829952
ACH-000211,0.0124998366704
ACH-000215,0.09222453729
ACH-000221,0.036540788856999996
ACH-000222,0.006506882821739999
ACH-000223,-0.0765605589496
ACH-000226,-0.00414086465019
ACH-000227,-0.010979727058
ACH-000228,0.165846378555
ACH-000231,0.029141704059700003
ACH-000232,0.109773358913
ACH-000233,0.015241844963400001
ACH-000234,-0.120991773963
ACH-000235,-0.0046164739526299995
ACH-000237,-0.038080276612199995
ACH-000238,-0.09594219979910001
ACH-000243,-0.127478680076
ACH-000244,-0.053383586221699995
ACH-000246,0.0658908626786
ACH-000248,0.168934534404
ACH-000250,0.0977168515165
ACH-000251,0.215579135956
ACH-000253,0.08855745366329999
ACH-000255,0.12828225797499998
ACH-000256,0.00597459034108
ACH-000257,-0.0672958971274
ACH-000258,0.0817029968766
ACH-000259,0.0204801557059
ACH-000260,0.0018396629067399999
ACH-000261,-0.0111420588436
ACH-000262,0.0537089719905
ACH-000263,0.469577803337
ACH-000264,-0.059766457471699994
ACH-000265,-0.06520634666609999
ACH-000266,-0.0227355485272
ACH-000272,0.08566848526460001
ACH-000273,0.061720646104800006
ACH-000274,0.0981418008454
ACH-000277,0.107245670553
ACH-000278,0.155485397942
ACH-000279,0.048485681136600005
ACH-000280,-0.00627760836749
ACH-000281,-0.0117385533485
ACH-000288,0.0785152447884
ACH-000291,0.09784376358539998
ACH-000293,-0.0010462567335900001
ACH-000294,-0.166920969405
ACH-000295,0.114159400104
ACH-000296,0.08531779664999999
ACH-000302,0.060469689502099994
ACH-000304,0.294154401665
ACH-000307,0.008410448842520001
ACH-000308,0.101980264849
ACH-000310,-0.298039112722
ACH-000311,-0.0104289297995
ACH-000312,-0.162176990304
ACH-000315,0.119588647626
ACH-000316,0.0546587148722
ACH-000317,0.151293186866
ACH-000318,0.134001583443
ACH-000319,-0.10733137627699998
ACH-000320,-0.19750684458299997
ACH-000322,-0.10526726214099999
ACH-000323,0.09990430982319999
ACH-000324,-0.138044455842
ACH-000329,-0.16888190383699997
ACH-000330,-0.337106334041
ACH-000331,-0.025914193492099998
ACH-000332,-0.0338376704857
ACH-000334,-0.17257464322799998
ACH-000335,-0.00271702417236
ACH-000336,-0.12361546945900001
ACH-000337,-0.114653017554
ACH-000339,0.033114536039
ACH-000341,0.204967926045
ACH-000348,-0.0143912889878
