,ANPEP (290)
ACH-000004,-0.146846234495
ACH-000007,-0.09681332681089999
ACH-000009,-0.138457820766
ACH-000011,0.049648141000800006
ACH-000012,-0.0879401640855
ACH-000013,-0.0683901087464
ACH-000014,0.00116306901194
ACH-000015,-0.07042562570880001
ACH-000017,-0.08431096258
ACH-000018,-0.17697183076200002
ACH-000019,0.08084768809010001
ACH-000021,0.00691517030729
ACH-000022,-0.227384821936
ACH-000025,0.07771748936980001
ACH-000028,-0.00258920577596
ACH-000030,-0.0908181757642
ACH-000035,-0.0654146714234
ACH-000036,0.00131392439434
ACH-000037,0.1844536357
ACH-000039,-0.170621582128
ACH-000040,-0.07420989965639999
ACH-000041,-0.152050908034
ACH-000042,-0.153750187974
ACH-000045,-0.254079894796
ACH-000047,-0.0028094604315599997
ACH-000052,0.031395238376899996
ACH-000053,-0.21726260712200002
ACH-000054,-0.05503011142000001
ACH-000055,0.225213696988
ACH-000060,-0.08873505166069999
ACH-000067,0.0574803639707
ACH-000070,0.0216011771444
ACH-000075,-0.0213834811766
ACH-000078,-0.175547187625
ACH-000082,-0.188239451285
ACH-000085,-0.126931065568
ACH-000086,0.00458788756135
ACH-000087,-0.056770286229300006
ACH-000092,-0.0274222988963
ACH-000095,-0.105466829836
ACH-000097,-0.0414465744206
ACH-000098,0.057659267010199994
ACH-000099,-0.0439019166301
ACH-000108,-0.09914781570419999
ACH-000113,-0.133254611586
ACH-000115,-0.400614620742
ACH-000116,-0.0429712805628
ACH-000118,0.04641964281219999
ACH-000120,-0.09376442610030002
ACH-000123,-0.122879837946
ACH-000127,-0.0627838008148
ACH-000128,0.09054304451610001
ACH-000132,0.06946526933939999
ACH-000133,-0.057504734747800004
ACH-000137,0.041119533738
ACH-000138,-0.131498220218
ACH-000142,-0.0101173046739
ACH-000143,-0.144078803446
ACH-000146,-0.18324277269699998
ACH-000148,-0.0636247518006
ACH-000150,0.0266320514996
ACH-000152,0.019083086261499998
ACH-000153,-0.204840666098
ACH-000159,0.011047697283399998
ACH-000160,-0.13862370620699999
ACH-000163,0.0738183368325
ACH-000167,-0.140381804057
ACH-000168,-0.0721543041218
ACH-000169,0.00211018968884
ACH-000178,-0.0550879315114
ACH-000182,-0.049051232811599996
ACH-000183,-0.24937902133
ACH-000188,-0.0874645794436
ACH-000189,0.00403493529929
ACH-000190,0.019681052939900003
ACH-000198,-0.11510017942800001
ACH-000204,-0.285947304061
ACH-000206,-0.09312518944769999
ACH-000207,-0.025782803955599995
ACH-000211,-0.0143804736613
ACH-000215,-0.0634443952476
ACH-000221,-0.08872110357169999
ACH-000222,-0.123050626545
ACH-000223,-0.06623001099619999
ACH-000226,0.043335373152800005
ACH-000227,-0.178824816919
ACH-000228,-0.173943343895
ACH-000231,-0.10982808819499999
ACH-000232,-0.020531802162
ACH-000233,-0.215164837466
ACH-000234,-0.021842482576299997
ACH-000235,-0.12360503964500001
ACH-000237,-0.08427938454739999
ACH-000238,-0.158487661259
ACH-000243,-0.0325167767076
ACH-000244,0.0301220419392
ACH-000246,0.0392261472825
ACH-000248,-0.0591826554251
ACH-000250,-0.0654481223811
ACH-000251,0.24433539171100002
ACH-000253,-0.13418539287200001
ACH-000255,-0.142505856234
ACH-000256,-0.206793019767
ACH-000257,-0.249763082522
ACH-000258,0.117818377182
ACH-000259,-0.06345568117049999
ACH-000260,-0.0564841528873
ACH-000261,-0.00809178790259
ACH-000262,0.148249994929
ACH-000263,-0.436837162178
ACH-000264,-0.08781273130110001
ACH-000265,-0.0401800271413
ACH-000266,-0.0571765724255
ACH-000272,-0.0054679439194200005
ACH-000273,-0.026249199402099996
ACH-000274,-0.179377114308
ACH-000277,-0.101520577575
ACH-000278,0.0261528962904
ACH-000279,-0.058014404171000004
ACH-000280,0.0117156144196
ACH-000281,-0.237451526025
ACH-000288,-0.0963708268822
ACH-000291,0.0121992530617
ACH-000293,-0.0349042458988
ACH-000294,-0.057667005175199994
ACH-000295,-0.310264383515
ACH-000296,-0.096571620202
ACH-000302,-0.136985622981
ACH-000304,0.0983187196308
ACH-000307,-0.251275852898
ACH-000308,-0.100508442377
ACH-000310,-0.30065258533100003
ACH-000311,-0.134100557782
