,EAF1 (85403)
ACH-000004,-0.220956169651
ACH-000007,-0.44680573579599997
ACH-000009,-0.8100069418870001
ACH-000011,-0.280555734762
ACH-000012,-0.38426417405
ACH-000013,-0.582664385282
ACH-000014,-0.27077752937800004
ACH-000015,-0.183070565557
ACH-000017,-0.487264648706
ACH-000018,-0.35222348266900005
ACH-000019,-0.64576731692
ACH-000021,-0.120321825055
ACH-000022,-0.5315155939239999
ACH-000025,-0.201364359193
ACH-000028,-0.764539942998
ACH-000030,-0.9877344093899999
ACH-000035,-0.811166798033
ACH-000036,-0.7374906113040001
ACH-000037,-0.356260812318
ACH-000039,-0.107787512065
ACH-000040,-0.503613017938
ACH-000041,-0.28274036645399997
ACH-000042,-0.739825746295
ACH-000045,-0.18041006602899998
ACH-000047,-0.212583250585
ACH-000052,-0.33229255600200003
ACH-000053,-0.33621852836099997
ACH-000054,-0.263270113304
ACH-000055,-0.8145767359020001
ACH-000060,-0.7736672578129999
ACH-000067,-1.32484362475
ACH-000070,-0.0952652459459
ACH-000075,-0.342580525667
ACH-000078,-0.5729328774469999
ACH-000082,-0.622858811521
ACH-000085,-0.27788061902399996
ACH-000086,-0.543753203317
ACH-000087,-0.11045193729599999
ACH-000092,-0.366680175596
ACH-000095,-0.294388026628
ACH-000097,-1.05174803876
ACH-000098,-0.14964350987199998
ACH-000099,-0.310425258405
ACH-000108,-0.340785784455
ACH-000113,-0.335008591372
ACH-000115,-0.228254203562
ACH-000116,-0.400379143349
ACH-000118,-0.849526602088
ACH-000120,-0.5847272417480001
ACH-000123,-0.498874069599
ACH-000127,-0.21921074899999998
ACH-000128,0.023159982663599997
ACH-000132,-0.322819927707
ACH-000133,-0.507008852325
ACH-000137,-0.267692663871
ACH-000138,-0.575323305676
ACH-000142,-0.19142474125199999
ACH-000143,-0.669560852349
ACH-000146,0.0418631410062
ACH-000148,-0.141998036124
ACH-000150,-0.34545196165799996
ACH-000152,-0.7538729705730001
ACH-000153,-1.1204340852299999
ACH-000159,-0.587745600268
ACH-000160,-0.0560169199225
ACH-000163,-0.451715222766
ACH-000167,-0.758166923176
ACH-000168,-0.19718993173399998
ACH-000169,-0.391494622888
ACH-000178,-0.757068671331
ACH-000182,-0.19863655340599998
ACH-000183,-0.40420764764899997
ACH-000188,-0.7909528553919999
ACH-000189,-0.776297719251
ACH-000190,-0.998048308553
ACH-000198,-0.249601914258
ACH-000204,-0.547324815559
ACH-000206,-0.363275322086
ACH-000207,-0.0777877174432
ACH-000211,-0.21588787835
ACH-000215,-1.04038208441
ACH-000221,-0.194432656064
ACH-000222,-0.546502795581
ACH-000223,-0.578160311506
ACH-000226,-0.652377298682
ACH-000227,-1.00096276058
ACH-000228,-0.534692120549
ACH-000231,-0.795933976619
ACH-000232,-1.06914270067
ACH-000233,-0.10800766618799999
ACH-000234,-0.655965692957
ACH-000235,-0.93204495157
ACH-000237,-0.590347980824
ACH-000238,-0.782194712396
ACH-000243,-1.1017168936700001
ACH-000244,-0.376214937492
ACH-000246,-0.111584731152
ACH-000248,-0.233150509317
ACH-000250,-0.73916083206
ACH-000251,-0.499079039505
ACH-000253,-0.121244899231
ACH-000255,-0.8734086420299999
ACH-000256,-0.36626630746699995
ACH-000257,-0.33525065180999997
ACH-000258,-0.5135495599350001
ACH-000259,-0.22115462450999998
ACH-000260,-1.0186386962
ACH-000261,-0.341021130232
ACH-000262,-0.339181873358
ACH-000263,-0.422622788688
ACH-000264,-0.249835181068
ACH-000265,-0.445664865266
ACH-000266,-0.143466731711
ACH-000272,-1.1221834686399998
ACH-000273,-0.691757873085
ACH-000274,-0.798199761838
ACH-000277,-0.216211225276
ACH-000278,-0.822692049454
ACH-000279,-0.205572733453
ACH-000280,-0.628821837232
ACH-000281,-0.727527106283
ACH-000288,-0.023171574177000002
ACH-000291,-0.6057830034139999
ACH-000293,-0.0948730300878
ACH-000294,-0.191587805369
ACH-000295,-0.320878043567
ACH-000296,-0.177123293909
ACH-000302,-0.21647161911899998
ACH-000304,-0.29763173082899996
ACH-000307,-0.43546558866400004
ACH-000308,-0.279246244974
ACH-000310,-0.7540836395559999
ACH-000311,-0.738052703097
ACH-000312,-1.15995141361
ACH-000315,-0.33715656754100004
ACH-000316,-0.107592399462
ACH-000317,-0.781339122376
ACH-000318,-0.510619719681
ACH-000319,-0.7753112687270001
ACH-000320,-0.645026935986
ACH-000322,-0.47370862379600004
ACH-000323,-0.9948387109729999
ACH-000324,-0.24667962215999997
ACH-000329,-0.938980933786
ACH-000330,-0.344585992561
ACH-000331,-0.873496392362
ACH-000332,-1.14380630571
ACH-000334,-0.228734082445
ACH-000335,-0.816242561964
ACH-000336,-0.244543325654
ACH-000337,-0.307854973004
ACH-000339,-0.941384719762
ACH-000341,-0.38022116349299995
ACH-000348,-0.528153268675
ACH-000350,-0.263087008176
ACH-000352,-0.14057472136600002
ACH-000356,-0.0873539430401
ACH-000361,0.00351822978327
ACH-000362,-0.33339665374899996
ACH-000363,-0.152406647102
ACH-000364,-0.7647845658
ACH-000365,-0.28289314010600003
ACH-000366,-0.35882688470799995
ACH-000368,-0.39256487261699996
ACH-000374,-0.44495611816799996
ACH-000375,-0.583487832782
ACH-000376,-0.688822688326
ACH-000381,-0.7553210670730001
ACH-000383,-0.486311817424
ACH-000387,-0.211334035592
ACH-000389,-0.7251299600309999
ACH-000390,-0.80832498155
ACH-000393,-0.208253947753
ACH-000395,-0.988417820256
ACH-000397,-0.6818154524
ACH-000401,-0.540428659108
ACH-000402,-0.2594649332
ACH-000403,-0.20872363940400002
ACH-000404,-0.44077461969899995
ACH-000406,-0.203702116563
ACH-000407,-0.8518838190189999
ACH-000408,-0.8247464814990001
ACH-000410,-0.51707186903
ACH-000411,-1.01380064268
ACH-000414,-0.8414674413609999
ACH-000415,-0.363114998186
ACH-000416,-0.16868102555
ACH-000420,-0.7587869324359999
ACH-000421,-1.02421577821
ACH-000424,-0.466287032656
ACH-000425,-0.13872241211
ACH-000426,-0.34707376939
ACH-000427,-0.322846203112
ACH-000433,-0.573998389798
ACH-000436,-0.21265832669399998
ACH-000444,-0.7451256885959999
ACH-000445,-0.9632293883580001
ACH-000448,-1.1412959034899999
ACH-000450,-0.193603687389
ACH-000452,-0.10850617053099999
ACH-000454,-0.8321781074439999
ACH-000458,-0.9524024551870001
ACH-000459,-0.521130907507
ACH-000460,-0.621379095457
ACH-000461,-0.638760031287
ACH-000463,-0.648877379162
ACH-000464,-0.6261716944219999
ACH-000466,-0.25584995075100003
ACH-000467,-0.7665430389579999
ACH-000468,-1.6014776479600001
ACH-000469,-0.275708913414
ACH-000470,-0.343176433172
ACH-000471,-1.27927136494
ACH-000472,-0.147186307432
ACH-000473,-0.113923245297
ACH-000475,-0.0756802124288
ACH-000476,-0.103043259254
ACH-000477,-0.507201385198
ACH-000480,-0.568634878222
ACH-000481,-0.997692495544
ACH-000483,-0.6293676020960001
ACH-000484,-1.24200572926
ACH-000485,-0.23601243796399998
ACH-000486,-0.433243806454
ACH-000487,-0.38875445026100003
ACH-000488,-0.839877868072
ACH-000490,-0.539458116776
ACH-000491,-0.243850696161
ACH-000495,-0.0729653101558
ACH-000496,-0.756178876665
ACH-000499,-0.42440198315399996
ACH-000500,-0.6365554782739999
ACH-000502,-1.1296855407
ACH-000503,-0.9181065728829999
ACH-000505,-0.612172532868
ACH-000507,-0.28350923377099996
ACH-000510,-0.08889955038619998
ACH-000511,-0.718000026047
ACH-000512,-0.306134184595
ACH-000516,-0.125664824034
ACH-000517,-1.09837558131
ACH-000518,-0.11291398719000001
ACH-000520,-0.696669276921
ACH-000521,-0.9422639872669999
ACH-000522,-0.289459166308
ACH-000524,-0.191085163695
ACH-000527,-0.254812197245
ACH-000528,-0.08132512585479999
ACH-000537,-0.5582935657379999
ACH-000541,-0.659406241699
ACH-000542,-0.309189360484
ACH-000544,-0.344313260582
ACH-000545,-0.406830803064
ACH-000547,-0.655556591159
ACH-000548,-0.478074533732
ACH-000549,-0.328392569162
ACH-000550,-0.5578191987259999
ACH-000552,-0.261398341121
ACH-000556,-0.558163959669
ACH-000557,0.35988033650300005
ACH-000570,-0.5590324125330001
ACH-000571,-0.404651155289
ACH-000573,-0.17701034252300002
ACH-000576,-0.389919330412
ACH-000580,-0.582153069966
ACH-000584,-0.711762104564
ACH-000585,-0.265072002396
ACH-000588,-0.396211137303
ACH-000589,-0.42518651965300003
ACH-000591,-0.360511007777
ACH-000593,-1.07621116729
ACH-000600,-0.38140221795400003
ACH-000601,-1.03695947195
ACH-000604,-0.38516945218099996
ACH-000605,-0.495522885852
ACH-000606,-0.558293671971
ACH-000608,-0.11145141674699999
ACH-000614,-0.166859957607
ACH-000616,-0.809606100036
ACH-000618,-0.0922495166195
ACH-000619,-0.252413127284
ACH-000620,-0.365218572569
ACH-000621,-0.7673219637049999
ACH-000622,-0.312473905619
ACH-000623,-0.215339627856
ACH-000624,-0.359478390183
ACH-000627,-0.79920305383
ACH-000630,-0.232285122863
ACH-000632,-0.38624693498
ACH-000633,-0.581026000796
ACH-000637,-0.71505598059
ACH-000638,-0.0413438819868
ACH-000646,-0.847921222475
ACH-000647,-0.08845058305739999
ACH-000648,-0.364525307139
ACH-000649,-0.5893888865829999
ACH-000651,-0.43906647329
ACH-000652,-0.788993039918
ACH-000653,-0.40513587919699995
ACH-000657,-0.599274776849
ACH-000658,-0.27231042788300003
ACH-000661,-0.363849000722
ACH-000662,-0.383798547201
ACH-000663,-0.254270908462
ACH-000665,-0.9202528656110001
ACH-000671,-0.367317856621
ACH-000673,-1.53527389477
ACH-000676,-0.26622331355
ACH-000677,-0.43437232871200004
ACH-000681,-0.332532636444
ACH-000682,-0.9731963656389999
ACH-000683,-0.18178086863200002
ACH-000684,-0.00770537275316
ACH-000688,-0.267292577609
ACH-000693,-0.375835262658
ACH-000694,-0.13513988388
ACH-000695,-0.289389088076
ACH-000696,-0.27318744360999997
ACH-000697,-0.524919614286
ACH-000699,-1.13037756965
ACH-000701,-0.664650915202
ACH-000706,-0.346240845599
ACH-000711,-0.488519766705
ACH-000713,-0.625033356612
ACH-000714,-0.9362612435109999
ACH-000718,-0.842770902614
ACH-000720,-0.7692831373119999
ACH-000721,-0.475335577781
ACH-000724,-0.210423776613
ACH-000725,-0.148995143587
ACH-000732,-0.40985935836
ACH-000734,-0.369095507148
ACH-000735,-0.182537899057
ACH-000736,-0.531387067442
ACH-000738,-0.289034044742
ACH-000746,-0.572796678834
ACH-000747,-0.598822247869
ACH-000748,-0.324763772553
ACH-000753,-0.653523287307
ACH-000756,-1.16364989683
ACH-000757,-0.308838181242
ACH-000758,-0.45464860728600004
ACH-000760,-0.0498744859255
ACH-000763,-0.492626871638
ACH-000764,-0.22282517075599997
ACH-000765,-0.137704639948
ACH-000766,-0.701871368038
ACH-000767,-0.0301242051533
ACH-000768,-0.753339855323
ACH-000769,-0.513070278204
ACH-000770,-0.376195619714
ACH-000771,-0.0395045616054
ACH-000773,-0.738405052932
ACH-000776,-0.267947418572
ACH-000777,-0.868438427707
ACH-000778,-0.958501058069
ACH-000781,-0.393402222964
ACH-000782,-0.450722404675
ACH-000783,-0.268548749463
ACH-000784,-0.993249931829
ACH-000785,-0.419515143793
ACH-000787,-0.811505226026
ACH-000788,-0.17652700540600003
ACH-000791,-1.31181408308
ACH-000792,-0.90630488619
ACH-000794,-0.276550552539
ACH-000796,-0.537928997614
ACH-000799,-0.651809860389
ACH-000800,-0.258691639096
ACH-000802,-0.983765617605
ACH-000804,-0.587282367509
ACH-000805,-0.357336427503
ACH-000809,-0.27934663803000004
ACH-000810,-0.266280524852
ACH-000811,-1.21526124906
ACH-000817,-0.497519806783
ACH-000819,-0.826870853671
ACH-000820,-0.249691659919
ACH-000821,-0.313434269358
ACH-000822,-0.49789730382200004
ACH-000823,-0.838090483448
ACH-000824,-0.148982865865
ACH-000827,-0.733563308169
ACH-000829,-0.380031076625
ACH-000831,-0.434734594863
ACH-000832,-0.70266006617
ACH-000833,-0.40569555095700005
ACH-000834,-0.453538097496
ACH-000835,-0.0353483311937
ACH-000836,-0.236228316171
ACH-000837,-0.231020378217
ACH-000838,-0.012072994069700001
ACH-000839,-0.7297511828309999
ACH-000840,-0.8742673163670001
ACH-000841,-0.0900816495637
ACH-000843,-0.589453056993
ACH-000846,-0.26202835071999997
ACH-000847,-0.811107009942
ACH-000848,-0.444932721983
ACH-000849,0.14437435021
ACH-000851,-0.23953244636799997
ACH-000855,-0.657103321009
ACH-000856,-0.39205311582900004
ACH-000858,-0.137311704744
ACH-000859,-0.842563799328
ACH-000861,-0.614329015696
ACH-000862,-0.0940268464394
ACH-000865,-0.809579218276
ACH-000866,-0.13067655093699998
ACH-000867,-1.03141767739
ACH-000869,-0.354509375511
ACH-000872,-0.155043673691
ACH-000873,-0.236183887599
ACH-000876,-0.11961632156600001
ACH-000878,-0.597555362914
ACH-000880,-0.46850746329099996
ACH-000881,-0.360120617796
ACH-000882,-0.33345417882100004
ACH-000884,-0.306670611219
ACH-000885,-0.438757227676
ACH-000887,-0.8788010759550001
ACH-000888,-0.36725383990800003
ACH-000889,-0.37127546626100005
ACH-000890,-0.43471272081
ACH-000896,-0.394914000656
ACH-000898,-0.62087190447
ACH-000900,-0.256167497749
ACH-000901,0.0240806392773
ACH-000905,-0.627718106603
ACH-000906,-0.5480512544730001
ACH-000907,-0.00826089784201
ACH-000910,-0.26711809748599996
ACH-000911,-0.894098597781
ACH-000912,-1.0528466676200001
ACH-000913,-0.621335362857
ACH-000915,-0.28883148312600004
ACH-000916,-0.628102810979
ACH-000917,-0.9884827120020001
ACH-000921,-0.283545377511
ACH-000924,-0.891311207802
ACH-000926,-0.918530865615
ACH-000928,-0.7334709299950001
ACH-000929,-0.6806827642000001
ACH-000932,-0.517364126859
ACH-000935,-0.7768767813259999
ACH-000936,-0.11784356953500001
ACH-000937,-0.155350272663
ACH-000938,-0.23797207715500002
ACH-000939,-0.588087288336
ACH-000941,-0.0314524780393
ACH-000943,-1.10785778194
ACH-000946,-0.31165897517499996
ACH-000947,-0.171198806855
ACH-000948,-0.270286040313
ACH-000950,-0.41072559840000006
ACH-000953,-0.221390876732
ACH-000957,-0.296980933801
ACH-000958,-0.522959931948
ACH-000960,-0.0359592918992
ACH-000963,-0.5495773362740001
ACH-000968,-0.19985863124000003
ACH-000969,-0.245244858188
ACH-000973,-0.08619886955099999
ACH-000974,-0.35123840034000003
ACH-000975,-0.973916752072
ACH-000976,-0.206773011615
ACH-000978,-0.39626793948899997
ACH-000980,-0.216142961849
ACH-000984,-0.265692395444
ACH-000986,-0.22549951668200002
ACH-000988,-0.291253458206
ACH-000993,-0.7896040089049999
ACH-000994,-0.632520059881
ACH-000996,-0.5187974184499999
ACH-001001,-0.6423578886399999
ACH-001020,-0.840518770406
ACH-001028,-0.20692332248300002
ACH-001031,-0.42019610145099995
ACH-001038,-0.11314764804300001
ACH-001048,-0.882461524488
ACH-001050,-0.6665279147600001
ACH-001053,-0.567393522984
ACH-001054,-0.421453478536
ACH-001061,-0.221410259447
ACH-001067,-0.717689235914
ACH-001075,-1.08394323643
ACH-001096,-1.1728706423
ACH-001128,-0.615611450967
ACH-001134,-0.191314837867
ACH-001151,0.0500224658887
ACH-001163,-0.24778357061700002
ACH-001164,-0.5375387201899999
ACH-001173,-0.443346188901
ACH-001183,-0.439422254802
ACH-001184,-0.612704928169
ACH-001190,-0.275003406221
ACH-001192,-0.160842035866
ACH-001193,-0.164762793894
ACH-001196,-0.462928121534
ACH-001197,-0.636922942617
ACH-001205,-0.685571402546
ACH-001211,-0.529185369881
ACH-001212,-0.561777983194
ACH-001228,-0.135420668056
ACH-001232,-0.649438736488
ACH-001239,-0.329613600791
ACH-001274,-0.9369299644700001
ACH-001275,-0.9955617540080001
ACH-001277,-0.217954519504
ACH-001278,-0.6385408006509999
ACH-001280,-0.7371975052770001
ACH-001283,-0.7164858672
ACH-001289,-0.552578941043
ACH-001295,-0.329300070584
ACH-001300,-0.584436615227
ACH-001301,-0.5957150367399999
ACH-001302,-0.672158188029
ACH-001303,-0.6927583323950001
ACH-001306,-0.424726100213
ACH-001318,-0.239639024258
ACH-001322,-0.312693211483
ACH-001328,-0.210864177183
ACH-001332,-0.7271890198919999
ACH-001333,-0.176511545911
ACH-001336,-0.754243396822
ACH-001340,-0.440820835442
ACH-001346,-0.8365997683249999
ACH-001353,-0.608655919463
ACH-001354,-0.347748246691
ACH-001367,-0.254131774216
ACH-001368,-0.528891562165
ACH-001374,-0.721547658681
ACH-001375,-0.7767077593639999
ACH-001377,-0.939132655517
ACH-001380,-0.44887837156099997
ACH-001391,-1.3633907014200002
ACH-001407,-0.33694357585199997
ACH-001408,-0.466388198774
ACH-001413,-0.959127279728
ACH-001430,-0.56451026081
ACH-001431,-0.347595591845
ACH-001450,-0.201892197766
ACH-001496,-1.0296504915200002
ACH-001500,-0.174201778816
ACH-001521,-0.256533207943
ACH-001523,-0.612384863877
ACH-001532,-1.0662974502
ACH-001536,-0.558540539071
ACH-001550,-0.07274544937130001
ACH-001552,-0.54689526128
ACH-001554,-0.463559612518
ACH-001645,-0.27941904194
ACH-001654,-0.305857391519
ACH-001715,-0.594044136895
ACH-001735,-0.215470880565
ACH-001736,-0.205696686196
ACH-001737,-1.05856208851
ACH-001740,-0.883714941557
ACH-001745,-0.836812063777
ACH-001750,-0.550292183662
ACH-001765,-0.557842846231
ACH-001956,-0.311770193849
ACH-001957,-0.259841255764
