,RNASEL (6041)
ACH-000004,-0.007492641115960001
ACH-000007,0.0724402913043
ACH-000009,-0.183037756399
ACH-000011,-0.011319157135100002
ACH-000012,-0.11692350769200001
ACH-000013,-0.07032497601610001
ACH-000014,-0.0835188896927
ACH-000015,0.0365986498562
ACH-000017,-0.124202512345
ACH-000018,0.0560696140775
ACH-000019,-0.0378235003304
ACH-000021,-0.024457671085599996
ACH-000022,-0.021594268675
ACH-000025,-0.154952874795
ACH-000028,-0.0357737213045
ACH-000030,0.0356271227945
ACH-000035,-0.031677314920099994
ACH-000036,-0.0953554666862
ACH-000037,-0.143457306658
ACH-000039,-0.0428631238045
ACH-000040,-0.025323078564599998
ACH-000041,-0.03326326226
ACH-000042,0.10838541899800001
ACH-000045,0.04568137174930001
ACH-000047,-0.0277706928352
ACH-000052,-0.0544714721888
ACH-000053,-0.014057907242000001
ACH-000054,-0.030529927154399998
ACH-000055,0.0276188930822
ACH-000060,0.054430519213199996
ACH-000067,0.0417948612138
ACH-000070,-0.0226960786424
ACH-000075,-0.05102832508280001
ACH-000078,-0.0979071449949
ACH-000082,-0.113104400622
ACH-000085,-0.043347345757800006
ACH-000086,-0.228258889143
ACH-000087,-0.130282988076
ACH-000092,-0.08579007904660002
ACH-000095,0.0256243421625
ACH-000097,0.040196800440099996
ACH-000098,-0.059605215464300004
ACH-000099,-0.0030616029930800003
ACH-000108,0.12656810096100002
ACH-000113,-0.043639544542300006
ACH-000115,-0.059402420758800006
ACH-000116,-0.0412131826119
ACH-000118,0.0644161142395
ACH-000120,-0.00419547722759
ACH-000123,0.00754184013426
ACH-000127,-0.0069586459904
ACH-000128,0.11850315038699999
ACH-000132,0.0396831480776
ACH-000133,-0.08832523288380001
ACH-000137,-0.11068280409299999
ACH-000138,0.14502517132
ACH-000142,-0.0336359799138
ACH-000143,0.135452205588
ACH-000146,-0.0333363750975
ACH-000148,-0.06833586445249999
ACH-000150,0.0061020099535500005
ACH-000152,-0.118355741293
ACH-000153,-0.159758236938
ACH-000159,-0.10773015454500001
ACH-000160,0.13235334529
ACH-000163,-0.0663859337879
ACH-000167,-0.17740155726
ACH-000168,0.09826629090849999
ACH-000169,-0.026948110159900004
ACH-000178,-0.023862401228400002
ACH-000182,0.109367117734
ACH-000183,-0.0440524319524
ACH-000188,-0.0244185485573
ACH-000189,-0.021090266254199998
ACH-000190,-0.0954404902713
ACH-000198,-0.00245463700457
ACH-000204,-0.32917223426
ACH-000206,-0.146408766863
ACH-000207,0.054169248210899995
ACH-000211,-0.00137640660279
ACH-000215,-0.0436065687247
ACH-000221,0.06226128304830001
ACH-000222,-0.158612853266
ACH-000223,0.0350064775705
ACH-000226,-0.0583312982711
ACH-000227,-0.015985960772799998
ACH-000228,0.137390976394
ACH-000231,0.0536689837365
ACH-000232,0.054073937731099996
ACH-000233,0.178244275149
ACH-000234,0.0126490964215
ACH-000235,-0.12728944566
ACH-000237,0.0425285385496
ACH-000238,-0.0752107748968
ACH-000243,-0.039812309942
ACH-000244,-0.0153480816896
ACH-000246,-0.0473199453216
ACH-000248,-0.103479001802
ACH-000250,0.010706447459
ACH-000251,0.0564216192886
ACH-000253,-0.139442471314
ACH-000255,-0.07584591233030001
ACH-000256,-0.262267265051
ACH-000257,-0.343396459098
ACH-000258,-0.00394618800026
ACH-000259,-0.0648787028553
ACH-000260,-0.127199095934
ACH-000261,0.0193444707895
ACH-000262,0.249809315394
ACH-000263,-0.209080840365
ACH-000264,-0.0887662873149
ACH-000265,0.04887138704940001
ACH-000266,0.038410794370199994
ACH-000272,-0.00413312478457
ACH-000273,-0.116891411014
ACH-000274,0.00261170498689
ACH-000277,-0.08748499177680001
ACH-000278,0.238427370317
ACH-000279,0.0292696263285
ACH-000280,0.0567285869833
ACH-000281,-0.069418040152
ACH-000288,-0.072271256015
ACH-000291,0.07504448177050001
ACH-000293,0.11677115573899999
ACH-000294,-0.0239312154691
ACH-000295,0.239343732802
ACH-000296,-0.104180366086
ACH-000302,-0.0730716264974
ACH-000304,0.132453428626
ACH-000307,0.0175268122012
ACH-000308,-0.0334408445302
ACH-000310,-0.12437029344799999
ACH-000311,-0.0291436980982
ACH-000312,0.06251631476200001
ACH-000315,-0.156708059363
ACH-000316,0.0021540329893800004
ACH-000317,0.0941276213246
ACH-000318,-0.06853761484130001
ACH-000319,-0.18154715755399997
ACH-000320,-0.299899971187
ACH-000322,-0.035293505344
ACH-000323,-0.124215091977
ACH-000324,-0.020865168006500002
ACH-000329,-0.13905615089099999
ACH-000330,0.055425967101800006
ACH-000331,-0.0181554496882
ACH-000332,-0.00410219245889
ACH-000334,-0.19759047137000002
ACH-000335,-0.147256596964
ACH-000336,0.000687324646815
ACH-000337,-0.12245879432399999
ACH-000339,-0.028422651950699998
ACH-000341,-0.13845818120300002
ACH-000348,-0.0514690914891
ACH-000350,-0.00425836324452
ACH-000352,0.0168428273983
ACH-000356,-0.06312437365910001
ACH-000361,0.16945698459199998
ACH-000362,0.0439192151628
ACH-000363,-0.04442638108469999
ACH-000364,-0.00826192055554
ACH-000365,-0.0876561943733
ACH-000366,0.05859120864080001
ACH-000368,0.00646228793781
ACH-000374,0.0279348781353
ACH-000375,-0.0995784898037
ACH-000376,-0.0807622916418
ACH-000381,0.0319840629887
ACH-000383,-0.11045160010800001
ACH-000387,-0.026821210584400002
ACH-000389,0.0795222863546
ACH-000390,-0.0699846370495
ACH-000393,-0.000167255031824
ACH-000395,0.12596764679199998
ACH-000397,0.0701252743348
ACH-000401,-0.0025628938233899995
ACH-000402,-0.084342222137
ACH-000403,0.0794215748416
ACH-000404,0.176432380583
ACH-000406,-0.0534168623609
ACH-000407,-0.0713973753176
ACH-000408,0.148513916312
ACH-000410,-0.0300940354055
ACH-000411,-0.0523879429794
ACH-000414,-0.0436041510071
ACH-000415,-0.0448894874581
ACH-000416,-0.09210180103599999
ACH-000420,-0.148218705487
ACH-000421,0.10559119127399999
ACH-000424,-0.0710474437637
ACH-000425,-0.11366743797800001
ACH-000426,-0.13484706877
ACH-000427,0.0152483312796
ACH-000433,0.00802658464761
ACH-000436,0.114021374682
ACH-000444,0.040591329327099995
ACH-000445,-0.128089279002
ACH-000448,-0.029511380941
ACH-000450,-0.0736412740855
ACH-000452,0.0400476611928
ACH-000454,-0.128835720174
ACH-000458,-0.023045463168900004
ACH-000459,-0.00178307491918
ACH-000460,0.0124863870631
ACH-000461,-0.0372528431826
ACH-000463,-0.09754008782019999
ACH-000464,0.0260674803039
ACH-000466,0.027517156959000002
ACH-000467,-0.0464922507192
ACH-000468,0.010711417187000001
ACH-000469,0.134957801474
ACH-000470,-0.0225653207829
ACH-000471,-0.043024269743099995
ACH-000472,0.038372638939900006
ACH-000473,0.199863996932
ACH-000475,-0.050082007096
ACH-000476,0.0036806633364600003
ACH-000477,0.216767739743
ACH-000480,-0.0820727663975
ACH-000481,-0.00227885554323
ACH-000483,0.025766457669900003
ACH-000484,-0.19121119533199998
ACH-000485,-0.0254304330777
ACH-000486,0.00643444274696
ACH-000487,-0.0534306855848
ACH-000488,-0.0342911570224
ACH-000490,-0.0265189213093
ACH-000491,-0.07122822897919999
ACH-000495,-0.167655527618
ACH-000496,0.06525468973519999
ACH-000499,-0.08222878524760001
ACH-000500,0.0855644244292
ACH-000502,0.021812753223200004
ACH-000503,-0.0163937320898
ACH-000505,-0.0322628709013
ACH-000507,-0.09220431905339999
ACH-000510,-0.194282147732
ACH-000511,-0.07508373719229999
ACH-000512,0.009200991324690001
ACH-000516,-0.13153423829000002
ACH-000517,0.062152302608000004
ACH-000518,0.0620962914021
ACH-000520,-0.23875251696400002
ACH-000521,0.0180062530698
ACH-000522,-0.12201040471899999
ACH-000524,0.0533529192662
ACH-000527,0.105602498532
ACH-000528,0.039961614133
ACH-000537,0.000419483127193
ACH-000541,-0.138317330216
ACH-000542,0.0755687427723
ACH-000544,-0.14636700536900002
ACH-000545,-0.0697262358167
ACH-000547,0.0658280508234
ACH-000548,-0.147355880499
ACH-000549,-0.034058985959200004
ACH-000550,-0.044085202963300006
ACH-000552,0.0952412701973
ACH-000556,-0.100529013757
ACH-000557,0.106469049878
ACH-000570,0.0700059072982
ACH-000571,-0.242381238931
ACH-000573,0.0341307660917
ACH-000576,-0.23215101792800003
ACH-000580,0.044972389042999994
ACH-000584,-0.0570629957787
ACH-000585,0.0078703665627
ACH-000588,-0.038075240999599996
ACH-000589,0.10382559523700001
ACH-000591,0.290835508096
ACH-000593,-0.006066053353439999
ACH-000600,-0.13029336731799998
ACH-000601,-0.013280718672299999
ACH-000604,-0.17476431624699998
ACH-000605,-0.12780436183
ACH-000606,-0.0452735592566
ACH-000608,-0.014206661177600001
ACH-000614,-0.0319847164072
ACH-000616,-0.03659677318809999
ACH-000618,-0.195802096226
ACH-000619,-0.0867551258572
ACH-000620,0.0406586546741
ACH-000621,0.08400348195839999
ACH-000622,-0.09229355216119998
ACH-000623,0.0746721007604
ACH-000624,-0.00094104796749
ACH-000627,-0.0720694246442
ACH-000630,-0.0196470298585
ACH-000632,-0.00882852896052
ACH-000633,-0.0603132434906
ACH-000637,0.062375070701
ACH-000638,-0.0474205754823
ACH-000646,0.19527662115
ACH-000647,-0.12836527687000002
ACH-000648,-0.0569721676258
ACH-000649,-0.0504450543663
ACH-000651,0.047185418225099994
ACH-000652,0.15509936071799998
ACH-000653,-0.059171806099199996
ACH-000657,-0.0109033734476
ACH-000658,-0.23087869532299998
ACH-000661,0.0288281384309
ACH-000662,-0.018019641929299998
ACH-000663,0.0206397993768
ACH-000665,0.0104768511876
ACH-000671,-0.0623731532154
ACH-000673,-0.090846453794
ACH-000676,-0.18872843066300002
ACH-000677,0.07619777743350001
ACH-000681,0.08512993841229999
ACH-000682,-0.0136450887787
ACH-000683,-0.313915304955
ACH-000684,0.0114327128705
ACH-000688,0.210737015641
ACH-000693,0.0169089128659
ACH-000694,-0.0425977404709
ACH-000695,-0.232069886578
ACH-000696,-0.0249622058107
ACH-000697,0.0354176416377
ACH-000699,-0.099704886669
ACH-000701,-0.104534229341
ACH-000706,-0.10063541677000001
ACH-000711,-0.085442024013
ACH-000713,-0.0446529235436
ACH-000714,-0.07992757733730001
ACH-000718,0.0291974483842
ACH-000720,0.0376876496717
ACH-000721,-0.0455770696941
ACH-000724,0.126563065299
ACH-000725,-0.18758509932300002
ACH-000732,-0.249752955457
ACH-000734,-0.076385930318
ACH-000735,-0.07905911052180001
ACH-000736,0.0158680157845
ACH-000738,-0.0490110324385
ACH-000746,0.12186278210000001
ACH-000747,-0.0489946777793
ACH-000748,-0.09975701490219999
ACH-000753,-0.0529501972337
ACH-000756,0.0522837008746
ACH-000757,0.0060970188960699995
ACH-000758,0.0741301963974
ACH-000760,-0.0100236204048
ACH-000763,0.017316271471
ACH-000764,-0.0762111802995
ACH-000765,-0.0730254566803
ACH-000766,-0.0625414801234
ACH-000767,-0.264892751972
