,PPP5C (5536)
ACH-000004,0.0367961513547
ACH-000007,0.0304978842216
ACH-000009,-0.20297618913899998
ACH-000011,0.101590863927
ACH-000012,-0.0104669542501
ACH-000013,-0.11530937028100001
ACH-000014,0.492356460717
ACH-000015,-0.193175777835
ACH-000017,-0.00832046390184
ACH-000018,-0.207354697396
ACH-000019,-0.17914630179299998
ACH-000021,-0.0230026852422
ACH-000022,-0.06649395078840001
ACH-000025,0.09999976037830001
ACH-000028,-0.195204516349
ACH-000030,-0.19188965092500002
ACH-000035,-0.24902022721900002
ACH-000036,-0.0911687871855
ACH-000037,0.22379081953000002
ACH-000039,-0.259675538297
ACH-000040,-0.09234418244090001
ACH-000041,-0.15179325655
ACH-000042,0.0335219417369
ACH-000045,-0.31121605164099997
ACH-000047,-0.144091884782
ACH-000052,0.0104514360614
ACH-000053,-0.216070497871
ACH-000054,-0.19629346119899999
ACH-000055,-0.258408071229
ACH-000060,0.21073063645100001
ACH-000067,-0.0331179219013
ACH-000070,0.19565172581
ACH-000075,-0.23448125913000004
ACH-000078,-0.0629743572473
ACH-000082,-0.021226264921400003
ACH-000085,-0.341152846032
ACH-000086,-0.0879575985314
ACH-000087,-0.084258702777
ACH-000092,0.0677102185766
ACH-000095,0.037533147412
ACH-000097,-0.167300767741
ACH-000098,-0.25630570503
ACH-000099,0.0275719702544
ACH-000108,0.029903362305799996
ACH-000113,0.432975604019
ACH-000115,0.356320927514
ACH-000116,0.0944618924172
ACH-000118,-0.0630249636825
ACH-000120,-0.173180280675
ACH-000123,-0.133644968313
ACH-000127,-0.0374919026106
ACH-000128,0.156064596721
ACH-000132,0.185923147635
ACH-000133,-0.140262165718
ACH-000137,-0.24182371741099998
ACH-000138,-0.293172912437
ACH-000142,-0.32727259899300004
ACH-000143,0.0534517700813
ACH-000146,-0.0594400579203
ACH-000148,0.08835018793089999
ACH-000150,-0.01020725608
ACH-000152,-0.08738474771160001
ACH-000153,-0.17148215876200001
ACH-000159,-0.19851225598000002
ACH-000160,0.166065821156
ACH-000163,-0.038233366130300005
ACH-000167,-0.00440141048491
ACH-000168,0.0156801967095
ACH-000169,-0.239404475995
ACH-000178,-0.0400928631721
ACH-000182,-0.127591854604
ACH-000183,-0.0785631646062
ACH-000188,-0.0490225738076
ACH-000189,0.114415220292
ACH-000190,-0.0201410199341
ACH-000198,-0.09672695836829999
ACH-000204,-0.047312126361199996
ACH-000206,-0.104500125767
ACH-000207,-0.150716778805
ACH-000211,0.046098092585699996
ACH-000215,0.0131296918549
ACH-000221,-0.172501072904
ACH-000222,0.033937617257
ACH-000223,0.191870229893
ACH-000226,-0.07258086348
ACH-000227,0.11353566928400001
ACH-000228,-0.10577689788200001
ACH-000231,0.0648045027793
ACH-000232,0.092807305902
ACH-000233,-0.202089323279
ACH-000234,0.152868436986
ACH-000235,-0.0190426006034
ACH-000237,-0.0958502158989
ACH-000238,-0.153385903397
ACH-000243,-0.106544337491
ACH-000244,-0.024448443214599998
ACH-000246,0.20764454090999998
ACH-000248,0.0687103140642
ACH-000250,-0.142224717586
ACH-000251,-0.062388535605300006
ACH-000253,-0.18166956082400001
ACH-000255,-0.0826887968134
ACH-000256,-0.262726330579
ACH-000257,-0.243001038659
ACH-000258,0.221805961603
ACH-000259,0.09486666238409999
ACH-000260,0.0634804130952
ACH-000261,-0.06094110009459999
ACH-000262,-0.31805511244199997
ACH-000263,-0.134439129885
ACH-000264,0.1579363842
ACH-000265,-0.0354560262159
ACH-000266,0.137829542666
ACH-000272,0.06406913084530001
ACH-000273,-0.110616316109
ACH-000274,0.0283475789604
ACH-000277,-0.118924648154
ACH-000278,0.0011111271658399999
ACH-000279,-0.0020143136678399997
ACH-000280,-0.22995005372400001
ACH-000281,-0.008604354234860001
ACH-000288,0.0478396536968
ACH-000291,-0.5369708658169999
ACH-000293,-0.109129109982
ACH-000294,-0.8736444836480001
ACH-000295,-0.059085040095800005
ACH-000296,-0.264496731633
ACH-000302,-0.17614781984900002
ACH-000304,0.0330526706682
ACH-000307,-0.175780491569
ACH-000308,-0.19106467281599998
ACH-000310,0.08662817713689999
ACH-000311,0.136204925165
ACH-000312,0.0461526084126
ACH-000315,-0.168556617969
ACH-000316,0.059100934480499995
ACH-000317,0.322252360788
ACH-000318,-0.338187132931
ACH-000319,-0.09264934669510001
ACH-000320,0.407418116051
ACH-000322,0.330917227919
ACH-000323,0.0497577045639
ACH-000324,-0.159059827683
ACH-000329,0.14312715745100002
ACH-000330,0.11333433650800001
ACH-000331,0.17194272621599999
ACH-000332,0.103900974231
ACH-000334,0.0528467754048
ACH-000335,-0.373213170287
ACH-000336,0.380739229314
ACH-000337,-0.0012864629101400002
ACH-000339,-0.0821530550264
ACH-000341,-0.230575334589
ACH-000348,-0.0263631037726
ACH-000350,0.037229919947699995
ACH-000352,0.06957640801369999
ACH-000356,-0.183597724844
ACH-000361,0.0604043744147
ACH-000362,0.0595796090494
ACH-000363,0.09493237366849999
ACH-000364,-0.148292899834
ACH-000365,0.170465326245
ACH-000366,-0.163096999003
ACH-000368,0.029285673809099997
ACH-000374,0.19783244157299998
ACH-000375,-0.11645181273
ACH-000376,0.0478336800244
ACH-000381,0.0772411947453
ACH-000383,0.05272377552680001
ACH-000387,0.00258625510721
ACH-000389,0.042557135325100005
ACH-000390,-0.0970802751863
ACH-000393,-0.0995232385425
ACH-000395,-0.341636028321
ACH-000397,-0.0907286171797
ACH-000401,-0.577051997228
ACH-000402,-0.12861138559000002
ACH-000403,-0.134101997625
ACH-000404,-0.266423375071
ACH-000406,-0.147274452202
ACH-000407,0.08912432621449999
ACH-000408,-0.10785977230299999
ACH-000410,0.15014417490499998
ACH-000411,0.160080421808
ACH-000414,0.0266805596942
ACH-000415,-0.036324719967099996
ACH-000416,-0.012009209716
ACH-000420,-0.157728654031
ACH-000421,0.0412666744457
ACH-000424,0.18333897141600003
ACH-000425,0.09389968914100001
ACH-000426,-0.46072677198
ACH-000427,-0.22712955849
ACH-000433,-0.08484972306260001
ACH-000436,0.119871804113
ACH-000444,0.175326385242
ACH-000445,-0.142389219676
ACH-000448,-0.08475246845339998
ACH-000450,-0.0410164408299
ACH-000452,0.127123205759
ACH-000454,0.0666235194907
ACH-000458,-0.127837112359
ACH-000459,0.0588760729306
ACH-000460,-0.116594799904
ACH-000461,-0.0520541170431
ACH-000463,0.0684186991805
ACH-000464,-0.0863654808371
ACH-000466,-0.373859766009
ACH-000467,0.0868020181618
ACH-000468,-0.07135294184100001
ACH-000469,-0.156041526201
ACH-000470,-0.176948218229
ACH-000471,-0.00731027939327
ACH-000472,-0.23775193597199998
ACH-000473,0.0966723527809
ACH-000475,0.0878808013504
ACH-000476,0.165684595507
ACH-000477,-0.490011474931
ACH-000480,-0.053739881056000006
ACH-000481,-0.15339625496
ACH-000483,-0.0772418794156
ACH-000484,-0.0787461905649
ACH-000485,0.018916239179
ACH-000486,-0.122569173544
ACH-000487,-0.258215291653
ACH-000488,-0.153187047267
ACH-000490,0.0612042789908
ACH-000491,-0.204771861657
ACH-000495,0.180057117581
ACH-000496,0.0494923467468
ACH-000499,-0.13102874261800002
ACH-000500,0.14219330574300001
ACH-000502,0.058212711406800004
ACH-000503,-0.143737028729
ACH-000505,-0.11504240043500001
ACH-000507,-0.16404653898399998
ACH-000510,-0.115223754795
ACH-000511,-0.0276983920739
ACH-000512,0.11590491096
ACH-000516,-0.010010693801899999
ACH-000517,0.04962912691330001
ACH-000518,-0.381692388211
ACH-000520,-0.172671597811
ACH-000521,0.0602772534949
ACH-000522,0.124085731892
ACH-000524,0.0455112044807
ACH-000527,0.15250309983899998
ACH-000528,0.0166239964484
ACH-000537,-0.117601478585
ACH-000541,0.311978163239
ACH-000542,-0.08074201879689999
ACH-000544,-0.19984605147999998
