,PMM2 (5373)
ACH-000004,-1.22187065905
ACH-000007,-1.0475688843000002
ACH-000009,-0.190858099148
ACH-000011,-0.480352784273
ACH-000012,-0.597979776336
ACH-000013,-0.17609977306
ACH-000014,-0.292959599117
ACH-000015,-0.6006728445880001
ACH-000017,-0.45788063851099997
ACH-000018,-0.281378439026
ACH-000019,-0.390531709516
ACH-000021,-0.052610503474399994
ACH-000022,-0.485897818253
ACH-000025,-0.9098183821410001
ACH-000028,-0.6344345522429999
ACH-000030,0.040496277351599996
ACH-000035,-0.308070643978
ACH-000036,-0.380656558882
ACH-000037,-0.100986996207
ACH-000039,-0.497919586254
ACH-000040,-0.40011765522200005
ACH-000041,0.157165007596
ACH-000042,-0.46295963350900005
ACH-000045,-0.6245102430839999
ACH-000047,-0.761250423557
ACH-000052,-0.32567475527199996
ACH-000053,-0.530878128131
ACH-000054,-0.637914192179
ACH-000055,-0.40094720318300003
ACH-000060,-0.261317544178
ACH-000067,-0.39491248564900006
ACH-000070,-0.867153386477
ACH-000075,-0.550620646028
ACH-000078,-0.10345789589099999
ACH-000082,-0.0109854039126
ACH-000085,-0.211811315095
ACH-000086,-0.0428949462423
ACH-000087,-0.300873824257
ACH-000092,-0.81462484857
ACH-000095,-0.175881608677
ACH-000097,-0.282423872697
ACH-000098,-0.259484217183
ACH-000099,-0.09379846525260001
ACH-000108,-0.510618666364
ACH-000113,-0.480245580075
ACH-000115,-0.28437864863699996
ACH-000116,-0.391169451598
ACH-000118,-0.887924662565
ACH-000120,-0.602011849592
ACH-000123,-0.141335498677
ACH-000127,-0.058465574534999995
ACH-000128,-0.25133405502399997
ACH-000132,-0.177492321465
ACH-000133,-0.0685866533036
ACH-000137,-0.546053256728
ACH-000138,-0.650580900749
ACH-000142,-0.6577516065060001
ACH-000143,-0.06750131131380001
ACH-000146,-0.670101333079
ACH-000148,-0.24936522985100001
ACH-000150,-0.268859961732
ACH-000152,-0.0777488503692
ACH-000153,-0.632825607502
ACH-000159,-0.411184751703
ACH-000160,-0.408587751306
ACH-000163,-0.34982452966399996
ACH-000167,-0.051667166288400006
ACH-000168,-0.560481013432
ACH-000169,-0.21237673086
ACH-000178,-0.684486630951
ACH-000182,-0.49165326030699996
ACH-000183,-0.8634826897769999
ACH-000188,-0.8668374688700001
ACH-000189,-0.511214956372
ACH-000190,-0.38076810497900004
ACH-000198,-0.47733498426000004
ACH-000204,-0.960162698863
ACH-000206,-0.129914560232
ACH-000207,-0.871303855565
ACH-000211,-0.111997761612
ACH-000215,-0.263099618272
ACH-000221,-0.0774057100872
ACH-000222,-0.554742587131
ACH-000223,-0.560454617154
ACH-000226,-0.612234831698
ACH-000227,-0.352614818627
ACH-000228,-0.528671260652
ACH-000231,-0.132060005484
ACH-000232,-0.09460713226980001
ACH-000233,-0.569889763132
ACH-000234,-0.423883103205
ACH-000235,-0.747207376981
ACH-000237,-0.228838978857
ACH-000238,0.00290487929449
ACH-000243,-0.631265220068
ACH-000244,-0.150874586873
ACH-000246,-0.218430505071
ACH-000248,-0.493897374282
ACH-000250,-0.743675904258
ACH-000251,-0.527808382491
ACH-000253,-0.5470989787039999
ACH-000255,-0.569826288267
ACH-000256,-0.21583233575999997
ACH-000257,-0.192235797617
ACH-000258,-0.695990387067
ACH-000259,-0.05118882323869999
ACH-000260,-0.509888164176
ACH-000261,-0.227175023321
ACH-000262,-0.486425818135
ACH-000263,-0.804736076223
ACH-000264,-0.225756651356
ACH-000265,-0.37843283806999994
ACH-000266,-0.250412849961
ACH-000272,-0.38689867863099997
ACH-000273,-0.362366578537
ACH-000274,-0.206781672947
ACH-000277,-0.363160255731
ACH-000278,-0.3759937872
ACH-000279,-0.44675382399400004
ACH-000280,-0.268060799568
ACH-000281,-1.03011314376
ACH-000288,-0.559282277931
ACH-000291,-0.122930419087
ACH-000293,-0.148381610568
ACH-000294,-0.759220971525
ACH-000295,-0.519759103335
ACH-000296,-0.46268124541199995
ACH-000302,-0.119354003004
ACH-000304,-0.510191426343
ACH-000307,-0.631031105656
ACH-000308,-0.726250942379
ACH-000310,-0.2744479892
ACH-000311,-0.541763917381
ACH-000312,-0.0822844220487
ACH-000315,-0.592446047719
ACH-000316,-0.456348268404
ACH-000317,-0.8414889089409999
ACH-000318,-0.105407747632
ACH-000319,-0.232768278326
ACH-000320,-0.27697914724399997
ACH-000322,-0.614025689312
ACH-000323,-0.206788295145
ACH-000324,-0.23720424233800003
ACH-000329,-0.572261934264
ACH-000330,-0.40176067803000004
ACH-000331,-0.5277357900990001
ACH-000332,-0.276328921279
ACH-000334,-0.631522401044
ACH-000335,-0.313167629254
ACH-000336,-0.461897159048
ACH-000337,-0.629130903775
ACH-000339,-0.0726731359873
ACH-000341,-0.15908576231899998
ACH-000348,-0.303297875707
ACH-000350,-0.37982225098399996
ACH-000352,-0.181384006721
ACH-000356,-0.67390176305
ACH-000361,-0.335347373312
ACH-000362,-0.34808565319799994
ACH-000363,-0.8879113436499999
ACH-000364,-0.238660728853
ACH-000365,-0.879345665885
ACH-000366,-0.08078470076580001
ACH-000368,-0.196977189686
ACH-000374,-0.6281584255520001
ACH-000375,-0.25636064397
ACH-000376,-0.449240883652
ACH-000381,-0.7511348120829999
ACH-000383,-0.186439162124
ACH-000387,-0.778244706329
ACH-000389,-0.231648562034
ACH-000390,-1.27386717846
ACH-000393,-0.245595450244
ACH-000395,-0.0462165878368
ACH-000397,-0.495991677737
ACH-000401,-0.593964035982
ACH-000402,-1.1107717858600001
ACH-000403,-0.406891818773
ACH-000404,-0.539651859585
ACH-000406,-0.358193350625
ACH-000407,-0.483965320356
ACH-000408,-0.5289630049899999
ACH-000410,-0.16350440554600001
ACH-000411,-0.60438024493
ACH-000414,-0.259271500165
ACH-000415,-0.590382921213
ACH-000416,-0.248767187973
ACH-000420,-0.439526236871
ACH-000421,-0.648983556012
ACH-000424,-0.265636471808
ACH-000425,-0.36078380156900003
ACH-000426,-0.593256254705
ACH-000427,-0.507774596114
ACH-000433,-0.35547588708300004
ACH-000436,-1.0170120948
ACH-000444,-0.490251575336
ACH-000445,-0.283589731773
ACH-000448,-0.358874751823
ACH-000450,-0.6005171671589999
ACH-000452,-0.696618600512
ACH-000454,-1.09961734352
ACH-000458,-0.98524137717
ACH-000459,-0.647225075683
ACH-000460,-0.657522632083
ACH-000461,-0.8166841162430001
ACH-000463,-0.12746459399
ACH-000464,-0.47676863687700005
ACH-000466,-0.300690573172
ACH-000467,-0.770391905402
ACH-000468,-0.45548640922899997
ACH-000469,-0.08651836519210002
ACH-000470,-0.887566987255
ACH-000471,-1.18437030453
ACH-000472,-0.22260154839899998
ACH-000473,-0.156662425322
ACH-000475,-0.499385386183
ACH-000476,-0.323668592412
ACH-000477,-0.666879682843
ACH-000480,-0.194560106067
ACH-000481,-0.11321181588099999
ACH-000483,-0.661327625655
ACH-000484,-0.46887028505
ACH-000485,-0.7728173146709999
ACH-000486,-0.703525881293
ACH-000487,-0.6946293544519999
ACH-000488,-0.476756370463
ACH-000490,-0.47280919043999997
ACH-000491,-0.13589084904
ACH-000495,-0.322674615801
ACH-000496,-1.0563678892
ACH-000499,-0.18154275927400002
ACH-000500,-0.28500281195300003
ACH-000502,-0.581650915238
ACH-000503,-0.30385095572500004
ACH-000505,-0.630705519677
ACH-000507,-0.570895623082
ACH-000510,-0.19932143426100002
ACH-000511,-0.265854322625
ACH-000512,-0.754186881682
ACH-000516,-0.327192703809
ACH-000517,-0.11064872920999998
ACH-000518,-0.5978168726749999
ACH-000520,-0.487188356691
ACH-000521,-0.348679588764
ACH-000522,-0.541065542817
ACH-000524,-0.249323878433
ACH-000527,-0.475316517581
ACH-000528,-0.302056963035
ACH-000537,-1.07848349882
ACH-000541,-0.67111200007
ACH-000542,-0.47294722369099995
ACH-000544,-0.35145058398699996
ACH-000545,-0.163768761505
ACH-000547,-0.112607103323
ACH-000548,-0.446399496946
ACH-000549,-0.924605591169
ACH-000550,-0.385661013737
ACH-000552,-0.5279066901489999
ACH-000556,-0.125944680511
ACH-000557,-0.177648090878
ACH-000570,-0.0600545291235
ACH-000571,-0.481129809555
ACH-000573,-0.32473998463799997
ACH-000576,-0.429366114151
ACH-000580,0.20287325546799997
ACH-000584,-0.7860629680500001
ACH-000585,-0.306304154402
ACH-000588,-0.914033926793
ACH-000589,-0.326715670114
ACH-000591,-0.230859063779
ACH-000593,-0.719114277391
ACH-000600,-0.417476537191
ACH-000601,-0.143623046643
ACH-000604,-0.4600203287100001
ACH-000605,-0.327756550749
ACH-000606,-0.08692307777889999
ACH-000608,-0.39215496853200005
ACH-000614,-0.288921330557
ACH-000616,-0.149803626209
ACH-000618,-0.5801581068
ACH-000619,-0.504056335653
ACH-000620,-1.0328821609299998
ACH-000621,-0.347030017
ACH-000622,-0.32192344716800003
ACH-000623,-0.0574961648445
ACH-000624,-0.344560487563
