,RIT1 (6016)
ACH-000004,-0.21032740843400002
ACH-000007,-0.10277788661800001
ACH-000009,-0.384393668867
ACH-000011,-0.115503580466
ACH-000012,-0.198387213043
ACH-000013,-0.16182945085699998
ACH-000014,-0.09721302227
ACH-000015,-0.24265010719900001
ACH-000017,-0.062138897205
ACH-000018,-0.14476360931399998
ACH-000019,-0.21103381684500003
ACH-000021,-0.291352128296
ACH-000022,-0.101004578597
ACH-000025,-0.270632182532
ACH-000028,-0.346036929355
ACH-000030,-0.10841051699200001
ACH-000035,-0.37855083747699997
ACH-000036,-0.33495982462499996
ACH-000037,-0.27272975942
ACH-000039,-0.329164098266
ACH-000040,-0.14938522204600002
ACH-000041,-0.07245091585260001
ACH-000042,-0.11190638197000001
ACH-000045,-0.22432656839200002
ACH-000047,0.0947861344648
ACH-000052,-0.209783838501
ACH-000053,-0.0849757769148
ACH-000054,-0.124575217411
ACH-000055,-0.266944769169
ACH-000060,-0.0266266709228
ACH-000067,-0.058010266581300006
ACH-000070,-0.07704469831510001
ACH-000075,-0.488835305335
ACH-000078,-0.518776675799
ACH-000082,-0.0621355906905
ACH-000085,-0.293012797916
ACH-000086,-0.47593446458800004
ACH-000087,-0.11880869769300001
ACH-000092,-0.31722015490600003
ACH-000095,-0.20156694762000002
ACH-000097,-0.0948839174982
ACH-000098,-0.28235284535599997
ACH-000099,-0.453105273068
ACH-000108,-0.225740455936
ACH-000113,-0.121888507674
ACH-000115,-0.144433637131
ACH-000116,-0.132856334972
ACH-000118,-0.160879000632
ACH-000120,-0.33991165498899995
ACH-000123,-0.19372486399500002
ACH-000127,-0.176712413895
ACH-000128,-0.34239155514700004
ACH-000132,-0.44512530866899996
ACH-000133,-0.268725539711
ACH-000137,-0.40138715686899995
ACH-000138,-0.29127570734200003
ACH-000142,-0.353584399943
ACH-000143,-0.23634965428100002
ACH-000146,-0.21122914637899998
ACH-000148,-0.274017779763
ACH-000150,-0.025765717497900003
ACH-000152,-0.120110500264
ACH-000153,-0.30322573736999997
ACH-000159,-0.0759043912933
ACH-000160,-0.122714547444
ACH-000163,-0.0206487389236
ACH-000167,-0.22877116479899998
ACH-000168,-0.170658470698
ACH-000169,-0.165243156135
ACH-000178,-0.08728842122850002
ACH-000182,-0.0984959274692
ACH-000183,-0.0706939104754
ACH-000188,-0.34214310244499996
ACH-000189,-0.26949196441
ACH-000190,-0.104450140523
ACH-000198,-0.445628252223
ACH-000204,-0.355183565028
ACH-000206,0.116858553136
ACH-000207,0.009336753584520002
ACH-000211,-0.257567389268
ACH-000215,-0.207401506991
ACH-000221,-0.039257910932800004
ACH-000222,-0.415445949125
ACH-000223,-0.169248967806
ACH-000226,-0.179497004381
ACH-000227,-0.283960293868
ACH-000228,-0.36468280710600004
ACH-000231,-0.224024665214
ACH-000232,-0.383765769199
ACH-000233,-0.044288623008900005
ACH-000234,-0.234068744569
ACH-000235,-0.244322463296
ACH-000237,-0.0539802679243
ACH-000238,-0.125545578243
ACH-000243,-0.26859291363800003
ACH-000244,-0.18004463455800002
ACH-000246,-0.25104250141
ACH-000248,-0.181215670669
ACH-000250,-0.152430747028
ACH-000251,-0.178132326719
ACH-000253,-0.19746362828699998
ACH-000255,-0.187516737205
ACH-000256,-0.0713359962798
ACH-000257,-0.45804750341399997
ACH-000258,-0.6940120649779999
ACH-000259,-0.27808160214600003
ACH-000260,-0.252321810242
ACH-000261,-0.249072696182
ACH-000262,-0.133838256527
ACH-000263,-0.426221346804
ACH-000264,-0.250234644489
ACH-000265,-0.24014248621599998
ACH-000266,-0.280762116598
ACH-000272,-0.372163477753
ACH-000273,-0.35964437011
ACH-000274,-0.20887002661499998
ACH-000277,-0.010107809772
ACH-000278,-0.215199591939
ACH-000279,-0.08726895900569999
ACH-000280,-0.22136327630199998
ACH-000281,-0.334650884493
ACH-000288,-0.24616500911800002
ACH-000291,-0.11452777778699999
ACH-000293,-0.138582069133
ACH-000294,-0.116222941427
ACH-000295,-0.054931476997199996
ACH-000296,0.102039320561
ACH-000302,-0.09267474649350001
ACH-000304,-0.149287370577
ACH-000307,-0.0594657326471
ACH-000308,-0.17627725185899998
ACH-000310,-0.283540156162
ACH-000311,-0.466127250555
ACH-000312,-0.392468252411
ACH-000315,-0.0800681449026
ACH-000316,-0.18330558679099998
ACH-000317,-0.52215130673
ACH-000318,-0.353277708402
ACH-000319,-0.317595962236
ACH-000320,-0.303659470223
ACH-000322,-0.225334463542
ACH-000323,-0.399619072139
ACH-000324,-0.12283507915200001
ACH-000329,-0.266598370014
ACH-000330,-0.15575858995300002
ACH-000331,-0.253318885633
ACH-000332,-0.255745088171
ACH-000334,-0.0285792294209
ACH-000335,-0.202899569956
ACH-000336,-0.160985665022
ACH-000337,-0.255761541998
ACH-000339,-0.101907173312
ACH-000341,-0.43107009071099994
ACH-000348,-0.187984282267
ACH-000350,-0.191003008437
ACH-000352,-0.17655842198
ACH-000356,-0.381114328345
ACH-000361,-0.11506202283700001
ACH-000362,-0.19460241787799998
ACH-000363,-0.151783200052
ACH-000364,-0.247669700707
ACH-000365,-0.160655879797
ACH-000366,-0.23534715233399997
ACH-000368,-0.487862727487
ACH-000374,-0.197745107684
ACH-000375,-0.018876790164599998
ACH-000376,-0.272205868638
ACH-000381,-0.196390529131
ACH-000383,-0.225911564392
ACH-000387,-0.405772795348
ACH-000389,-0.403260112798
ACH-000390,-0.182806542287
ACH-000393,-0.13348936129300001
ACH-000395,-0.121307792905
ACH-000397,-0.133681099114
ACH-000401,-0.33759704712300004
ACH-000402,-0.3097430905
ACH-000403,-0.192196400391
ACH-000404,-0.20905393593
ACH-000406,-0.262328374016
ACH-000407,-0.149780666672
ACH-000408,-0.18606346727
ACH-000410,-0.29815962557799996
ACH-000411,-0.127577395077
ACH-000414,-0.207156087875
ACH-000415,-0.08362788542560001
ACH-000416,-0.27760029093000005
ACH-000420,-0.159360410146
ACH-000421,-0.27174776945900003
ACH-000424,-0.17900817194600002
ACH-000425,-0.09362596779389999
ACH-000426,-0.156762038473
ACH-000427,-0.06095541896290001
ACH-000433,-0.0541381585517
ACH-000436,-0.186421196687
ACH-000444,-0.0276488433941
ACH-000445,-0.36225430686099996
ACH-000448,-0.168896010479
ACH-000450,-0.08386233647739999
ACH-000452,-0.106224368159
ACH-000454,-0.20417586988400002
ACH-000458,-0.20672988413899998
ACH-000459,0.291949429935
ACH-000460,-0.159061047253
ACH-000461,-0.0165494596529
ACH-000463,-0.251246346163
ACH-000464,-0.305165465719
ACH-000466,0.0189152114024
ACH-000467,-0.114424156819
ACH-000468,-0.09964796287969999
ACH-000469,-0.370911944153
ACH-000470,-0.0641708025098
ACH-000471,-0.29521332408000006
ACH-000472,-0.137513398777
ACH-000473,-0.022688846311499998
ACH-000475,-0.127411197438
ACH-000476,0.069686675198
ACH-000477,-0.133680204102
ACH-000480,0.10056068682
ACH-000481,-0.31981091676199996
ACH-000483,-0.112363992398
ACH-000484,-0.13240272785
ACH-000485,-0.175953800231
ACH-000486,-0.12141871801200001
ACH-000487,-0.40916553374
ACH-000488,-0.23732032829
ACH-000490,-0.244500563835
ACH-000491,-0.15577607756200001
ACH-000495,-0.274689244806
ACH-000496,-0.0523359502854
ACH-000499,-0.140219816883
ACH-000500,-0.31817161213100004
ACH-000502,-0.25077984215
ACH-000503,-0.135612011556
ACH-000505,-0.32874405637
ACH-000507,-0.16320913424900002
ACH-000510,-0.226897423187
ACH-000511,-0.19898817911699998
ACH-000512,-0.169400183422
ACH-000516,-0.16003945499000002
ACH-000517,-0.204347080463
ACH-000518,-0.160570532966
ACH-000520,-0.491059607094
ACH-000521,-0.412489209928
ACH-000522,-0.043170594828500004
ACH-000524,-0.178676270147
ACH-000527,-0.142246087352
ACH-000528,-0.245476943537
ACH-000537,-0.143895519523
ACH-000541,-0.156179725096
ACH-000542,-0.16445536904799998
ACH-000544,-0.24319247095199997
ACH-000545,-0.17819797982299998
ACH-000547,-0.35799444586199997
ACH-000548,-0.140082325855
ACH-000549,-0.204204473398
ACH-000550,0.08498599171889999
ACH-000552,-0.164536687721
ACH-000556,-0.20717902976100003
ACH-000557,-0.21630304836300002
ACH-000570,-0.390338187015
ACH-000571,-0.182202873161
ACH-000573,-0.263180875671
ACH-000576,-0.08652571689060001
ACH-000580,-0.0411381908731
ACH-000584,-0.204561946065
ACH-000585,-0.5424925222720001
ACH-000588,-0.154955275112
ACH-000589,-0.188668029962
ACH-000591,0.0177537825979
ACH-000593,-0.142512472642
ACH-000600,-0.35894584678900004
ACH-000601,-0.276657367758
ACH-000604,-0.4411787757
ACH-000605,-0.159167856929
ACH-000606,-0.214567817902
ACH-000608,-0.147813184814
ACH-000614,-0.135926009818
ACH-000616,-0.184461828388
ACH-000618,-0.32375776225499997
ACH-000619,-0.188641511028
ACH-000620,-0.109613636102
ACH-000621,-0.186502416607
ACH-000622,-0.39614388925899996
ACH-000623,-0.295407527589
ACH-000624,-0.180798754512
ACH-000627,-0.474426487337
ACH-000630,-0.295890420141
ACH-000632,0.008568364815139999
ACH-000633,-0.045261879729599996
ACH-000637,-0.147450350154
ACH-000638,-0.345742603558
ACH-000646,-0.0968667993008
ACH-000647,-0.222507230647
ACH-000648,-0.14497400388
ACH-000649,-0.132082087169
ACH-000651,-0.153039747935
ACH-000652,-0.18796171236499998
ACH-000653,-0.229113601436
ACH-000657,-0.344395439468
ACH-000658,-0.183548134579
ACH-000661,-0.11303541263
ACH-000662,-0.343139988627
ACH-000663,-0.0280344158506
ACH-000665,-0.202752553997
ACH-000671,-0.301413102828
ACH-000673,-0.223357447986
ACH-000676,-0.214538886092
ACH-000677,-0.032020728815599996
ACH-000681,-0.18444035735999997
ACH-000682,-0.24822816369800002
ACH-000683,-0.4497836662
ACH-000684,-0.43489720906900003
ACH-000688,0.145925263902
ACH-000693,-0.119920198578
ACH-000694,-0.159015963931
ACH-000695,-0.034576406068800004
ACH-000696,-0.166867108326
ACH-000697,-0.289965661341
ACH-000699,-0.130808626734
ACH-000701,-0.319164229639
ACH-000706,-0.282787071777
ACH-000711,-0.165048025568
ACH-000713,-0.46229023867200003
ACH-000714,-0.444251123305
ACH-000718,-0.117197613362
ACH-000720,-0.276295439529
ACH-000721,-0.16614718610999998
ACH-000724,-0.279078943065
ACH-000725,-0.51483974542
ACH-000732,-0.158598812478
ACH-000734,-0.147960554569
ACH-000735,-0.137287791199
ACH-000736,-0.0835810552584
ACH-000738,-0.275099697774
ACH-000746,-0.1816947927
ACH-000747,-0.237602123735
ACH-000748,-0.19489094618799999
ACH-000753,-0.350879079527
ACH-000756,-0.526988625099
ACH-000757,-0.35231755802000003
ACH-000758,-0.42121717948200005
ACH-000760,-0.25125200462499997
ACH-000763,-0.0566955831365
ACH-000764,-0.105775639708
ACH-000765,-0.20441019116300002
ACH-000766,-0.122229273973
ACH-000767,-0.430641060402
ACH-000768,-0.053967949613699995
ACH-000769,-0.103996573363
ACH-000770,-0.19564884262600002
ACH-000771,-0.280324060117
ACH-000773,-0.128441820447
ACH-000776,0.09715192595760001
ACH-000777,-0.151220230116
ACH-000778,-0.028044363371
ACH-000781,-0.16988213826200002
ACH-000782,-0.04242421077769999
ACH-000783,-0.269173419654
ACH-000784,-0.035222011404400004
ACH-000785,-0.448291859674
ACH-000787,-0.250426979878
ACH-000788,-0.16959281907499998
ACH-000791,-0.329523148171
ACH-000792,-0.274633911289
ACH-000794,-0.140324181629
