,IQCB1 (9657)
ACH-000004,0.119621586561
ACH-000007,0.06538075833580001
ACH-000009,-0.17802531562399998
ACH-000011,-0.159055325182
ACH-000012,-0.060684983970599994
ACH-000013,-0.0349262270599
ACH-000014,-0.117556208601
ACH-000015,-0.0152412581834
ACH-000017,-0.09476901598300001
ACH-000018,-0.273809453187
ACH-000019,-0.214402772636
ACH-000021,-0.151648850043
ACH-000022,0.0155495655324
ACH-000025,-0.239130792547
ACH-000028,-0.112558722301
ACH-000030,-0.141943719775
ACH-000035,-0.141321372892
ACH-000036,-0.122784373352
ACH-000037,-0.128822340673
ACH-000039,-0.321379757945
ACH-000040,-0.19177439086399997
ACH-000041,0.00428135064758
ACH-000042,-0.05579225672759999
ACH-000045,0.06063869734709999
ACH-000047,-0.142079296434
ACH-000052,-0.0348042809202
ACH-000053,-0.0370465740683
ACH-000054,-0.0705178568523
ACH-000055,0.0369783513919
ACH-000060,-0.109922235826
ACH-000067,-0.11360130603499999
ACH-000070,-0.17740653692299999
ACH-000075,-0.292606526842
ACH-000078,0.0976733722825
ACH-000082,-0.07694345671819999
ACH-000085,-0.38118179952500003
ACH-000086,-0.0662555677223
ACH-000087,-0.18102574204
ACH-000092,-0.106052813043
ACH-000095,-0.0834671256774
ACH-000097,-0.0895630651725
ACH-000098,-0.10637595307900001
ACH-000099,0.0320414146436
ACH-000108,-0.019924823493700002
ACH-000113,-0.06541847603380001
ACH-000115,-0.07006027434060001
ACH-000116,-0.00176710391271
ACH-000118,-0.103356639735
ACH-000120,-0.046630167374200004
ACH-000123,-0.152574059387
ACH-000127,0.0026883140659800004
ACH-000128,-0.0284623588014
ACH-000132,-0.19960579829999997
ACH-000133,0.024696132569999998
ACH-000137,-0.19531405885000003
ACH-000138,-0.11384878922599999
ACH-000142,-0.0674755239154
ACH-000143,-0.163776732978
ACH-000146,-0.0789106315218
ACH-000148,-0.077047240664
ACH-000150,0.10729244835200001
ACH-000152,-0.128028923881
ACH-000153,0.0142502967045
ACH-000159,-0.0211186712617
ACH-000160,-0.12697971166
ACH-000163,-0.021456658387599997
ACH-000167,-0.38267269291699996
ACH-000168,0.008690112539270002
ACH-000169,-0.196001891211
ACH-000178,-0.106641152389
ACH-000182,-0.231495037781
ACH-000183,-0.219729928959
ACH-000188,-0.106306631491
ACH-000189,-0.176483147196
ACH-000190,-0.108461352659
ACH-000198,-0.143217826123
ACH-000204,-0.330621631299
ACH-000206,-0.33796351932400004
ACH-000207,0.000982254441652
ACH-000211,-0.200489567196
ACH-000215,-0.0508127050141
ACH-000221,-0.167065641711
ACH-000222,-0.204891747229
ACH-000223,-0.262777424636
ACH-000226,-0.227454763549
ACH-000227,-0.372186318027
ACH-000228,-0.150471343562
ACH-000231,-0.113064717565
ACH-000232,0.0197210872338
ACH-000233,-0.0023820630851699998
ACH-000234,-0.13172870856
ACH-000235,-0.14706028720699998
ACH-000237,0.12965423000999998
ACH-000238,0.0057324560683000006
ACH-000243,-0.18836812682100001
ACH-000244,-0.0963524658243
ACH-000246,-0.131157308579
ACH-000248,-0.132329874538
ACH-000250,-0.06563665663509999
ACH-000251,0.00835352444664
ACH-000253,-0.131685740539
ACH-000255,0.0481342469455
ACH-000256,0.0946456064958
ACH-000257,-0.24604897145799998
ACH-000258,0.047978709867199994
ACH-000259,0.0616087787863
ACH-000260,-0.157069045043
ACH-000261,-0.120983322538
ACH-000262,-0.171502681171
ACH-000263,0.00543893369822
ACH-000264,-0.19601517887400002
ACH-000265,0.00587899058128
ACH-000266,-0.171907533143
ACH-000272,-0.153494679203
ACH-000273,-0.0739018167839
ACH-000274,-0.14560945704199998
ACH-000277,0.0517227809
ACH-000278,-0.0671013146912
ACH-000279,-0.0830040718694
